defined_class	defined_class_label	location	location_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/HP_0410068	Increased level of L-glutamic acid in blood	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16015	L-glutamic acid
http://purl.obolibrary.org/obo/HP_0011943	Increased urinary thiosulfate	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16094	thiosulfate(2-)
http://purl.obolibrary.org/obo/HP_0003124	Hypercholesterolemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16113	cholesterol
http://purl.obolibrary.org/obo/HP_0001987	Hyperammonemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16134	ammonia
http://purl.obolibrary.org/obo/HP_0012613	Increased urinary sulfate	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16189	sulfate
http://purl.obolibrary.org/obo/HP_0003138	Increased blood urea nitrogen	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16199	urea
http://purl.obolibrary.org/obo/HP_0003348	Hyperalaninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16449	alanine
http://purl.obolibrary.org/obo/HP_0000093	Proteinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16541	protein polypeptide chain
http://purl.obolibrary.org/obo/HP_0003259	Elevated serum creatinine	http://purl.obolibrary.org/obo/UBERON_0001977	blood serum	http://purl.obolibrary.org/obo/CHEBI_16737	creatinine
http://purl.obolibrary.org/obo/HP_0003218	Oroticaciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16742	orotic acid
http://purl.obolibrary.org/obo/HP_0003235	Hypermethioninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16811	methionine
http://purl.obolibrary.org/obo/HP_0410064	Increased level of galactitol in red blood cells	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/CHEBI_16813	galactitol
http://purl.obolibrary.org/obo/HP_0410062	Increased level of galactitol in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16813	galactitol
http://purl.obolibrary.org/obo/HP_0410061	Increased level of galactitol in plasma	http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma	http://purl.obolibrary.org/obo/CHEBI_16813	galactitol
http://purl.obolibrary.org/obo/HP_0410051	Increased level of 3-hydroxy-3-methylglutaric acid in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16831	3-hydroxy-3-methylglutaric acid
http://purl.obolibrary.org/obo/HP_0410053	Increased level of GABA in serum	http://purl.obolibrary.org/obo/UBERON_0001977	blood serum	http://purl.obolibrary.org/obo/CHEBI_16865	gamma-aminobutyric acid
http://purl.obolibrary.org/obo/HP_0012406	Hypercitraturia	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_16947	citrate(3-)
http://purl.obolibrary.org/obo/HP_0012556	Hyperbetaalaninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16958	beta-alanine
http://purl.obolibrary.org/obo/HP_0002904	Hyperbilirubinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16990	bilirubin
http://purl.obolibrary.org/obo/HP_0002904	Hyperbilirubinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16990	bilirubin IXalpha
http://purl.obolibrary.org/obo/HP_0410069	Increased level of propylene glycol in blood	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16997	"propane-1,2-diol"
http://purl.obolibrary.org/obo/HP_0031211	Elevated cholesterol ester level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17002	cholesteryl ester
http://purl.obolibrary.org/obo/HP_0410157	Increased level of N-acetylneuraminic acid in fibroblasts	http://purl.obolibrary.org/obo/CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CHEBI_17012	N-acetylneuraminic acid
http://purl.obolibrary.org/obo/HP_0410156	Increased level of N-acetylneuraminic acid in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17012	N-acetylneuraminic acid
http://purl.obolibrary.org/obo/HP_0410175	Hyperketonemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17087	ketone
http://purl.obolibrary.org/obo/HP_0002919	Ketonuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17087	ketone
http://purl.obolibrary.org/obo/HP_0410074	Increased level of xylitol in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17151	xylitol
http://purl.obolibrary.org/obo/HP_0410075	Increased level of xylitol in CSF	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_17151	xylitol
http://purl.obolibrary.org/obo/HP_0003076	Glycosuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17234	glucose
http://purl.obolibrary.org/obo/HP_0030088	Increased serum testosterone level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17347	testosterone
http://purl.obolibrary.org/obo/HP_0011814	Increased urinary hypoxanthine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17368	hypoxanthine
http://purl.obolibrary.org/obo/HP_0003358	Elevated intracellular cystine	http://purl.obolibrary.org/obo/CL_0000000	cell	http://purl.obolibrary.org/obo/CHEBI_17376	cystine
http://purl.obolibrary.org/obo/HP_0500151	Hypercystinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17376	cystine
http://purl.obolibrary.org/obo/HP_0003131	Cystinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17376	cystine
http://purl.obolibrary.org/obo/HP_0012217	Increased urinary porphobilinogen	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17381	porphobilinogen
http://purl.obolibrary.org/obo/HP_0002160	Hyperhomocystinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17485	homocystine
http://purl.obolibrary.org/obo/HP_0002156	Homocystinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17485	homocystine
http://purl.obolibrary.org/obo/HP_0003646	Bicarbonaturia	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17544	hydrogencarbonate
http://purl.obolibrary.org/obo/HP_0003163	Elevated urinary delta-aminolevulinic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17549	5-aminolevulinic acid
http://purl.obolibrary.org/obo/HP_0410158	Increased level of O-phosphoethanolamine in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17553	O-phosphoethanolamine
http://purl.obolibrary.org/obo/HP_0012127	Uraciluria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17568	uracil
http://purl.obolibrary.org/obo/HP_0003118	Increased circulating cortisol level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17650	cortisol
http://purl.obolibrary.org/obo/HP_0012030	Increased urinary cortisol level	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17650	cortisol
http://purl.obolibrary.org/obo/HP_0040302	Hyperglycerolemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17754	glycerol
http://purl.obolibrary.org/obo/HP_0040301	Increased urinary glycerol	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17754	glycerol
http://purl.obolibrary.org/obo/HP_0003286	Cystathioninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17755	cystathionine
http://purl.obolibrary.org/obo/HP_0003153	Cystathioninuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17755	cystathionine
http://purl.obolibrary.org/obo/HP_0010569	Elevated 7-dehydrocholesterol	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17759	"cholesta-5,7-dien-3beta-ol"
http://purl.obolibrary.org/obo/HP_0500138	Hyperserinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17822	serine
http://purl.obolibrary.org/obo/HP_0002155	Hypertriglyceridemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/HP_0003530	Glutaric acidemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17859	glutaric acid
http://purl.obolibrary.org/obo/HP_0003150	Glutaric aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17859	glutaric acid
http://purl.obolibrary.org/obo/HP_0011423	Hyperchloremia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_17996	chloride
http://purl.obolibrary.org/obo/HP_0002914	Hyperchloriduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_17996	chloride
http://purl.obolibrary.org/obo/HP_0012236	Elevated sweat chloride	http://purl.obolibrary.org/obo/UBERON_0001089	sweat	http://purl.obolibrary.org/obo/CHEBI_17996	chloride
http://purl.obolibrary.org/obo/HP_0006561	Lipid accumulation in hepatocytes	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
http://purl.obolibrary.org/obo/HP_0003077	Hyperlipidemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
http://purl.obolibrary.org/obo/HP_0009058	Increased muscle lipid content	http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
http://purl.obolibrary.org/obo/HP_0003541	Urinary glycosaminoglycan excretion	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18085	glycosaminoglycan
http://purl.obolibrary.org/obo/HP_0410065	Increased level of hippuric acid in blood	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18089	N-benzoylglycine
http://purl.obolibrary.org/obo/HP_0410066	Increased level of hippuric acid in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18089	N-benzoylglycine
http://purl.obolibrary.org/obo/HP_0003260	Hydroxyprolinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18095	trans-4-hydroxy-L-proline
http://purl.obolibrary.org/obo/HP_0003607	4-Hydroxyphenylacetic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18101	4-hydroxyphenylacetic acid
http://purl.obolibrary.org/obo/HP_0003614	Trimethylaminuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18139	trimethylamine
http://purl.obolibrary.org/obo/HP_0410132	Increased level of L-pyroglutamic acid in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18183	5-oxo-L-proline
http://purl.obolibrary.org/obo/HP_0003231	Hypertyrosinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18186	tyrosine
http://purl.obolibrary.org/obo/HP_0011966	Elevated plasma citrulline	http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma	http://purl.obolibrary.org/obo/CHEBI_18211	citrulline
http://purl.obolibrary.org/obo/HP_0003080	Hydroxyprolinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18240	4-hydroxy-L-proline
http://purl.obolibrary.org/obo/HP_0011979	Elevated urinary dopamine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18243	dopamine
http://purl.obolibrary.org/obo/HP_0012655	Elevated CSF dopamine level	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_18243	dopamine
http://purl.obolibrary.org/obo/HP_0012026	Hyperornithinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/HP_0003532	Ornithinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/HP_0011788	Increased serum free triiodothyronine	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_18258	"3,3',5-triiodo-L-thyronine"
http://purl.obolibrary.org/obo/HP_0410067	Increased level of L-fucose in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18287	L-fucose
http://purl.obolibrary.org/obo/HP_0011864	Elevated plasma pyrophosphate	http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma	http://purl.obolibrary.org/obo/CHEBI_18361	diphosphate(4-)
http://purl.obolibrary.org/obo/HP_0003491	Elevated urine pyrophosphate	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18361	diphosphate(4-)
http://purl.obolibrary.org/obo/HP_0008301	Dermatan sulfate excretion in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_18376	dermatan sulfate
http://purl.obolibrary.org/obo/HP_0040155	Elevated urinary 3-hydroxybutyric acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_20067	3-hydroxybutyric acid
http://purl.obolibrary.org/obo/HP_0011978	Elevated urinary vanillylmandelic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_20106	vanillylmandelic acid
http://purl.obolibrary.org/obo/HP_0040208	Elevated CSF biopterin level	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_22881	biopterins
http://purl.obolibrary.org/obo/HP_0008344	Elevated plasma branched chain amino acids	http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma	http://purl.obolibrary.org/obo/CHEBI_22918	branched-chain amino acid
http://purl.obolibrary.org/obo/HP_0410063	Increased level of galactonate in red blood cells	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/CHEBI_24148	galactonate
http://purl.obolibrary.org/obo/HP_0012067	Glycopeptiduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_24396	glycopeptide
http://purl.obolibrary.org/obo/HP_0010913	Hyperisoleucinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_24898	isoleucine
http://purl.obolibrary.org/obo/HP_0002490	Increased CSF lactate	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_24996	lactate
http://purl.obolibrary.org/obo/HP_0002151	Increased serum lactate	http://purl.obolibrary.org/obo/UBERON_0001977	blood serum	http://purl.obolibrary.org/obo/CHEBI_24996	lactate
http://purl.obolibrary.org/obo/HP_0010911	Hyperleucinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_25017	leucine
http://purl.obolibrary.org/obo/HP_0002161	Hyperlysinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/HP_0003297	Hyperlysinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/HP_0040204	Elevated CSF neopterin level	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_25500	neopterins
http://purl.obolibrary.org/obo/HP_0002905	Hyperphosphatemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate
http://purl.obolibrary.org/obo/HP_0003109	Hyperphosphaturia	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate
http://purl.obolibrary.org/obo/HP_0010473	Porphyrinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_26214	porphyrins
http://purl.obolibrary.org/obo/HP_0008358	Hyperprolinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/HP_0003137	Prolinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/HP_0003527	Hyperprostaglandinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_26333	prostaglandin
http://purl.obolibrary.org/obo/HP_0012187	Increased erythrocyte protoporphyrin concentration	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/CHEBI_26361	protoporphyrins
http://purl.obolibrary.org/obo/HP_0003354	Hyperthreoninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/HP_0003296	Hyperthreoninuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/HP_0002149	Hyperuricemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27226	uric acid
http://purl.obolibrary.org/obo/HP_0003149	Hyperuricosuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_27226	uric acid
http://purl.obolibrary.org/obo/HP_0012237	Urocanic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_27248	urocanic acid
http://purl.obolibrary.org/obo/HP_0010910	Hypervalinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/HP_0045034	Elevated urinary aminoisobutyric acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_27389	3-aminoisobutyric acid
http://purl.obolibrary.org/obo/HP_0032164	Increased blood folate concentration	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27470	folic acid
http://purl.obolibrary.org/obo/HP_0010906	Hyperhistidinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27570	histidine
http://purl.obolibrary.org/obo/HP_0002927	Histidinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_27570	histidine
http://purl.obolibrary.org/obo/HP_0000859	Hyperaldosteronism	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27584	aldosterone
http://purl.obolibrary.org/obo/HP_0500134	Hypertryptophanemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_27897	tryptophan
http://purl.obolibrary.org/obo/HP_0003361	Tryptophanuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_27897	tryptophan
http://purl.obolibrary.org/obo/HP_0004923	Hyperphenylalaninemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine
http://purl.obolibrary.org/obo/HP_0009051	Increased muscle glycogen content	http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ	http://purl.obolibrary.org/obo/CHEBI_28087	glycogen
http://purl.obolibrary.org/obo/HP_0006568	Increased hepatic glycogen content	http://purl.obolibrary.org/obo/UBERON_0002107	liver	http://purl.obolibrary.org/obo/CHEBI_28087	glycogen
http://purl.obolibrary.org/obo/HP_0012024	Hypergalactosemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_28260	galactose
http://purl.obolibrary.org/obo/HP_0012023	Galactosuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_28260	galactose
http://purl.obolibrary.org/obo/HP_0003217	Hyperglutaminemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_28300	glutamine
http://purl.obolibrary.org/obo/HP_0025376	Hyperglutaminuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_28300	glutamine
http://purl.obolibrary.org/obo/HP_0002159	Heparan sulfate excretion in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_28815	heparan sulfate
http://purl.obolibrary.org/obo/HP_0410154	Increased level of myristic acid in serum	http://purl.obolibrary.org/obo/UBERON_0001977	blood serum	http://purl.obolibrary.org/obo/CHEBI_28875	tetradecanoic acid
http://purl.obolibrary.org/obo/HP_0003268	Argininuria	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_29016	arginine
http://purl.obolibrary.org/obo/HP_0500153	Hyperargininemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_29016	arginine
http://purl.obolibrary.org/obo/HP_0012605	Hypernatriuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_29101	sodium(1+)
http://purl.obolibrary.org/obo/HP_0002912	Methylmalonic acidemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/HP_0012120	Methylmalonic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/HP_0012402	Increased urine alpha-ketoglutarate concentration	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_30915	2-oxoglutaric acid
http://purl.obolibrary.org/obo/HP_0012202	Increased serum bile acid concentration	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_3098	bile acid
http://purl.obolibrary.org/obo/HP_0003334	Elevated circulating catecholamine level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_33567	catecholamine
http://purl.obolibrary.org/obo/HP_0011976	Elevated urinary catecholamines	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33567	catecholamine
http://purl.obolibrary.org/obo/HP_0003639	Elevated urinary epinephrine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33568	adrenaline
