source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	cs	HP:0000752	IAO:0000115	Hyperactivity is a state of constantly being unusually or abnormally active, including in situations in which it is not appropriate	Hyperaktivita je stav neustálé abnormální aktivity, a to i v situacích, kdy to není vhodné	OFFICIAL
en	cs	HP:0000756	IAO:0000115	A type of anxiety disorder characterized by avoidance of public places, especially where crowds gather	Typ úzkostné poruchy charakterizované vyhýbáním se veřejným místům, zejména tam, kde se shromažďují davy	OFFICIAL
en	cs	HP:0000758	IAO:0000115	Any abnormal nonverbal communication, such as reduced use of eye-to-eye gaze, atypical facial expressions, body posture, and gestures	Snížená schopnost používat neverbální chování pro komunikaci, jako je pohled z očí do očí, výraz obličeje, držení těla a gesta	CANDIDATE
en	cs	HP:0000777	rdfs:label	Abnormality of the thymus	Abnormalita brzlíku	OFFICIAL
en	cs	HP:0000798	rdfs:label	Oligospermia	Oligospermie	OFFICIAL
en	cs	HP:0000807	rdfs:label	Glandular hypospadias	Glandulární hypospadie	OFFICIAL
en	cs	HP:0000811	rdfs:label	Abnormal external genitalia	Abnormální zevní genitál	OFFICIAL
en	cs	HP:0000817	IAO:0000115	Difficulty in looking at another person in the eye	Potíže při pohledu do očí jiné osobě	OFFICIAL
en	cs	HP:0000817	rdfs:label	Poor eye contact	Špatný oční kontakt	OFFICIAL
en	cs	HP:0000848	rdfs:label	Increased circulating renin level	Zvýšená hladina cirkulujícího reninu	OFFICIAL
en	cs	HP:0000859	rdfs:label	Hyperaldosteronism	Hyperaldosteronismus	OFFICIAL
en	cs	HP:0000897	IAO:0000115	A row of beadlike prominences at the junction of a rib and its cartilage (i.e., enlarged costochondral joints), resembling a rosary	Řada korálkovitých výrůstků na spojení žeber a jejich chrupavek (tj. zvětšené kostochondrální skloubení), připomínající růženec	OFFICIAL
en	cs	HP:0000923	rdfs:label	Beaded ribs	Korálková žebra	OFFICIAL
en	cs	HP:0000962	IAO:0000115	Hyperkeratosis is thickening of the outer layer of the skin, the stratum corneum, which is composed of large, polyhedral, plate-like envelopes filled with keratin which are the dead cells that have migrated up from the stratum granulosum	Hyperkeratóza je ztluštění vnější vrstvy kůže, stratum corneum, které se skládá z velké, mrtvých keratinocytů vyplněných keratinem, které sem migrovaly ze stratum granulosum kůže	OFFICIAL
en	cs	HP:0000964	IAO:0000115	Eczema is a form of dermatitis. The term eczema is broadly applied to a range of persistent skin conditions and can be related to a number of underlying conditions. Manifestations of eczema can include dryness and recurring skin rashes with redness, skin edema, itching and dryness, crusting, flaking, blistering, cracking, oozing, or bleeding	Ekzém je formou dermatitidy. Termín ekzém je široce aplikován na celou řadu perzistentních kožních nemocí a může být způsoben řadou mechanismů. Projevy ekzému mohou zahrnovat suchost a opakující se kožní vyrážky se zarudnutím, edém kůže, svědění a suchost kůže, krusty, olupování, puchýřkování, praskání, mokvání nebo krvácení	OFFICIAL
en	cs	HP:0000964	rdfs:label	Eczema	Ekzém	OFFICIAL
en	cs	HP:0000976	rdfs:label	Eczematoid dermatitis	Ekzematoidní dermatitida	OFFICIAL
en	cs	HP:0001015	IAO:0000115	A condition in which superficial veins (i.e., veins just under the skin) are more conspicuous or noticable than normal	Stav, ve kterém jsou povrchové žíly (tj. žíly těsně pod kůží) více viditelné nebo nápadné než je normální	OFFICIAL
en	cs	HP:0001067	IAO:0000115	The presence of multiple cutaneous neurofibromas	Přítomnost vícero kožních neurofibromů	OFFICIAL
en	cs	HP:0001067	rdfs:label	Neurofibromas	Neurofibromy	OFFICIAL
en	cs	HP:0001141	IAO:0000115	Severe reduction of the ability to see defined as visual acuity less than 6/60 (20/200 in US notation; 0.1 in decimal notation) but at least 3/60 (20/400 in US notation; 0.05 in decimal notation)	Těžké snížení schopnosti vidět definované jako zraková ostrost méně než 6/60 (20/200 v USA notaci; 0.1 v desítkové notaci), ale minimálně 3/60 (20/400 v USA notaci; 0,05 v desítkové notaci)	OFFICIAL
en	cs	HP:0001167	rdfs:label	Abnormality of finger	Abnormalita prstu	OFFICIAL
en	cs	HP:0001171	IAO:0000115	A condition in which middle parts of the hand (fingers and metacarpals) are missing giving a cleft appearance. The severity is very variable ranging from slightly hypoplastic middle fingers over absent middel fingers as far as oligo- or monodactyl hands	Stav, kdy chybí střední části ruky (prsty na ruce a metakarlální kosti), což vypadá jako rozštěp. Závažnost je velmi variabilní od mírně hypoplastických středních prstů přes chybění středních prstů nebo až oligo- nebo monodaktylické ruce.	OFFICIAL
en	cs	HP:0001180	rdfs:label	Hand oligodactyly	Oligodaktylie ruky	OFFICIAL
en	cs	HP:0001218	IAO:0000115	Spontaneous detachment (amputation) of an appendage from the body	Samovolná amputace (oddělení) části končetiny	OFFICIAL
en	cs	HP:0001233	IAO:0000115	Syndactyly with fusion of fingers two and three	Syndaktylie se srostem druhého a třetího prstu	OFFICIAL
en	cs	HP:0001233	rdfs:label	2-3 finger syndactyly	Syndaktylie 2-3 prstů ruky	OFFICIAL
en	cs	HP:0001249	IAO:0000115	Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70	Subnormální kognitivní funkce, která vznikla během vývojového období. Intelektová nedostatečnost, dříve označovaná jako mentální retardace je definována jako IQ skóre pod 70	OFFICIAL
en	cs	HP:0001250	IAO:0000115	A seizure is an intermittent abnormality of nervous system physiology characterised by a transient occurrence of signs and/or symptoms due to abnormal excessive or synchronous neuronal activity in the brain	Křeče (epileptické křeče, epileptický záchvat) jsou přechodnou abnormalitou centrální nervové soustavy způsobenou anormálními výboji mozkových neuronů klinicky charakterizovanou kombinacemi poruch čití, ztráty vědomí, postižení psychických funkcí či křečovitých pohybů. Termín epilepsie se používá k popisu chronických, rekurentních záchvatů	CANDIDATE
en	cs	HP:0001251	IAO:0000115	Cerebellar ataxia refers to ataxia due to dysfunction of the cerebellum. This causes a variety of elementary neurological deficits including asynergy (lack of coordination between muscles, limbs and joints), dysmetria (lack of ability to judge distances that can lead to under- or overshoot in grasping movements), and dysdiadochokinesia (inability to perform rapid movements requiring antagonizing muscle groups to be switched on and off repeatedly)	Cerebelární ataxie je ataxie způsobená dysfunkcí mozečku. Tato způsobuje rozličné neurologické defekte jako asynergie (ztráta koordinace mezi svaly, končetinami a klouby), dysmetrie (ztráta schopnosti posoudit vzdálenost - nedotažení či přestřelení pohybu při pokusu uchopit předmět), dysdiadochokineze (neschopnost opakovaně provádět rychlé pohyby vyžadující zapojení antagonistických svalových skupin)	CANDIDATE
en	cs	HP:0001254	IAO:0000115	A state of disinterestedness, listlessness, and indifference, resulting in difficulty performing simple tasks or concentrating	Stav nezájmu, netečnosti a lhostejnosti vedoucí k neschopnosti provádět jednoduché úkoly	OFFICIAL
en	cs	HP:0001258	IAO:0000115	Spasticity and weakness of the leg and hip muscles	Spasticita a slabost stehna a kyčelních svalů	OFFICIAL
en	cs	HP:0001259	IAO:0000115	Complete absence of wakefulness and content of conscience, which manifests itself as a lack of response to any kind of external stimuli	Kvantitativní porucha vědomí - absence vědomí, absence odpovědi na jakékoliv externí stimuly	OFFICIAL
en	cs	HP:0001279	IAO:0000115	Syncope refers to a generalized weakness of muscles with loss of postural tone, inability to stand upright, and loss of consciousness. Once the patient is in a horizontal position, blood flow to the brain is no longer hindered by gravitation and consciousness is regained. Unconsciousness usually lasts for seconds to minutes. Headache and drowsiness (which usually follow seizures) do not follow a syncopal attack. Syncope results from a sudden impairment of brain metabolism usually due to a reduction in cerebral blood flow	Synkopa je náhlá generalizovaná svalová slabost se ztrátou posturálního tonu, neschopností stoje a ztrátou vědomí. Po umístnění pacienta do horizontální pozice se obnoví adekvátní překrvení mozku a pacient nabyde vědomí. Bezvědomí trvá sekundy až minuty. Po atace synkopy, na rozdíl od epilepsie, nebývá přítomna bolest hlavy a spavost. Synkopa je důsledkem náhlého porušení metabolismu mozku způsobeného snížením průtoku krve cerebrálními cévami	OFFICIAL
en	cs	HP:0001288	IAO:0000115	The term gait disturbance can refer to any disruption of the ability to walk. In general, this can refer to neurological diseases but also fractures or other sources of pain that is triggered upon walking. However, in the current context gait disturbance refers to difficulty walking on the basis of a neurological or muscular disease	Termín porucha chůze znamená jakékoliv narušení schopnosti chodit. Obecně se může jednat o neurologickou nemoc ale i fraktury či jiné zdroje bolestí spouštěné chůzí. V tomto kontextu je tím však myšlena porucha chůze neurologického či svalového původu	OFFICIAL
en	cs	HP:0001382	IAO:0000115	The ability of a joint to move beyond its normal range of motion	Schopnost kloubů dosáhnout pozic mimo jejich standardní rozmezí pohybu	OFFICIAL
en	cs	HP:0001388	rdfs:label	Joint laxity	Kloubní laxita	OFFICIAL
en	cs	HP:0001426	IAO:0000115	A mode of inheritance that depends on a mixture of major and minor genetic determinants possibly together with environmental factors. Diseases inherited in this manner are termed complex diseases	"Způsob dědičnosti který závisí na součinnosti směsi méně a více významných genetických vlivů a environmentálních faktorů. ""Multifaktoriální"" lze někdy naradit slovem ""komplexní"""	OFFICIAL
en	cs	HP:0001426	rdfs:label	Multifactorial inheritance	Multifaktoriální dědičnost	OFFICIAL
en	cs	HP:0001428	rdfs:label	Somatic mutation	Somatická mutace	OFFICIAL
en	cs	HP:0001430	rdfs:label	Abnormality of the calf musculature	Abnormalita svaloviny bérce	OFFICIAL
en	cs	HP:0001441	rdfs:label	Abnormality of the musculature of the thigh	Abnormalita svaloviny stehna	OFFICIAL
en	cs	HP:0001442	IAO:0000115	The presence of genetically distinct populations of somatic cells in a given organism caused by DNA mutations, epigenetic alterations of DNA, chromosomal abnormalities or the spontaneous reversion of inherited mutations	Přítomnost geneticky odlišné populace somatických buněk v daném organismu způsobené mutací DNA, epigenetickými změnami DNA, chromozomálními abnormalitami nebo spontánní reverzí dědičných mutací	OFFICIAL
en	cs	HP:0001442	rdfs:label	Somatic mosaicism	Somatický mozaicismus	OFFICIAL
en	cs	HP:0001444	rdfs:label	Autosomal dominant somatic cell mutation	Autozomálně dominantní mutace somatických buněk	OFFICIAL
en	cs	HP:0001541	IAO:0000115	Accumulation of fluid in the peritoneal cavity	Nahromadění tekutiny v peritoneální dutině	OFFICIAL
en	cs	HP:0001597	IAO:0000115	Abnormality of the nail	Abnormalita nehtu	OFFICIAL
en	cs	HP:0001597	rdfs:label	Abnormality of the nail	Abnormalita nehtů	OFFICIAL
en	cs	HP:0001611	IAO:0000115	A type of speech characterized by the presence of an abnormally increased nasal airflow during speech	Typ mluvy charakteristický nadměrným používáním nosní dutiny k průchodu vzduchu	OFFICIAL
en	cs	HP:0001611	rdfs:label	Nasal speech	Nosová řeč	OFFICIAL
en	cs	HP:0001618	IAO:0000115	An impairment in the ability to produce voice sounds	Porucha schopnosti vytvářet hlasové projevy	OFFICIAL
en	cs	HP:0001620	IAO:0000115	An abnormal increase in the pitch (frequency) of the voice	Abnormální výška (frekvence) hlasu	OFFICIAL
en	cs	HP:0001620	rdfs:label	High pitched voice	Vysoce posazený hlas	OFFICIAL
en	cs	HP:0001751	rdfs:label	Vestibular dysfunction	Vestibulární dysfunkce	OFFICIAL
en	cs	HP:0001756	IAO:0000115	Reduced functioning of the vestibular apparatus	Zhoršená funkce vestibulárního aparátu	OFFICIAL
en	cs	HP:0001756	rdfs:label	Vestibular hypofunction	Vestibulární hypofunkce	OFFICIAL
en	cs	HP:0001761	IAO:0000115	The presence of an unusually high plantar arch. Also called high instep, pes cavus refers to a distinctly hollow form of the sole of the foot when it is bearing weight	Přítomnost nadměrně elevované klenby nožní. Noha je nadměrně vyklenutá, má vysoký nárt, nazývá se též noha lukovitá.	OFFICIAL
en	cs	HP:0001780	rdfs:label	Abnormality of toe	Abnormalita prstů nohy	OFFICIAL
en	cs	HP:0001805	IAO:0000115	Nail that appears thick when viewed on end	Nehty vypadají silnější při pohledu od jejich konce	OFFICIAL
en	cs	HP:0001805	rdfs:label	Onychogryposis	Tlustý nehet	CANDIDATE
en	cs	HP:0001844	rdfs:label	Abnormality of the hallux	Abnormalita palce na noze	OFFICIAL
en	cs	HP:0001868	IAO:0000115	Spontaneous detachment of a foot from the body	Spontánní oddělení chodidla od těla	OFFICIAL
en	cs	HP:0001875	IAO:0000115	An abnormally low number of neutrophils in the peripheral blood	Abnormálně nízký počet neutrofilů v periferní krvi	OFFICIAL
en	cs	HP:0001875	rdfs:label	Neutropenia	Neutropénie	OFFICIAL
en	cs	HP:0001880	rdfs:label	Eosinophilia	Eosinofilie	OFFICIAL
en	cs	HP:0001882	rdfs:label	Leukopenia	Leukopenie	OFFICIAL
en	cs	HP:0001888	rdfs:label	Lymphopenia	Lymfopenie	OFFICIAL
en	cs	HP:0001900	rdfs:label	Increased hemoglobin	Zvýšený hemoglobín	OFFICIAL
en	cs	HP:0001904	IAO:0000115	A type of neutropenia that is observed in the presence of granulocyte-specific antibodies	Typ neutropenie, který je pozorován v přítomnosti granulocytárně specifických protilátek	OFFICIAL
en	cs	HP:0001904	rdfs:label	Neutropenia in presence of anti-neutropil antibodies	Neutropenie v přítomnosti antineutrofilních protilátek	OFFICIAL
en	cs	HP:0001913	IAO:0000115	An abnormally reduced number of granulocytes in the blood	Abnormálně snížený počet granulocytů v krvi	OFFICIAL
en	cs	HP:0001913	rdfs:label	Granulocytopenia	Granulocytopenie	OFFICIAL
en	cs	HP:0001967	IAO:0000115	Diffuse sclerosis of the mesangium, as manifestated by diffuse mesangial matrix expansion	Difúzní skleróza mezangia projevující se difúzní expanzí mezangiální matrix.	OFFICIAL
en	cs	HP:0001974	rdfs:label	Leukocytosis	Leukocytóza	OFFICIAL
en	cs	HP:0002006	rdfs:label	Facial cleft	Rozštěp obličeje	OFFICIAL
en	cs	HP:0002039	IAO:0000115	A lack or loss of appetite for food (as a medical condition)	Nedostatek nebo ztráta chuti k jídlu (jako zdravotní stav)	OFFICIAL
en	cs	HP:0002047	IAO:0000115	Malignant hyperthermia is characterized by a rapid increase in temperature to 39-42 degrees C in response to inhalational anesthetics such as halothane or to muscle relaxants such as succinylcholine	Maligní hypertermie je charakterizována rychlým zvýšením teploty na 39-42 °C v reakci na inhalační anestetika, jako je halothan, nebo na svalová relaxancia, jako je sukcinylcholin	OFFICIAL
en	cs	HP:0002062	rdfs:label	Morphological abnormality of the pyramidal tract	Morfologická abnormalita pyramidové dráhy	OFFICIAL
en	cs	HP:0002121	IAO:0000115	A generalized non-motor (absence) seizure is a type of a type of dialeptic seizure that is of electrographically generalized onset. It is a generalized seizure characterised by an interruption of activities, a blank stare, and usually the person will be unresponsive when spoken to. Any ictal motor phenomena are minor in comparison to these non-motor features	Záchvaty typu absence se projevují náhlým zastavením aktivity a vědomí. Absence se obvykle vyskytují v mladších věkových skupinách, mají náhlejší začátek a konec a obvykle se u nich projevují méně komplexní automatizmy než u fokálních záchvatů s poruchou vědomí, ale toto rozlišení není absolutní.	OFFICIAL
