source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	cs	HP:0000539	rdfs:label	Abnormality of refraction	Abnormální refrakce	OFFICIAL
en	cs	HP:0000540	IAO:0000115	An abnormality of refraction characterized by the ability to see objects in the distance clearly, while objects nearby appear blurry.	Porucha refrakce charakterizovaná schopností vidět vzdálené objekty jasně, zatím co objeky blízké jsou rozmazané	OFFICIAL
en	cs	HP:0000540	rdfs:label	Hypermetropia	Hypermetropie	OFFICIAL
en	cs	HP:0000541	IAO:0000115	Separation of the inner layers of the retina (neural retina) from the pigment epithelium.	Oddělení vnitřních vrstev retiny od pigmentového epitelu	OFFICIAL
en	cs	HP:0000541	rdfs:label	Retinal detachment	Odchlípení sítnice	OFFICIAL
en	cs	HP:0000542	IAO:0000115	Reduced ability to move the eye in the direction of the nose.	Snížená schopnost pohybovat okem směrem k nosu	OFFICIAL
en	cs	HP:0000542	rdfs:label	Impaired ocular adduction	Porucha addukce oka	OFFICIAL
en	cs	HP:0000543	IAO:0000115	A pale yellow discoloration of the optic disc (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression.	Bledě žludá diskolorace optického disku (místo, kde nervus opticus vstupuje do retiny). Standartní je růžovkasté zbarvení s cetrální žlutkastou depresí	CANDIDATE
en	cs	HP:0000543	rdfs:label	Optic disc pallor	Bledost optického disku	OFFICIAL
en	cs	HP:0000544	IAO:0000115	Paralysis of the external ocular muscles.	Paralýza zevních okohybních svalů	OFFICIAL
en	cs	HP:0000544	rdfs:label	External ophthalmoplegia	Externí oftalmoplégie	OFFICIAL
en	cs	HP:0000545	IAO:0000115	An abnormality of refraction characterized by the ability to see objects nearby clearly, while objects in the distance appear blurry.	Abnormalita refrakce charakterizovaná schopností vidět blízké předměty ostře a jasně, zatím co vzdálené jsou rozmazané	OFFICIAL
en	cs	HP:0000545	rdfs:label	Myopia	Myopia	OFFICIAL
en	cs	HP:0000546	IAO:0000115	A nonspecific term denoting progressive loss of the retinal pigment epithelium (RPE) and/or neurosensory retinal cells.	Nespecifický termín označující degeneraci epitelu sítnice a/nebo fotoreceptorových buněk	CANDIDATE
en	cs	HP:0000546	rdfs:label	Retinal degeneration	Degenerace sítnice	OFFICIAL
en	cs	HP:0000548	rdfs:label	Cone/cone-rod dystrophy	Dystrofie čípků/čípků a tyčinek	OFFICIAL
en	cs	HP:0000549	IAO:0000115	Any deviation from the normal motor coordination of the eyes that allows for bilateral fixation on a single object.	Odchylka od normální koordinace motoriky očí fixujících jeden objekt	OFFICIAL
en	cs	HP:0000549	rdfs:label	Abnormal conjugate eye movement	Abnormální konjugované oční pohyby	OFFICIAL
en	cs	HP:0000550	IAO:0000115	Lack of any response to stimulation upon electroretinography.	Chybění jakékoliv odpovědě na stimulaci při elektroretinografii	OFFICIAL
en	cs	HP:0000550	rdfs:label	Undetectable electroretinogram	Nevýbavný elektroretinogram	OFFICIAL
en	cs	HP:0000551	IAO:0000115	An anomaly in the ability to discriminate between or recognize colors.	Abnormalita rozeznávání barev	OFFICIAL
en	cs	HP:0000551	rdfs:label	Color vision defect	Abnormalita barevného vidění	OFFICIAL
en	cs	HP:0000552	IAO:0000115	Difficulty distinguishing between yellow and blue, possible related to dysfunction of the S photopigment.	Problém rozlišit žlutou a modrou barvu	OFFICIAL
en	cs	HP:0000552	rdfs:label	Tritanomaly	Tritanomálie	OFFICIAL
en	cs	HP:0000553	IAO:0000115	An abnormality of the uvea, the vascular layer of the eyeball.	Abnormalita uvey (živnatky), vysoce vaskularizované vrstvy oka	OFFICIAL
en	cs	HP:0000553	rdfs:label	Abnormal uvea morphology	Abnormální morfologie uvey (uvea - živnatka)	OFFICIAL
en	cs	HP:0000554	IAO:0000115	Inflammation of one or all portions of the uveal tract.	Zánět všech částí uvey	OFFICIAL
en	cs	HP:0000554	rdfs:label	Uveitis	Uveitída	OFFICIAL
en	cs	HP:0000555	IAO:0000115	An abnormal white reflection from the pupil rather than the usual black reflection.	Bělavý reflex zornice místo normálního černého	OFFICIAL
en	cs	HP:0000555	rdfs:label	Leukocoria	Leukokorie	OFFICIAL
en	cs	HP:0000556	IAO:0000115	Retinal dystrophy is an abnormality of the retina associated with a hereditary process. Retinal dystrophies are defined by their predominantly monogenic inheritance and they are frequently associated with loss or dysfunction of photoreceptor cells as a primary or secondary event.	Retinální dystrofie je dědičně podmíněná abnormalita retiny. Retinální dystrofie jsou definovány převážně monogenní dědičností a často jsou spojeny se ztrátou nebo dysfunkcí fotoreceptorových buněk či už primárně nebo až sekundárně	OFFICIAL
en	cs	HP:0000556	rdfs:label	Retinal dystrophy	Retinální dystrofie	OFFICIAL
en	cs	HP:0000557	IAO:0000115	Diffusely large eye (with megalocornea) associated with glaucoma.	Zvětšení celého očního bulbu v důsledku zvýšeného nitroočního tlaku	OFFICIAL
en	cs	HP:0000557	rdfs:label	Buphthalmos	Buftalmus	OFFICIAL
en	cs	HP:0000558	IAO:0000115	A congenital malformation of the anterior segment characterized by iridicorneal malformation, glaucoma, iris stroma hypoplasia, posterior embryotoxon, and corneal opacities.	Vrozená malformace předního segmentu oka charakterizovaná přítomností následovných vad: iridokorneální malformace, glaukom, hypoplázie duhovky, zadní embryotoxon a rohovkové opacity	OFFICIAL
en	cs	HP:0000558	rdfs:label	Rieger anomaly	Riegerova anomálie	OFFICIAL
en	cs	HP:0000559	rdfs:label	Corneal scarring	Jizvení rohovky	OFFICIAL
en	cs	HP:0000561	IAO:0000115	Lack of eyelashes.	Nedostatek očních řas	OFFICIAL
en	cs	HP:0000561	rdfs:label	Absent eyelashes	Nepřítomnost očních řas	OFFICIAL
en	cs	HP:0000563	IAO:0000115	A cone-shaped deformity of the cornea characterized by the presence of corneal distortion secondary to thinning of the apex.	Kónická deformita rohovky charakterizovaná přítomností vyklenutí rohovky a deformaci jejího tvaru vedoucí k poruše zraku	OFFICIAL
en	cs	HP:0000563	rdfs:label	Keratoconus	Keratokonus	OFFICIAL
en	cs	HP:0000564	IAO:0000115	A developmental disorder of the lacrimal drainage system that most often affects the lacrimal ostium and resulting in non-opening of the nasolacrimal duct. It usually results from a non-canalization of the nasolacrimal duct.	Vývojová porucha luminizace slzného drenážního systém, která nejčastěji postihuje jeho ústí a vede k jeho neprůchodnosti	OFFICIAL
en	cs	HP:0000564	rdfs:label	Lacrimal duct atresia	Atrézie slzného kanálku	OFFICIAL
en	cs	HP:0000565	IAO:0000115	A form of strabismus with one or both eyes turned inward ('crossed') to a relatively severe degree, usually defined as 10 diopters or more.	Forma strabismu (konvergentní strabismus) u které jedno nebo obě oči směrují mediálně	OFFICIAL
en	cs	HP:0000565	rdfs:label	Esotropia	Esotropie	OFFICIAL
en	cs	HP:0000567	IAO:0000115	Absence of a region of the retina, retinal pigment epithelium, and choroid.	Absence části sítnice, pigmentového epitelu a živnatky	OFFICIAL
en	cs	HP:0000567	rdfs:label	Chorioretinal coloboma	Vrozený kolobom sítnice a živnatky	OFFICIAL
en	cs	HP:0000568	IAO:0000115	A developmental anomaly characterized by abnormal smallness of one or both eyes.	Vývojová anomálie charakterizovaná abnormální malostí jednoho nebo obou očí	OFFICIAL
en	cs	HP:0000568	rdfs:label	Microphthalmia	Mikroftalmie	OFFICIAL
en	cs	HP:0000570	IAO:0000115	An abnormality of eye movement characterized by impairment of fast (saccadic) eye movements.	Porucha rychlého sakadického pohybu očí	OFFICIAL
en	cs	HP:0000570	rdfs:label	Abnormal saccadic eye movements	Abnormální sakadické pohyby očí	OFFICIAL
en	cs	HP:0000571	IAO:0000115	Saccadic undershoot, i.e., a saccadic eye movement that has less than the magnitude that would be required to gain fixation of the object.	Podstřely, sakadické pohyby očí nedostatečného rozsahu nestačící k fixaci objektu	OFFICIAL
en	cs	HP:0000571	rdfs:label	Hypometric saccades	Hypometrické sakády	OFFICIAL
en	cs	HP:0000572	IAO:0000115	Loss of visual acuity (implying that vision was better at a certain time point in life). Otherwise the term reduced visual acuity should be used (or a subclass of that).	Ztráta zrakové ostrosti (což znamená, že zrak byl v určitém období života lepší). Jinak by se měl používat termín snížená zraková ostrost (nebo jeho podtřída).	OFFICIAL
en	cs	HP:0000572	rdfs:label	Visual loss	Ztráta zraku	OFFICIAL
en	cs	HP:0000573	IAO:0000115	Bleeding located within the retina. Retinal hemorrhages range from the smallest dot and blot hemorrhage to massive sub-hyaloid hemorrhage.	Krvácení do sítnice	CANDIDATE
en	cs	HP:0000573	rdfs:label	Retinal hemorrhage	Retinální hemoragie	OFFICIAL
en	cs	HP:0000574	IAO:0000115	Increased density/number and/or increased diameter of eyebrow hairs.	Zvětšená hustota, množství či tloušťka chlupů obočí	OFFICIAL
en	cs	HP:0000574	rdfs:label	Thick eyebrow	Husté obočí	OFFICIAL
en	cs	HP:0000575	IAO:0000115	A regional and pathological increase of the light detection threshold in any region of the visual field surrounded by a field of normal or relatively well-preserved vision.	Regionální a patologický nárůst prahu detekce světla v jakémkoli regionu ve vizuálním poli obklopený polem s normálním nebo relativně dobře zachovalým viděním	OFFICIAL
en	cs	HP:0000575	rdfs:label	Scotoma	Skotom	OFFICIAL
en	cs	HP:0000576	IAO:0000115	A scotoma (area of diminished vision within the visual field) located between the central point of fixation and the blind spot with a roughly horizontal oval shape.	Skotom (výpadek části zorného pole) lokalizovaný mezi středovým bodem fixace a slepou skvrnou, podélného, horizontálně oválného tvaru	OFFICIAL
en	cs	HP:0000576	rdfs:label	Centrocecal scotoma	Centrocekální skotom	OFFICIAL
en	cs	HP:0000577	IAO:0000115	A form of strabismus with one or both eyes deviated outward.	Forma strabismu s jedním nebo oběma očima odchylujícíma se směrem ven	OFFICIAL
en	cs	HP:0000577	rdfs:label	Exotropia	Exotropie	OFFICIAL
en	cs	HP:0000579	IAO:0000115	Blockage of the lacrimal duct.	Blokáda nasolakrimálního duktu	OFFICIAL
en	cs	HP:0000579	rdfs:label	Nasolacrimal duct obstruction	Obstrukce nazolakrimálního duktu	OFFICIAL
en	cs	HP:0000580	IAO:0000115	An abnormality of the retina characterized by pigment deposition. It is typically associated with migration and proliferation of macrophages or retinal pigment epithelial cells into the retina; melanin from these cells causes the pigmentary changes. Pigmentary retinopathy is a common final pathway of many retinal conditions and is often associated with visual loss.	Abnormalita sítnice charakterizovaná tvorbou depozit pigmentu. Makrofágy nebo pigmentové buňky migrují do sítnice, melanin z těchto buňek zůsobuje změnu barvy. Pigmetová retinopatie je konečným stadiem mnoha retinálních onemocnění a je asociovaná se ztrátou zraku	OFFICIAL
en	cs	HP:0000580	rdfs:label	Pigmentary retinopathy	Pigmentová retinopatie	OFFICIAL
en	cs	HP:0000581	IAO:0000115	A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures.	Zmenšení vertikální vzdálenosti mezi horním a dolním víčkem při krátké oční štěrbině	OFFICIAL
en	cs	HP:0000581	rdfs:label	Blepharophimosis	Blefarofimóza	OFFICIAL
en	cs	HP:0000582	IAO:0000115	The palpebral fissure inclination is more than two standard deviations above the mean for age (objective); or, the inclination of the palpebral fissure is greater than typical for age.	Oční štěrbina jejíž laterálně mediálny sklon je větší než 2 SD (objektivně), alternativně sklon očních štěrbin větší než je typické	OFFICIAL
en	cs	HP:0000582	rdfs:label	Upslanted palpebral fissure	Upslant oční štěrbiny	OFFICIAL
en	cs	HP:0000584	rdfs:label	Punctate corneal epithelial erosions	Bodová korneální epiteliální eroze	OFFICIAL
en	cs	HP:0000585	IAO:0000115	An abnormality of the cornea characterized by the deposition of calcium in a band across the central cornea, leading to decreased vision, foreign body sensation, and ocular irritation.	Abnormalita rohovky charakterizované depozicí vápníku v centrálně lokalizovaném pásmu, vedoucí ke zhoršení zraku, vnímání cizího těla a podráždění očí	OFFICIAL
en	cs	HP:0000585	rdfs:label	Band keratopathy	Zonulární keratopatie	OFFICIAL
en	cs	HP:0000586	IAO:0000115	Reduced depth of the orbits associated with prominent-appearing ocular globes.	Menší hloubka očnic, způsobuje zdání protrudujícího oka	OFFICIAL
en	cs	HP:0000586	rdfs:label	Shallow orbits	Mělké orbity	OFFICIAL
en	cs	HP:0000587	IAO:0000115	Abnormality of the optic nerve.	Abnormalita optického nervu	OFFICIAL
en	cs	HP:0000587	rdfs:label	Abnormal optic nerve morphology	Abnormalita optického nervu	CANDIDATE
en	cs	HP:0000588	IAO:0000115	A cleft of the optic nerve that extends inferiorly.	Rozštěp optického nervu směrující dolů	OFFICIAL
en	cs	HP:0000588	rdfs:label	Optic disc coloboma	Kolobom optického disku	OFFICIAL
en	cs	HP:0000589	IAO:0000115	A developmental defect characterized by a cleft of some portion of the eye or ocular adnexa.	Vývojová vada charakterizován rozštěpem některé části oka nebo očních adnex	OFFICIAL
en	cs	HP:0000589	rdfs:label	Coloboma	Kolobom	OFFICIAL
en	cs	HP:0000590	IAO:0000115	Initial bilateral ptosis followed by limitation of eye movements in all directions and slowing of saccades.	Počáteční bilaterální ptóza následovaná omezením pohybu očí ve všech směrech a zpomalením sakadických pohybů	OFFICIAL
en	cs	HP:0000590	rdfs:label	Progressive external ophthalmoplegia	Progresivní externí oftalmoplégie	OFFICIAL
en	cs	HP:0000591	IAO:0000115	An abnormality of the sclera.	Abnormalita očního bělma	OFFICIAL
en	cs	HP:0000591	rdfs:label	Abnormal sclera morphology	Abnormální morfologie skléry	OFFICIAL
en	cs	HP:0000592	IAO:0000115	An abnormal bluish coloration of the sclera.	Abnormální namodralé zabarvení skléry	OFFICIAL
en	cs	HP:0000592	rdfs:label	Blue sclerae	Modré skléry	OFFICIAL
en	cs	HP:0000593	IAO:0000115	Abnormality of the anterior chamber, which is the space in the eye that is behind the cornea and in front of the iris.	Abnormalita přední oční komory, tj prostoru za rohovkou a před duhovkou	OFFICIAL
en	cs	HP:0000593	rdfs:label	Abnormal anterior chamber morphology	Abnormalita morfologie přední komory	OFFICIAL
en	cs	HP:0000594	IAO:0000115	Reduced depth of the anterior chamber, i.e., the anteroposterior distance between the cornea and the iris is decreased.	Zmenšená hloubka přední komory, tj zmenšení jejího anterioposteriorního rozměru	OFFICIAL
en	cs	HP:0000594	rdfs:label	Shallow anterior chamber	Mělká přední komora	OFFICIAL
en	cs	HP:0000597	IAO:0000115	Ophthalmoplegia is a paralysis or weakness of one or more of the muscles that control eye movement.	Oftalmoparéza je oslabení okohybných svalů	OFFICIAL
en	cs	HP:0000597	rdfs:label	Ophthalmoparesis	Oftalmoparéza	OFFICIAL
en	cs	HP:0000598	IAO:0000115	An abnormality of the ear.	Abnormalita ucha	OFFICIAL
en	cs	HP:0000598	rdfs:label	Abnormality of the ear	Abnormalita ucha	OFFICIAL
en	cs	HP:0000599	IAO:0000115	An anomaly in the placement or shape of the hairline (trichion) on the forehead, that is, the border between skin on the forehead that has head hair and that does not.	Abnormálně umístěná vlasová hranice (trichion) na čele, tj hranice mezi vlasatou částí hlavy a obličejem	OFFICIAL
en	cs	HP:0000599	rdfs:label	Abnormality of the frontal hairline	Abnormalita přední vlasové hranice	OFFICIAL
en	cs	HP:0000600	IAO:0000115	An anomaly of the pharynx, i.e., of the tubular structure extending from the base of the skull superiorly to the esophageal inlet inferiorly.	Anomálie hltanu (pharynx), tj trubice navazující na dutinu ústní a nosní vedoucí od baze lebky dolů do jícnu	OFFICIAL
en	cs	HP:0000600	rdfs:label	Abnormality of the pharynx	Abnormalita hltanu	OFFICIAL
en	cs	HP:0000601	IAO:0000115	Interpupillary distance less than 2 SD below the mean (alternatively, the appearance of an decreased interpupillary distance or closely spaced eyes).	Interpupilární vzdálenost menší než -2 SD, alternativně, očividně snížená interpupilární vzdálenost, či blízko u sebe umístěné oči	OFFICIAL
en	cs	HP:0000601	rdfs:label	Hypotelorism	Hypotelorizmus	OFFICIAL
en	cs	HP:0000602	IAO:0000115	Paralysis of one or more extraocular muscles that are responsible for eye movements.	Oftalmoplegie je paralýza, nehybnost, okohybních svalů	OFFICIAL
en	cs	HP:0000602	rdfs:label	Ophthalmoplegia	Oftalmoplégie	OFFICIAL
en	cs	HP:0000603	IAO:0000115	An area of depressed vision located at the point of fixation and that interferes with central vision.	Výpadek zorného pole s centrem ve fixačním bodě, lokalizovaný centrálně	OFFICIAL
en	cs	HP:0000603	rdfs:label	Central scotoma	Centrální skotom	OFFICIAL
en	cs	HP:0000605	IAO:0000115	A supranuclear gaze palsy is an inability to look in a particular direction as a result of cerebral impairment. There is a loss of the voluntary aspect of eye movements, but, as the brainstem is still intact, all the reflex conjugate eye movements are normal.	Supranukleární obrna očních pohybů je neschopnost se podívat do určitého směru jako důsledek poškození mozku. Je tu ztráta dobrovolného aspektu pohybů očí, ale mozkový kmen je stále neporušený, všechny reflexní konjugované pohyby očí jsou normální	OFFICIAL
en	cs	HP:0000605	rdfs:label	Supranuclear gaze palsy	Supranukleární paralýza očních pohybů	OFFICIAL
en	cs	HP:0000606	IAO:0000115	An abnormality of the region situated around the orbit of the eye.	Abnormalita regionu nacházejícího se kolem orbity	OFFICIAL
en	cs	HP:0000606	rdfs:label	Abnormality of the periorbital region	Abnormalita periorbitální oblasti	OFFICIAL
en	cs	HP:0000607	rdfs:label	Periorbital wrinkles	Periorbitální vrásky	OFFICIAL
en	cs	HP:0000608	IAO:0000115	A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells of the macula lutea.	Nespecifický termín označující degeneraci sítnicového epitelu a/nebo fotoreceptorových buněk macula lutea	OFFICIAL
en	cs	HP:0000608	rdfs:label	Macular degeneration	Makulární degenerace	OFFICIAL
en	cs	HP:0000609	IAO:0000115	Underdevelopment of the optic nerve.	Nedovyvinutí očního nervu	OFFICIAL
en	cs	HP:0000609	rdfs:label	Optic nerve hypoplasia	Hypoplázie zrakového nervu	OFFICIAL
en	cs	HP:0000610	IAO:0000115	Any structural abnormality of the choroid (the posterior part of the uvea, the middle tunic of the eye, consisting mainly of blood vessels).	Jakákoliv strukturální abnormalita cévnatky	CANDIDATE
en	cs	HP:0000610	rdfs:label	Abnormal choroid morphology	Abnormální morfologie cévnatky	OFFICIAL
en	cs	HP:0000612	IAO:0000115	A coloboma of the iris.	Kolobom duhovky	OFFICIAL
en	cs	HP:0000612	rdfs:label	Iris coloboma	Kolobom duhovky	OFFICIAL
en	cs	HP:0000613	IAO:0000115	Excessive sensitivity to light with the sensation of discomfort or pain in the eyes due to exposure to bright light.	Nadměrná citlivost na světlo, pocit nepohodlí nebo bolesti v očích při vystavení se jasnému světlu	OFFICIAL
en	cs	HP:0000613	rdfs:label	Photophobia	Fotofobie	OFFICIAL
en	cs	HP:0000614	IAO:0000115	An abnormality of the nasolacrimal drainage system, which serves as a conduit for tear flow from the external eye to the nasal cavity.	Abnormalita odvodového slzného systému, který odvádí slzy do nosní dutiny	OFFICIAL
en	cs	HP:0000614	rdfs:label	Abnormal nasolacrimal system morphology	Abnormalita nazolakrimálních cest	OFFICIAL
en	cs	HP:0000615	IAO:0000115	An abnormality of the pupil.	Abnormality zornice	OFFICIAL
en	cs	HP:0000615	rdfs:label	Abnormal pupil morphology	Abnormalita zornice	OFFICIAL
en	cs	HP:0000616	IAO:0000115	Abnormal (non-physiological) constriction of the pupil.	Abnormální (nefyziologická) konstrikce zornice	OFFICIAL
en	cs	HP:0000616	rdfs:label	Miosis	Mióza	OFFICIAL
en	cs	HP:0000617	IAO:0000115	An abnormality of eye movement characterized by impaired smooth-pursuit eye movements.	Abnormální pomalé, sledovací pohyby oka	OFFICIAL
en	cs	HP:0000617	rdfs:label	Abnormality of ocular smooth pursuit	Abnormalita pomalých sledovacích pohybů oka	OFFICIAL
en	cs	HP:0000618	IAO:0000115	Blindness is the condition of lacking visual perception defined as a profound reduction in visual perception. On the 6m visual acuity scale, blindness is defined as less than 3/60. On the 20ft visual acuity scale, blindness is defined as less than 20/400. On the decimal visual acuity scale, blindness is defined as less than 0.05. Blindness is typically characterized by a visual field of no greater than 10 degrees in radius around central fixation.	Slepota je definována jako ztráta zrakového vnímání při zrakové ostrosti menší než 3/60 nebo při velikosti zrakového pole užší než 10 stupňů kolem centrálního bodu fixace.	CANDIDATE
en	cs	HP:0000618	rdfs:label	Blindness	Slepota	OFFICIAL
en	cs	HP:0000619	IAO:0000115	Reduced ability to turn the eyes inward in order to focus on a nearby object.	Snížená schopnost konvergence - souhybu očí směrem k nosu k zaostření na blízký předmět	OFFICIAL
en	cs	HP:0000619	rdfs:label	Impaired convergence	Porucha konvergence	OFFICIAL
en	cs	HP:0000620	IAO:0000115	Inflammation of the nasolacrimal sac.	Zánět slzního vaku	OFFICIAL
en	cs	HP:0000620	rdfs:label	Dacryocystitis	Dakryocystitida	OFFICIAL
en	cs	HP:0000621	IAO:0000115	An abnormal inversion (turning inward) of the eyelid (usually the lower) towards the globe. Entropion is usually acquired as a result of involutional or cicatricial processes but may occasionally be congenital.	Abnormální inverze víčka - obvykle spodního. Okraj víčka s řasami směřuje proti povrchu bulbu. Entropium je obvykle získané jako následek jizvícího procesu na víčku, může být i vrozené	OFFICIAL
en	cs	HP:0000621	rdfs:label	Entropion	Entropium	OFFICIAL
en	cs	HP:0000622	IAO:0000115	Lack of sharpness of vision resulting in the inability to see fine detail.	Nedostatek ostrosti vidění, který má za následek neschopnost vidět jemné detaily	OFFICIAL
en	cs	HP:0000622	rdfs:label	Blurred vision	Rozmazané vidění	OFFICIAL
en	cs	HP:0000623	IAO:0000115	A vertical gaze palsy with inability to direct the gaze of the eyes downwards.	Vertikální obrna pohledu - nemožnost upřít oči směrem dolů	OFFICIAL
en	cs	HP:0000623	rdfs:label	Supranuclear ophthalmoplegia	Supranukleární oftalmoplégie	OFFICIAL
en	cs	HP:0000625	IAO:0000115	A short discontinuity of the margin of the lower or upper eyelid.	Krátké přerušení či rozštěp okraje dolního či horního víčka	OFFICIAL
en	cs	HP:0000625	rdfs:label	Eyelid coloboma	Kolobom víčka	OFFICIAL
en	cs	HP:0000627	IAO:0000115	A posterior embryotoxon is the presence of a prominent and anteriorly displaced line of Schwalbe.	Zadní embryotoxon je přítomnost prominentní a anteriorně posunutý Schwalbeho linie	OFFICIAL
en	cs	HP:0000627	rdfs:label	Posterior embryotoxon	Zadní embryotoxon	OFFICIAL
en	cs	HP:0000629	IAO:0000115	Increase in periorbital soft tissue.	Zmnožení měkkých tkání orbity	OFFICIAL
en	cs	HP:0000629	rdfs:label	Periorbital fullness	Periorbitální plnost	OFFICIAL
en	cs	HP:0000630	rdfs:label	Abnormal retinal arterial/arteriolar morphology	Abnormální morfologie retinální arterie	CANDIDATE
en	cs	HP:0000631	IAO:0000115	The presence of an increased number of twists and turns of the retinal artery.	Křivolakost retinální arterie - nadměrné množství zkroucení a záhybů	OFFICIAL
en	cs	HP:0000631	rdfs:label	Retinal arterial tortuosity	Tortuozita retinální arterie	OFFICIAL
en	cs	HP:0000632	IAO:0000115	Abnormality of tear production.	Abnormalita produkce slz	OFFICIAL
en	cs	HP:0000632	rdfs:label	Lacrimation abnormality	Abnormalita slzení	OFFICIAL
en	cs	HP:0000633	IAO:0000115	Abnormally decreased lacrimation, that is, reduced tear production.	Abnormálně snížené slzení, to jest, snížená schopnost produkovat slzy	CANDIDATE
en	cs	HP:0000633	rdfs:label	Decreased lacrimation	Snížené slzení	OFFICIAL
en	cs	HP:0000634	IAO:0000115	An impaired ability of the eye to move in the outward direction (towards the side of the head).	Zhoršená schopnost pohybu oka ve vnějším směru (směrem ke straně hlavy)	OFFICIAL
en	cs	HP:0000634	rdfs:label	Impaired ocular abduction	Porucha abdukce oka	OFFICIAL
en	cs	HP:0000635	IAO:0000115	A markedly blue coloration of the iris.	Výrazně modré zbarvení duhovky	OFFICIAL
en	cs	HP:0000635	rdfs:label	Blue irides	Modré duhovky	OFFICIAL
en	cs	HP:0000636	IAO:0000115	A short discontinuity of the margin of the upper eyelid.	Krátké přerušení či rozštěp okraje horního víčka	OFFICIAL
en	cs	HP:0000636	rdfs:label	Upper eyelid coloboma	Kolobom horního víčka	OFFICIAL
en	cs	HP:0000637	IAO:0000115	Distance between medial and lateral canthi is more than two standard deviations above the mean for age (objective); or, apparently increased length of the palpebral fissures.	Vzdálenost mezi mediálním a bočním canthusem je více než dvě +2 SD (objektivně), nebo očividně zvětšená délka oční štěrbiny	OFFICIAL
en	cs	HP:0000637	rdfs:label	Long palpebral fissure	Dlouhá oční štěrbina	OFFICIAL
en	cs	HP:0000639	IAO:0000115	Rhythmic, involuntary oscillations of one or both eyes related to abnormality in fixation, conjugate gaze, or vestibular mechanisms.	Rytmická, mimovolní oscilace jednoho nebo obou očí navazující na poruchu fixace, konjugovaný pohled nebo vzniklá vestibulárními mechanismy	OFFICIAL
en	cs	HP:0000639	rdfs:label	Nystagmus	Nystagmus	OFFICIAL
en	cs	HP:0000640	IAO:0000115	Nystagmus made apparent by looking to the right or to the left.	Nystagmus zřejmý při pohledu doprava či doleva	OFFICIAL
en	cs	HP:0000640	rdfs:label	Gaze-evoked nystagmus	Pohledem vyvolaný nystagmus	OFFICIAL
en	cs	HP:0000641	IAO:0000115	The controller signal for saccadic eye movements has two components: the pulse that moves the eye rapidly from one point to the next, and the step that holds the eye in the new position. When both the pulse and the step are not the correct size, a dysmetric refixation eye movement results.	Dysmetrické, neboli nepřesné sakády, vznikají, když první sakáda je moc velká (hypermetrická) nebo naopak moc malá (hypometrická) a mozek následně generuje jednu nebo několik korekčních sakád aby zafixoval cíl	OFFICIAL
en	cs	HP:0000641	rdfs:label	Dysmetric saccades	Dysmetrické sakády	OFFICIAL
en	cs	HP:0000642	IAO:0000115	Difficulty with discriminating red and green hues.	Potíže rozpoznat červenou a zelenou barvu	OFFICIAL
en	cs	HP:0000642	rdfs:label	Red-green dyschromatopsia	Červená-zelená porucha barvocitu	OFFICIAL
en	cs	HP:0000643	IAO:0000115	A focal dystonia that affects the muscles of the eyelids and brow, associated with involuntary recurrent spasm of both eyelids.	Fokální dystonie, která postihuje svaly očního víčka a obočí, spojené s mimovolní opakující se křečí obou víček	OFFICIAL
en	cs	HP:0000643	rdfs:label	Blepharospasm	Blefarospasmus	OFFICIAL
en	cs	HP:0000646	IAO:0000115	Reduced visual acuity that is uncorrectable by lenses in the absence of detectable anatomic defects in the eye or visual pathways.	Snížená zraková ostrost, která není napravitelná čočkami při absenci detekovatelných anatomických vad na očích či zrakové dráze	OFFICIAL
en	cs	HP:0000646	rdfs:label	Amblyopia	Ambplyopie	OFFICIAL
en	cs	HP:0000647	IAO:0000115	A congenital anomaly in which a part or the whole of the cornea acquires the characteristics of sclera, resulting in clouding of the cornea.	Vrozená anomálie, ve které část rohovky nebo celá rohovka získává vlastnosti sklery, což vede k zakalení rohovky	OFFICIAL
en	cs	HP:0000647	rdfs:label	Sclerocornea	Sklerokornea	OFFICIAL
en	cs	HP:0000648	IAO:0000115	Atrophy of the optic nerve. Optic atrophy results from the death of the retinal ganglion cell axons that comprise the optic nerve and manifesting as a pale optic nerve on fundoscopy.	Atrofie optického nervu, podmíněná zánikem axonů buněk retinálního ganglia které tvoří nervus opticus, projeví se bledostí optického nervu při fundoskopii	OFFICIAL
en	cs	HP:0000648	rdfs:label	Optic atrophy	Atrofie zrakového nervu	OFFICIAL
en	cs	HP:0000649	IAO:0000115	An anomaly of visually evoked potentials (VEP), which are electrical potentials, initiated by brief visual stimuli, which are recorded from the scalp overlying the visual cortex.	Zrakové evokované potenciály (zkr. VEP z angl. visually evoked potentials) jsou potenciály vyvolané krátkými zrakovými stimuly, zaznamenávané nad zrakovou oblastí mozkové kůry	OFFICIAL
en	cs	HP:0000649	rdfs:label	Abnormality of visual evoked potentials	Abnormalita zrakových evokovaných potenciálů	OFFICIAL
en	cs	HP:0000650	rdfs:label	Abnormal amplitude of pattern reversal visual evoked potentials	Abnormální amplituda při použití strukturovaného podnětu (anglicky pattern reversal)	OFFICIAL
