source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date
en	Urinary incontinence	HP:0000020	rdfs:label	nl	Urine-incontinentie	CANDIDATE			
en	Megacystis	HP:0000021	rdfs:label	nl	Megacystis	CANDIDATE			
en	An abnormality of the male internal genitalia.	HP:0000022	IAO:0000115	nl	Een afwijking van de mannelijke interne genitaliën	CANDIDATE			
en	Abnormal male internal genitalia morphology	HP:0000022	rdfs:label	nl	Afwijking van mannelijke interne genitaliën	CANDIDATE			
en	Inguinal hernia	HP:0000023	rdfs:label	nl	Hernia inguinalis	CANDIDATE			
en	Prostatitis	HP:0000024	rdfs:label	nl	Prostatitis	CANDIDATE			
en	Functional abnormality of male internal genitalia	HP:0000025	rdfs:label	nl	Functionele afwijking van de mannelijke interne genitaliën	CANDIDATE			
en	Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis.	HP:0000026	IAO:0000115	nl	Verminderde functionaliteit van de mannelijke gonaden (testis) met verminderde spermatogenese en testosteronproductie	CANDIDATE			
en	Male hypogonadism	HP:0000026	rdfs:label	nl	Mannelijke hypogonadisme	CANDIDATE			
en	Absence of any measurable level of sperm,whereby spermatozoa cannot be observed even after centrifugation of the semen pellet.	HP:0000027	IAO:0000115	nl	Ontbreken van een meetbare hoeveelheid spermacellen in zijn semen	CANDIDATE			
en	Azoospermia	HP:0000027	rdfs:label	nl	Azoöspermie	CANDIDATE			
en	Cryptorchidism	HP:0000028	rdfs:label	nl	Cryptorchisme	CANDIDATE			
en	Testicular atrophy	HP:0000029	rdfs:label	nl	Testiculaire atrofie	CANDIDATE			
en	Testicular gonadoblastoma	HP:0000030	rdfs:label	nl	Testiculaire gonadoblastoma	CANDIDATE			
en	The presence of inflammation of the epididymis.	HP:0000031	IAO:0000115	nl	De aanwezigheid van ontsteking van de bijbal	CANDIDATE			
en	Epididymitis	HP:0000031	rdfs:label	nl	Epididymitis	CANDIDATE			
en	Any structural abnormality of male external genitalia.	HP:0000032	IAO:0000115	nl	Een afwijking van mannelijke externe genitaliën	CANDIDATE			
en	Abnormal male external genitalia morphology	HP:0000032	rdfs:label	nl	Afwijking van mannelijke externe genitaliën	CANDIDATE			
en	Ambiguous genitalia, male	HP:0000033	rdfs:label	nl	Tweeslachtige genitaliën, mannelijke	CANDIDATE			
en	Hydrocele testis	HP:0000034	rdfs:label	nl	Hydrocele testis	CANDIDATE			
en	Abnormal testis morphology	HP:0000035	rdfs:label	nl	Afwijking van de testis	CANDIDATE			
en	Abnormal penis morphology	HP:0000036	rdfs:label	nl	Afwijking van de penis	CANDIDATE			
en	Male pseudohermaphroditism	HP:0000037	rdfs:label	nl	Mannelijk pseudohermafroditisme	CANDIDATE			
en	Epispadias	HP:0000039	rdfs:label	nl	Epispadie	CANDIDATE			
en	Long penis	HP:0000040	rdfs:label	nl	Lange penis	CANDIDATE			
en	Chordee	HP:0000041	rdfs:label	nl	Chordee	CANDIDATE			
en	Absent external genitalia	HP:0000042	rdfs:label	nl	Afwezigheid van externe genitaliën	CANDIDATE			
en	Hypogonadotropic hypogonadism	HP:0000044	rdfs:label	nl	Hypogonadotroop hypogonadisme	CANDIDATE			
en	Abnormal scrotum morphology	HP:0000045	rdfs:label	nl	Afwijking van het scrotum	CANDIDATE			
en	Small scrotum	HP:0000046	rdfs:label	nl	Scrotale hypoplasie	CANDIDATE			
en	Hypospadias	HP:0000047	rdfs:label	nl	Hypospadie	CANDIDATE			
en	Bifid scrotum	HP:0000048	rdfs:label	nl	Bifide scrotum	CANDIDATE			
en	Shawl scrotum	HP:0000049	rdfs:label	nl	Shawl scrotum	CANDIDATE			
en	Hypoplastic male external genitalia	HP:0000050	rdfs:label	nl	Hypoplastische mannelijke externe genitaliën	CANDIDATE			
en	Perineal hypospadias	HP:0000051	rdfs:label	nl	Perineale hypospadie	CANDIDATE			
en	Urethral atresia, male	HP:0000052	rdfs:label	nl	Urethrale atresie, mannelijke	CANDIDATE			
en	Macroorchidism	HP:0000053	rdfs:label	nl	Macroorchidisme	CANDIDATE			
en	Micropenis	HP:0000054	rdfs:label	nl	Micropenis	CANDIDATE			
en	Any structural abnormality of the female external genitalia.	HP:0000055	IAO:0000115	nl	Een afwijking van de vrouwelijke externe genitaliën	CANDIDATE			
en	Abnormal female external genitalia morphology	HP:0000055	rdfs:label	nl	Afwijking van vrouwelijke externe genitaliën	CANDIDATE			
en	Any structural abnormality of the clitoris.	HP:0000056	IAO:0000115	nl	Een afwijking van de clitoris	CANDIDATE			
en	Abnormal clitoris morphology	HP:0000056	rdfs:label	nl	Afwijking van de clitoris	CANDIDATE			
en	Abnormal labia morphology	HP:0000058	rdfs:label	nl	Afwijking van de labia	CANDIDATE			
en	Hypoplastic labia majora	HP:0000059	rdfs:label	nl	Hypoplastische labia majora	CANDIDATE			
en	Clitoral hypoplasia	HP:0000060	rdfs:label	nl	Clitorale hypoplasie	CANDIDATE			
en	Ambiguous genitalia, female	HP:0000061	rdfs:label	nl	Tweeslachtige genitaliën, vrouwelijke	CANDIDATE			
en	Ambiguous genitalia	HP:0000062	rdfs:label	nl	Tweeslachtige genitaliën	CANDIDATE			
en	Fused labia minora	HP:0000063	rdfs:label	nl	Verkleefde schaamlippen	CANDIDATE			
en	Hypoplastic labia minora	HP:0000064	rdfs:label	nl	Hypoplastische labia minora	CANDIDATE			
en	Labial hypertrophy	HP:0000065	rdfs:label	nl	Labiale hypertrofie	CANDIDATE			
en	Labial hypoplasia	HP:0000066	rdfs:label	nl	Labiale hypoplasie	CANDIDATE			
en	Urethral atresia, female	HP:0000067	rdfs:label	nl	Urethrale atresie, vrouwelijke	CANDIDATE			
en	Urethral atresia	HP:0000068	rdfs:label	nl	Urethrale atresie	CANDIDATE			
en	An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.	HP:0000069	IAO:0000115	nl	Een afwijking van de ureter	CANDIDATE			
en	Abnormality of the ureter	HP:0000069	rdfs:label	nl	Afwijking van de ureter	CANDIDATE			
en	Ureterocele	HP:0000070	rdfs:label	nl	Ureterocèle	CANDIDATE			
en	Ureteral stenosis	HP:0000071	rdfs:label	nl	Ureterale stenose	CANDIDATE			
en	Hydroureter	HP:0000072	rdfs:label	nl	Hydroureter	CANDIDATE			
en	Ureteral duplication	HP:0000073	rdfs:label	nl	Ureterale duplicatie	CANDIDATE			
en	Ureteropelvic junction obstruction	HP:0000074	rdfs:label	nl	Ureteropelviene junctie obstructie	CANDIDATE			
en	Renal duplication	HP:0000075	rdfs:label	nl	Renale duplicatie	CANDIDATE			
en	Vesicoureteral reflux	HP:0000076	rdfs:label	nl	Vesicoureterale reflux	CANDIDATE			
en	An abnormality of the kidney.	HP:0000077	IAO:0000115	nl	Een afwijking van de nieren	CANDIDATE			
en	Abnormality of the kidney	HP:0000077	rdfs:label	nl	Afwijking van de nieren	CANDIDATE			
en	An abnormality of the genital system.	HP:0000078	IAO:0000115	nl	Een afwijking van het genitaal systeem	CANDIDATE			
en	Abnormality of the genital system	HP:0000078	rdfs:label	nl	Afwijking van het genitaal systeem	CANDIDATE			
en	An abnormality of the urinary system.	HP:0000079	IAO:0000115	nl	Een afwijking van de urinewegen	CANDIDATE			
en	Abnormality of the urinary system	HP:0000079	rdfs:label	nl	Afwijking van de urinewegen	CANDIDATE			
en	Abnormality of reproductive system physiology	HP:0000080	rdfs:label	nl	Afwijking van reproductieve systeem fysiologie	CANDIDATE			
en	Duplicated collecting system	HP:0000081	rdfs:label	nl	Gedupliceerd verzamelsysteem	CANDIDATE			
en	Renal insufficiency	HP:0000083	rdfs:label	nl	Nierinsufficiëntie	CANDIDATE			
en	Horseshoe kidney	HP:0000085	rdfs:label	nl	Hoefijzernier	CANDIDATE			
en	Ectopic kidney	HP:0000086	rdfs:label	nl	Ectopische nier	CANDIDATE			
en	Hypoplasia of the kidney.	HP:0000089	IAO:0000115	nl	Hypoplasie van de nier	CANDIDATE			
en	Renal hypoplasia	HP:0000089	rdfs:label	nl	Renale hypoplasie	CANDIDATE			
en	Nephronophthisis	HP:0000090	rdfs:label	nl	Nefronoftise	CANDIDATE			
en	Abnormal renal tubule morphology	HP:0000091	rdfs:label	nl	Afwijking van de niertubulus	CANDIDATE			
en	Renal tubular atrophy	HP:0000092	rdfs:label	nl	Tubulaire atrofie	CANDIDATE			
en	Proteinuria	HP:0000093	rdfs:label	nl	Proteïnurie	CANDIDATE			
en	Abnormal renal glomerulus morphology	HP:0000095	rdfs:label	nl	Afwijking van de glomerulus	CANDIDATE			
en	Glomerular sclerosis	HP:0000096	rdfs:label	nl	Glomerulosclerosis	CANDIDATE			
en	Focal segmental glomerulosclerosis	HP:0000097	rdfs:label	nl	Focale segmentale glomerulosclerosis	CANDIDATE			
en	Tall stature	HP:0000098	rdfs:label	nl	Lange lengte	CANDIDATE			
en	Glomerulonephritis	HP:0000099	rdfs:label	nl	Glomerulonefritis	CANDIDATE			
en	Nephrotic syndrome	HP:0000100	rdfs:label	nl	Nefrotisch syndroom	CANDIDATE			
en	Polyuria	HP:0000103	rdfs:label	nl	Polyurie	CANDIDATE			
en	Renal agenesis	HP:0000104	rdfs:label	nl	Nieragenesie	CANDIDATE			
en	Enlarged kidney	HP:0000105	rdfs:label	nl	Vergrote nier	CANDIDATE			
en	Renal cyst	HP:0000107	rdfs:label	nl	Renale cyste	CANDIDATE			
en	Renal corticomedullary cysts	HP:0000108	rdfs:label	nl	Renale corticomedullaire cysten	CANDIDATE			
en	Renal dysplasia	HP:0000110	rdfs:label	nl	Renale dysplasie	CANDIDATE			
en	Renal juxtaglomerular cell hypertrophy/hyperplasia	HP:0000111	rdfs:label	nl	Renale juxtaglomerulaire cel hypertrofie/hyperplasie	CANDIDATE			
en	Nephropathy	HP:0000112	rdfs:label	nl	Nefropathie	CANDIDATE			
en	Polycystic kidney dysplasia	HP:0000113	rdfs:label	nl	Polycysteuze nierdysplasie	CANDIDATE			
en	Proximal tubulopathy	HP:0000114	rdfs:label	nl	Proximale tubulopathie	CANDIDATE			
en	Renal phosphate wasting	HP:0000117	rdfs:label	nl	Renale fosfaatverspilling	CANDIDATE			
en	Phenotypic abnormality	HP:0000118	rdfs:label	nl	Fenotypische abnormaliteit	CANDIDATE			
en	Abnormality of the genitourinary system	HP:0000119	rdfs:label	nl	Afwijking van het urogenitaal systeem	CANDIDATE			
en	Nephrocalcinosis	HP:0000121	rdfs:label	nl	Nephrocalcinosis	CANDIDATE			
en	Unilateral renal agenesis	HP:0000122	rdfs:label	nl	Unilaterale renale agenesie	CANDIDATE			
en	Nephritis	HP:0000123	rdfs:label	nl	Nefritis	CANDIDATE			
en	Renal tubular dysfunction	HP:0000124	rdfs:label	nl	Renale tubulaire dysfunctie	CANDIDATE			
en	Pelvic kidney	HP:0000125	rdfs:label	nl	Nierbekken	CANDIDATE			
en	Hydronephrosis	HP:0000126	rdfs:label	nl	Hydronefrosis	CANDIDATE			
en	Renal salt wasting	HP:0000127	rdfs:label	nl	Renaal zoutverlies	CANDIDATE			
en	Renal potassium wasting	HP:0000128	rdfs:label	nl	Renaal kaliumverlies	CANDIDATE			
en	An abnormality of the uterus.	HP:0000130	IAO:0000115	nl	Een afwijking van de uterus	CANDIDATE			
en	Abnormality of the uterus	HP:0000130	rdfs:label	nl	Afwijking van de uterus	CANDIDATE			
en	Uterine leiomyoma	HP:0000131	rdfs:label	nl	Uteriene leiomyoma	CANDIDATE			
en	Menorrhagia	HP:0000132	rdfs:label	nl	Menorragie	CANDIDATE			
en	Gonadal dysgenesis	HP:0000133	rdfs:label	nl	Gonadale dysgenesie	CANDIDATE			
en	Female hypogonadism	HP:0000134	rdfs:label	nl	Vrouwelijk hypogonadisme	CANDIDATE			
en	Hypogonadism	HP:0000135	rdfs:label	nl	Hypogonadisme	CANDIDATE			
en	The presence of a bifid uterus.	HP:0000136	IAO:0000115	nl	De aanwezigheid van een bifide uterus	CANDIDATE			
en	Bifid uterus	HP:0000136	rdfs:label	nl	Bifide uterus	CANDIDATE			
en	Abnormality of the ovary	HP:0000137	rdfs:label	nl	Afwijking van de eierstok	CANDIDATE			
en	Ovarian cyst	HP:0000138	rdfs:label	nl	Ovariumcyste	CANDIDATE			
en	Uterine prolapse	HP:0000139	rdfs:label	nl	Baarmoederverzakking	CANDIDATE			
en	Abnormality of the menstrual cycle	HP:0000140	rdfs:label	nl	Afwijking van de menstruele cyclus	CANDIDATE			
en	Amenorrhea	HP:0000141	rdfs:label	nl	Amenorroe	CANDIDATE			
en	Any structural abnormality of the vagina.	HP:0000142	IAO:0000115	nl	Een afwijking van de vagina	CANDIDATE			
en	Abnormal vagina morphology	HP:0000142	rdfs:label	nl	Afwijking van de vagina	CANDIDATE			
en	Rectovaginal fistula	HP:0000143	rdfs:label	nl	Rectovaginale fistel	CANDIDATE			
en	Decreased fertility	HP:0000144	rdfs:label	nl	Verminderde vruchtbaarheid	CANDIDATE			
en	Transverse vaginal septum	HP:0000145	rdfs:label	nl	Transversale vaginale septum	CANDIDATE			
en	Polycystic ovaries	HP:0000147	rdfs:label	nl	Polycysteuze ovaria	CANDIDATE			
en	Vaginal atresia	HP:0000148	rdfs:label	nl	Vaginale atresie	CANDIDATE			
en	Ovarian gonadoblastoma	HP:0000149	rdfs:label	nl	Ovariële gonadoblastoma	CANDIDATE			
en	Gonadoblastoma	HP:0000150	rdfs:label	nl	Gonadoblastoma	CANDIDATE			
en	A congenital defect characterized by absence of the uterus. Aplasia refers to the failure of an organ to develop during embryonic growth and development due to the absence of primordial tissue.	HP:0000151	IAO:0000115	nl	Aplasie van de uterus	CANDIDATE			
en	Aplasia of the uterus	HP:0000151	rdfs:label	nl	Aplasie van de uterus	CANDIDATE			
en	An abnormality of head and neck.	HP:0000152	IAO:0000115	nl	Een afwijking van hoofd en nek	CANDIDATE			
en	Abnormality of head or neck	HP:0000152	rdfs:label	nl	Afwijking van het hoofd of nek	CANDIDATE			
en	Abnormality of the mouth	HP:0000153	rdfs:label	nl	Afwijking van de mond	CANDIDATE			
en	Wide mouth	HP:0000154	rdfs:label	nl	Brede mond	CANDIDATE			
en	Oral ulcer	HP:0000155	rdfs:label	nl	Mondulcus	CANDIDATE			
en	Any abnormality of the tongue.	HP:0000157	IAO:0000115	nl	Een afwijking van de tong	CANDIDATE			
en	Abnormality of the tongue	HP:0000157	rdfs:label	nl	Afwijking van de tong	CANDIDATE			
en	Macroglossia	HP:0000158	rdfs:label	nl	Macroglossie	CANDIDATE			
en	An abnormality of the lip.	HP:0000159	IAO:0000115	nl	Een afwijking van de lip	CANDIDATE			
en	Abnormal lip morphology	HP:0000159	rdfs:label	nl	Afwijking van de lip	CANDIDATE			
en	Narrow mouth	HP:0000160	rdfs:label	nl	Smalle mond	CANDIDATE			
en	Median cleft upper lip	HP:0000161	rdfs:label	nl	Mediaan gespleten lip	CANDIDATE			
en	Glossoptosis	HP:0000162	rdfs:label	nl	Glossoptosis	CANDIDATE			
en	Abnormal oral cavity morphology	HP:0000163	rdfs:label	nl	Afwijking van de mondholte	CANDIDATE			
en	Abnormality of the dentition	HP:0000164	rdfs:label	nl	Afwijking van de tanden	CANDIDATE			
en	Severe periodontitis	HP:0000166	rdfs:label	nl	Ernstige pariodontitis	CANDIDATE			
en	Any abnormality of the gingiva (also known as gums).	HP:0000168	IAO:0000115	nl	Elke afwijking van het gingiva (ook bekend als tandvlees)	CANDIDATE			
en	Abnormality of the gingiva	HP:0000168	rdfs:label	nl	Afwijking van het tandvlees	CANDIDATE			
en	Gingival fibromatosis	HP:0000169	rdfs:label	nl	Gingivale fibromatose	CANDIDATE			
en	Decreased length and width of the tongue.	HP:0000171	IAO:0000115	nl	Verminderde lengte en breedte van de tong	CANDIDATE			
en	Microglossia	HP:0000171	rdfs:label	nl	Microglossie	CANDIDATE			
en	Abnormal uvula morphology	HP:0000172	rdfs:label	nl	Afwijking van de uvula	CANDIDATE			
en	Abnormal palate morphology	HP:0000174	rdfs:label	nl	Afwijking van het gehemelte	CANDIDATE			
en	Cleft palate	HP:0000175	rdfs:label	nl	Gespleten gehemelte	CANDIDATE			
en	Submucous cleft hard palate	HP:0000176	rdfs:label	nl	Submukeus gespleten hard gehemelte	CANDIDATE			
en	Abnormal upper lip morphology	HP:0000177	rdfs:label	nl	Afwijking van bovenlip	CANDIDATE			
en	An abnormality of the lower lip.	HP:0000178	IAO:0000115	nl	Een afwijking van de onderlip	CANDIDATE			
en	Abnormal lower lip morphology	HP:0000178	rdfs:label	nl	Afwijking van de onderlip	CANDIDATE			
en	Thick lower lip vermilion	HP:0000179	rdfs:label	nl	Dik onderliprood	CANDIDATE			
en	Lobulated tongue	HP:0000180	rdfs:label	nl	Gelobde tong	CANDIDATE			
en	Movement abnormality of the tongue	HP:0000182	rdfs:label	nl	Afwijking van de beweging van de tong	CANDIDATE			
en	Tongue muscle weakness	HP:0000183	rdfs:label	nl	Moeite met bewegingen van de tong	CANDIDATE			
en	Cleft soft palate	HP:0000185	rdfs:label	nl	Gespleten zachte verhemelte	CANDIDATE			
en	Broad alveolar ridges	HP:0000187	rdfs:label	nl	Brede alveolaire ruggen	CANDIDATE			
en	Short upper lip	HP:0000188	rdfs:label	nl	Korte bovenlip	CANDIDATE			
en	Narrow palate	HP:0000189	rdfs:label	nl	Smal gehemelte	CANDIDATE			
en	Abnormal oral frenulum morphology	HP:0000190	rdfs:label	nl	Afwijking van orale frenula	CANDIDATE			
en	Accessory oral frenulum	HP:0000191	rdfs:label	nl	Overtollig oraal frenulum	CANDIDATE			
en	Bifid uvula	HP:0000193	rdfs:label	nl	Gespleten huig	CANDIDATE			
en	Open mouth	HP:0000194	rdfs:label	nl	Open mond	CANDIDATE			
en	Lower lip pit	HP:0000196	rdfs:label	nl	Onderlipfistel	CANDIDATE			
en	Abnormal parotid gland morphology	HP:0000197	rdfs:label	nl	Afwijking van parotide klier	CANDIDATE			
en	Absence of Stensen duct	HP:0000198	rdfs:label	nl	Afwezigheid van ductus parotideus	CANDIDATE			
en	Tongue nodules	HP:0000199	rdfs:label	nl	Tong noduli	CANDIDATE			
en	Short lingual frenulum	HP:0000200	rdfs:label	nl	Korte tongriem	CANDIDATE			
en	Pierre-Robin sequence	HP:0000201	rdfs:label	nl	Pierre Robin sequentie	CANDIDATE			
en	Orofacial cleft	HP:0000202	rdfs:label	nl	Schisis	CANDIDATE			
en	Cleft upper lip	HP:0000204	rdfs:label	nl	Gespleten bovenlip	CANDIDATE			
en	Pursed lips	HP:0000205	rdfs:label	nl	Getuite lippen	CANDIDATE			
en	Glossitis	HP:0000206	rdfs:label	nl	Glossitis	CANDIDATE			
en	Triangular mouth	HP:0000207	rdfs:label	nl	Driehoekige mond	CANDIDATE			
en	Trismus	HP:0000211	rdfs:label	nl	Trismus	CANDIDATE			
en	Gingival overgrowth	HP:0000212	rdfs:label	nl	Overtollig tandvlees	CANDIDATE			
en	Lip telangiectasia	HP:0000214	rdfs:label	nl	Lip teleangiëctasie	CANDIDATE			
en	Thick upper lip vermilion	HP:0000215	rdfs:label	nl	Dik bovenliprood	CANDIDATE			
en	Broad secondary alveolar ridge	HP:0000216	rdfs:label	nl	Brede secundaire alveolaire rug	CANDIDATE			
en	Xerostomia	HP:0000217	rdfs:label	nl	Xerostomie	CANDIDATE			
en	High palate	HP:0000218	rdfs:label	nl	Hoog gehemelte	CANDIDATE			
en	Thin upper lip vermilion	HP:0000219	rdfs:label	nl	Dun bovenliplood	CANDIDATE			
en	Velopharyngeal insufficiency	HP:0000220	rdfs:label	nl	Velofaryngeale insufficiëntie	CANDIDATE			
en	Furrowed tongue	HP:0000221	rdfs:label	nl	Gegroefde tong	CANDIDATE			
en	Gingival hyperkeratosis	HP:0000222	rdfs:label	nl	Gingivale hyperkeratose	CANDIDATE			
en	Abnormality of taste sensation	HP:0000223	rdfs:label	nl	Afwijking van smaaksensatie	CANDIDATE			
en	Hypogeusia	HP:0000224	rdfs:label	nl	Verminderde smaaksensatie	CANDIDATE			
en	Gingival bleeding	HP:0000225	rdfs:label	nl	Tandvleesbloeding	CANDIDATE			
en	Tongue telangiectasia	HP:0000227	rdfs:label	nl	Tong Teleangiëctasie	CANDIDATE			
en	Oral cavity telangiectasia	HP:0000228	rdfs:label	nl	Mondholte Teleangiëctasie	CANDIDATE			
en	Gingivitis	HP:0000230	rdfs:label	nl	Gingivitis	CANDIDATE			
en	Everted lower lip vermilion	HP:0000232	rdfs:label	nl	Naar buiten gekeerd onderliprood	CANDIDATE			
en	Thin vermilion border	HP:0000233	rdfs:label	nl	Dunne liprand	CANDIDATE			
en	Abnormality of the head	HP:0000234	rdfs:label	nl	Afwijking van het hoofd	CANDIDATE			
en	Abnormal cranial suture/fontanelle morphology	HP:0000235	rdfs:label	nl	Afwijking van de fontanellen of de craniale hechtingen	CANDIDATE			
en	Abnormal anterior fontanelle morphology	HP:0000236	rdfs:label	nl	Afwijking van de voorste fontanel	CANDIDATE			
en	Small anterior fontanelle	HP:0000237	rdfs:label	nl	Kleine voorste fontanel	CANDIDATE			
en	Hydrocephalus	HP:0000238	rdfs:label	nl	Hydrocephalus	CANDIDATE			
en	Large fontanelles	HP:0000239	rdfs:label	nl	Grote fontanellen	CANDIDATE			
en	Abnormality of skull size	HP:0000240	rdfs:label	nl	Afwijking van de grootte van de schedel	CANDIDATE			
en	Parietal bossing	HP:0000242	rdfs:label	nl	Pariëtale opdruk	CANDIDATE			
en	Trigonocephaly	HP:0000243	rdfs:label	nl	Trigonocefalie	CANDIDATE			
en	Brachyturricephaly	HP:0000244	rdfs:label	nl	Brachyturricefalie	CANDIDATE			
en	Abnormal paranasal sinus morphology	HP:0000245	rdfs:label	nl	Afwijking van de paranasale sinussen	CANDIDATE			
en	Sinusitis	HP:0000246	rdfs:label	nl	Sinusitis	CANDIDATE			
en	Brachycephaly	HP:0000248	rdfs:label	nl	Brachycephalie	CANDIDATE			
en	Dense calvaria	HP:0000250	rdfs:label	nl	Dicht calvaria	CANDIDATE			
en	Microcephaly	HP:0000252	rdfs:label	nl	Microcefalie	CANDIDATE			
en	Progressive microcephaly is diagnosed when the head circumference falls progressively behind age- and gender-dependent norms.	HP:0000253	IAO:0000115	nl	Progressieve microcefalie wordt gediagnostiseerd als de schedelomtrek achterblijft bij de leeftijd en geslacht afhankelijke normen	CANDIDATE			
en	Progressive microcephaly	HP:0000253	rdfs:label	nl	Progressieve microcefalie	CANDIDATE			
en	An acute form of sinusitis.	HP:0000255	IAO:0000115	nl	Een acute vorm van sinusitis	CANDIDATE			
en	Acute sinusitis	HP:0000255	rdfs:label	nl	Acute sinusitis	CANDIDATE			
en	Macrocephaly	HP:0000256	rdfs:label	nl	Macrocefalie	CANDIDATE			
en	Wide anterior fontanel	HP:0000260	rdfs:label	nl	Wijde voorste fontanel	CANDIDATE			
en	Turricephaly	HP:0000262	rdfs:label	nl	Turricefalie	CANDIDATE			
en	Oxycephaly	HP:0000263	rdfs:label	nl	Oxycefalie	CANDIDATE			
en	Abnormal mastoid morphology	HP:0000264	rdfs:label	nl	Afwijking van het mastoid	CANDIDATE			
en	Mastoiditis	HP:0000265	rdfs:label	nl	Mastoïditis	CANDIDATE			
en	Cranial asymmetry	HP:0000267	rdfs:label	nl	Craniale asymmetrie	CANDIDATE			
en	Dolichocephaly	HP:0000268	rdfs:label	nl	Dolichocefalie	CANDIDATE			
en	Prominent occiput	HP:0000269	rdfs:label	nl	Prominent occiput	CANDIDATE			
en	Delayed cranial suture closure	HP:0000270	rdfs:label	nl	Vertraagde schedelnaadsluiting	CANDIDATE			
en	An abnormality of the face.	HP:0000271	IAO:0000115	nl	Een afwijking van het gezicht	CANDIDATE			
en	Abnormality of the face	HP:0000271	rdfs:label	nl	Afwijking van het gezicht	CANDIDATE			
en	Malar flattening	HP:0000272	rdfs:label	nl	Zygomatische afvlakking	CANDIDATE			
en	Facial grimacing	HP:0000273	rdfs:label	nl	Vertrokken gezicht	CANDIDATE			
en	Small face	HP:0000274	rdfs:label	nl	Smal gelaat	CANDIDATE			
en	Narrow face	HP:0000275	rdfs:label	nl	Smal gelaat	CANDIDATE			
en	Long face	HP:0000276	rdfs:label	nl	Lang gelaat	CANDIDATE			
en	Abnormal mandible morphology	HP:0000277	rdfs:label	nl	Afwijking van de mandibula	CANDIDATE			
en	Retrognathia	HP:0000278	rdfs:label	nl	Retrognathie	CANDIDATE			
en	Coarse facial features	HP:0000280	rdfs:label	nl	Grove gelaatstrekken	CANDIDATE			
en	Facial edema	HP:0000282	rdfs:label	nl	Faciaal oedeem	CANDIDATE			
en	Broad face	HP:0000283	rdfs:label	nl	Breed gelaat	CANDIDATE			
en	Epicanthus	HP:0000286	rdfs:label	nl	Epicanthus	CANDIDATE			
en	Increased facial adipose tissue	HP:0000287	rdfs:label	nl	Toegenomen vetweefsel van het gelaat	CANDIDATE			
en	Abnormality of the philtrum	HP:0000288	rdfs:label	nl	Afwijking van het filtrum	CANDIDATE			
en	Broad philtrum	HP:0000289	rdfs:label	nl	Breed filtrum	CANDIDATE			
en	Abnormal forehead morphology	HP:0000290	rdfs:label	nl	Afwijking van het voorhoofd	CANDIDATE			
en	Abnormality of facial adipose tissue	HP:0000291	rdfs:label	nl	Afwijking van vetweefsel van het gelaat	CANDIDATE			
en	Loss of facial adipose tissue	HP:0000292	rdfs:label	nl	Verlies van vetweefsel van het gelaat	CANDIDATE			
en	Full cheeks	HP:0000293	rdfs:label	nl	Volle wangen	CANDIDATE			
