source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	zh	HP:0000732	rdfs:label	Inflexible adherence to routines or rituals	恪守程序或习惯	OFFICIAL
en	zh	HP:0000735	rdfs:label	Impaired social interactions	社会交往障碍	OFFICIAL
en	zh	HP:0000745	rdfs:label	Diminished motivation	动机减弱	OFFICIAL
en	zh	HP:0000746	rdfs:label	Delusions	妄想	OFFICIAL
en	zh	HP:0000777	rdfs:label	Abnormality of the thymus	胸腺异常	OFFICIAL
en	zh	HP:0000798	rdfs:label	Oligospermia	少精症	OFFICIAL
en	zh	HP:0000817	rdfs:label	Poor eye contact	眼神躲避	OFFICIAL
en	zh	HP:0000848	rdfs:label	Increased circulating renin level	血肾素水平升高	OFFICIAL
en	zh	HP:0000859	rdfs:label	Hyperaldosteronism	醛固酮增多症	OFFICIAL
en	zh	HP:0000923	rdfs:label	Beaded ribs	串珠肋	OFFICIAL
en	zh	HP:0000964	rdfs:label	Eczema	湿疹	OFFICIAL
en	zh	HP:0000976	rdfs:label	Eczematoid dermatitis	湿疹样皮炎	OFFICIAL
en	zh	HP:0001067	rdfs:label	Neurofibromas	神经纤维瘤	OFFICIAL
en	zh	HP:0001167	rdfs:label	Abnormality of finger	手指异常	OFFICIAL
en	zh	HP:0001180	rdfs:label	Hand oligodactyly	少指畸形	OFFICIAL
en	zh	HP:0001233	rdfs:label	2-3 finger syndactyly	第二-三指并指	OFFICIAL
en	zh	HP:0001388	rdfs:label	Joint laxity	关节松弛	OFFICIAL
en	zh	HP:0001426	rdfs:label	Multifactorial inheritance	多因素遗传	OFFICIAL
en	zh	HP:0001428	rdfs:label	Somatic mutation	体细胞突变	OFFICIAL
en	zh	HP:0001430	rdfs:label	Abnormality of the calf musculature	小腿肌肉异常	OFFICIAL
en	zh	HP:0001441	rdfs:label	Abnormality of the musculature of the thigh	大腿肌肉异常	OFFICIAL
en	zh	HP:0001442	rdfs:label	Somatic mosaicism	体细胞嵌合	OFFICIAL
en	zh	HP:0001444	rdfs:label	Autosomal dominant somatic cell mutation	常染色体显性体细胞突变	OFFICIAL
en	zh	HP:0001597	rdfs:label	Abnormality of the nail	指（趾）甲异常	OFFICIAL
en	zh	HP:0001611	rdfs:label	Nasal speech	鼻音	OFFICIAL
en	zh	HP:0001620	rdfs:label	High pitched voice	高音调的声音	OFFICIAL
en	zh	HP:0001751	rdfs:label	Vestibular dysfunction	前庭功能障碍	OFFICIAL
en	zh	HP:0001756	rdfs:label	Vestibular hypofunction	前庭功能减退	OFFICIAL
en	zh	HP:0001780	rdfs:label	Abnormality of toe	脚趾异常	OFFICIAL
en	zh	HP:0001844	rdfs:label	Abnormality of the hallux	拇趾异常	OFFICIAL
en	zh	HP:0001900	rdfs:label	Increased hemoglobin	血红蛋白增多	OFFICIAL
en	zh	HP:0002006	rdfs:label	Facial cleft	面裂	OFFICIAL
en	zh	HP:0002062	rdfs:label	Morphological abnormality of the pyramidal tract	锥体束的形态异常	OFFICIAL
en	zh	HP:0002143	rdfs:label	Abnormality of the spinal cord	脊髓异常	OFFICIAL
en	zh	HP:0002151	rdfs:label	Increased serum lactate	血清乳酸增高	OFFICIAL
en	zh	HP:0002165	rdfs:label	Pterygium of nails	指甲翼状胬肉	OFFICIAL
en	zh	HP:0002167	rdfs:label	Neurological speech impairment	神经语言障碍	OFFICIAL
en	zh	HP:0002193	rdfs:label	Pseudobulbar behavioral symptoms	假性延髓行为症状	OFFICIAL
en	zh	HP:0002244	rdfs:label	Abnormality of the small intestine	小肠异常	OFFICIAL
en	zh	HP:0002355	rdfs:label	Difficulty walking	行走困难	OFFICIAL
en	zh	HP:0002360	rdfs:label	Sleep disturbance	睡眠障碍	OFFICIAL
en	zh	HP:0002367	rdfs:label	Visual hallucinations	幻视	OFFICIAL
en	zh	HP:0002461	rdfs:label	Dense calcifications in the cerebellar dentate nucleus	小脑齿状核致密钙化	OFFICIAL
en	zh	HP:0002492	rdfs:label	Morphological abnormality of the corticospinal tract	皮质脊髓束形态异常	OFFICIAL
en	zh	HP:0002519	rdfs:label	Hypnagogic hallucinations	睡前幻觉	OFFICIAL
en	zh	HP:0002585	rdfs:label	Abnormality of the peritoneum	腹膜异常	OFFICIAL
en	zh	HP:0002686	rdfs:label	Prenatal maternal abnormality	产前母体异常	OFFICIAL
en	zh	HP:0002693	rdfs:label	Abnormality of the skull base	颅底异常	OFFICIAL
en	zh	HP:0002720	rdfs:label	Decreased circulating IgA level	循环IgA下降	OFFICIAL
en	zh	HP:0002733	rdfs:label	Abnormality of the lymph nodes	淋巴结异常	OFFICIAL
en	zh	HP:0002744	rdfs:label	Bilateral cleft lip and palate	双侧唇腭裂	OFFICIAL
en	zh	HP:0002761	rdfs:label	Generalized joint laxity	周身关节松弛	OFFICIAL
en	zh	HP:0002813	rdfs:label	Abnormality of limb bone morphology	四肢骨骼形态异常	OFFICIAL
en	zh	HP:0002823	rdfs:label	Abnormality of femur morphology	股骨形态异常	OFFICIAL
en	zh	HP:0002910	rdfs:label	Elevated hepatic transaminase	肝脏转氨酶升高	OFFICIAL
en	zh	HP:0002920	rdfs:label	Decreased circulating ACTH level	血促肾上腺皮质激素水平降低	OFFICIAL
en	zh	HP:0002921	rdfs:label	Abnormality of the cerebrospinal fluid	脑脊液异常	OFFICIAL
en	zh	HP:0002922	rdfs:label	Increased CSF protein	脑脊液蛋白升高	OFFICIAL
en	zh	HP:0002991	rdfs:label	Abnormality of fibula morphology	腓骨形态异常	OFFICIAL
en	zh	HP:0002992	rdfs:label	Abnormality of tibia morphology	胫骨形态异常	OFFICIAL
en	zh	HP:0003028	rdfs:label	Abnormality of the ankles	脚踝异常	OFFICIAL
en	zh	HP:0003084	rdfs:label	Fractures of the long bones	长骨骨折	OFFICIAL
en	zh	HP:0003145	rdfs:label	Decreased adenosylcobalamin	腺苷钴胺素减少	OFFICIAL
en	zh	HP:0003172	rdfs:label	Abnormality of the pubic bone	耻骨异常	OFFICIAL
en	zh	HP:0003174	rdfs:label	Abnormality of the ischium	坐骨异常	OFFICIAL
en	zh	HP:0003212	rdfs:label	Increased circulating IgE level	循环IgE升高	OFFICIAL
en	zh	HP:0003223	rdfs:label	Decreased methylcobalamin	甲基钴胺素减少	OFFICIAL
en	zh	HP:0003234	rdfs:label	Decreased plasma carnitine	血浆肉碱降低	OFFICIAL
en	zh	HP:0003237	rdfs:label	Increased circulating IgG level	循环IgG水平升高	OFFICIAL
en	zh	HP:0003261	rdfs:label	Increased circulating IgA level	循环IgA升高	OFFICIAL
en	zh	HP:0003262	rdfs:label	Smooth muscle antibody positivity	平滑肌抗体阳性	OFFICIAL
en	zh	HP:0003310	rdfs:label	Abnormality of the odontoid process	齿状突异常	OFFICIAL
en	zh	HP:0003345	rdfs:label	Elevated urinary norepinephrine	尿去甲肾上腺素浓度增高	OFFICIAL
en	zh	HP:0003351	rdfs:label	Decreased circulating renin level	血肾素水平降低	OFFICIAL
en	zh	HP:0003452	rdfs:label	Increased serum iron	血清铁离子增高	OFFICIAL
en	zh	HP:0003528	rdfs:label	Elevated calcitonin	降钙素升高	OFFICIAL
en	zh	HP:0003637	rdfs:label	Reduced 4-Hydroxyphenylpyruvate dioxygenase level	4-羟基苯丙酮酸双加氧酶活性降低	OFFICIAL
en	zh	HP:0003639	rdfs:label	Elevated urinary epinephrine	尿肾上腺素增高	OFFICIAL
en	zh	HP:0003649	rdfs:label	Abnormality of glycoside metabolism	糖苷代谢异常	OFFICIAL
en	zh	HP:0003657	rdfs:label	Granular osmiophilic deposits (GROD) in cells	胞内嗜锇颗粒沉积	OFFICIAL
en	zh	HP:0003683	rdfs:label	Large beaked nose	大喙鼻	OFFICIAL
en	zh	HP:0003741	rdfs:label	Congenital muscular dystrophy	先天性肌营养不良	OFFICIAL
en	zh	HP:0003831	rdfs:label	Typified by age-related penetrance	具有年龄相关的外显率特征	OFFICIAL
en	zh	HP:0003839	rdfs:label	Abnormality of upper limb epiphysis morphology	上肢骨骺形态异常	OFFICIAL
en	zh	HP:0004313	rdfs:label	Decreased circulating antibody level	循环抗体水平降低	OFFICIAL
en	zh	HP:0004315	rdfs:label	Decreased circulating IgG level	循环IgG水平降低	OFFICIAL
en	zh	HP:0004319	rdfs:label	Decreased circulating aldosterone level	醛固酮减少症	OFFICIAL
en	zh	HP:0004342	rdfs:label	Abnormality of galactoside metabolism	半乳糖代谢异常	OFFICIAL
en	zh	HP:0004361	rdfs:label	Abnormality of circulating leptin level	血瘦素水平异常	OFFICIAL
en	zh	HP:0004362	rdfs:label	Abnormality of enteric ganglion morphology	肠神经节形态异常	OFFICIAL
en	zh	HP:0004372	rdfs:label	Reduced consciousness/confusion	意识减弱/意识错乱	OFFICIAL
en	zh	HP:0004431	rdfs:label	Complement deficiency	补体缺陷	OFFICIAL
en	zh	HP:0004434	rdfs:label	Decreased serum complement C8	血清补体C8降低	OFFICIAL
en	zh	HP:0004466	rdfs:label	Prolonged brainstem auditory evoked potentials	脑干听觉诱发电位延长	OFFICIAL
en	zh	HP:0004478	rdfs:label	Ethmoidal encephalocele	筛骨脑膨出	OFFICIAL
en	zh	HP:0004495	rdfs:label	Thin anteverted nares	薄而前仰的鼻孔	OFFICIAL
en	zh	HP:0004864	rdfs:label	Refractory sideroblastic anemia	难治性铁粒幼细胞贫血	OFFICIAL
en	zh	HP:0004905	rdfs:label	Low levels of vitamin A	维生素A缺乏症	OFFICIAL
en	zh	HP:0005019	rdfs:label	Diaphyseal thickening	骨干增粗	OFFICIAL
en	zh	HP:0005072	rdfs:label	Hyperextensibility at wrists	手腕背伸过度	OFFICIAL
en	zh	HP:0005186	rdfs:label	Synovial hypertrophy	滑膜肥厚	OFFICIAL
en	zh	HP:0005217	rdfs:label	Duplication of internal organs	内部器官重复	OFFICIAL
en	zh	HP:0005262	rdfs:label	Abnormality of the synovia	滑膜异常	OFFICIAL
en	zh	HP:0005288	rdfs:label	Abnormality of the nares	鼻孔异常	OFFICIAL
en	zh	HP:0005289	rdfs:label	Abnormality of the nasolabial region	鼻唇区异常	OFFICIAL
en	zh	HP:0005356	rdfs:label	Decreased serum complement factor I	血清补体因子I减少	OFFICIAL
en	zh	HP:0005369	rdfs:label	Decreased serum complement factor H	血清补体因子H减少	OFFICIAL
en	zh	HP:0005416	rdfs:label	Decreased serum complement factor B	血清补体因子B降低	OFFICIAL
en	zh	HP:0005421	rdfs:label	Decreased serum complement C3	血清补体C3减少	OFFICIAL
en	zh	HP:0005479	rdfs:label	Decreased circulating IgE	循环IgE水平降低	OFFICIAL
en	zh	HP:0005561	rdfs:label	Abnormality of bone marrow cell morphology	骨髓细胞形态异常	OFFICIAL
en	zh	HP:0005579	rdfs:label	Impaired renal ltubular reabsorption of chloride	肾小管重吸收氯功能受损	OFFICIAL
en	zh	HP:0005692	rdfs:label	Joint hyperflexibility	关节过度屈曲	OFFICIAL
en	zh	HP:0005984	rdfs:label	Elevated maternal serum alpha-fetoprotein	孕妇血清α-甲胎蛋白水平升高	OFFICIAL
en	zh	HP:0006097	rdfs:label	3-4 finger syndactyly	第三-四指并指	OFFICIAL
en	zh	HP:0006143	rdfs:label	Abnormal finger flexion creases	手指屈曲褶痕异常	OFFICIAL
en	zh	HP:0006153	rdfs:label	Disharmonious carpal bone	腕骨不契合	OFFICIAL
en	zh	HP:0006254	rdfs:label	Elevated alpha-fetoprotein	α-甲胎蛋白升高	OFFICIAL
en	zh	HP:0006344	rdfs:label	Abnormality of primary molar morphology	乳臼齿形态异常	OFFICIAL
en	zh	HP:0006417	rdfs:label	Broad femoral metaphyses	股骨干骺端变宽	OFFICIAL
en	zh	HP:0006431	rdfs:label	Proximal femoral metaphyseal abnormality	股骨近端干骺端异常	OFFICIAL
en	zh	HP:0006477	rdfs:label	Abnormality of the alveolar ridges	牙槽嵴异常	OFFICIAL
en	zh	HP:0006482	rdfs:label	Abnormality of dental morphology	牙齿形态异常	OFFICIAL
en	zh	HP:0006499	rdfs:label	Abnormality of femoral epiphysis	股骨骨骺异常	OFFICIAL
en	zh	HP:0006500	rdfs:label	Abnormality of lower limb epiphysis morphology	下肢骨骺形态异常	OFFICIAL
en	zh	HP:0006544	rdfs:label	Extrapulmonary sequestrum	肺外型肺隔离	OFFICIAL
en	zh	HP:0006729	rdfs:label	Retroperitoneal chemodectomas	腹膜后化学感受器瘤	OFFICIAL
en	zh	HP:0006751	rdfs:label	Paraspinal neurofibromas	椎旁神经纤维瘤	OFFICIAL
en	zh	HP:0006803	rdfs:label	Vivid hallucinations	生动的幻觉	OFFICIAL
en	zh	HP:0006896	rdfs:label	Hypnopompic hallucinations	醒前幻觉	OFFICIAL
en	zh	HP:0006919	rdfs:label	Abnormal aggressive, impulsive or violent behavior	异常的攻击、冲动或暴力行为	OFFICIAL
en	zh	HP:0006926	rdfs:label	Metachromatic leukodystrophy variant	变异型异染性脑白质营养不良	OFFICIAL
en	zh	HP:0006977	rdfs:label	Grammar-specific speech disorder	语法性语言障碍	OFFICIAL
en	zh	HP:0007081	rdfs:label	Late-onset muscular dystrophy	迟发性肌肉萎缩症	OFFICIAL
en	zh	HP:0007115	rdfs:label	Orbital encephalocele	眶部脑膨出	OFFICIAL
en	zh	HP:0007227	rdfs:label	Macrogyria	巨脑回	OFFICIAL
en	zh	HP:0007330	rdfs:label	Frontal encephalocele	额叶脑膨出	OFFICIAL
en	zh	HP:0007544	rdfs:label	Piebaldism	斑驳病、图案状白皮病	OFFICIAL
en	zh	HP:0007576	rdfs:label	Palmar neurofibromas	手掌神经纤维瘤	OFFICIAL
en	zh	HP:0007592	rdfs:label	Aplasia/Hypoplastia of the eccrine sweat glands	外分泌汗腺发育缺陷/不全	OFFICIAL
en	zh	HP:0008075	rdfs:label	Progressive pes cavus	渐进性高足弓	OFFICIAL
en	zh	HP:0008112	rdfs:label	Plantar flexion contractures	跖屈挛缩	OFFICIAL
en	zh	HP:0008250	rdfs:label	Infantile hypercalcemia	婴儿高钙血症	OFFICIAL
en	zh	HP:0008326	rdfs:label	Reduced circulating vitamin B6 level	维生素B6缺乏症	OFFICIAL
en	zh	HP:0008344	rdfs:label	Elevated plasma branched chain amino acids	血浆支链氨基酸水平升高	OFFICIAL
en	zh	HP:0008348	rdfs:label	Decreased circulating IgG2 level	循环IgG2水平降低	OFFICIAL
en	zh	HP:0008372	rdfs:label	Abnormality of vitamin A metabolism	维生素A代谢异常	OFFICIAL
en	zh	HP:0008376	rdfs:label	Nasal, dysarthic speech	鼻，构音障碍	OFFICIAL
en	zh	HP:0008419	rdfs:label	Intervertebral disc degeneration	椎间盘退行性变	OFFICIAL
en	zh	HP:0008498	rdfs:label	No permanent dentition	无恒牙	OFFICIAL
en	zh	HP:0008501	rdfs:label	Median cleft lip and palate	唇腭正中裂	OFFICIAL
en	zh	HP:0008572	rdfs:label	External ear malformation	外耳畸形	OFFICIAL
en	zh	HP:0008609	rdfs:label	Morphological abnormality of the middle ear	中耳形态异常	OFFICIAL
en	zh	HP:0008628	rdfs:label	Abnormality of the stapes	镫骨异常	OFFICIAL
en	zh	HP:0008635	rdfs:label	Hypertrophy of the urinary bladder	膀胱肥大	OFFICIAL
en	zh	HP:0008636	rdfs:label	Lobular glomerulopathy	小叶性肾小球肾炎	OFFICIAL
en	zh	HP:0008765	rdfs:label	Auditory hallucinations	幻听	OFFICIAL
en	zh	HP:0008768	rdfs:label	Inappropriate sexual behavior	不适宜的性行为	OFFICIAL
en	zh	HP:0008817	rdfs:label	Aplastic pubic bones	耻骨发育不全	OFFICIAL
en	zh	HP:0008822	rdfs:label	Hypoplastic ischiopubic rami	坐骨支发育不良	OFFICIAL
en	zh	HP:0008823	rdfs:label	Hypoplastic inferior pubic rami	下耻骨支发育不良	OFFICIAL
en	zh	HP:0008826	rdfs:label	Dislocation of the femoral head	股骨头脱位	OFFICIAL
en	zh	HP:0008830	rdfs:label	Hypoplastic pubic rami	耻骨支发育不良	OFFICIAL
en	zh	HP:0009092	rdfs:label	Progressive alveolar ridge hypertropy	渐进性牙槽嵴肥厚	OFFICIAL
en	zh	HP:0009193	rdfs:label	Pseudoepiphyses of the metacarpals	掌骨假骨骺	OFFICIAL
en	zh	HP:0009380	rdfs:label	Aplasia of the fingers	手指发育不全	OFFICIAL
en	zh	HP:0009591	rdfs:label	Abnormality of the vestibulocochlear nerve	前庭耳蜗神经异常	OFFICIAL
en	zh	HP:0009595	rdfs:label	Occasional neurofibromas	偶发的神经纤维瘤	OFFICIAL
en	zh	HP:0009600	rdfs:label	Flexion contracture of thumb	拇指屈曲挛缩	OFFICIAL
en	zh	HP:0009624	rdfs:label	Contractures of the carpometacarpal joint of the thumb	拇指腕掌关节挛缩	OFFICIAL
en	zh	HP:0009625	rdfs:label	Contractures of the metacarpophalangeal joint of the thumb	拇指掌指关节挛缩	OFFICIAL
en	zh	HP:0009626	rdfs:label	Contractures of the interphalangeal joint of the thumb	拇指指间关节挛缩	OFFICIAL
en	zh	HP:0009735	rdfs:label	Spinal neurofibromas	脊髓神经纤维瘤	OFFICIAL
en	zh	HP:0009922	rdfs:label	Vascular remnant arising from the disc	玻璃体动脉续存症	OFFICIAL
en	zh	HP:0009929	rdfs:label	Abnormality of the columella	鼻小柱异常	OFFICIAL
en	zh	HP:0010160	rdfs:label	Abnormality of the epiphyses of the toes	趾骨骨骺异常	OFFICIAL
en	zh	HP:0010161	rdfs:label	Abnormality of the phalanges of the toes	趾骨异常	OFFICIAL
en	zh	HP:0010222	rdfs:label	Abnormality of the epiphysis of the 3rd metacarpal	第三掌骨骨骺异常	OFFICIAL
en	zh	HP:0010224	rdfs:label	Abnormality of the epiphysis of the 4th metacarpal	第四掌骨骨骺异常	OFFICIAL
en	zh	HP:0010226	rdfs:label	Abnormality of the epiphysis of the 5th metacarpal	第五掌骨骨骺异常	OFFICIAL
en	zh	HP:0010289	rdfs:label	Cleft of alveolar ridge of maxilla	上颌牙槽嵴裂	OFFICIAL
en	zh	HP:0010319	rdfs:label	Abnormality of the 2nd toe	第二趾异常	OFFICIAL
en	zh	HP:0010320	rdfs:label	Abnormality of the 3rd toe	第三趾异常	OFFICIAL
en	zh	HP:0010321	rdfs:label	Abnormality of the 4th toe	第四趾异常	OFFICIAL
en	zh	HP:0010322	rdfs:label	Abnormality of the 5th toe	第五趾异常	OFFICIAL
en	zh	HP:0010440	rdfs:label	Ectopic accesory toe-like appendage	异位性脚趾样附属物	OFFICIAL
en	zh	HP:0010444	rdfs:label	Pulmonary insufficiency	肺动脉瓣关闭不全	OFFICIAL
en	zh	HP:0010524	rdfs:label	Agnosia	失认	OFFICIAL
en	zh	HP:0010527	rdfs:label	Astereognosia	实体觉缺失	OFFICIAL
en	zh	HP:0010569	rdfs:label	Elevated 7-dehydrocholesterol	7-脱氢胆固醇水平升高	OFFICIAL
en	zh	HP:0010571	rdfs:label	Elevated levels of phytanic acid	植烷酸水平升高	OFFICIAL
en	zh	HP:0010587	rdfs:label	Triangular epiphyses	三角形骨骺	OFFICIAL
en	zh	HP:0010593	rdfs:label	Abnormality of fibular epiphyses	腓骨骨骺异常	OFFICIAL
en	zh	HP:0010630	rdfs:label	Abnormality of metatarsal epiphysis	跖骨骨骺异常	OFFICIAL
en	zh	HP:0010640	rdfs:label	Abnormality of the nasal cavity	鼻腔异常	OFFICIAL
en	zh	HP:0010662	rdfs:label	Abnormality of the diencephalon	间脑异常	OFFICIAL
en	zh	HP:0010663	rdfs:label	Abnormality of thalamus morphology	丘脑形态异常	OFFICIAL
en	zh	HP:0010674	rdfs:label	Abnormality of the curvature of the vertebral column	脊柱曲度异常	OFFICIAL
en	zh	HP:0010692	rdfs:label	2-5 finger syndactyly	第二-五指并指	OFFICIAL
en	zh	HP:0010701	rdfs:label	Abnormal immunoglobulin level	免疫球蛋白水平异常	OFFICIAL
en	zh	HP:0010702	rdfs:label	Increased circulating antibody level	循环抗体水平升高	OFFICIAL
en	zh	HP:0010704	rdfs:label	1-2 finger syndactyly	第一-二指并指	OFFICIAL
en	zh	HP:0010705	rdfs:label	4-5 finger syndactyly	第四-五指并指	OFFICIAL
en	zh	HP:0010706	rdfs:label	1-3 finger syndactyly	第一-三指并指	OFFICIAL
en	zh	HP:0010707	rdfs:label	1-4 finger syndactyly	第一-四指并指	OFFICIAL
en	zh	HP:0010708	rdfs:label	1-5 finger syndactyly	第一-五指并指	OFFICIAL
en	zh	HP:0010709	rdfs:label	2-4 finger syndactyly	第二-四指并指	OFFICIAL
en	zh	HP:0010790	rdfs:label	Hyoplasia of the Leydig cells	睾丸间质细胞发育不全	OFFICIAL
en	zh	HP:0010827	rdfs:label	Abnormality of the seventh cranial nerve	第七对颅神经异常	OFFICIAL
en	zh	HP:0010938	rdfs:label	Abnormality of the external nose	外鼻异常	OFFICIAL
en	zh	HP:0010960	rdfs:label	Bronchopulmonary sequestration	支气管肺隔离症	OFFICIAL
en	zh	HP:0010961	rdfs:label	Intralobar sequestration	叶内型肺隔离症	OFFICIAL
en	zh	HP:0010962	rdfs:label	Extralobar sequestration	叶外型肺隔离症	OFFICIAL
en	zh	HP:0011021	rdfs:label	Abnormality of circulating enzyme level	循环系统内酶浓度水平异常	OFFICIAL
en	zh	HP:0011071	rdfs:label	Abnormality of permanent molar morphology	恒大臼齿形态异常	OFFICIAL
en	zh	HP:0011111	rdfs:label	Abnormality of immune serum protein physiology	血清免疫蛋白功能异常	OFFICIAL
en	zh	HP:0011112	rdfs:label	Abnormality of serum cytokine level	血清细胞因子水平异常	OFFICIAL
en	zh	HP:0011115	rdfs:label	Abnormality of chemokine secretion	趋化因子分泌异常	OFFICIAL
en	zh	HP:0011116	rdfs:label	Abnormality of interferon secretion	干扰素分泌异常	OFFICIAL
en	zh	HP:0011117	rdfs:label	Abnormality of interleukin secretion	白介素分泌异常	OFFICIAL
en	zh	HP:0011119	rdfs:label	Abnormality of the nasal dorsum	鼻嵴异常	OFFICIAL
en	zh	HP:0011121	rdfs:label	Abnormality of skin morphology	皮肤形态异常	OFFICIAL
en	zh	HP:0011138	rdfs:label	Abnormality of skin adnexa morphology	皮肤附属器的异常	OFFICIAL
en	zh	HP:0011278	rdfs:label	Intrapulmonary sequestration	肺内型肺隔离症	OFFICIAL
en	zh	HP:0011328	rdfs:label	Abnormality of fontanelles	囟门异常	OFFICIAL
en	zh	HP:0011376	rdfs:label	Morphological abnormality of the vestibule of the inner ear	内耳前庭的形态异常	OFFICIAL
en	zh	HP:0011380	rdfs:label	Morphological abnormality of the semicircular canal	半规管形态异常	OFFICIAL
en	zh	HP:0011390	rdfs:label	Morphological abnormality of the inner ear	内耳形态异常	OFFICIAL
en	zh	HP:0011391	rdfs:label	Morphological abnormality of the nerves of the inner ear	内耳神经形态异常	OFFICIAL
en	zh	HP:0011432	rdfs:label	High maternal circulating alpha-fetoprotein concentration	母体循环甲胎蛋白水平高	OFFICIAL
en	zh	HP:0011446	rdfs:label	Abnormality of higher mental function	高级精神功能异常	OFFICIAL
en	zh	HP:0011453	rdfs:label	Abnormality of the incus	砧骨异常	OFFICIAL
en	zh	HP:0011454	rdfs:label	Abnormality of the malleus	锤骨异常	OFFICIAL
en	zh	HP:0011472	rdfs:label	Abnormality of small intestinal villus morphology	小肠绒毛形态异常	OFFICIAL
en	zh	HP:0011486	rdfs:label	Abnormality of corneal thickness	角膜厚度异常	OFFICIAL
en	zh	HP:0011497	rdfs:label	Iris neovascularization	虹膜新生血管	OFFICIAL
en	zh	HP:0011513	rdfs:label	Retinal cavernous angioma	视网膜海绵状血管瘤	OFFICIAL
en	zh	HP:0011732	rdfs:label	Abnormality of adrenal morphology	肾上腺形态异常	OFFICIAL
en	zh	HP:0011751	rdfs:label	Abnormality of the posterior pituitary	垂体后叶异常	OFFICIAL
en	zh	HP:0011766	rdfs:label	Abnormality of the parathyroid morphology	甲状旁腺形态异常	OFFICIAL
en	zh	HP:0011814	rdfs:label	Increased urinary hypoxanthine	尿次黄嘌呤增高	OFFICIAL
en	zh	HP:0011892	rdfs:label	Low levels of vitamin K	维生素K缺乏症	OFFICIAL
en	zh	HP:0011942	rdfs:label	Increased urinary sulfite	尿亚硫酸盐增加	OFFICIAL
en	zh	HP:0011976	rdfs:label	Elevated urinary catecholamines	尿儿茶酚胺升高	OFFICIAL
en	zh	HP:0011979	rdfs:label	Elevated urinary dopamine	尿多巴胺增高	OFFICIAL
en	zh	HP:0011992	rdfs:label	Abnormality of neutrophil morphology	中性粒细胞形态异常	OFFICIAL
en	zh	HP:0012071	rdfs:label	Abnormal circulating acetylcarnitine concentration	乙酰肉碱代谢异常	OFFICIAL
en	zh	HP:0012308	rdfs:label	Decreased serum complement C9	血清补体C9降低	OFFICIAL
en	zh	HP:0012379	rdfs:label	Abnormal enzyme/coenzyme activity	酶/辅酶活性异常	OFFICIAL
en	zh	HP:0012380	rdfs:label	Reduced carnitine O-palmitoyltransferase level	肉毒碱棕榈酰转移酶活性降低	OFFICIAL
en	zh	HP:0012400	rdfs:label	Abnormal aldolase level	醛缩酶水平异常	OFFICIAL
en	zh	HP:0012434	rdfs:label	Delayed social development	社交发育迟缓	OFFICIAL
en	zh	HP:0012443	rdfs:label	Abnormality of brain morphology	脑形态学异常	OFFICIAL
en	zh	HP:0012503	rdfs:label	Abnormality of the pituitary gland	垂体异常	OFFICIAL
en	zh	HP:0012517	rdfs:label	Reduced catalase level	过氧化氢酶活性降低	OFFICIAL
en	zh	HP:0012544	rdfs:label	Elevated aldolase level	醛缩酶水平升高	OFFICIAL
en	zh	HP:0012545	rdfs:label	Reduced aldolase level	醛缩酶水平降低	OFFICIAL
