source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status
en	Laughing that may be excessive and/or inappropriate in context (e.g., laughing at a funeral while others are crying).	HP:0000748	IAO:0000115	cs		NOT_TRANSLATED
en	Lack of insight (Anosognosia) is a neurological condition in which an individual is unaware of his or her own neurological deficit or psychiatric condition. Anosognosia can be associated with mental illness, dementia, and structural brain lesions and can affect an individual's conscious awareness of deficits involving judgment, emotions, memory, executive function, language skills, and motor ability.	HP:0000757	IAO:0000115	cs		NOT_TRANSLATED
en	A type of hypospadias in which the urethral meatus is located at the head of the penis, but not all the way at the tip.	HP:0000807	IAO:0000115	cs		NOT_TRANSLATED
en	A structural anomaly of the external genitalia.	HP:0000811	IAO:0000115	cs		NOT_TRANSLATED
en	Coma induced by low blood sugar.	HP:0001325	IAO:0000115	cs		NOT_TRANSLATED
en	A pattern of thinking and perceiving characterized by a loss of contact with reality, leading to significant changes in thoughts, perceptions, and behaviors.	HP:0001345	IAO:0000115	cs		NOT_TRANSLATED
en	Concentration of hemoglobin in the blood circulation above the upper limit of normal.	HP:0001900	IAO:0000115	cs		NOT_TRANSLATED
en	A defect of development of the brain characterized by congenital absence of the part of the brain that includes the olfactory bulbs, tracts, and other structures associated with the sense of smell.	HP:0002139	IAO:0000115	cs		NOT_TRANSLATED
en	An abnormality in the sound (volume) or cadence (rate) of speech.	HP:0002167	IAO:0000115	cs		NOT_TRANSLATED
en	Opisthotonus is defined as a dramatic abnormal posture due to spastic contraction of the extensor muscles of the neck, trunk, and lower extremities that produces a severe backward arching from neck to heel. In most cases, the trunk is elevated off the ground by a few inches. It is usually sudden in onset and can be sustained or repetitive. It can be considered a variant of decerebrate posturing involving a hyperextension of the neck, back, and limbs.	HP:0002179	IAO:0000115	cs		NOT_TRANSLATED
en	Myelopathy is an descriptive term, referring to pathology leading to a neurologic deficit related to the spinal cord. The clinical diagnosis of myelopathy requires a detailed history and physical examination to define the clinical syndrome. Neuroimaging is indicated in most instances of new-onset myelopathy. It is indicated also when the worsening of a myelopathy is unexplained.	HP:0002196	IAO:0000115	cs		NOT_TRANSLATED
en	Complete lack of speech or verbal communication in a person despite attempts to engage in conversation. Mutism as a phenomena assumes the individual has previous capacity for speech and in the pediatric population it assumes that the person is past the age of typical language development.	HP:0002300	IAO:0000115	cs		NOT_TRANSLATED
en	Partial loss of the ability to move the lower limbs accompanied by spasticity of the lower limbs.	HP:0002313	IAO:0000115	cs		NOT_TRANSLATED
en	A collection of pathologic conditions that result from progressive spinal cord dysfunction secondary to cord compression in the cervical spine.	HP:0002318	IAO:0000115	cs		NOT_TRANSLATED
en	The state of not having relationships with peers outside of school or organized activity appropriate to developmental level. This may be caused by behavioral or physical barriers.	HP:0002332	IAO:0000115	cs		NOT_TRANSLATED
en	Increased intensity of the a reflex in the leg.	HP:0002395	IAO:0000115	cs		NOT_TRANSLATED
en	Pathological deposition of calcium salts in the dentate nucleus of the cerebellum.	HP:0002461	IAO:0000115	cs		NOT_TRANSLATED
en	Medical history of maternal diseases, exposures, or other relevant findings during the pregnancy of which the index person was the product.	HP:0002686	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal function of the respiratory system.	HP:0002795	IAO:0000115	cs		NOT_TRANSLATED
en	An anomaly of the joint that connects the foot with the leg.	HP:0003028	IAO:0000115	cs		NOT_TRANSLATED
en	Lack of full passive range of motion (restrictions in flexion, extension, or other movements) of the hip joint resulting from structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules and/or skin.	HP:0003273	IAO:0000115	cs		NOT_TRANSLATED
en	The concentration of iron in the blood circulation is above the upper limit of normal.	HP:0003452	IAO:0000115	cs		NOT_TRANSLATED
en	Concentration of calcitonin, a 32-amino acid polypeptide hormone that is produced primarily by the parafollicular cells of the thyroid, in the blood circulation above the upper limit of normal.	HP:0003528	IAO:0000115	cs		NOT_TRANSLATED
en	Accumulation of granular osmiophilic material in blood vessel walls. Osmiophilic material becomes black upon staining with osmium tetroxide. Deposition of granular osmiophilic material (GOM) is the vascular pathological hallmark of CADASIL, which is the most prevalent hereditary small vessel disease and is caused by missense mutations in the NOTCH3 gene. GOM have been shown to contain NOTCH3 ectodomain (NOTCH3ECD) and extracellular matrix proteins, and can be visualized ultrastructurally in the tunica media of small arteries and capillaries. These electron dense GOM deposits are located in the basement membrane of mural cells, i.e. vascular smooth muscle cells and pericytes. In both manifest and pre-manifest CADASIL patients, GOM deposits are present not only in brain vessels, but also in vessels of other organs, such as the skin.	HP:0003657	IAO:0000115	cs		NOT_TRANSLATED
en	A state of increased firmness (i.e., a reduced tendency to yield to pressure) of skeletal muscle tissue. This finding is ascertained by palpation and is to be distinguished from increased muscle tone (abnormal elevation in the resting tension of a muscle, leading to stiffness and resistance to movement).	HP:0003725	IAO:0000115	cs		NOT_TRANSLATED
en	Any structural anomaly of the scaphoid. The scaphoid is the largest bone of the proximal row of carpal bones. It is located on the same side as the thumb.	HP:0004243	IAO:0000115	cs		NOT_TRANSLATED
en	Variations in the development of carpal bones are uncommon, with the scaphoid bone typically forming from the fusion of the os centrale carpi and the radial chondrification center during embryogenesis. A bipartite scaphoid is a rare congenital disorder that occurs when these ossification centers fail to fuse.	HP:0004244	IAO:0000115	cs		NOT_TRANSLATED
en	Any structural anomaly of the lunate bone, which is located in the proximal row of carpal bones.	HP:0004248	IAO:0000115	cs		NOT_TRANSLATED
en	A structural anomaly of the trapezoid bone, which is the smallest bone in the distal row of carpal bones.	HP:0004256	IAO:0000115	cs		NOT_TRANSLATED
en	A structural anomaly of the hamate bone, which is the ulnar-most bone located within the distal row of carpal bones, neighboured by the capitate bone radially.	HP:0004259	IAO:0000115	cs		NOT_TRANSLATED
en	A structural anomaly of the capitate bone, which is the largest of the carpal bones in the human hand.	HP:0004262	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormally diminished level of attention, responsiveness, or wakefulness.	HP:0004372	IAO:0000115	cs		NOT_TRANSLATED
en	An abnormal increase (delay) in the conduction time of the brainstem auditory-evoked response.	HP:0004466	IAO:0000115	cs		NOT_TRANSLATED
en	A developmental defect characterized by undergrowth of the sacrum, which is a large, triangular bone at the base of the spine that forms by the fusing of the sacral vertebrae (S1-S5).	HP:0004590	IAO:0000115	cs		NOT_TRANSLATED
en	Tubulation refers to the size and shape of tubular bones. In children and adolescents, the modeling process regulates normal bone growth. Final shaft (tube) diameter depends on appositional bone growth and the equilibrium between periosteal and endosteal bone resorption and formation. Undertubulation refers to a broad, widened form of the shafts (diaphyses) of long bones.	HP:0005019	IAO:0000115	cs		NOT_TRANSLATED
en	Synovial hyperplasia involves proliferation of mesenchymal stromal/stem cells and leads to synovial thickening, which can be observed radiographically.	HP:0005186	IAO:0000115	cs		NOT_TRANSLATED
en	A congenital malformation characterized by the development of an additional organ or organ-like structure, i.e., an extra copy of the organ normally located in the abdomen.	HP:0005217	IAO:0000115	cs		NOT_TRANSLATED
en	Any structural anomaly of the synovium, which is a membrane that lines the cavity of synovial joints and consists of a lining layer of macrophage-like synoviocytes and fibroblast-like synoviocytes, as well as a sublining of connective tissue. Synovial cells are thought to contribute to joint homeostasis by secreting various factors such as hyaluronic acid and lubricin important for joint lubrication and function, as well as disposing of the waste products.	HP:0005262	IAO:0000115	cs		NOT_TRANSLATED
en	A developmental defect characterized by the abnormal fusion of the proximal tibia and fibula.	HP:0005892	IAO:0000115	cs		NOT_TRANSLATED
en	Anomalous flexion crease (i.e., a transverse line that crosses the skin of a finger).	HP:0006143	IAO:0000115	cs		NOT_TRANSLATED
en	A dislocation is a separation of the radius and ulna bones where they normally meet. The radioulnar joints are two locations, proximal and distal, in which the radius and ulna articulate in the forearm. Both can dislocate.	HP:0006439	IAO:0000115	cs		NOT_TRANSLATED
en	A benign tumor of connective tissue containing mucous or gelatinous material (myxoma) localized in the pumonic valve.	HP:0006691	IAO:0000115	cs		NOT_TRANSLATED
en	A paraganglioma (previously referred to as chemodectoma) located in the retroperitoneal space. Paragangliomas (also known as extra-adrenal pheochromocytomas) are rare tumors that arise from extra-adrenal chromaffin cells. Paragangliomas are characterized by secretions of excessive catecholamines, including epinephrine, norepinephrine and dopamine, which may lead to clinical symptoms, including episodic hypertension, tachycardia and diaphoresis. However, between 40 and 50% of paragangliomas are non-functional.	HP:0006729	IAO:0000115	cs		NOT_TRANSLATED
en	A neurofibroma (benign peripheral nerve sheath tumor) localized adjacent to the spine.	HP:0006751	IAO:0000115	cs		NOT_TRANSLATED
en	Perceptual experiences that are vivid, intense, and sensory in nature occur in the absence of corresponding stimuli from the external environment.	HP:0006803	IAO:0000115	cs		NOT_TRANSLATED
en	Relatively short-lived periods of psychosis are characterized by the sudden onset of severe disturbances in perception, thinking, and behavior. These episodes typically last for a brief duration, generally ranging from a few days to a few weeks, and are often triggered by a significant stressor or traumatic event.	HP:0006932	IAO:0000115	cs		NOT_TRANSLATED
en	Deficit in grammar, including syntax and morphology.	HP:0006977	IAO:0000115	cs		NOT_TRANSLATED
en	A type of congenital malformation in which brain tissue protrudes through a defect in the anterior (front) part of the skull.	HP:0007035	IAO:0000115	cs		NOT_TRANSLATED
en	A symmetric magnetic resonance imaing (MRI) abnormality of the basal ganglia characterized by an increase of signal intensity in T2-weighted images and a corresponding signal decrease on T1-weighted images.	HP:0007039	IAO:0000115	cs		NOT_TRANSLATED
en	A type of encephalocele that occurs along the medial orbit wall at the level of the frontal process of the maxilla and the ethmoid-lacrimal bone junction.	HP:0007115	IAO:0000115	cs		NOT_TRANSLATED
en	Changes in one's level of awareness and responsiveness to their environment.	HP:0007159	IAO:0000115	cs		NOT_TRANSLATED
en	Loss of alertness and orientation to place and time.	HP:0007185	IAO:0000115	cs		NOT_TRANSLATED
en	Recurrent episodes of severe hypersomnia are accompanied by cognitive and behavioral disturbances, including confusion, derealization, apathy, compulsive eating, and hypersexuality.	HP:0007200	IAO:0000115	cs		NOT_TRANSLATED
en	Bipolar disorder is an illness of mood characterized by alternating episodes of elevated and depressed moods, which are interspersed with euthymic periods.	HP:0007302	IAO:0000115	cs		NOT_TRANSLATED
en	Loss of neurological function in a time frame that is considered relatively quick, for instance, loss of a develomental milestone or substantial exacerbation of neurological complications such as seizures or feeding difficulties within a few months.	HP:0007307	IAO:0000115	cs		NOT_TRANSLATED
en	A type of anterior encephalocele in which there is a protrusion of the contents of the skull through a breach at the point where the frontal and ethmoidal bones meet. Frontoethmoidal encephalocele can be divided further into three distinct categories: nasofrontal, nasoethmoidal, and nasoorbital.	HP:0007330	IAO:0000115	cs		NOT_TRANSLATED
en	Increased intensity of the a reflex in the arm.	HP:0007350	IAO:0000115	cs		NOT_TRANSLATED
en	The spontaneous detachment of a digit (finger or toe) from the body due to long standing pathology.	HP:0007460	IAO:0000115	cs		NOT_TRANSLATED
en	A neurofibroma (benign peripheral nerve sheath tumor) localized in the palm of the hand.	HP:0007576	IAO:0000115	cs		NOT_TRANSLATED
en	A type of contracture in which the plantar flexion muscles are contracted.	HP:0008112	IAO:0000115	cs		NOT_TRANSLATED
en	Hindfoot valgus (posterior part of the foot turns outward) in combination with forefoot abduction (front part of the foot (the forefoot) is angled outwards away from the midline of the body, relative to the hindfoot) and lowering of the midfoot.	HP:0008132	IAO:0000115	cs		NOT_TRANSLATED
en	Thyroid dysgenesis is a descriptive term that should be avoided if more precise information is available. However, the HPO keeps retains this term because it is commonly used in the medical literature. In humans, the process of thyroid morphogenesis occurs from the 3rd to 16th week of gestation. Alterations occurring during this period may result in a thyroid gland that is absent (thyroid agenesis or athyreosis), hypoplastic (thyroid hypoplasia), or located in an unusual position (thyroid ectopy). All these entities are grouped under the term thyroid dysgenesis.	HP:0008188	IAO:0000115	cs		NOT_TRANSLATED
en	Concentration of vitamin A in the blood circulation outside limits of normal.	HP:0008372	IAO:0000115	cs		NOT_TRANSLATED
en	A congenital condition of the external male genitalia in which the shaft of the penis fails to fully develop.	HP:0008708	IAO:0000115	cs		NOT_TRANSLATED
en	Conduct and/or behavior, both verbal and non-verbal, including but not limited to verbal and/or physical aggression, attacks, threats, harassment, intimidation, and other disruptive behaviors in any form or through any medium, that cause or have the potential to cause a reasonable person to fear physical harm from any individual(s) or group(s) towards any person(s) or property. This is commonly defined as a violent act characterized by the use of physical force, anger, or sudden intense activity.	HP:0008760	IAO:0000115	cs		NOT_TRANSLATED
en	Lack of intentional participation in interactions with another person.	HP:0008763	IAO:0000115	cs		NOT_TRANSLATED
en	Uncontrolled movements result in tissue damage to the tongue and lips.	HP:0008767	IAO:0000115	cs		NOT_TRANSLATED
en	A deviation of sexual behaviors from the personal norms of the individual in the context of socially and culturally recognized patterns of human sexual behaviors.	HP:0008768	IAO:0000115	cs		NOT_TRANSLATED
en	A developmental defect characterized by lack of development of the pubis bone.	HP:0008817	IAO:0000115	cs		NOT_TRANSLATED
en	Underdevelopment of the lower branch of the pubis bone (inferior pubic ramus).	HP:0008823	IAO:0000115	cs		NOT_TRANSLATED
en	Underdevelopment of a ramus (branch) of the pubic bone.	HP:0008830	IAO:0000115	cs		NOT_TRANSLATED
en	Longitudinal epiphyseal bracket or bracket epiphysis is an uncommon disorder of growth. Alternatively known as a delta phalanx, it is due to an anomalous secondary ossification center that extends longitudinally along the diaphysis. Although rare, longitudinal epiphyseal bracket most commonly manifests in the hands as clinodactyly and in the feet as hallux varus.	HP:0010587	IAO:0000115	cs		NOT_TRANSLATED
en	The concentration or activity of an enzyme in the blood circulation is outside of the limits of the normal range.	HP:0011021	IAO:0000115	cs		NOT_TRANSLATED
en	Any anomaly of the cohclear nerve, which is the part of the vestibulocochlear nerve that is responsible for transmitting auditory signals from the inner ear to the cochlear nuclei within the brainstem and ultimately to the primary auditory cortex within the temporal lobe.	HP:0011396	IAO:0000115	cs		NOT_TRANSLATED
en	A vasovagal episode or vasovagal syncope is the most common form of reflex syncope. Reflex syncope is a general term used to describe types of syncope resulting from a failure in autoregulation of blood pressure, and ultimately, in cerebral perfusion pressure resulting in transient loss of consciousness. The mechanisms responsible for this are complex and involve both depression of cardiac output as well as a decrease in vascular tone.	HP:0012668	IAO:0000115	cs		NOT_TRANSLATED
en	Congenital anophthalmos is a rare ocular anomaly in which histologically detectable eyeball structures are absent due to poor development of the primary optic nerve vesicle. However, with appropriate imaging or intraoperatively, rudimentary remains of this structure can usually be detected. Therefore, the term clinical congenital anophthalmos seems more appropriate and denotes a phenotypic range between microphthalmos and anophthalmos.	HP:0020001	IAO:0000115	cs		NOT_TRANSLATED
en	Clinical anophthalmos	HP:0020001	rdfs:label	cs		NOT_TRANSLATED
en	A pathological narrowing of the ileum that is caused by the development of a ring of scar tissue that constricts the ileal lumen.	HP:0020002	IAO:0000115	cs		NOT_TRANSLATED
en	Ileal stricture	HP:0020002	rdfs:label	cs		NOT_TRANSLATED
en	The presence of cholesterol crystals in the urine.	HP:0020176	IAO:0000115	cs		NOT_TRANSLATED
en	A non-proliferative inflammatory disorder of the large duct (milk duct) of the breast; as such, it affects nipple and areola complex. The condition is characterized by focal dilatation of the lactiferous duct system is due to endoluminal changes, as well as the loss of duct wall elastin, leading to abnormally dilated and tortuous lactiferous ducts with associated periductal inflammation and fibrosis. Mammary duct ectasia may present with nipple discharge or palpable mass.	HP:0020224	IAO:0000115	cs		NOT_TRANSLATED
en	Mammary duct ectasia	HP:0020224	rdfs:label	cs		NOT_TRANSLATED
en	A circumscribed area of pus or necrotic debris in the breast.	HP:0020225	IAO:0000115	cs		NOT_TRANSLATED
en	Breast abscess	HP:0020225	rdfs:label	cs		NOT_TRANSLATED
en	Pain or discomfort produced by touching the nipple.	HP:0020226	IAO:0000115	cs		NOT_TRANSLATED
en	Nipple tenderness	HP:0020226	rdfs:label	cs		NOT_TRANSLATED
en	An abnormal configuration in which the gallbladder is pedunculated, hanging free of the liver, and attached only by the cystic mesentery,	HP:0020227	IAO:0000115	cs		NOT_TRANSLATED
en	Floating gallbladder	HP:0020227	rdfs:label	cs		NOT_TRANSLATED
en	A phenotypic abnormality obvserved in a biospecimen such as a biopsy or an extirpated tumor or tissue.	HP:0020228	IAO:0000115	cs		NOT_TRANSLATED
en	Biospecimen phenotypic feature	HP:0020228	rdfs:label	cs		NOT_TRANSLATED
en	Any abnormal phenotypic feature observed in a biospecimen derived from a lymph node, generally obtained by lymph node biopsy (removal of lymph node tissue for microscopic examination).	HP:0020229	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node biospecimen	HP:0020229	rdfs:label	cs		NOT_TRANSLATED
en	Any phenotypic abnormality of the architecture of the tissue of a lymph node.	HP:0020230	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node tissue architecture	HP:0020230	rdfs:label	cs		NOT_TRANSLATED
en	Any phenotypic abnormality within cells located in a lymph node.	HP:0020231	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node cellular finding	HP:0020231	rdfs:label	cs		NOT_TRANSLATED
en	Abnormal expression of an antigen (marker) by cells located in a lymph node.	HP:0020233	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node cellular antigen expression	HP:0020233	rdfs:label	cs		NOT_TRANSLATED
en	An alteration that affects multiple components of the architecture of a lymph node.	HP:0020234	IAO:0000115	cs		NOT_TRANSLATED
en	Altered lymph-node tissue architecture	HP:0020234	rdfs:label	cs		NOT_TRANSLATED
en	Effacement of architecture typically refers to a cellular infiltrate destroying the normal follicular architecture of a lymph node. This effacement may result in sheets of cells that do not form clear architecture (seen in many lymphomas) or may lead to replacement of the normal architecture by atypical architecture, for example effacement of normal lymph node architecture (including normal follicles and patent lymph node sinuses) by many abnormal follicles in follicular lymphoma.	HP:0020235	IAO:0000115	cs		NOT_TRANSLATED
en	Effaced lymph-node architecture	HP:0020235	rdfs:label	cs		NOT_TRANSLATED
en	In contrast to normal lymph node architecture or that of follicular lymphoma, where follicles are typically distinct and readily identifiable on H&E stained biopsy sections, the cells within an atypical lymph node may show what appear to groups of cells forming vague nodules but not forming clear follicles.	HP:0020236	IAO:0000115	cs		NOT_TRANSLATED
en	Vaguely nodular lymph-node architecture	HP:0020236	rdfs:label	cs		NOT_TRANSLATED
en	Migration of substantial numbers of lymphocytes into the capsule of a lymph node.	HP:0020237	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph-node capsular invasion by lymphocytes	HP:0020237	rdfs:label	cs		NOT_TRANSLATED
en	Migration of lymphocytes into the soft tissues surrounding the lymph node.	HP:0020238	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph-node extracapsular extension by lymph-node lymphocytes	HP:0020238	rdfs:label	cs		NOT_TRANSLATED
en	Number of epithelioid histiocytes (histiocytes are tissue-resident macrophages) located within a lymph node above the upper limit of normal.	HP:0020239	IAO:0000115	cs		NOT_TRANSLATED
en	Increased lymph-node epithelioid histiocyte count	HP:0020239	rdfs:label	cs		NOT_TRANSLATED
en	Many individual (not clustered) epithelioid histiocytes throughout at least part of a lymph node.	HP:0020240	IAO:0000115	cs		NOT_TRANSLATED
en	Scattered lymph node individual epithelioid histiocytes	HP:0020240	rdfs:label	cs		NOT_TRANSLATED
en	Formation of clusters (group of cells positioned near each other) of epithelioid histiocytes within a lymph node.	HP:0020241	IAO:0000115	cs		NOT_TRANSLATED
en	Clustered lymph node epithelioid histiocytes	HP:0020241	rdfs:label	cs		NOT_TRANSLATED
en	Any phenotypic abnormality of the architecture of follicles of a lymph node.	HP:0020242	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node follicle architecture	HP:0020242	rdfs:label	cs		NOT_TRANSLATED
en	Atypical lymph node follicles that have mantle zone cells invaginating/infiltrating into the follicle centers, which is said to confer a flower-like appearance.	HP:0020243	IAO:0000115	cs		NOT_TRANSLATED
en	Floral-pattern lymph node follicles	HP:0020243	rdfs:label	cs		NOT_TRANSLATED
en	In contrast to follicular lymphoma, which typically is a lymphoma that forms follicles or potentially completely replaces normal follicles, some lymphomas (most commonly marginal zone lymphoma) can infiltrate normal follicles so both normal lymphocytes and the infiltrating lymphoma cells are present. This is called colonization of follicles by the lymphoma cells.	HP:0020244	IAO:0000115	cs		NOT_TRANSLATED
en	Colonization of follicles by lymphoma cells	HP:0020244	rdfs:label	cs		NOT_TRANSLATED
en	Reduction in the average distance between adjacent lymph node follicles.	HP:0020245	IAO:0000115	cs		NOT_TRANSLATED
en	Crowded lymph-node follicles	HP:0020245	rdfs:label	cs		NOT_TRANSLATED
en	An abnormal morphology of hyperplastic lymph node follicles characterized by distortion of the follicular architecture by tongues and clusters of dark blue mantle cells impinging on and invading the reactive germinal center (Mostly T cells and mantle-zone B cells).	HP:0020246	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph-node follicular lysis	HP:0020246	rdfs:label	cs		NOT_TRANSLATED
en	A loss of the typical polarization of the architecture of a lymph node germinal center.	HP:0020247	IAO:0000115	cs		NOT_TRANSLATED
en	Non-polarized lymph node germinal centers	HP:0020247	rdfs:label	cs		NOT_TRANSLATED
en	A deviation from the typically fairly round or oval form of a lymph node germinal center.	HP:0020248	IAO:0000115	cs		NOT_TRANSLATED
en	Irregularly shaped lymph node germinal centers	HP:0020248	rdfs:label	cs		NOT_TRANSLATED
en	An abnormality of the structure of the mantle or marginal zone of a lymph node.	HP:0020249	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node marginal or mantle zone morphology	HP:0020249	rdfs:label	cs		NOT_TRANSLATED
en	Abnormal lymph node marginal zone morphology	HP:0020250	rdfs:label	cs		NOT_TRANSLATED
en	Abnormal lymph node mantle zone morphology	HP:0020251	rdfs:label	cs		NOT_TRANSLATED
en	Enlargement of the typical outer ring of small lymphocytes (mantle zone) surrounding a germinal center of a lymph node.	HP:0020253	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph node with expanded mantle zones	HP:0020253	rdfs:label	cs		NOT_TRANSLATED
en	Reduced demarcation of the border between germinal centers and mantle zones. This border is typically seen as a crisp line on hematoxylin and eosin (H&E)-stained lymph node sections.	HP:0020254	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph node with poorly defined germinal center borders	HP:0020254	rdfs:label	cs		NOT_TRANSLATED
en	Any phenotypic abnormality of germinal centers of a lymph node.	HP:0020255	IAO:0000115	cs		NOT_TRANSLATED
en	Abnormal lymph-node germinal center morphology	HP:0020255	rdfs:label	cs		NOT_TRANSLATED
en	This refers to an architectural pattern of infiltration where atypical lymphocytes surround germinal centers, often expanding the mantle zones but without effacing architecture.	HP:0020257	IAO:0000115	cs		NOT_TRANSLATED
en	Mantle zone pattern	HP:0020257	rdfs:label	cs		NOT_TRANSLATED
en	Germinal centers with absent marginal zones	HP:0020258	rdfs:label	cs		NOT_TRANSLATED
en	Lack of the typical easily recognized delineation of primary follicles within lymph nodes.	HP:0020261	IAO:0000115	cs		NOT_TRANSLATED
en	Poorly defined primary lymph-node follicles	HP:0020261	rdfs:label	cs		NOT_TRANSLATED
en	This is a condition sometimes seen in a subset of germinal centers of reactive lymph nodes where germinal centers become enlarged and infiltrated by benign mantle zone cells and some T cells.	HP:0020262	IAO:0000115	cs		NOT_TRANSLATED
en	Progressive transformation of germinal centers	HP:0020262	rdfs:label	cs		NOT_TRANSLATED
en	Lack of observable tingible body macrophages (TBMs) in germinal centers (GCs) of secondary lymphoid follicles. TBMs represent unique, large phagocytic cells that reside and are a subset of mononuclear phagocytes.	HP:0020263	IAO:0000115	cs		NOT_TRANSLATED
en	Absent germinal center tingible body macrophages	HP:0020263	rdfs:label	cs		NOT_TRANSLATED
en	Absence of extreme paucity of mitotic figures in a lymph node germinal center.	HP:0020264	IAO:0000115	cs		NOT_TRANSLATED
en	Lack of germinal center mitotic figures	HP:0020264	rdfs:label	cs		NOT_TRANSLATED
en	Lack of the typical polarization of the outer ring of small lymphocytes (mantle zone) surrounding a germinal center of a lymph node.	HP:0020265	IAO:0000115	cs		NOT_TRANSLATED
en	Non-polarized mantle zones	HP:0020265	rdfs:label	cs		NOT_TRANSLATED
en	Hyalinized means to become clear/translucent such as collagen becoming more pale staining (collagen is typically quite eosinophilic, meaning attracted to the pink/red dye eosin); however, with regard to vessels in the lymph node, hyalinization is often used to describe vessel walls that appear markedly thickened or surrounded by eosinophilic material such as collagen, not necessarily translucent appearing.	HP:0020266	IAO:0000115	cs		NOT_TRANSLATED
en	Hyalinized lymph-node vessels	HP:0020266	rdfs:label	cs		NOT_TRANSLATED
en	Collagen deposition, typically with decreased cellularity, within lymph-node follicles.	HP:0020267	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph-node follicular sclerosis	HP:0020267	rdfs:label	cs		NOT_TRANSLATED
en	Loss of the typical patency (openness) of lymph node sinuses.	HP:0020268	IAO:0000115	cs		NOT_TRANSLATED
en	Compressed lymph-node sinuses	HP:0020268	rdfs:label	cs		NOT_TRANSLATED
en	Proliferation centers are a finding specific to chronic lymphocytic leukemia/small lymphocytic lymphoma where regions (typically relatively small, comparable to the size of a lymph node follicle) appear more pale on H&E stained sections (though they may become enlarged to merge together). These areas contain increased numbers of enlarged lymphoma cells with nucleoli (prolymphocytes and paraimmunoblasts) and show a higher proliferation rate (readily visualized with a Ki-67 immunohistochemical stain) than surrounding lymphoma cells. They can be mistaken as vague follicle formation and are therefore sometimes referred to as pseudofollicles.	HP:0020269	IAO:0000115	cs		NOT_TRANSLATED
en	Lymph-node proliferation centers	HP:0020269	rdfs:label	cs		NOT_TRANSLATED
en	Lymphocytes in the mantle zones of lymph node secondary follicles show cellular atypia such as enlarged size, increased cytoplasm, atypical distribution of chromatin, or irregular nuclear contours.	HP:0020270	IAO:0000115	cs		NOT_TRANSLATED
en	Cytologic atypia in mantle cells	HP:0020270	rdfs:label	cs		NOT_TRANSLATED
