source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status
en	Developmental hypoplasia of the clitoris.	HP:0000060	IAO:0000115	zh		NOT_TRANSLATED
en	Ambiguous genitalia in an individual with XX genetic gender.	HP:0000061	IAO:0000115	zh		NOT_TRANSLATED
en	A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.	HP:0000062	IAO:0000115	zh		NOT_TRANSLATED
en	Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.	HP:0000063	IAO:0000115	zh		NOT_TRANSLATED
en	Congenital anomaly characterized by closure or failure to develop an opening in the urethra in females.	HP:0000067	IAO:0000115	zh		NOT_TRANSLATED
en	Congenital anomaly characterized by closure or failure to develop an opening in the urethra.	HP:0000068	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.	HP:0000069	IAO:0000115	zh		NOT_TRANSLATED
en	A ureterocele is a congenital saccular dilatation of the distal segment of the ureter.	HP:0000070	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a stenotic, i.e., constricted ureter.	HP:0000071	IAO:0000115	zh		NOT_TRANSLATED
en	The distention of the ureter with urine.	HP:0000072	IAO:0000115	zh		NOT_TRANSLATED
en	A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder.	HP:0000073	IAO:0000115	zh		NOT_TRANSLATED
en	Blockage of urine flow from the renal pelvis to the proximal ureter.	HP:0000074	IAO:0000115	zh		NOT_TRANSLATED
en	A congenital anomaly of the urinary tract, in which the kidney is duplicated and is drained via two separate renal pelves and ureters.	HP:0000075	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormal (retrograde) movement of urine from the bladder into ureters or kidneys related to inadequacy of the valvular mechanism at the ureterovesicular junction or other causes.	HP:0000076	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the kidney.	HP:0000077	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the genital system.	HP:0000078	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the urinary system.	HP:0000079	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormal functionality of the genital system.	HP:0000080	IAO:0000115	zh		NOT_TRANSLATED
en	A duplication of the collecting system of the kidney, defined as a kidney with two (instead of, normally, one) pyelocaliceal systems. The pyelocaliceal system is comprised of the renal pelvis and calices. The duplicated renal collecting system can be associated with a single ureter or with double ureters. In the latter case, the two ureters empty separately into the bladder or fuse to form a single ureteral orifice.	HP:0000081	IAO:0000115	zh		NOT_TRANSLATED
en	A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism.	HP:0000083	IAO:0000115	zh		NOT_TRANSLATED
en	A connection of the right and left kidney by an isthmus of functioning renal parenchyma or fibrous tissue that crosses the midline.	HP:0000085	IAO:0000115	zh		NOT_TRANSLATED
en	A developmental defect in which a kidney is located in an abnormal anatomic position.	HP:0000086	IAO:0000115	zh		NOT_TRANSLATED
en	Hypoplasia of the kidney.	HP:0000089	IAO:0000115	zh		NOT_TRANSLATED
en	Presence of cysts at the corticomedullary junction of the kidney in combination with tubulointerstitial fibrosis.	HP:0000090	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the renal tubules.	HP:0000091	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of renal tubules with thick redundant basement membranes, or a reduction of greater than 50% in tubular diameter compared to surrounding non-atrophic tubules.	HP:0000092	IAO:0000115	zh		NOT_TRANSLATED
en	Increased levels of protein in the urine.	HP:0000093	IAO:0000115	zh		NOT_TRANSLATED
en	A structural anomaly of the glomerulus.	HP:0000095	IAO:0000115	zh		NOT_TRANSLATED
en	Accumulation of scar tissue within the glomerulus.	HP:0000096	IAO:0000115	zh		NOT_TRANSLATED
en	Segmental accumulation of scar tissue in individual (but not all) glomeruli.	HP:0000097	IAO:0000115	zh		NOT_TRANSLATED
en	A height above that which is expected according to age and gender norms.	HP:0000098	IAO:0000115	zh		NOT_TRANSLATED
en	Inflammation of the renal glomeruli.	HP:0000099	IAO:0000115	zh		NOT_TRANSLATED
en	Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.	HP:0000100	IAO:0000115	zh		NOT_TRANSLATED
en	An increased rate of urine production.	HP:0000103	IAO:0000115	zh		NOT_TRANSLATED
en	Agenesis, that is, failure of the kidney to develop during embryogenesis and development.	HP:0000104	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormal increase in the size of the kidney.	HP:0000105	IAO:0000115	zh		NOT_TRANSLATED
en	A fluid filled sac in the kidney.	HP:0000107	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of multiple cysts at the border between the renal cortex and medulla.	HP:0000108	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of developmental dysplasia of the kidney.	HP:0000110	IAO:0000115	zh		NOT_TRANSLATED
en	Increased number and size of the juxtaglomerular cells.	HP:0000111	IAO:0000115	zh		NOT_TRANSLATED
en	A nonspecific term referring to disease or damage of the kidneys.	HP:0000112	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of multiple cysts in both kidneys.	HP:0000113	IAO:0000115	zh		NOT_TRANSLATED
en	Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.	HP:0000114	IAO:0000115	zh		NOT_TRANSLATED
en	High urine phosphate in the presence of hypophosphatemia.	HP:0000117	IAO:0000115	zh		NOT_TRANSLATED
en	A phenotypic abnormality.	HP:0000118	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of any abnormality of the genitourinary system.	HP:0000119	IAO:0000115	zh		NOT_TRANSLATED
en	Nephrocalcinosis is the deposition of calcium salts in renal parenchyma.	HP:0000121	IAO:0000115	zh		NOT_TRANSLATED
en	A unilateral form of agenesis of the kidney.	HP:0000122	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of inflammation affecting the kidney.	HP:0000123	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormal function of the renal tubule. The basic functional unit of the kidney, the nephron, consists of a renal corpuscle attached to a renal tubule, with roughly 0.8 to 1.5 nephrons per adult kidney. The functions of the renal tubule include reabsorption of water, electrolytes, glucose, and amino acids and secretion of substances such as uric acid.	HP:0000124	IAO:0000115	zh		NOT_TRANSLATED
en	A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis.	HP:0000125	IAO:0000115	zh		NOT_TRANSLATED
en	Severe distention of the kidney with dilation of the renal pelvis and calices.	HP:0000126	IAO:0000115	zh		NOT_TRANSLATED
en	A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s).	HP:0000127	IAO:0000115	zh		NOT_TRANSLATED
en	High urine potassium in the presence of hypokalemia.	HP:0000128	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the uterus.	HP:0000130	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a leiomyoma of the uterus.	HP:0000131	IAO:0000115	zh		NOT_TRANSLATED
en	Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days.	HP:0000132	IAO:0000115	zh		NOT_TRANSLATED
en	Decreased functionality of the female gonads, i.e., of the ovary.	HP:0000134	IAO:0000115	zh		NOT_TRANSLATED
en	A decreased functionality of the gonad.	HP:0000135	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a bifid uterus.	HP:0000136	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the ovary.	HP:0000137	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of one or more cysts of the ovary.	HP:0000138	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of prolapse of the uterus.	HP:0000139	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the ovulation cycle.	HP:0000140	IAO:0000115	zh		NOT_TRANSLATED
en	Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months.	HP:0000141	IAO:0000115	zh		NOT_TRANSLATED
en	Any structural abnormality of the vagina.	HP:0000142	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a fistula between the vagina and the rectum.	HP:0000143	IAO:0000115	zh		NOT_TRANSLATED
en	Congenital occlusion of the vagina or adhesion of the walls of the vagina causing occlusion.	HP:0000148	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a gonadoblastoma of the ovary.	HP:0000149	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a gonadoblastoma, a neoplasm of a gonad that consists of aggregates of germ cells and sex cord elements.	HP:0000150	IAO:0000115	zh		NOT_TRANSLATED
en	Aplasia of the uterus.	HP:0000151	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of head and neck.	HP:0000152	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the mouth.	HP:0000153	IAO:0000115	zh		NOT_TRANSLATED
en	Distance between the oral commissures more than 2 SD above the mean. Alternatively, an apparently increased width of the oral aperture (subjective).	HP:0000154	IAO:0000115	zh		NOT_TRANSLATED
en	Erosion of the mucous mebrane of the mouth with local excavation of the surface, resulting from the sloughing of inflammatory necrotic tissue.	HP:0000155	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the tongue.	HP:0000157	IAO:0000115	zh		NOT_TRANSLATED
en	Increased length and width of the tongue.	HP:0000158	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the lip.	HP:0000159	IAO:0000115	zh		NOT_TRANSLATED
en	Distance between the commissures of the mouth more than 2 SD below the mean. Alternatively, an apparently decreased width of the oral aperture (subjective).	HP:0000160	IAO:0000115	zh		NOT_TRANSLATED
en	A type of cleft lip presenting as a midline (median) gap in the upper lip.	HP:0000161	IAO:0000115	zh		NOT_TRANSLATED
en	Posterior displacement of the tongue into the pharynx, i.e., a tongue that is mislocalised posteriorly.	HP:0000162	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormality of the oral cavity, i.e., the opening or hollow part of the mouth.	HP:0000163	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the teeth.	HP:0000164	IAO:0000115	zh		NOT_TRANSLATED
en	A severe form of periodontitis.	HP:0000166	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the gingiva (also known as gums).	HP:0000168	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of fibrosis of the gingiva.	HP:0000169	IAO:0000115	zh		NOT_TRANSLATED
en	Decreased length and width of the tongue.	HP:0000171	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormality of the uvula, the conic projection from the posterior edge of the middle of the soft palate.	HP:0000172	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the palate, i.e., of roof of the mouth.	HP:0000174	IAO:0000115	zh		NOT_TRANSLATED
en	Cleft palate is a developmental defect of the palate resulting from a failure of fusion of the palatine processes and manifesting as a separation of the roof of the mouth (soft and hard palate).	HP:0000175	IAO:0000115	zh		NOT_TRANSLATED
en	Hard-palate submucous clefts are characterized by bony defects in the midline of the bony palate that are covered by the mucous membrane of the roof of the mouth. It may be possible to detect a submucous cleft hard palate upon palpation as a notch in the bony palate.	HP:0000176	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the upper lip.	HP:0000177	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the lower lip.	HP:0000178	IAO:0000115	zh		NOT_TRANSLATED
en	Increased thickness of the lower lip, leading to a prominent appearance of the lower lip. The height of the vermilion of the lower lip in the midline is more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the lower lip in the frontal view (subjective).	HP:0000179	IAO:0000115	zh		NOT_TRANSLATED
en	Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour.	HP:0000180	IAO:0000115	zh		NOT_TRANSLATED
en	Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency.	HP:0000185	IAO:0000115	zh		NOT_TRANSLATED
en	Decreased width of the upper lip.	HP:0000188	IAO:0000115	zh		NOT_TRANSLATED
en	Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).	HP:0000189	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the lingual frenulum, that is of the small fold of mucous membrane that attaches the tongue to the floor of the mouth, or the presence of accessory frenula in the oral cavity.	HP:0000190	IAO:0000115	zh		NOT_TRANSLATED
en	Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip.	HP:0000191	IAO:0000115	zh		NOT_TRANSLATED
en	Uvula separated into two parts most easily seen at the tip.	HP:0000193	IAO:0000115	zh		NOT_TRANSLATED
en	A facial appearance characterized by a permanently or nearly permanently opened mouth.	HP:0000194	IAO:0000115	zh		NOT_TRANSLATED
en	Depression located on the vermilion of the lower lip, usually paramedian.	HP:0000196	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the parotid glands, which are the salivary glands that are located in the subcutaneous tissues of the face overlying the mandibular ramus and anterior and inferior to the external ear.	HP:0000197	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of an abnormally short lingual frenulum.	HP:0000200	IAO:0000115	zh		NOT_TRANSLATED
en	Pierre Robin malformation is a sequence of developmental malformations characterized by micrognathia (mandibular hypoplasia), glossoptosis and cleft palate.	HP:0000201	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a cleft (gap, opening, or groove) in the oral cavity, including cleft of the upper lip and/or cleft of the palate. Cleft of the upper lip is visible as a groove or fissure in the lip, most frequently due to a congenital failure of the maxillary and median nasal processes to fuse. Cleft palate is characterized by a grooved depression or fissure in the roof of the mouth, most often resulting from a congenital failure of the palate to fuse properly. Clefts of the lip and palate can occur individually or together. It is preferable to code each defect separately.	HP:0000202	IAO:0000115	zh		NOT_TRANSLATED
en	A gap or groove in the upper lip. This is a congenital defect resulting from nonfusion of tissues of the lip during embryonal development.	HP:0000204	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the appearance of the face caused by constant contraction of the lips leading to a puckered or pursed appearance.	HP:0000205	IAO:0000115	zh		NOT_TRANSLATED
en	Inflammation of the tongue.	HP:0000206	IAO:0000115	zh		NOT_TRANSLATED
en	The presence of a triangular form of the mouth.	HP:0000207	IAO:0000115	zh		NOT_TRANSLATED
en	Limitation in the ability to open the mouth.	HP:0000211	IAO:0000115	zh		NOT_TRANSLATED
en	Hyperplasia of the gingiva (that is, a thickening of the soft tissue overlying the alveolar ridge. The degree of thickening ranges from involvement of the interdental papillae alone to gingival overgrowth covering the entire tooth crown.	HP:0000212	IAO:0000115	zh		NOT_TRANSLATED
en	Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the lips.	HP:0000214	IAO:0000115	zh		NOT_TRANSLATED
en	Height of the vermilion of the upper lip in the midline more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the upper lip in the frontal view (subjective).	HP:0000215	IAO:0000115	zh		NOT_TRANSLATED
en	Dryness of the mouth due to salivary gland dysfunction.	HP:0000217	IAO:0000115	zh		NOT_TRANSLATED
en	Height of the palate more than 2 SD above the mean (objective) or palatal height at the level of the first permanent molar more than twice the height of the teeth (subjective).	HP:0000218	IAO:0000115	zh		NOT_TRANSLATED
en	Height of the vermilion of the upper lip in the midline more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the upper lip in the frontal view (subjective).	HP:0000219	IAO:0000115	zh		NOT_TRANSLATED
en	Inability of velopharyngeal sphincter to sufficiently separate the nasal cavity from the oral cavity during speech.	HP:0000220	IAO:0000115	zh		NOT_TRANSLATED
en	Accentuation of the grooves on the dorsal surface of the tongue.	HP:0000221	IAO:0000115	zh		NOT_TRANSLATED
en	Hyperkeratosis of the gingiva.	HP:0000222	IAO:0000115	zh		NOT_TRANSLATED
en	A decreased ability to perceive flavor.	HP:0000224	IAO:0000115	zh		NOT_TRANSLATED
en	Hemorrhage affecting the gingiva.	HP:0000225	IAO:0000115	zh		NOT_TRANSLATED
en	Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the tongue.	HP:0000227	IAO:0000115	zh		NOT_TRANSLATED
en	Presence of telangiectases in the oral cavity.	HP:0000228	IAO:0000115	zh		NOT_TRANSLATED
en	Inflammation of the gingiva.	HP:0000230	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormal configuration of the lower lip such that it is turned outward i.e., everted, with the Inner aspect of the lower lip vermilion (normally opposing the teeth) being visible in a frontal view.	HP:0000232	IAO:0000115	zh		NOT_TRANSLATED
en	Height of the vermilion of the medial part of the lip more than 2 SD below the mean, or apparently reduced height of the vermilion of the lip in the frontal view. The vermilion is the red part of the lips (and confusingly, the vermilion itself is also often referred to as being equivalent the lips).	HP:0000233	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the head.	HP:0000234	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the fontanelles (the regions covered by a thick membrane that normally ossify in the first two years of life) or the cranial sutures (the fibrous joints in which the articulating bones or cartilages of the skull are connected by sutural ligaments).	HP:0000235	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of the anterior fontanelle, i.e., the cranial fontanelle that is located at the intersection of the coronal and sagittal sutures.	HP:0000236	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormally decreased size of the anterior fontanelle with respect to age-dependent norms.	HP:0000237	IAO:0000115	zh		NOT_TRANSLATED
en	Hydrocephalus is an active distension of the ventricular system of the brain resulting from inadequate passage of CSF from its point of production within the cerebral ventricles to its point of absorption into the systemic circulation.	HP:0000238	IAO:0000115	zh		NOT_TRANSLATED
en	In newborns, the two frontal bones, two parietal bones, and one occipital bone are joined by fibrous sutures, which form a small posterior fontanelle, and a larger, diamond-shaped anterior fontanelle. These regions allow for the skull to pass the birth canal and for later growth. The fontanelles gradually ossify, whereby the posterior fontanelle usually closes by eight weeks and the anterior fontanelle by the 9th to 16th month of age. Large fontanelles are diagnosed if the fontanelles are larger than age-dependent norms.	HP:0000239	IAO:0000115	zh		NOT_TRANSLATED
en	Any abnormality of the size of the skull.	HP:0000240	IAO:0000115	zh		NOT_TRANSLATED
en	Parietal bossing is a marked prominence in the parietal region.	HP:0000242	IAO:0000115	zh		NOT_TRANSLATED
en	Wedge-shaped, or triangular head, with the apex of the triangle at the midline of the forehead and the base of the triangle at the occiput.	HP:0000243	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormal vertical height of the skull and a shortening of its anterior-posterior length, frequently combined with malformations of the occipital region.	HP:0000244	IAO:0000115	zh		NOT_TRANSLATED
en	Abnormality of the paranasal (cranial) sinuses, which are air-filled spaces that are located within the bones of the skull and face and communicate with the nasal cavity. They comprise the maxillary sinuses, the frontal sinuses, the ethmoid sinuses, and the sphenoid sinuses.	HP:0000245	IAO:0000115	zh		NOT_TRANSLATED
en	Inflammation of the paranasal sinuses owing to a viral, bacterial, or fungal infection, allergy, or an autoimmune reaction.	HP:0000246	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormality of skull shape characterized by a decreased anterior-posterior diameter. That is, a cephalic index greater than 81%. Alternatively, an apparently shortened anteroposterior dimension (length) of the head compared to width.	HP:0000248	IAO:0000115	zh		NOT_TRANSLATED
en	An abnormal increase of density of the bones making up the calvaria.	HP:0000250	IAO:0000115	zh		NOT_TRANSLATED
en	Head circumference below 2 standard deviations below the mean for age and gender.	HP:0000252	IAO:0000115	zh		NOT_TRANSLATED
en	Progressive microcephaly is diagnosed when the head circumference falls progressively behind age- and gender-dependent norms.	HP:0000253	IAO:0000115	zh		NOT_TRANSLATED
en	An acute form of sinusitis.	HP:0000255	IAO:0000115	zh		NOT_TRANSLATED
