subject_id	translation_value	comment
HP:0000047	Hipospadyas	OFFICIAL
HP:0032815	Neonatal electroclinical myoclonic seizure	NOT_TRANSLATED
HP:0000048	Skrotumun yarığı	OFFICIAL
HP:0000049	Üst üste binmiş skrotum	OFFICIAL
HP:0000050	Hipoplastik erkek genitalya	OFFICIAL
HP:0000050	Küçük erkek dış genitalya	OFFICIAL
HP:0000050	Az gelişmiş erkek genitalya	OFFICIAL
HP:0000053	Büyük testisler	OFFICIAL
HP:0000053	Büyük testis	OFFICIAL
HP:0000054	Kısa penis	OFFICIAL
HP:0000054	Küçük penis	OFFICIAL
HP:0000055	Dişi dış genital anormalliği	OFFICIAL
HP:0032823	Neonatal electro-clinical seizure with behaviour arrest	NOT_TRANSLATED
HP:0032823	Neonatal electroclinical seizure with behavioural arrest	NOT_TRANSLATED
HP:0000056	Klitoris anormalliği	OFFICIAL
HP:0032825	Neonatal electroclinical sequential seizure	NOT_TRANSLATED
HP:0000058	Abnormality of the labia	NOT_TRANSLATED
HP:0000059	Labia majora hipoplazisi	OFFICIAL
HP:0000059	Küçük labia majora	OFFICIAL
HP:0000059	Tam gelişmemiş vajinal dudaklar	OFFICIAL
HP:0000060	Hipoplastik klitoris	OFFICIAL
HP:0000060	Küçük klitoris	OFFICIAL
HP:0000060	Az gelişmiş klitoris	OFFICIAL
HP:0000061	Virilizasyon nedeniyle kuşkulu genitalya	OFFICIAL
HP:0032829	Neonatal electroclinical motor seizure with automatism	NOT_TRANSLATED
HP:0000062	Kuşkulu dış genitalya	OFFICIAL
HP:0000062	Doğumda kuşkulu dış genitalya	OFFICIAL
HP:0000062	İki cinsiyet arası genitalya	OFFICIAL
HP:0000063	Birleşmiş iç dudaklar	OFFICIAL
HP:0000064	Tam gelişmemiş iç dudaklar	OFFICIAL
HP:0000065	Labia genişlemesi	CANDIDATE
HP:0000065	Vajinal dudakların genişlemesi	CANDIDATE
HP:0000066	Hipoplastik labia	OFFICIAL
HP:0000066	Tam gelişmemiş labia	OFFICIAL
HP:0000068	Absent urethral opening	NOT_TRANSLATED
HP:0000068	Urethral opening absent	NOT_TRANSLATED
HP:0000069	Üreterlerin anormalliği	OFFICIAL
HP:0000069	Üreteral anomaliler	OFFICIAL
HP:0000071	Üreter darlığı	OFFICIAL
HP:0000072	Megaüreter	CANDIDATE
HP:0000072	Üreteral genişleme	CANDIDATE
HP:0000072	Üroüreter	CANDIDATE
HP:0000073	Çift üreter	OFFICIAL
HP:0000074	Pelviüreterik bileşke tıkanıklığı	CANDIDATE
HP:0032842	Generalised onset epileptic spasm	NOT_TRANSLATED
HP:0032842	Generalised-onset epileptic spasm	NOT_TRANSLATED
HP:0032842	Generalized onset epileptic spasm	NOT_TRANSLATED
HP:0000075	Ekstra böbrek	OFFICIAL
HP:0000075	Fazla böbrek	OFFICIAL
HP:0032843	Focal onset epileptic spasm	NOT_TRANSLATED
HP:0000076	Üreteral reflü	CANDIDATE
HP:0000076	Üreterik reflü	CANDIDATE
HP:0000076	Vezikoüreterik reflü	CANDIDATE
HP:0000077	Anormal böbrek	OFFICIAL
HP:0000077	Böbrek hastalığı	OFFICIAL
HP:0000077	Renal anomaliler	OFFICIAL
HP:0000077	Renal anomali	OFFICIAL
HP:0000078	Üreme sistemi anormalliği	OFFICIAL
HP:0000078	Genital anormallikler	OFFICIAL
HP:0000078	Genital anormallik	OFFICIAL
HP:0000078	Genital anomali	OFFICIAL
HP:0000078	Genital defektler	OFFICIAL
HP:0000079	İdrar yolları anormallikleri	OFFICIAL
HP:0000079	İdrar yolları anormalliği	OFFICIAL
HP:0000079	İdrar yolları anomalileri	OFFICIAL
HP:0000080	Genital fizyoloji anormalliği	OFFICIAL
HP:0000080	Genital fonksiyon anormalliği	OFFICIAL
HP:0000081	Çift renal toplayıcı sistem	OFFICIAL
HP:0000081	İntravenöz pyelografide çift üriner toplayıcı sistem	OFFICIAL
HP:0000081	Çiftleşmiş renal toplayıcı sistem	OFFICIAL
HP:0000083	Böbrek yetmezliği	OFFICIAL
HP:0000083	Erişkinde böbrek yetmezliği	OFFICIAL
HP:0000085	Atnalı böbrekler	OFFICIAL
HP:0000086	Anormal böbrek yerleşimi	OFFICIAL
HP:0000086	Yanlış yerleşimli böbrek	OFFICIAL
HP:0000086	Ektopik böbrekler	OFFICIAL
HP:0000086	Renal ektopi	OFFICIAL
HP:0032855	Photically induced myoclonic-tonic-clonic seizure	NOT_TRANSLATED
HP:0000089	Küçük böbrekler	OFFICIAL
HP:0000089	Tam gelişmemiş böbrekler	OFFICIAL
HP:0032857	Focal motor aware seizure with negative myoclonus	NOT_TRANSLATED
HP:0000090	Çocukluk çağı nefronofitizisi	OFFICIAL
HP:0032858	Focal motor impaired awareness seizure with negative myoclonus	NOT_TRANSLATED
HP:0000091	Abnormality of the renal tubule	NOT_TRANSLATED
HP:0000091	Morphologic abnormality of the renal tubules	NOT_TRANSLATED
HP:0032859	Focal motor impaired awareness seizure with paresis/paralysis	NOT_TRANSLATED
HP:0000092	Renal tübüler hücre atrofisi	CANDIDATE
HP:0032860	Absence status epilepticus	NOT_TRANSLATED
HP:0032860	Generalised non-convulsive status epilepticus without coma	NOT_TRANSLATED
HP:0032860	Petit mal status epilepticus	NOT_TRANSLATED
HP:0000093	Yüksek idrar protein seviyeleri	OFFICIAL
HP:0000093	İdrarda protein	OFFICIAL
HP:0032861	Focal non-convulsive status epilepticus with impairment of awareness	NOT_TRANSLATED
HP:0032862	Focal inhibitory status epilepticus	NOT_TRANSLATED
HP:0000095	Abnormality of renal glomerulus morphology	NOT_TRANSLATED
HP:0000095	Morphologic abnormality of the renal glomerulus	NOT_TRANSLATED
HP:0032863	Simple absence status epilepticus	NOT_TRANSLATED
HP:0000096	Renal glomerül fibrozisi	CANDIDATE
HP:0000097	Fokal ve segmental glomerül sklerozu	OFFICIAL
HP:0000097	Fokal ve segmental glomerüloskleroz	OFFICIAL
HP:0000097	Fokal glomerüloskleroz	OFFICIAL
HP:0000098	Hızlanmış doğrusal büyüme	OFFICIAL
HP:0000098	Artmış boy	OFFICIAL
HP:0000098	Artmış doğrusal büyüme	OFFICIAL
HP:0000099	Glomerüler nefrit	OFFICIAL
HP:0000100	Nefrozis	OFFICIAL
HP:0032869	Aura continua	NOT_TRANSLATED
HP:0032869	Focal non-convulsive status epilepticus with retained awareness	NOT_TRANSLATED
HP:0032869	Focal non-convulsive status epilepticus without impairment of awareness	NOT_TRANSLATED
HP:0000103	Artmış idrar çıkışı	OFFICIAL
HP:0000104	Böbrek yokluğu	OFFICIAL
HP:0000104	Kayıp böbrek	OFFICIAL
HP:0000104	Renal aplazi	OFFICIAL
HP:0000105	Geniş böbrek	OFFICIAL
HP:0000105	Geniş böbrekler	OFFICIAL
HP:0000105	Nefromegali	OFFICIAL
HP:0000105	Renal genişleme	OFFICIAL
HP:0000107	Kistik böbrek hastalığı	OFFICIAL
HP:0000107	Kistik böbrekler	OFFICIAL
HP:0000107	Renal kistler	OFFICIAL
HP:0000108	Kortikomedüller renal kistler	OFFICIAL
HP:0000108	Renal kortikomedüller kistik hastalık	OFFICIAL
HP:0000110	Displastik böbrekler	OFFICIAL
HP:0000110	Renal adisplazi	OFFICIAL
HP:0000112	Böbrek hasarı	OFFICIAL
HP:0000113	Genişlemiş polikistik böbrekler	OFFICIAL
HP:0000113	Polikistik böbrek hastalığı	OFFICIAL
HP:0000113	Polikistik böbrekler	OFFICIAL
HP:0000114	Proksimal renal tübül defekti	OFFICIAL
HP:0000114	Proksimal renal tübülopati	OFFICIAL
HP:0000114	Proksimal tübüler defekt	OFFICIAL
HP:0000114	Seçici proksimal tübüler hasar	OFFICIAL
HP:0000117	Azalmış renal tübüler fosfat yeniden emilimi	OFFICIAL
HP:0000117	Glomerüler filtrasyon hızı başına azalmış maksimum tübüler fosfat yeniden emilimi	OFFICIAL
HP:0000117	Tübüler fosfat yeniden emilimi düşük	OFFICIAL
HP:0000118	Organ anormalliği	OFFICIAL
HP:0000119	Genitoüriner anormallik	CANDIDATE
HP:0000119	Genitoüriner Hastalık	CANDIDATE
HP:0000119	Genitoüriner displazi	CANDIDATE
HP:0000119	Genitoüriner kanal anomalileri	CANDIDATE
HP:0000119	Genitoüriner kanal malformasyonu	CANDIDATE
HP:0000119	Ürogenital anormallikler	CANDIDATE
HP:0000119	Ürogenital anomaliler	CANDIDATE
HP:0032887	Generalised atonic seizure	NOT_TRANSLATED
HP:0000121	Böbrekte artmış kalsiyum seviyesi	OFFICIAL
HP:0000122	Tek tarafta böbrek yokluğu	OFFICIAL
HP:0000122	Tek böbreğin olmaması	OFFICIAL
HP:0000122	Unilateral böbrek agenezisi	OFFICIAL
HP:0000123	Böbrek inflamasyonu	OFFICIAL
HP:0032891	Focal motor aware seizure with version	NOT_TRANSLATED
HP:0000124	Renal tübüler defekt	OFFICIAL
HP:0000124	Renal tübüler hastalık	OFFICIAL
HP:0000125	Sakral böbrek	OFFICIAL
HP:0032894	Fever induced seizure	NOT_TRANSLATED
HP:0000127	Renal tuz-kaybı	OFFICIAL
HP:0000127	Tuz kaybı	OFFICIAL
HP:0000127	Tuz-kaybı	OFFICIAL
HP:0000128	Renal K wasting	NOT_TRANSLATED
HP:0000130	Rahim anormallikleri	OFFICIAL
HP:0000130	Rahim malformasyonları	OFFICIAL
HP:0000131	Selim rahim leiomyomu	OFFICIAL
HP:0000131	Uterin fibroid	OFFICIAL
HP:0000132	Adet döneminde anormal aşırı kanama	CANDIDATE
HP:0000132	Hipermenore	CANDIDATE
HP:0000133	Karışık gonad disgenezisi	OFFICIAL
HP:0000133	Saf gonadal disgenezi	OFFICIAL
HP:0000134	Hipogonadizm, dişi	OFFICIAL
HP:0000135	Azalmış gonad fonksiyonu	OFFICIAL
HP:0000137	Overlerin anormalliği	OFFICIAL
HP:0000137	Over hastalığı	OFFICIAL
HP:0000138	Yumurtalığın kistik anormallikleri	OFFICIAL
HP:0000138	Kistik overler	OFFICIAL
HP:0000138	Overyen kistik anormallik	OFFICIAL
HP:0000139	Sarkmş uterus	OFFICIAL
HP:0000140	Menstrual anormallikler	OFFICIAL
HP:0000141	Adetin anormal yokluğu	OFFICIAL
HP:0000142	Vaginal malformasyon	OFFICIAL
HP:0000143	Rektum ve vajina arasında anormal bağlantı	OFFICIAL
HP:0000144	Anormal fertilite	OFFICIAL
HP:0000145	Transvers vajinal membran	OFFICIAL
HP:0000147	Polikistik over	OFFICIAL
HP:0000147	Polikistik over hastalığı	OFFICIAL
HP:0000147	Sklerokistik yumurtalıklar	OFFICIAL
HP:0000148	Anormal olarak kapanmış veya olmayan vajina	OFFICIAL
HP:0000149	Gonadoblastoma, dişi	OFFICIAL
HP:0000151	Rahim yokluğu	OFFICIAL
HP:0000151	Rahim yok	OFFICIAL
HP:0000152	Baş ve boyun anormalliği	OFFICIAL
HP:0000153	Anormal ağız	OFFICIAL
HP:0000154	Geniş ağız	OFFICIAL
HP:0000154	Büyük ağız	OFFICIAL
HP:0000154	Geniş ağız açıklığı	OFFICIAL
HP:0000154	Makrostomi	OFFICIAL
HP:0000155	Ağız iltihabı	CANDIDATE
HP:0000155	Ağız ülseri	CANDIDATE
HP:0000157	Anormal dil	OFFICIAL
HP:0000157	Dil ile ilgili anormallik	OFFICIAL
HP:0000157	Lingual anormallik	OFFICIAL
HP:0000157	Dil anormalliği	OFFICIAL
HP:0000158	Anormal geniş dil	OFFICIAL
HP:0000158	Dil hipertrofisi	OFFICIAL
HP:0000158	Dil hiperplazisi	OFFICIAL
HP:0000158	Dilin hipertrofisi	OFFICIAL
HP:0000158	Artmış dil boyutu	OFFICIAL
HP:0000158	Geniş dil	OFFICIAL
HP:0000158	Dil hiperplazi	OFFICIAL
HP:0000158	Dil hipertrofisi	OFFICIAL
HP:0000158	Dil hipertrofisi	OFFICIAL
HP:0000159	Anormal dudak	OFFICIAL
HP:0000159	Dudak anomalisi	OFFICIAL
HP:0000159	Dudak deformitesi	OFFICIAL
HP:0000159	Dudak anormalliği	OFFICIAL
HP:0000159	Dudak malformasyonu	OFFICIAL
HP:0000160	Mikrostomi	OFFICIAL
HP:0000160	Küçük ağız	OFFICIAL
HP:0000160	Küçük ağız açıklığı	OFFICIAL
HP:0032928	Elevated CSF neurofilament light chain	NOT_TRANSLATED
HP:0000161	Merkezi yarık üst dudak	OFFICIAL
HP:0000161	Orta hat yarık dudak	OFFICIAL
HP:0000162	Dil retraksiyonu	OFFICIAL
HP:0000162	Dilin geriye doğru yanlış yerleşimi	OFFICIAL
HP:0000162	Dilin retraksiyonu	OFFICIAL
HP:0000163	Ağız boşluğu anormalliği	OFFICIAL
HP:0000164	Anormal diş çıkarma	OFFICIAL
HP:0000164	Anormal diş	OFFICIAL
HP:0000164	Diş anomalileri	OFFICIAL
HP:0000164	Dental anormallik	OFFICIAL
HP:0000164	Dental anomaliler	OFFICIAL
HP:0000164	Dental problem	OFFICIAL
HP:0000164	Dental problemler	OFFICIAL
HP:0000164	Diş anormallikleri	OFFICIAL
HP:0032932	Elevated circulating pancreatic triacylglycerol lipase activity	NOT_TRANSLATED
HP:0000166	Ciddi dişeti hastalığı	OFFICIAL
HP:0000166	Ciddi periodontal hastalık	OFFICIAL
HP:0000166	Ciddi piyorea	OFFICIAL
HP:0000168	Dişeti anormalliği	OFFICIAL
HP:0000168	Gingival anormallik	OFFICIAL
HP:0032936	Re-experiencing symptom	NOT_TRANSLATED
HP:0000169	Gingival fibroma	OFFICIAL
HP:0000169	Gingival fibröz nodüller	OFFICIAL
HP:0000169	Kalıtımsal gingival fibromatozis	OFFICIAL
HP:0000169	İdiyopatik gingival hiperplazi	OFFICIAL
HP:0000171	Anormal küçük dil	OFFICIAL
HP:0000171	Azalmış dil boyutu	OFFICIAL
HP:0000171	Hipoglossi	OFFICIAL
HP:0000171	Dilin hipoplazisi	OFFICIAL
HP:0000171	Hipoplastik dil	OFFICIAL
HP:0000171	Dil hipoplazisi	OFFICIAL
HP:0000171	Rudimenter dil	OFFICIAL
HP:0000171	Küçük dil	OFFICIAL
HP:0000171	Dilin tam gelişememesi	OFFICIAL
HP:0000172	Palatin uvula anormalliği	CANDIDATE
HP:0000174	Ağız çatısı anormalliği	OFFICIAL
HP:0000174	Damak anormalliği	OFFICIAL
HP:0000175	Palatoşizis	OFFICIAL
HP:0000175	Uranostafiloşizis	OFFICIAL
HP:0000176	Kısmi sert damak yarığı kalınlaşması	OFFICIAL
HP:0000176	Submüköz yarık damak	OFFICIAL
HP:0000176	Submüköz yarıklanma	OFFICIAL
HP:0000177	Üst dudak anomalisi	CANDIDATE
HP:0000177	Üst dudak deformitesi	CANDIDATE
HP:0000177	Üst dudak malformasyonu	CANDIDATE
HP:0000178	Alt dudak anomalisi	CANDIDATE
HP:0000178	Alt dudak deformitesi	CANDIDATE
HP:0000178	Alt dudak malformasyonu	CANDIDATE
HP:0000179	Dolgun alt dudak	OFFICIAL
HP:0000179	Dolgun alt dudak vermiliyonu	OFFICIAL
HP:0000179	Artmış alt dudak vermiliyon yüksekliği	OFFICIAL
HP:0000179	Artmış alt dudak hacmi	OFFICIAL
HP:0000179	Artmış alt dudak vermiliyon hacmi	OFFICIAL
HP:0000179	Tombul alt dudak	OFFICIAL
HP:0000179	Belirgin alt dudak	OFFICIAL
HP:0000179	Belirgin alt dudak vermiliyonu	OFFICIAL
HP:0000179	Kalın alt dudak	OFFICIAL
HP:0000179	Kalın kırmızı alt dudak kısmı	OFFICIAL
HP:0000179	Kalın alt dudak vermiliyon sınırı	OFFICIAL
HP:0000180	Yumru dil	OFFICIAL
HP:0000180	Dil lobülleri	OFFICIAL
HP:0000180	Lobüle dil	OFFICIAL
HP:0000182	Dil hareketi anormalliği	OFFICIAL
HP:0032950	Abnormal renal tubular luminal morphology	NOT_TRANSLATED
HP:0000183	Dil hareketinde güçlük	OFFICIAL
HP:0000183	Dilin hipokinezisi	OFFICIAL
HP:0000183	Dil hipokinezisi	OFFICIAL
HP:0032952	Common-type renal tubular atrophy	NOT_TRANSLATED
HP:0000185	Yarık müsküler damak	OFFICIAL
HP:0000185	Yarık velum	OFFICIAL
HP:0000187	Geniş alveolar sınırlar	OFFICIAL
HP:0000187	Çenenin geniş alveolar çıkıntısı	OFFICIAL
HP:0000187	Geniş alveolar sınırlar	OFFICIAL
HP:0000187	Çenenin geniş alveolar çıkıntısı	OFFICIAL
HP:0000187	Geniş dişeti sınırları	OFFICIAL
HP:0000187	Genişlemiş alveolar sınırlar	OFFICIAL
HP:0000188	Üst dudağın azalmış yüksekliği	OFFICIAL
HP:0000188	Azalmış üst dudak yüksekliği	OFFICIAL
HP:0000188	Azalmış üst dudak uzunluğu	OFFICIAL
HP:0000188	Azalmış üst dudak dikey uzunluğu	OFFICIAL
HP:0000188	Üst dudak kısalması	OFFICIAL
HP:0000188	Üst dudağın dikey yokluğu	OFFICIAL
HP:0000189	Azalmış damak genişliği	OFFICIAL
HP:0000189	Azalmış damak yatay boyutu	OFFICIAL
HP:0000189	Dar ağız çatısı	OFFICIAL
HP:0032957	Acanthocyturia	NOT_TRANSLATED
HP:0000190	Oral frenulum anormalliği	OFFICIAL
HP:0000191	Aksesuar oral frenum	OFFICIAL
HP:0000191	Fazladan oral frenulum	OFFICIAL
HP:0000191	Ekstra oral frenum	OFFICIAL
HP:0000191	Fazladan oral frenulum	OFFICIAL
HP:0000191	Fazladan oral frenum	OFFICIAL
HP:0000193	Bifid palatin uvula	CANDIDATE
HP:0000193	Yarık uvula	CANDIDATE
HP:0000193	Çatallı uvula	CANDIDATE
HP:0000193	Ayrılmış uvula	CANDIDATE
HP:0000193	Uvula bifida	CANDIDATE
HP:0032961	Struvite urinary crystals	NOT_TRANSLATED
HP:0000194	Açık çene görünümü	OFFICIAL
HP:0000194	Açık ağızlı görünüm	OFFICIAL
HP:0000194	Açık ağız görünümü	OFFICIAL
HP:0000194	Gevşek çene görünümü	OFFICIAL
HP:0000197	Parotid bezi anormalliği	OFFICIAL
HP:0000198	Parotid kanal yokluğu	OFFICIAL
HP:0000198	Stensen kanalı yokluğu	OFFICIAL
HP:0000198	Parotid kanal agenezisi	OFFICIAL
HP:0000198	Stensen kanalı agenezisi	OFFICIAL
HP:0000198	Parotid kanalı gelişim yetersizliği	OFFICIAL
HP:0000198	Stensen kanal gelişim yetersizliği	OFFICIAL
HP:0000198	Parotid kanal olmaması	OFFICIAL
HP:0000198	Stensen kanalı olmaması	OFFICIAL
HP:0032966	Centriacinar emphysema	NOT_TRANSLATED
HP:0000199	Dil nodülleri	OFFICIAL
HP:0000200	Dil frenulumu eksikliği	OFFICIAL
HP:0000200	Dil frenulumu hipoplazisi	OFFICIAL
HP:0000200	Dil frenumu hipoplazisi	OFFICIAL
HP:0000200	Dil frenulumu hipoplazisi	OFFICIAL
HP:0000200	Dil frenumu hipoplazisi	OFFICIAL
HP:0000200	Kısa dil frenulumu	OFFICIAL
HP:0000200	Kısa lingual frenum	OFFICIAL
HP:0000200	Kısa dil frenulumu	OFFICIAL
HP:0000200	Gerilmiş dil frenulumu	OFFICIAL
HP:0000201	Pierre Robin sekansı	OFFICIAL
HP:0000201	Pierre-Robin anomalisi	OFFICIAL
HP:0000201	Pierre-Robin deformitesi	OFFICIAL
HP:0000201	Pierre-Robin malformasyonu	OFFICIAL
HP:0000201	Robin sekansı	OFFICIAL
HP:0000202	Yarık dudak, yarık damak	OFFICIAL
HP:0000202	Yarık dudak/damak	OFFICIAL
HP:0000202	Ağız yarığı	OFFICIAL
HP:0000202	Ağız yarıklanması	OFFICIAL
HP:0032971	CT halo sign	NOT_TRANSLATED
HP:0000204	Üst dudak keyloşizisi	OFFICIAL
HP:0000204	Yarık dudak	OFFICIAL
HP:0000204	Üst dudak yarığı	OFFICIAL
HP:0000204	Tavşan dudak	OFFICIAL
HP:0000205	Sıkıca kapalı dudaklar	OFFICIAL
HP:0000206	Dil inflamasyonu	OFFICIAL
HP:0000206	Dil inflamasyonu	OFFICIAL
HP:0000206	Düz şişmiş dil	OFFICIAL
HP:0032974	Abnormal cell differential of broncho-alveolar fluid	NOT_TRANSLATED
HP:0000207	Üçgen şekilli ağız	OFFICIAL
HP:0000207	Üçgen şeklinde ağız açıklığı	OFFICIAL
HP:0032975	Abnormal biochemical composition of broncho-alveolar fluid	NOT_TRANSLATED
HP:0032975	Abnormal level of proteins in the broncho-alveolar fluid	NOT_TRANSLATED
HP:0032977	Elevated level of neutrophils in broncho-alveolar lavage fluid	NOT_TRANSLATED
HP:0000211	Çene hareketliliğinde azalma	OFFICIAL
HP:0000211	Çene hareketinde azalma	OFFICIAL
HP:0000211	Çene açmada azalma	OFFICIAL
HP:0000211	Mandibüler hareketlilikte azalma	OFFICIAL
HP:0000211	Mandibüler harekette azalma	OFFICIAL
HP:0000211	Mandibüler açılmada azalma	OFFICIAL
HP:0000211	Sınırlı çene hareketliliği	OFFICIAL
HP:0000211	Sınırlı çene hareketi	OFFICIAL
HP:0000211	Sınırlı çene açılması	OFFICIAL
HP:0000211	Sınırlı mandibüler hareketlilik	OFFICIAL
HP:0000211	Sınırlı mandibüler açılma	OFFICIAL
HP:0000211	Sınırlı ağız açılması	OFFICIAL
HP:0000211	Çiğneme kaslarının ağrısı	OFFICIAL
HP:0032979	Accumulation of hemosiderin laden alveolar macrophages	NOT_TRANSLATED
HP:0032979	Siderophages in bronchoalveolar fluid	NOT_TRANSLATED
HP:0000212	Gingival genişleme	OFFICIAL
HP:0000212	Gingival hiperplazi	OFFICIAL
HP:0000212	Gingival hipertrofi	OFFICIAL
HP:0000212	Dişeti genişlemesi	OFFICIAL
HP:0000212	Dişeti hipertrofisi	OFFICIAL
HP:0000212	Ağız yumuşak dokusu hiperplazisi	OFFICIAL
HP:0000214	Dil anjioektazisi	OFFICIAL
HP:0000214	Dil anjioektazisi	OFFICIAL
HP:0000214	Dil telenjiektazisi	OFFICIAL
HP:0000214	Dil telenjiektazisi	OFFICIAL
HP:0000214	Dilin örümcek damarları	OFFICIAL
HP:0000214	Dilin telenjiektazisi	OFFICIAL
HP:0000215	Dolgun üst dudak	OFFICIAL
HP:0000215	Dolgun üst dudak vermiliyonu	OFFICIAL
HP:0000215	Artmış üst dudak vermiliyon yüksekliği	OFFICIAL
HP:0000215	Artmış üst dudak hacmi	OFFICIAL
HP:0000215	Artmış üst dudak vermiliyon hacmi	OFFICIAL
HP:0000215	Tombul üst dudak	OFFICIAL
HP:0000215	Belirgin üst dudak	OFFICIAL
HP:0000215	Belirgin üst dudak vermiliyonu	OFFICIAL
HP:0000215	Kalın üst dudak	OFFICIAL
HP:0000215	Kalın kırmızı üst dudak kısmı	OFFICIAL
HP:0000215	Kalın üst dudak vermiliyon sınırı	OFFICIAL
HP:0032983	Reversed halo sign	NOT_TRANSLATED
HP:0000216	İkincil alveolar kenar	OFFICIAL
HP:0000217	Azalmış salgı akışı	OFFICIAL
HP:0000217	Kuru ağız	OFFICIAL
HP:0000217	Kuru ağız sendromu	OFFICIAL
HP:0000217	Azalmış salgı	OFFICIAL
HP:0000218	Yükselmiş damak	CANDIDATE
HP:0000218	Yüksek, arklı damak	CANDIDATE
HP:0000218	Yüksek arklı damak	CANDIDATE
HP:0000218	Artmış damak yüksekliği	CANDIDATE
HP:0000219	Üst dudak vermiliyonunun azalmış yüksekliği	OFFICIAL
HP:0000219	Üst dudak hacminin azalması	OFFICIAL
HP:0000219	Üst dudak vermiliyonunun azalmış hacmi	OFFICIAL
HP:0000219	Üst dudağın ince kırmızı kısmı	OFFICIAL
HP:0000219	İnce üst dudak	OFFICIAL
HP:0000219	İnce üst dudaklar	OFFICIAL
HP:0000219	Üst dudağın ince vermiliyon sınırı	OFFICIAL
HP:0000220	Velofarengeyal disfonksiyon	OFFICIAL
HP:0000220	Velofarengeyal yetersizlik	OFFICIAL
HP:0032988	Head lag	NOT_TRANSLATED
HP:0032988	Headlag	NOT_TRANSLATED
HP:0000221	Fissüre dil	CANDIDATE
HP:0000221	Yarıklı dil	CANDIDATE
HP:0000221	Dil yarığı	CANDIDATE
