source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	nl	HP:0000026	IAO:0000115	Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis.	Verminderde functionaliteit van de mannelijke gonaden (testis) met verminderde spermatogenese en testosteronproductie	CANDIDATE
en	nl	HP:0000026	rdfs:label	Male hypogonadism	Mannelijke hypogonadisme	CANDIDATE
en	nl	HP:0000027	IAO:0000115	Absence of any measurable level of sperm,whereby spermatozoa cannot be observed even after centrifugation of the semen pellet.	Ontbreken van een meetbare hoeveelheid spermacellen in zijn semen	CANDIDATE
en	nl	HP:0000027	rdfs:label	Azoospermia	Azoöspermie	CANDIDATE
en	nl	HP:0000028	rdfs:label	Cryptorchidism	Cryptorchisme	CANDIDATE
en	nl	HP:0000029	rdfs:label	Testicular atrophy	Testiculaire atrofie	CANDIDATE
en	nl	HP:0000030	rdfs:label	Testicular gonadoblastoma	Testiculaire gonadoblastoma	CANDIDATE
en	nl	HP:0000031	IAO:0000115	The presence of inflammation of the epididymis.	De aanwezigheid van ontsteking van de bijbal	CANDIDATE
en	nl	HP:0000031	rdfs:label	Epididymitis	Epididymitis	CANDIDATE
en	nl	HP:0000032	IAO:0000115	Any structural abnormality of male external genitalia.	Een afwijking van mannelijke externe genitaliën	CANDIDATE
en	nl	HP:0000032	rdfs:label	Abnormal male external genitalia morphology	Afwijking van mannelijke externe genitaliën	CANDIDATE
en	nl	HP:0000033	rdfs:label	Ambiguous genitalia, male	Tweeslachtige genitaliën, mannelijke	CANDIDATE
en	nl	HP:0000034	rdfs:label	Hydrocele testis	Hydrocele testis	CANDIDATE
en	nl	HP:0000035	rdfs:label	Abnormal testis morphology	Afwijking van de testis	CANDIDATE
en	nl	HP:0000036	rdfs:label	Abnormal penis morphology	Afwijking van de penis	CANDIDATE
en	nl	HP:0000037	rdfs:label	Male pseudohermaphroditism	Mannelijk pseudohermafroditisme	CANDIDATE
en	nl	HP:0000039	rdfs:label	Epispadias	Epispadie	CANDIDATE
en	nl	HP:0000040	rdfs:label	Long penis	Lange penis	CANDIDATE
en	nl	HP:0000041	rdfs:label	Chordee	Chordee	CANDIDATE
en	nl	HP:0000042	rdfs:label	Absent external genitalia	Afwezigheid van externe genitaliën	CANDIDATE
en	nl	HP:0000044	rdfs:label	Hypogonadotropic hypogonadism	Hypogonadotroop hypogonadisme	CANDIDATE
en	nl	HP:0000045	rdfs:label	Abnormal scrotum morphology	Afwijking van het scrotum	CANDIDATE
en	nl	HP:0000046	rdfs:label	Small scrotum	Scrotale hypoplasie	CANDIDATE
en	nl	HP:0000047	rdfs:label	Hypospadias	Hypospadie	CANDIDATE
en	nl	HP:0000048	rdfs:label	Bifid scrotum	Bifide scrotum	CANDIDATE
en	nl	HP:0000049	rdfs:label	Shawl scrotum	Shawl scrotum	CANDIDATE
en	nl	HP:0000050	rdfs:label	Hypoplastic male external genitalia	Hypoplastische mannelijke externe genitaliën	CANDIDATE
en	nl	HP:0000051	rdfs:label	Perineal hypospadias	Perineale hypospadie	CANDIDATE
en	nl	HP:0000052	rdfs:label	Urethral atresia, male	Urethrale atresie, mannelijke	CANDIDATE
en	nl	HP:0000053	rdfs:label	Macroorchidism	Macroorchidisme	CANDIDATE
en	nl	HP:0000054	rdfs:label	Micropenis	Micropenis	CANDIDATE
en	nl	HP:0000055	IAO:0000115	Any structural abnormality of the female external genitalia.	Een afwijking van de vrouwelijke externe genitaliën	CANDIDATE
en	nl	HP:0000055	rdfs:label	Abnormal female external genitalia morphology	Afwijking van vrouwelijke externe genitaliën	CANDIDATE
en	nl	HP:0000056	IAO:0000115	Any structural abnormality of the clitoris.	Een afwijking van de clitoris	CANDIDATE
en	nl	HP:0000056	rdfs:label	Abnormal clitoris morphology	Afwijking van de clitoris	CANDIDATE
en	nl	HP:0000058	rdfs:label	Abnormal labia morphology	Afwijking van de labia	CANDIDATE
en	nl	HP:0000059	rdfs:label	Hypoplastic labia majora	Hypoplastische labia majora	CANDIDATE
en	nl	HP:0000060	rdfs:label	Clitoral hypoplasia	Clitorale hypoplasie	CANDIDATE
en	nl	HP:0000061	rdfs:label	Ambiguous genitalia, female	Tweeslachtige genitaliën, vrouwelijke	CANDIDATE
en	nl	HP:0000062	rdfs:label	Ambiguous genitalia	Tweeslachtige genitaliën	CANDIDATE
en	nl	HP:0000063	rdfs:label	Fused labia minora	Verkleefde schaamlippen	CANDIDATE
en	nl	HP:0000064	rdfs:label	Hypoplastic labia minora	Hypoplastische labia minora	CANDIDATE
en	nl	HP:0000065	rdfs:label	Labial hypertrophy	Labiale hypertrofie	CANDIDATE
en	nl	HP:0000066	rdfs:label	Labial hypoplasia	Labiale hypoplasie	CANDIDATE
en	nl	HP:0000067	rdfs:label	Urethral atresia, female	Urethrale atresie, vrouwelijke	CANDIDATE
en	nl	HP:0000068	rdfs:label	Urethral atresia	Urethrale atresie	CANDIDATE
en	nl	HP:0000069	IAO:0000115	An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.	Een afwijking van de ureter	CANDIDATE
en	nl	HP:0000069	rdfs:label	Abnormality of the ureter	Afwijking van de ureter	CANDIDATE
en	nl	HP:0000070	rdfs:label	Ureterocele	Ureterocèle	CANDIDATE
en	nl	HP:0000071	rdfs:label	Ureteral stenosis	Ureterale stenose	CANDIDATE
en	nl	HP:0000072	rdfs:label	Hydroureter	Hydroureter	CANDIDATE
en	nl	HP:0000073	rdfs:label	Ureteral duplication	Ureterale duplicatie	CANDIDATE
en	nl	HP:0000074	rdfs:label	Ureteropelvic junction obstruction	Ureteropelviene junctie obstructie	CANDIDATE
en	nl	HP:0000075	rdfs:label	Renal duplication	Renale duplicatie	CANDIDATE
en	nl	HP:0000076	rdfs:label	Vesicoureteral reflux	Vesicoureterale reflux	CANDIDATE
en	nl	HP:0000077	IAO:0000115	An abnormality of the kidney.	Een afwijking van de nieren	CANDIDATE
en	nl	HP:0000077	rdfs:label	Abnormality of the kidney	Afwijking van de nieren	CANDIDATE
en	nl	HP:0000078	IAO:0000115	An abnormality of the genital system.	Een afwijking van het genitaal systeem	CANDIDATE
en	nl	HP:0000078	rdfs:label	Abnormality of the genital system	Afwijking van het genitaal systeem	CANDIDATE
en	nl	HP:0000079	IAO:0000115	An abnormality of the urinary system.	Een afwijking van de urinewegen	CANDIDATE
en	nl	HP:0000079	rdfs:label	Abnormality of the urinary system	Afwijking van de urinewegen	CANDIDATE
en	nl	HP:0000080	rdfs:label	Abnormality of reproductive system physiology	Afwijking van reproductieve systeem fysiologie	CANDIDATE
en	nl	HP:0000081	rdfs:label	Duplicated collecting system	Gedupliceerd verzamelsysteem	CANDIDATE
en	nl	HP:0000083	rdfs:label	Renal insufficiency	Nierinsufficiëntie	CANDIDATE
en	nl	HP:0000085	rdfs:label	Horseshoe kidney	Hoefijzernier	CANDIDATE
en	nl	HP:0000086	rdfs:label	Ectopic kidney	Ectopische nier	CANDIDATE
en	nl	HP:0000089	IAO:0000115	Hypoplasia of the kidney.	Hypoplasie van de nier	CANDIDATE
en	nl	HP:0000089	rdfs:label	Renal hypoplasia	Renale hypoplasie	CANDIDATE
en	nl	HP:0000090	rdfs:label	Nephronophthisis	Nefronoftise	CANDIDATE
en	nl	HP:0000091	rdfs:label	Abnormal renal tubule morphology	Afwijking van de niertubulus	CANDIDATE
en	nl	HP:0000092	rdfs:label	Renal tubular atrophy	Tubulaire atrofie	CANDIDATE
en	nl	HP:0000093	rdfs:label	Proteinuria	Proteïnurie	CANDIDATE
en	nl	HP:0000095	rdfs:label	Abnormal renal glomerulus morphology	Afwijking van de glomerulus	CANDIDATE
en	nl	HP:0000096	rdfs:label	Glomerular sclerosis	Glomerulosclerosis	CANDIDATE
en	nl	HP:0000097	rdfs:label	Focal segmental glomerulosclerosis	Focale segmentale glomerulosclerosis	CANDIDATE
en	nl	HP:0000098	rdfs:label	Tall stature	Lange lengte	CANDIDATE
en	nl	HP:0000099	rdfs:label	Glomerulonephritis	Glomerulonefritis	CANDIDATE
en	nl	HP:0000100	rdfs:label	Nephrotic syndrome	Nefrotisch syndroom	CANDIDATE
en	nl	HP:0000103	rdfs:label	Polyuria	Polyurie	CANDIDATE
en	nl	HP:0000104	rdfs:label	Renal agenesis	Nieragenesie	CANDIDATE
en	nl	HP:0000105	rdfs:label	Enlarged kidney	Vergrote nier	CANDIDATE
en	nl	HP:0000107	rdfs:label	Renal cyst	Renale cyste	CANDIDATE
en	nl	HP:0000108	rdfs:label	Renal corticomedullary cysts	Renale corticomedullaire cysten	CANDIDATE
en	nl	HP:0000110	rdfs:label	Renal dysplasia	Renale dysplasie	CANDIDATE
en	nl	HP:0000111	rdfs:label	Renal juxtaglomerular cell hypertrophy/hyperplasia	Renale juxtaglomerulaire cel hypertrofie/hyperplasie	CANDIDATE
en	nl	HP:0000112	rdfs:label	Nephropathy	Nefropathie	CANDIDATE
en	nl	HP:0000113	rdfs:label	Polycystic kidney dysplasia	Polycysteuze nierdysplasie	CANDIDATE
en	nl	HP:0000114	rdfs:label	Proximal tubulopathy	Proximale tubulopathie	CANDIDATE
en	nl	HP:0000117	rdfs:label	Renal phosphate wasting	Renale fosfaatverspilling	CANDIDATE
en	nl	HP:0000118	rdfs:label	Phenotypic abnormality	Fenotypische abnormaliteit	CANDIDATE
en	nl	HP:0000119	rdfs:label	Abnormality of the genitourinary system	Afwijking van het urogenitaal systeem	CANDIDATE
en	nl	HP:0000121	rdfs:label	Nephrocalcinosis	Nephrocalcinosis	CANDIDATE
en	nl	HP:0000122	rdfs:label	Unilateral renal agenesis	Unilaterale renale agenesie	CANDIDATE
en	nl	HP:0000123	rdfs:label	Nephritis	Nefritis	CANDIDATE
en	nl	HP:0000124	rdfs:label	Renal tubular dysfunction	Renale tubulaire dysfunctie	CANDIDATE
en	nl	HP:0000125	rdfs:label	Pelvic kidney	Nierbekken	CANDIDATE
en	nl	HP:0000126	rdfs:label	Hydronephrosis	Hydronefrosis	CANDIDATE
en	nl	HP:0000127	rdfs:label	Renal salt wasting	Renaal zoutverlies	CANDIDATE
en	nl	HP:0000128	rdfs:label	Renal potassium wasting	Renaal kaliumverlies	CANDIDATE
en	nl	HP:0000130	IAO:0000115	An abnormality of the uterus.	Een afwijking van de uterus	CANDIDATE
en	nl	HP:0000130	rdfs:label	Abnormality of the uterus	Afwijking van de uterus	CANDIDATE
en	nl	HP:0000131	rdfs:label	Uterine leiomyoma	Uteriene leiomyoma	CANDIDATE
en	nl	HP:0000132	rdfs:label	Menorrhagia	Menorragie	CANDIDATE
en	nl	HP:0000133	rdfs:label	Gonadal dysgenesis	Gonadale dysgenesie	CANDIDATE
en	nl	HP:0000134	rdfs:label	Female hypogonadism	Vrouwelijk hypogonadisme	CANDIDATE
en	nl	HP:0000135	rdfs:label	Hypogonadism	Hypogonadisme	CANDIDATE
en	nl	HP:0000136	IAO:0000115	The presence of a bifid uterus.	De aanwezigheid van een bifide uterus	CANDIDATE
en	nl	HP:0000136	rdfs:label	Bifid uterus	Bifide uterus	CANDIDATE
en	nl	HP:0000137	rdfs:label	Abnormality of the ovary	Afwijking van de eierstok	CANDIDATE
en	nl	HP:0000138	rdfs:label	Ovarian cyst	Ovariumcyste	CANDIDATE
en	nl	HP:0000139	rdfs:label	Uterine prolapse	Baarmoederverzakking	CANDIDATE
en	nl	HP:0000140	rdfs:label	Abnormality of the menstrual cycle	Afwijking van de menstruele cyclus	CANDIDATE
en	nl	HP:0000141	rdfs:label	Amenorrhea	Amenorroe	CANDIDATE
en	nl	HP:0000142	IAO:0000115	Any structural abnormality of the vagina.	Een afwijking van de vagina	CANDIDATE
en	nl	HP:0000142	rdfs:label	Abnormal vagina morphology	Afwijking van de vagina	CANDIDATE
en	nl	HP:0000143	rdfs:label	Rectovaginal fistula	Rectovaginale fistel	CANDIDATE
en	nl	HP:0000144	rdfs:label	Decreased fertility	Verminderde vruchtbaarheid	CANDIDATE
en	nl	HP:0000145	rdfs:label	Transverse vaginal septum	Transversale vaginale septum	CANDIDATE
en	nl	HP:0000147	rdfs:label	Polycystic ovaries	Polycysteuze ovaria	CANDIDATE
en	nl	HP:0000148	rdfs:label	Vaginal atresia	Vaginale atresie	CANDIDATE
en	nl	HP:0000149	rdfs:label	Ovarian gonadoblastoma	Ovariële gonadoblastoma	CANDIDATE
en	nl	HP:0000150	rdfs:label	Gonadoblastoma	Gonadoblastoma	CANDIDATE
en	nl	HP:0000151	IAO:0000115	Aplasia of the uterus.	Aplasie van de uterus	CANDIDATE
en	nl	HP:0000151	rdfs:label	Aplasia of the uterus	Aplasie van de uterus	CANDIDATE
en	nl	HP:0000152	IAO:0000115	An abnormality of head and neck.	Een afwijking van hoofd en nek	CANDIDATE
en	nl	HP:0000152	rdfs:label	Abnormality of head or neck	Afwijking van het hoofd of nek	CANDIDATE
en	nl	HP:0000153	rdfs:label	Abnormality of the mouth	Afwijking van de mond	CANDIDATE
en	nl	HP:0000154	rdfs:label	Wide mouth	Brede mond	CANDIDATE
en	nl	HP:0000155	rdfs:label	Oral ulcer	Mondulcus	CANDIDATE
en	nl	HP:0000157	IAO:0000115	Any abnormality of the tongue.	Een afwijking van de tong	CANDIDATE
en	nl	HP:0000157	rdfs:label	Abnormality of the tongue	Afwijking van de tong	CANDIDATE
en	nl	HP:0000158	rdfs:label	Macroglossia	Macroglossie	CANDIDATE
en	nl	HP:0000159	IAO:0000115	An abnormality of the lip.	Een afwijking van de lip	CANDIDATE
en	nl	HP:0000159	rdfs:label	Abnormal lip morphology	Afwijking van de lip	CANDIDATE
en	nl	HP:0000160	rdfs:label	Narrow mouth	Smalle mond	CANDIDATE
en	nl	HP:0000161	rdfs:label	Median cleft upper lip	Mediaan gespleten lip	CANDIDATE
en	nl	HP:0000162	rdfs:label	Glossoptosis	Glossoptosis	CANDIDATE
en	nl	HP:0000163	rdfs:label	Abnormal oral cavity morphology	Afwijking van de mondholte	CANDIDATE
en	nl	HP:0000164	rdfs:label	Abnormality of the dentition	Afwijking van de tanden	CANDIDATE
en	nl	HP:0000166	rdfs:label	Severe periodontitis	Ernstige pariodontitis	CANDIDATE
en	nl	HP:0000168	IAO:0000115	Any abnormality of the gingiva (also known as gums).	Elke afwijking van het gingiva (ook bekend als tandvlees)	CANDIDATE
en	nl	HP:0000168	rdfs:label	Abnormality of the gingiva	Afwijking van het tandvlees	CANDIDATE
en	nl	HP:0000169	rdfs:label	Gingival fibromatosis	Gingivale fibromatose	CANDIDATE
en	nl	HP:0000171	IAO:0000115	Decreased length and width of the tongue.	Verminderde lengte en breedte van de tong	CANDIDATE
en	nl	HP:0000171	rdfs:label	Microglossia	Microglossie	CANDIDATE
en	nl	HP:0000172	rdfs:label	Abnormal uvula morphology	Afwijking van de uvula	CANDIDATE
en	nl	HP:0000174	rdfs:label	Abnormal palate morphology	Afwijking van het gehemelte	CANDIDATE
en	nl	HP:0000175	rdfs:label	Cleft palate	Gespleten gehemelte	CANDIDATE
en	nl	HP:0000176	rdfs:label	Submucous cleft hard palate	Submukeus gespleten hard gehemelte	CANDIDATE
en	nl	HP:0000177	rdfs:label	Abnormal upper lip morphology	Afwijking van bovenlip	CANDIDATE
en	nl	HP:0000178	IAO:0000115	An abnormality of the lower lip.	Een afwijking van de onderlip	CANDIDATE
en	nl	HP:0000178	rdfs:label	Abnormal lower lip morphology	Afwijking van de onderlip	CANDIDATE
en	nl	HP:0000179	rdfs:label	Thick lower lip vermilion	Dik onderliprood	CANDIDATE
en	nl	HP:0000180	rdfs:label	Lobulated tongue	Gelobde tong	CANDIDATE
en	nl	HP:0000182	rdfs:label	Movement abnormality of the tongue	Afwijking van de beweging van de tong	CANDIDATE
en	nl	HP:0000183	rdfs:label	Difficulty in tongue movements	Moeite met bewegingen van de tong	CANDIDATE
en	nl	HP:0000185	rdfs:label	Cleft soft palate	Gespleten zachte verhemelte	CANDIDATE
en	nl	HP:0000187	rdfs:label	Broad alveolar ridges	Brede alveolaire ruggen	CANDIDATE
en	nl	HP:0000188	rdfs:label	Short upper lip	Korte bovenlip	CANDIDATE
en	nl	HP:0000189	rdfs:label	Narrow palate	Smal gehemelte	CANDIDATE
en	nl	HP:0000190	rdfs:label	Abnormal oral frenulum morphology	Afwijking van orale frenula	CANDIDATE
en	nl	HP:0000191	rdfs:label	Accessory oral frenulum	Overtollig oraal frenulum	CANDIDATE
en	nl	HP:0000193	rdfs:label	Bifid uvula	Gespleten huig	CANDIDATE
en	nl	HP:0000194	rdfs:label	Open mouth	Open mond	CANDIDATE
en	nl	HP:0000196	rdfs:label	Lower lip pit	Onderlipfistel	CANDIDATE
en	nl	HP:0000197	rdfs:label	Abnormal parotid gland morphology	Afwijking van parotide klier	CANDIDATE
en	nl	HP:0000198	rdfs:label	Absence of Stensen duct	Afwezigheid van ductus parotideus	CANDIDATE
en	nl	HP:0000199	rdfs:label	Tongue nodules	Tong noduli	CANDIDATE
en	nl	HP:0000200	rdfs:label	Short lingual frenulum	Korte tongriem	CANDIDATE
en	nl	HP:0000201	rdfs:label	Pierre-Robin sequence	Pierre Robin sequentie	CANDIDATE
en	nl	HP:0000202	rdfs:label	Orofacial cleft	Schisis	CANDIDATE
en	nl	HP:0000204	rdfs:label	Cleft upper lip	Gespleten bovenlip	CANDIDATE
en	nl	HP:0000205	rdfs:label	Pursed lips	Getuite lippen	CANDIDATE
en	nl	HP:0000206	rdfs:label	Glossitis	Glossitis	CANDIDATE
en	nl	HP:0000207	rdfs:label	Triangular mouth	Driehoekige mond	CANDIDATE
en	nl	HP:0000211	rdfs:label	Trismus	Trismus	CANDIDATE
en	nl	HP:0000212	rdfs:label	Gingival overgrowth	Overtollig tandvlees	CANDIDATE
en	nl	HP:0000214	rdfs:label	Lip telangiectasia	Lip teleangiëctasie	CANDIDATE
en	nl	HP:0000215	rdfs:label	Thick upper lip vermilion	Dik bovenliprood	CANDIDATE
en	nl	HP:0000216	rdfs:label	Broad secondary alveolar ridge	Brede secundaire alveolaire rug	CANDIDATE
en	nl	HP:0000217	rdfs:label	Xerostomia	Xerostomie	CANDIDATE
en	nl	HP:0000218	rdfs:label	High palate	Hoog gehemelte	CANDIDATE
en	nl	HP:0000219	rdfs:label	Thin upper lip vermilion	Dun bovenliplood	CANDIDATE
en	nl	HP:0000220	rdfs:label	Velopharyngeal insufficiency	Velofaryngeale insufficiëntie	CANDIDATE
en	nl	HP:0000221	rdfs:label	Furrowed tongue	Gegroefde tong	CANDIDATE
en	nl	HP:0000222	rdfs:label	Gingival hyperkeratosis	Gingivale hyperkeratose	CANDIDATE
en	nl	HP:0000223	rdfs:label	Abnormality of taste sensation	Afwijking van smaaksensatie	CANDIDATE
en	nl	HP:0000224	rdfs:label	Hypogeusia	Verminderde smaaksensatie	CANDIDATE
en	nl	HP:0000225	rdfs:label	Gingival bleeding	Tandvleesbloeding	CANDIDATE
en	nl	HP:0000227	rdfs:label	Tongue telangiectasia	Tong Teleangiëctasie	CANDIDATE
en	nl	HP:0000228	rdfs:label	Oral cavity telangiectasia	Mondholte Teleangiëctasie	CANDIDATE
en	nl	HP:0000230	rdfs:label	Gingivitis	Gingivitis	CANDIDATE
en	nl	HP:0000232	rdfs:label	Everted lower lip vermilion	Naar buiten gekeerd onderliprood	CANDIDATE
en	nl	HP:0000233	rdfs:label	Thin vermilion border	Dunne liprand	CANDIDATE
en	nl	HP:0000234	rdfs:label	Abnormality of the head	Afwijking van het hoofd	CANDIDATE
en	nl	HP:0000235	rdfs:label	Abnormality of the fontanelles or cranial sutures	Afwijking van de fontanellen of de craniale hechtingen	CANDIDATE
en	nl	HP:0000236	rdfs:label	Abnormality of the anterior fontanelle	Afwijking van de voorste fontanel	CANDIDATE
en	nl	HP:0000237	rdfs:label	Small anterior fontanelle	Kleine voorste fontanel	CANDIDATE
en	nl	HP:0000238	rdfs:label	Hydrocephalus	Hydrocephalus	CANDIDATE
en	nl	HP:0000239	rdfs:label	Large fontanelles	Grote fontanellen	CANDIDATE
en	nl	HP:0000240	rdfs:label	Abnormality of skull size	Afwijking van de grootte van de schedel	CANDIDATE
en	nl	HP:0000242	rdfs:label	Parietal bossing	Pariëtale opdruk	CANDIDATE
en	nl	HP:0000243	rdfs:label	Trigonocephaly	Trigonocefalie	CANDIDATE
en	nl	HP:0000244	rdfs:label	Brachyturricephaly	Brachyturricefalie	CANDIDATE
en	nl	HP:0000245	rdfs:label	Abnormal paranasal sinus morphology	Afwijking van de paranasale sinussen	CANDIDATE
en	nl	HP:0000246	rdfs:label	Sinusitis	Sinusitis	CANDIDATE
en	nl	HP:0000248	rdfs:label	Brachycephaly	Brachycephalie	CANDIDATE
en	nl	HP:0000250	rdfs:label	Dense calvaria	Dicht calvaria	CANDIDATE
en	nl	HP:0000252	rdfs:label	Microcephaly	Microcefalie	CANDIDATE
en	nl	HP:0000253	IAO:0000115	Progressive microcephaly is diagnosed when the head circumference falls progressively behind age- and gender-dependent norms.	Progressieve microcefalie wordt gediagnostiseerd als de schedelomtrek achterblijft bij de leeftijd en geslacht afhankelijke normen	CANDIDATE
en	nl	HP:0000253	rdfs:label	Progressive microcephaly	Progressieve microcefalie	CANDIDATE
en	nl	HP:0000255	IAO:0000115	An acute form of sinusitis.	Een acute vorm van sinusitis	CANDIDATE
en	nl	HP:0000255	rdfs:label	Acute sinusitis	Acute sinusitis	CANDIDATE
en	nl	HP:0000256	rdfs:label	Macrocephaly	Macrocefalie	CANDIDATE
en	nl	HP:0000260	rdfs:label	Wide anterior fontanel	Wijde voorste fontanel	CANDIDATE
en	nl	HP:0000262	rdfs:label	Turricephaly	Turricefalie	CANDIDATE
en	nl	HP:0000263	rdfs:label	Oxycephaly	Oxycefalie	CANDIDATE
en	nl	HP:0000264	rdfs:label	Abnormal mastoid morphology	Afwijking van het mastoid	CANDIDATE
en	nl	HP:0000265	rdfs:label	Mastoiditis	Mastoïditis	CANDIDATE
en	nl	HP:0000267	rdfs:label	Cranial asymmetry	Craniale asymmetrie	CANDIDATE
en	nl	HP:0000268	rdfs:label	Dolichocephaly	Dolichocefalie	CANDIDATE
en	nl	HP:0000269	rdfs:label	Prominent occiput	Prominent occiput	CANDIDATE
en	nl	HP:0000270	rdfs:label	Delayed cranial suture closure	Vertraagde schedelnaadsluiting	CANDIDATE
en	nl	HP:0000271	IAO:0000115	An abnormality of the face.	Een afwijking van het gezicht	CANDIDATE
en	nl	HP:0000271	rdfs:label	Abnormality of the face	Afwijking van het gezicht	CANDIDATE
en	nl	HP:0000272	rdfs:label	Malar flattening	Zygomatische afvlakking	CANDIDATE
en	nl	HP:0000273	rdfs:label	Facial grimacing	Vertrokken gezicht	CANDIDATE
en	nl	HP:0000274	rdfs:label	Small face	Smal gelaat	CANDIDATE
en	nl	HP:0000275	rdfs:label	Narrow face	Smal gelaat	CANDIDATE
en	nl	HP:0000276	rdfs:label	Long face	Lang gelaat	CANDIDATE
en	nl	HP:0000277	rdfs:label	Abnormal mandible morphology	Afwijking van de mandibula	CANDIDATE
en	nl	HP:0000278	rdfs:label	Retrognathia	Retrognathie	CANDIDATE
en	nl	HP:0000280	rdfs:label	Coarse facial features	Grove gelaatstrekken	CANDIDATE
en	nl	HP:0000282	rdfs:label	Facial edema	Faciaal oedeem	CANDIDATE
en	nl	HP:0000283	rdfs:label	Broad face	Breed gelaat	CANDIDATE
en	nl	HP:0000286	rdfs:label	Epicanthus	Epicanthus	CANDIDATE
en	nl	HP:0000287	rdfs:label	Increased facial adipose tissue	Toegenomen vetweefsel van het gelaat	CANDIDATE
en	nl	HP:0000288	rdfs:label	Abnormality of the philtrum	Afwijking van het filtrum	CANDIDATE
en	nl	HP:0000289	rdfs:label	Broad philtrum	Breed filtrum	CANDIDATE
en	nl	HP:0000290	rdfs:label	Abnormality of the forehead	Afwijking van het voorhoofd	CANDIDATE
en	nl	HP:0000291	rdfs:label	Abnormality of facial adipose tissue	Afwijking van vetweefsel van het gelaat	CANDIDATE
en	nl	HP:0000292	rdfs:label	Loss of facial adipose tissue	Verlies van vetweefsel van het gelaat	CANDIDATE
en	nl	HP:0000293	rdfs:label	Full cheeks	Volle wangen	CANDIDATE
en	nl	HP:0000294	rdfs:label	Low anterior hairline	Lage voorste haarlijn	CANDIDATE
en	nl	HP:0000295	rdfs:label	Doll-like facies	Popachtig gelaat	CANDIDATE
en	nl	HP:0000297	rdfs:label	Facial hypotonia	Faciale hypotonie	CANDIDATE
en	nl	HP:0000298	rdfs:label	Mask-like facies	Maskerachtig gelaat	CANDIDATE
en	nl	HP:0000300	rdfs:label	Oval face	Ovaal gelaat	CANDIDATE
en	nl	HP:0000301	rdfs:label	Abnormality of facial musculature	Afwijking van aangezichtsmusculatuur	CANDIDATE
en	nl	HP:0000303	rdfs:label	Mandibular prognathia	Mandibulaire prognathie	CANDIDATE
