source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status
en	Hydroureter	HP:0000072	rdfs:label	pt		NOT_TRANSLATED
en	Ureteral duplication	HP:0000073	rdfs:label	pt		NOT_TRANSLATED
en	Ureteropelvic junction obstruction	HP:0000074	rdfs:label	pt		NOT_TRANSLATED
en	Renal duplication	HP:0000075	rdfs:label	pt		NOT_TRANSLATED
en	Vesicoureteral reflux	HP:0000076	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the kidney	HP:0000077	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the genital system	HP:0000078	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the urinary system	HP:0000079	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of reproductive system physiology	HP:0000080	rdfs:label	pt		NOT_TRANSLATED
en	Duplicated collecting system	HP:0000081	rdfs:label	pt		NOT_TRANSLATED
en	Renal insufficiency	HP:0000083	rdfs:label	pt		NOT_TRANSLATED
en	Horseshoe kidney	HP:0000085	rdfs:label	pt		NOT_TRANSLATED
en	Ectopic kidney	HP:0000086	rdfs:label	pt		NOT_TRANSLATED
en	Renal hypoplasia	HP:0000089	rdfs:label	pt		NOT_TRANSLATED
en	Nephronophthisis	HP:0000090	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal renal tubule morphology	HP:0000091	rdfs:label	pt		NOT_TRANSLATED
en	Renal tubular atrophy	HP:0000092	rdfs:label	pt		NOT_TRANSLATED
en	Proteinuria	HP:0000093	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal renal glomerulus morphology	HP:0000095	rdfs:label	pt		NOT_TRANSLATED
en	Glomerular sclerosis	HP:0000096	rdfs:label	pt		NOT_TRANSLATED
en	Focal segmental glomerulosclerosis	HP:0000097	rdfs:label	pt		NOT_TRANSLATED
en	Tall stature	HP:0000098	rdfs:label	pt		NOT_TRANSLATED
en	Glomerulonephritis	HP:0000099	rdfs:label	pt		NOT_TRANSLATED
en	Nephrotic syndrome	HP:0000100	rdfs:label	pt		NOT_TRANSLATED
en	Polyuria	HP:0000103	rdfs:label	pt		NOT_TRANSLATED
en	Renal agenesis	HP:0000104	rdfs:label	pt		NOT_TRANSLATED
en	Enlarged kidney	HP:0000105	rdfs:label	pt		NOT_TRANSLATED
en	Renal cyst	HP:0000107	rdfs:label	pt		NOT_TRANSLATED
en	Renal corticomedullary cysts	HP:0000108	rdfs:label	pt		NOT_TRANSLATED
en	Renal dysplasia	HP:0000110	rdfs:label	pt		NOT_TRANSLATED
en	Renal juxtaglomerular cell hypertrophy/hyperplasia	HP:0000111	rdfs:label	pt		NOT_TRANSLATED
en	Nephropathy	HP:0000112	rdfs:label	pt		NOT_TRANSLATED
en	Polycystic kidney dysplasia	HP:0000113	rdfs:label	pt		NOT_TRANSLATED
en	Proximal tubulopathy	HP:0000114	rdfs:label	pt		NOT_TRANSLATED
en	Renal phosphate wasting	HP:0000117	rdfs:label	pt		NOT_TRANSLATED
en	Phenotypic abnormality	HP:0000118	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the genitourinary system	HP:0000119	rdfs:label	pt		NOT_TRANSLATED
en	Nephrocalcinosis	HP:0000121	rdfs:label	pt		NOT_TRANSLATED
en	Unilateral renal agenesis	HP:0000122	rdfs:label	pt		NOT_TRANSLATED
en	Nephritis	HP:0000123	rdfs:label	pt		NOT_TRANSLATED
en	Renal tubular dysfunction	HP:0000124	rdfs:label	pt		NOT_TRANSLATED
en	Pelvic kidney	HP:0000125	rdfs:label	pt		NOT_TRANSLATED
en	Hydronephrosis	HP:0000126	rdfs:label	pt		NOT_TRANSLATED
en	Renal salt wasting	HP:0000127	rdfs:label	pt		NOT_TRANSLATED
en	Renal potassium wasting	HP:0000128	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the uterus	HP:0000130	rdfs:label	pt		NOT_TRANSLATED
en	Uterine leiomyoma	HP:0000131	rdfs:label	pt		NOT_TRANSLATED
en	Menorrhagia	HP:0000132	rdfs:label	pt		NOT_TRANSLATED
en	Gonadal dysgenesis	HP:0000133	rdfs:label	pt		NOT_TRANSLATED
en	Female hypogonadism	HP:0000134	rdfs:label	pt		NOT_TRANSLATED
en	Hypogonadism	HP:0000135	rdfs:label	pt		NOT_TRANSLATED
en	Bifid uterus	HP:0000136	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the ovary	HP:0000137	rdfs:label	pt		NOT_TRANSLATED
en	Ovarian cyst	HP:0000138	rdfs:label	pt		NOT_TRANSLATED
en	Uterine prolapse	HP:0000139	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the menstrual cycle	HP:0000140	rdfs:label	pt		NOT_TRANSLATED
en	Amenorrhea	HP:0000141	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal vagina morphology	HP:0000142	rdfs:label	pt		NOT_TRANSLATED
en	Rectovaginal fistula	HP:0000143	rdfs:label	pt		NOT_TRANSLATED
en	Decreased fertility	HP:0000144	rdfs:label	pt		NOT_TRANSLATED
en	Transverse vaginal septum	HP:0000145	rdfs:label	pt		NOT_TRANSLATED
en	Polycystic ovaries	HP:0000147	rdfs:label	pt		NOT_TRANSLATED
en	Vaginal atresia	HP:0000148	rdfs:label	pt		NOT_TRANSLATED
en	Ovarian gonadoblastoma	HP:0000149	rdfs:label	pt		NOT_TRANSLATED
en	Gonadoblastoma	HP:0000150	rdfs:label	pt		NOT_TRANSLATED
en	Aplasia of the uterus	HP:0000151	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of head or neck	HP:0000152	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the mouth	HP:0000153	rdfs:label	pt		NOT_TRANSLATED
en	Wide mouth	HP:0000154	rdfs:label	pt		NOT_TRANSLATED
en	Oral ulcer	HP:0000155	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the tongue	HP:0000157	rdfs:label	pt		NOT_TRANSLATED
en	Macroglossia	HP:0000158	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal lip morphology	HP:0000159	rdfs:label	pt		NOT_TRANSLATED
en	Narrow mouth	HP:0000160	rdfs:label	pt		NOT_TRANSLATED
en	Median cleft upper lip	HP:0000161	rdfs:label	pt		NOT_TRANSLATED
en	Glossoptosis	HP:0000162	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal oral cavity morphology	HP:0000163	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the dentition	HP:0000164	rdfs:label	pt		NOT_TRANSLATED
en	Severe periodontitis	HP:0000166	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the gingiva	HP:0000168	rdfs:label	pt		NOT_TRANSLATED
en	Gingival fibromatosis	HP:0000169	rdfs:label	pt		NOT_TRANSLATED
en	Microglossia	HP:0000171	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal uvula morphology	HP:0000172	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal palate morphology	HP:0000174	rdfs:label	pt		NOT_TRANSLATED
en	Cleft palate	HP:0000175	rdfs:label	pt		NOT_TRANSLATED
en	Submucous cleft hard palate	HP:0000176	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal upper lip morphology	HP:0000177	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal lower lip morphology	HP:0000178	rdfs:label	pt		NOT_TRANSLATED
en	Thick lower lip vermilion	HP:0000179	rdfs:label	pt		NOT_TRANSLATED
en	Lobulated tongue	HP:0000180	rdfs:label	pt		NOT_TRANSLATED
en	Movement abnormality of the tongue	HP:0000182	rdfs:label	pt		NOT_TRANSLATED
en	Difficulty in tongue movements	HP:0000183	rdfs:label	pt		NOT_TRANSLATED
en	Cleft soft palate	HP:0000185	rdfs:label	pt		NOT_TRANSLATED
en	Broad alveolar ridges	HP:0000187	rdfs:label	pt		NOT_TRANSLATED
en	Short upper lip	HP:0000188	rdfs:label	pt		NOT_TRANSLATED
en	Narrow palate	HP:0000189	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal oral frenulum morphology	HP:0000190	rdfs:label	pt		NOT_TRANSLATED
en	Accessory oral frenulum	HP:0000191	rdfs:label	pt		NOT_TRANSLATED
en	Bifid uvula	HP:0000193	rdfs:label	pt		NOT_TRANSLATED
en	Open mouth	HP:0000194	rdfs:label	pt		NOT_TRANSLATED
en	Lower lip pit	HP:0000196	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal parotid gland morphology	HP:0000197	rdfs:label	pt		NOT_TRANSLATED
en	Absence of Stensen duct	HP:0000198	rdfs:label	pt		NOT_TRANSLATED
en	Tongue nodules	HP:0000199	rdfs:label	pt		NOT_TRANSLATED
en	Short lingual frenulum	HP:0000200	rdfs:label	pt		NOT_TRANSLATED
en	Pierre-Robin sequence	HP:0000201	rdfs:label	pt		NOT_TRANSLATED
en	Orofacial cleft	HP:0000202	rdfs:label	pt		NOT_TRANSLATED
en	Cleft upper lip	HP:0000204	rdfs:label	pt		NOT_TRANSLATED
en	Pursed lips	HP:0000205	rdfs:label	pt		NOT_TRANSLATED
en	Glossitis	HP:0000206	rdfs:label	pt		NOT_TRANSLATED
en	Triangular mouth	HP:0000207	rdfs:label	pt		NOT_TRANSLATED
en	Trismus	HP:0000211	rdfs:label	pt		NOT_TRANSLATED
en	Gingival overgrowth	HP:0000212	rdfs:label	pt		NOT_TRANSLATED
en	Lip telangiectasia	HP:0000214	rdfs:label	pt		NOT_TRANSLATED
en	Thick upper lip vermilion	HP:0000215	rdfs:label	pt		NOT_TRANSLATED
en	Broad secondary alveolar ridge	HP:0000216	rdfs:label	pt		NOT_TRANSLATED
en	Xerostomia	HP:0000217	rdfs:label	pt		NOT_TRANSLATED
en	High palate	HP:0000218	rdfs:label	pt		NOT_TRANSLATED
en	Thin upper lip vermilion	HP:0000219	rdfs:label	pt		NOT_TRANSLATED
en	Velopharyngeal insufficiency	HP:0000220	rdfs:label	pt		NOT_TRANSLATED
en	Furrowed tongue	HP:0000221	rdfs:label	pt		NOT_TRANSLATED
en	Gingival hyperkeratosis	HP:0000222	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of taste sensation	HP:0000223	rdfs:label	pt		NOT_TRANSLATED
en	Hypogeusia	HP:0000224	rdfs:label	pt		NOT_TRANSLATED
en	Gingival bleeding	HP:0000225	rdfs:label	pt		NOT_TRANSLATED
en	Tongue telangiectasia	HP:0000227	rdfs:label	pt		NOT_TRANSLATED
en	Oral cavity telangiectasia	HP:0000228	rdfs:label	pt		NOT_TRANSLATED
en	Gingivitis	HP:0000230	rdfs:label	pt		NOT_TRANSLATED
en	Everted lower lip vermilion	HP:0000232	rdfs:label	pt		NOT_TRANSLATED
en	Thin vermilion border	HP:0000233	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the head	HP:0000234	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the fontanelles or cranial sutures	HP:0000235	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the anterior fontanelle	HP:0000236	rdfs:label	pt		NOT_TRANSLATED
en	Small anterior fontanelle	HP:0000237	rdfs:label	pt		NOT_TRANSLATED
en	Hydrocephalus	HP:0000238	rdfs:label	pt		NOT_TRANSLATED
en	Large fontanelles	HP:0000239	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of skull size	HP:0000240	rdfs:label	pt		NOT_TRANSLATED
en	Parietal bossing	HP:0000242	rdfs:label	pt		NOT_TRANSLATED
en	Trigonocephaly	HP:0000243	rdfs:label	pt		NOT_TRANSLATED
en	Brachyturricephaly	HP:0000244	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal paranasal sinus morphology	HP:0000245	rdfs:label	pt		NOT_TRANSLATED
en	Sinusitis	HP:0000246	rdfs:label	pt		NOT_TRANSLATED
en	Brachycephaly	HP:0000248	rdfs:label	pt		NOT_TRANSLATED
en	Dense calvaria	HP:0000250	rdfs:label	pt		NOT_TRANSLATED
en	Microcephaly	HP:0000252	rdfs:label	pt		NOT_TRANSLATED
en	Progressive microcephaly	HP:0000253	rdfs:label	pt		NOT_TRANSLATED
en	Acute sinusitis	HP:0000255	rdfs:label	pt		NOT_TRANSLATED
en	Macrocephaly	HP:0000256	rdfs:label	pt		NOT_TRANSLATED
en	Wide anterior fontanel	HP:0000260	rdfs:label	pt		NOT_TRANSLATED
en	Turricephaly	HP:0000262	rdfs:label	pt		NOT_TRANSLATED
en	Oxycephaly	HP:0000263	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal mastoid morphology	HP:0000264	rdfs:label	pt		NOT_TRANSLATED
en	Mastoiditis	HP:0000265	rdfs:label	pt		NOT_TRANSLATED
en	Cranial asymmetry	HP:0000267	rdfs:label	pt		NOT_TRANSLATED
en	Dolichocephaly	HP:0000268	rdfs:label	pt		NOT_TRANSLATED
en	Prominent occiput	HP:0000269	rdfs:label	pt		NOT_TRANSLATED
en	Delayed cranial suture closure	HP:0000270	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the face	HP:0000271	rdfs:label	pt		NOT_TRANSLATED
en	Malar flattening	HP:0000272	rdfs:label	pt		NOT_TRANSLATED
en	Facial grimacing	HP:0000273	rdfs:label	pt		NOT_TRANSLATED
en	Small face	HP:0000274	rdfs:label	pt		NOT_TRANSLATED
en	Narrow face	HP:0000275	rdfs:label	pt		NOT_TRANSLATED
en	Long face	HP:0000276	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal mandible morphology	HP:0000277	rdfs:label	pt		NOT_TRANSLATED
en	Retrognathia	HP:0000278	rdfs:label	pt		NOT_TRANSLATED
en	Coarse facial features	HP:0000280	rdfs:label	pt		NOT_TRANSLATED
en	Facial edema	HP:0000282	rdfs:label	pt		NOT_TRANSLATED
en	Broad face	HP:0000283	rdfs:label	pt		NOT_TRANSLATED
en	Epicanthus	HP:0000286	rdfs:label	pt		NOT_TRANSLATED
en	Increased facial adipose tissue	HP:0000287	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the philtrum	HP:0000288	rdfs:label	pt		NOT_TRANSLATED
en	Broad philtrum	HP:0000289	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the forehead	HP:0000290	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of facial adipose tissue	HP:0000291	rdfs:label	pt		NOT_TRANSLATED
en	Loss of facial adipose tissue	HP:0000292	rdfs:label	pt		NOT_TRANSLATED
en	Full cheeks	HP:0000293	rdfs:label	pt		NOT_TRANSLATED
en	Low anterior hairline	HP:0000294	rdfs:label	pt		NOT_TRANSLATED
en	Doll-like facies	HP:0000295	rdfs:label	pt		NOT_TRANSLATED
en	Facial hypotonia	HP:0000297	rdfs:label	pt		NOT_TRANSLATED
en	Mask-like facies	HP:0000298	rdfs:label	pt		NOT_TRANSLATED
en	Oval face	HP:0000300	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of facial musculature	HP:0000301	rdfs:label	pt		NOT_TRANSLATED
en	Mandibular prognathia	HP:0000303	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the chin	HP:0000306	rdfs:label	pt		NOT_TRANSLATED
en	Pointed chin	HP:0000307	rdfs:label	pt		NOT_TRANSLATED
en	Microretrognathia	HP:0000308	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal midface morphology	HP:0000309	rdfs:label	pt		NOT_TRANSLATED
en	Round face	HP:0000311	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the orbital region	HP:0000315	rdfs:label	pt		NOT_TRANSLATED
en	Hypertelorism	HP:0000316	rdfs:label	pt		NOT_TRANSLATED
en	Facial myokymia	HP:0000317	rdfs:label	pt		NOT_TRANSLATED
en	Smooth philtrum	HP:0000319	rdfs:label	pt		NOT_TRANSLATED
en	Bird-like facies	HP:0000320	rdfs:label	pt		NOT_TRANSLATED
en	Square face	HP:0000321	rdfs:label	pt		NOT_TRANSLATED
en	Short philtrum	HP:0000322	rdfs:label	pt		NOT_TRANSLATED
en	Facial asymmetry	HP:0000324	rdfs:label	pt		NOT_TRANSLATED
en	Triangular face	HP:0000325	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal maxilla morphology	HP:0000326	rdfs:label	pt		NOT_TRANSLATED
en	Hypoplasia of the maxilla	HP:0000327	rdfs:label	pt		NOT_TRANSLATED
en	Facial hemangioma	HP:0000329	rdfs:label	pt		NOT_TRANSLATED
en	Short chin	HP:0000331	rdfs:label	pt		NOT_TRANSLATED
en	Prominent supraorbital ridges	HP:0000336	rdfs:label	pt		NOT_TRANSLATED
en	Broad forehead	HP:0000337	rdfs:label	pt		NOT_TRANSLATED
en	Hypomimic face	HP:0000338	rdfs:label	pt		NOT_TRANSLATED
en	Pugilistic facies	HP:0000339	rdfs:label	pt		NOT_TRANSLATED
en	Sloping forehead	HP:0000340	rdfs:label	pt		NOT_TRANSLATED
en	Narrow forehead	HP:0000341	rdfs:label	pt		NOT_TRANSLATED
en	Long philtrum	HP:0000343	rdfs:label	pt		NOT_TRANSLATED
en	Whistling appearance	HP:0000346	rdfs:label	pt		NOT_TRANSLATED
en	Micrognathia	HP:0000347	rdfs:label	pt		NOT_TRANSLATED
en	High forehead	HP:0000348	rdfs:label	pt		NOT_TRANSLATED
en	Widow's peak	HP:0000349	rdfs:label	pt		NOT_TRANSLATED
en	Small forehead	HP:0000350	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the outer ear	HP:0000356	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal location of ears	HP:0000357	rdfs:label	pt		NOT_TRANSLATED
en	Posteriorly rotated ears	HP:0000358	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the inner ear	HP:0000359	rdfs:label	pt		NOT_TRANSLATED
en	Tinnitus	HP:0000360	rdfs:label	pt		NOT_TRANSLATED
en	Otosclerosis	HP:0000362	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal earlobe morphology	HP:0000363	rdfs:label	pt		NOT_TRANSLATED
en	Hearing abnormality	HP:0000364	rdfs:label	pt		NOT_TRANSLATED
en	Hearing impairment	HP:0000365	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the nose	HP:0000366	rdfs:label	pt		NOT_TRANSLATED
en	Low-set, posteriorly rotated ears	HP:0000368	rdfs:label	pt		NOT_TRANSLATED
en	Low-set ears	HP:0000369	rdfs:label	pt		NOT_TRANSLATED
en	Abnormality of the middle ear	HP:0000370	rdfs:label	pt		NOT_TRANSLATED
en	Acute otitis media	HP:0000371	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal auditory canal morphology	HP:0000372	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal cochlea morphology	HP:0000375	rdfs:label	pt		NOT_TRANSLATED
en	Incomplete partition of the cochlea type II	HP:0000376	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal pinna morphology	HP:0000377	rdfs:label	pt		NOT_TRANSLATED
en	Cupped ear	HP:0000378	rdfs:label	pt		NOT_TRANSLATED
en	Stapes ankylosis	HP:0000381	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal periauricular region morphology	HP:0000383	rdfs:label	pt		NOT_TRANSLATED
en	Preauricular skin tag	HP:0000384	rdfs:label	pt		NOT_TRANSLATED
en	Small earlobe	HP:0000385	rdfs:label	pt		NOT_TRANSLATED
en	Absent earlobe	HP:0000387	rdfs:label	pt		NOT_TRANSLATED
en	Otitis media	HP:0000388	rdfs:label	pt		NOT_TRANSLATED
en	Chronic otitis media	HP:0000389	rdfs:label	pt		NOT_TRANSLATED
en	Thickened helices	HP:0000391	rdfs:label	pt		NOT_TRANSLATED
en	Lop ear	HP:0000394	rdfs:label	pt		NOT_TRANSLATED
en	Prominent antihelix	HP:0000395	rdfs:label	pt		NOT_TRANSLATED
en	Overfolded helix	HP:0000396	rdfs:label	pt		NOT_TRANSLATED
en	Prelingual sensorineural hearing impairment	HP:0000399	rdfs:label	pt		NOT_TRANSLATED
en	Macrotia	HP:0000400	rdfs:label	pt		NOT_TRANSLATED
en	Stenosis of the external auditory canal	HP:0000402	rdfs:label	pt		NOT_TRANSLATED
en	Recurrent otitis media	HP:0000403	rdfs:label	pt		NOT_TRANSLATED
en	Conductive hearing impairment	HP:0000405	rdfs:label	pt		NOT_TRANSLATED
en	Sensorineural hearing impairment	HP:0000407	rdfs:label	pt		NOT_TRANSLATED
en	Progressive sensorineural hearing impairment	HP:0000408	rdfs:label	pt		NOT_TRANSLATED
en	Mixed hearing impairment	HP:0000410	rdfs:label	pt		NOT_TRANSLATED
en	Protruding ear	HP:0000411	rdfs:label	pt		NOT_TRANSLATED
en	Atresia of the external auditory canal	HP:0000413	rdfs:label	pt		NOT_TRANSLATED
en	Bulbous nose	HP:0000414	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal choanae morphology	HP:0000415	rdfs:label	pt		NOT_TRANSLATED
en	Slender nose	HP:0000417	rdfs:label	pt		NOT_TRANSLATED
en	Narrow nasal ridge	HP:0000418	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal nasal septum morphology	HP:0000419	rdfs:label	pt		NOT_TRANSLATED
en	Short nasal septum	HP:0000420	rdfs:label	pt		NOT_TRANSLATED
en	Epistaxis	HP:0000421	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal nasal bridge morphology	HP:0000422	rdfs:label	pt		NOT_TRANSLATED
en	Prominent nasal bridge	HP:0000426	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal morphology of the nasal alae	HP:0000429	rdfs:label	pt		NOT_TRANSLATED
en	Underdeveloped nasal alae	HP:0000430	rdfs:label	pt		NOT_TRANSLATED
en	Wide nasal bridge	HP:0000431	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal nasal mucosa morphology	HP:0000433	rdfs:label	pt		NOT_TRANSLATED
en	Nasal mucosa telangiectasia	HP:0000434	rdfs:label	pt		NOT_TRANSLATED
en	Abnormal nasal tip morphology	HP:0000436	rdfs:label	pt		NOT_TRANSLATED
en	Depressed nasal tip	HP:0000437	rdfs:label	pt		NOT_TRANSLATED
en	Convex nasal ridge	HP:0000444	rdfs:label	pt		NOT_TRANSLATED
en	Wide nose	HP:0000445	rdfs:label	pt		NOT_TRANSLATED
en	Narrow nasal bridge	HP:0000446	rdfs:label	pt		NOT_TRANSLATED
en	Pear-shaped nose	HP:0000447	rdfs:label	pt		NOT_TRANSLATED
