source	source_version	source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translator	translation_date	translation_confidence	translation_precision	translation_type	translation_status
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001427	rdfs:label	Mitochondrial inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001428	rdfs:label	obsolete Somatic mutation			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001442	rdfs:label	Typified by somatic mosaicism			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001444	rdfs:label	obsolete Autosomal dominant somatic cell mutation			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001450	rdfs:label	Y-linked inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001452	rdfs:label	obsolete Autosomal dominant contiguous gene syndrome			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001466	rdfs:label	Contiguous gene syndrome			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001470	rdfs:label	Sex-limited expression			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001472	rdfs:label	obsolete Familial predisposition			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001475	rdfs:label	Male-limited expression			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001522	rdfs:label	Death in infancy			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0001699	rdfs:label	Sudden death			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003114	rdfs:label	obsolete Abnormal cardiological findings			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003340	rdfs:label	obsolete Abnormal dermatological laboratory findings			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003494	rdfs:label	obsolete Loss of heterozygosity, multiple chromosomes			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003577	rdfs:label	Congenital onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003581	rdfs:label	Adult onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003584	rdfs:label	Late onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003587	rdfs:label	Insidious onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003593	rdfs:label	Infantile onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003596	rdfs:label	Middle age onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003621	rdfs:label	Juvenile onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003623	rdfs:label	Neonatal onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003674	rdfs:label	Onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003676	rdfs:label	Progressive			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003677	rdfs:label	Slowly progressive			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003678	rdfs:label	Rapidly progressive			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003679	rdfs:label	Pace of progression			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003680	rdfs:label	Nonprogressive			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003682	rdfs:label	Variable progression rate			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003743	rdfs:label	Genetic anticipation			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003744	rdfs:label	Genetic anticipation with paternal anticipation bias			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003745	rdfs:label	Sporadic			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003811	rdfs:label	Neonatal death			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003812	rdfs:label	Phenotypic variability			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003819	rdfs:label	Death in childhood			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003826	rdfs:label	Stillbirth			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003828	rdfs:label	Variable expressivity			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003829	rdfs:label	Typified by incomplete penetrance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0003831	rdfs:label	Typified by age-related disease onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004066	rdfs:label	obsolete Laterally deviated thumb phalanges			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004083	rdfs:label	obsolete Laterally deviated terminal thumb phalanx			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004090	rdfs:label	obsolete Advanced maturation/advanced ossification of terminal thumb phalanx epiphysis			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004110	rdfs:label	obsolete Radially deviated index finger phalanges			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004121	rdfs:label	obsolete Radially displaced proximal index finger phalanx			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004138	rdfs:label	obsolete Metaphyseal abnormality of middle phalanx of the 2nd finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004139	rdfs:label	obsolete Flared metaphysis of middle phalanx of index finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004143	rdfs:label	obsolete Radially deviated terminal index finger phalanx			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004144	rdfs:label	obsolete Duplication of terminal index finger phalanx			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004153	rdfs:label	obsolete Overgrowth of middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004157	rdfs:label	obsolete Accessory middle-finger phalanges			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004161	rdfs:label	obsolete Periosteal new bone of middle finger phalanges			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004162	rdfs:label	obsolete Radially pointed middle finger phalanges			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004168	rdfs:label	obsolete Radially pointed proximal middle-finger phalanx			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004174	rdfs:label	obsolete Accessory middle phalanx of middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004175	rdfs:label	obsolete Periosteal new bone of middle phalanx of middle-finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004183	rdfs:label	obsolete Abnormality of the epiphyses of the terminal phalanx of the middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004184	rdfs:label	obsolete Cone-shaped epiphysis of terminal phalanx of the middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004185	rdfs:label	obsolete Fused epiphysis of terminal phalanx of the middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004186	rdfs:label	obsolete Large epiphysis of terminal phalanx of the middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004187	rdfs:label	obsolete Prematurely fused epiphysis of terminal phalanx of the middle finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004192	rdfs:label	obsolete Bracket epiphyses of the 4th finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004193	rdfs:label	obsolete Expanded phalanges of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004194	rdfs:label	obsolete Hypoplastic phalanges of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004196	rdfs:label	obsolete Short phalanges of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004198	rdfs:label	obsolete Wide/broad phalanges of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004201	rdfs:label	obsolete Expanded proximal phalanx of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004202	rdfs:label	obsolete Lytic defects of the proximal phalanx of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0004203	rdfs:label	obsolete Short proximal phalanx of the ring finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0005834	rdfs:label	obsolete Thumbs hypo/aplastic			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0006877	rdfs:label	obsolete Mental retardation, in some			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0007825	rdfs:label	obsolete Cataracts develop in second or third decade			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0007916	rdfs:label	obsolete Small anterior lens surface opacities			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009163	rdfs:label	obsolete Abnormal form of the 5th finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009448	rdfs:label	obsolete Aplasia of the phalanges of the 3rd finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009449	rdfs:label	obsolete Hypoplastic/small phalanges of the 3rd finger			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009620	rdfs:label	obsolete Radial deviation of the thumb			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009621	rdfs:label	obsolete Ulnar deviation of the thumb			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0009885	rdfs:label	obsolete Prenatal short stature			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0010982	rdfs:label	Polygenic inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0010983	rdfs:label	Oligogenic inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0010984	rdfs:label	Digenic inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0010985	rdfs:label	obsolete Gonosomal inheritance			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011008	rdfs:label	Temporal pattern			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011009	rdfs:label	Acute			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011010	rdfs:label	Chronic			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011011	rdfs:label	Subacute			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011420	rdfs:label	Age of death			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011421	rdfs:label	Death in adolescence			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011460	rdfs:label	Embryonal onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011461	rdfs:label	Fetal onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011462	rdfs:label	Young adult onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0011463	rdfs:label	Childhood onset			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012274	rdfs:label	Autosomal dominant inheritance with paternal imprinting			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012275	rdfs:label	Autosomal dominant inheritance with maternal imprinting			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012823	rdfs:label	Clinical modifier			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012824	rdfs:label	Severity			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012825	rdfs:label	Mild			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012826	rdfs:label	Moderate			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012827	rdfs:label	Borderline			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012828	rdfs:label	Severe			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012829	rdfs:label	Profound			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012830	rdfs:label	Position			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012831	rdfs:label	Laterality			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012832	rdfs:label	Bilateral			2023-07-31	1.0	EXACT		NOT_TRANSLATED
http://purl.obolibrary.org/obo/hp.owl	http://purl.obolibrary.org/obo/hp/releases/2023-07-21/hp.owl	en	ja	HP:0012833	rdfs:label	Unilateral			2023-07-31	1.0	EXACT		NOT_TRANSLATED
