source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	tr	HP:0001470	IAO:0000115	Sex limitation is used to refer to a monogenic trait linked to an autosomal locus in which the phenotypic effects of allelic differences are expressed only in one sex	Sex limitation is used to refer to a monogenic trait linked to an autosomal locus in which the phenotypic effects of allelic differences are expressed only in one sex	NOT_TRANSLATED
en	tr	HP:0001475	IAO:0000115	Used to refer to a monogenic trait linked to an autosomal locus in which the phenotypic effects of allelic differences are expressed only in the male sex	Used to refer to a monogenic trait linked to an autosomal locus in which the phenotypic effects of allelic differences are expressed only in the male sex	NOT_TRANSLATED
en	tr	HP:0001739	IAO:0000115	A structural anomaly of the nasopharynx	A structural anomaly of the nasopharynx	NOT_TRANSLATED
en	tr	HP:0001995	IAO:0000115	Acidosis (pH less than 7.35) that develops with an increase in ionic chloride	Acidosis (pH less than 7.35) that develops with an increase in ionic chloride	NOT_TRANSLATED
en	tr	HP:0002017	IAO:0000115	Nausea is a commonly encountered symptom that has been defined as an unpleasant painless subjective feeling that one will imminently vomit. Vomiting has been defined as the forceful expulsion of the contents of the stomach, duodenum, or jejunum through the oral cavity. While nausea and vomiting are often thought to exist on a temporal continuum, this is not always the case. There are situations when severe nausea may be present without emesis and less frequently, when emesis may be present without preceding nausea	Nausea is a commonly encountered symptom that has been defined as an unpleasant painless subjective feeling that one will imminently vomit. Vomiting has been defined as the forceful expulsion of the contents of the stomach, duodenum, or jejunum through the oral cavity. While nausea and vomiting are often thought to exist on a temporal continuum, this is not always the case. There are situations when severe nausea may be present without emesis and less frequently, when emesis may be present without preceding nausea	NOT_TRANSLATED
en	tr	HP:0002140	IAO:0000115	Acute ischemic stroke (AIS) is defined by the sudden loss of blood flow to an area of the brain with the resulting loss of neurologic function. It is caused by thrombosis or embolism that occludes a cerebral vessel supplying a specific area of the brain. During a vessel occlusion, there is a core area where damage to the brain is irreversible and an area of penumbra where the brain has lost function owing to decreased blood flow but is not irreversibly injured	Acute ischemic stroke (AIS) is defined by the sudden loss of blood flow to an area of the brain with the resulting loss of neurologic function. It is caused by thrombosis or embolism that occludes a cerebral vessel supplying a specific area of the brain. During a vessel occlusion, there is a core area where damage to the brain is irreversible and an area of penumbra where the brain has lost function owing to decreased blood flow but is not irreversibly injured	NOT_TRANSLATED
en	tr	HP:0002168	IAO:0000115	An abnormal pattern of speech in which the words are as if measured or scanned; there is a pause after every syllable, and the syllables themselves are pronounced slowly	An abnormal pattern of speech in which the words are as if measured or scanned; there is a pause after every syllable, and the syllables themselves are pronounced slowly	NOT_TRANSLATED
en	tr	HP:0002219	IAO:0000115	Excessive, increased hair growth located in the facial region	Excessive, increased hair growth located in the facial region	NOT_TRANSLATED
en	tr	HP:0002224	IAO:0000115	The term woolly hair refers to an abnormal variant of hair that is fine, with tightly coiled curls, and often hypopigmented. Optical microscopy may reveal the presence of tight spirals and a clear diameter reduction as compared with normal hair. Electron microscopy may show flat, oval hair shafts with reduced transversal diameter	The term woolly hair refers to an abnormal variant of hair that is fine, with tightly coiled curls, and often hypopigmented. Optical microscopy may reveal the presence of tight spirals and a clear diameter reduction as compared with normal hair. Electron microscopy may show flat, oval hair shafts with reduced transversal diameter	NOT_TRANSLATED
en	tr	HP:0002232	IAO:0000115	Transient, non-scarring hair loss and preservation of the hair follicle located in in well-defined patches	Transient, non-scarring hair loss and preservation of the hair follicle located in in well-defined patches	NOT_TRANSLATED
en	tr	HP:0002254	IAO:0000115	Repeated episodes of diarrhea separated by periods without diarrhea	Repeated episodes of diarrhea separated by periods without diarrhea	NOT_TRANSLATED
en	tr	HP:0002266	IAO:0000115	A focal clonic seizure is a type of focal motor seizure characterized by sustained rhythmic jerking, that is regularly repetitive	A focal clonic seizure is a type of focal motor seizure characterized by sustained rhythmic jerking, that is regularly repetitive	NOT_TRANSLATED
en	tr	HP:0002323	IAO:0000115	Anencephaly is a developmental anomaly characterized by a fetus that has no calvarium, with a lack of most or all of the fetus' brain tissue. Anencephaly belongs to a collective group known as neural tube defects (NTD) and is a result of the neural tube failing to close in its rostral end during fetal development	Anencephaly is a developmental anomaly characterized by a fetus that has no calvarium, with a lack of most or all of the fetus' brain tissue. Anencephaly belongs to a collective group known as neural tube defects (NTD) and is a result of the neural tube failing to close in its rostral end during fetal development	NOT_TRANSLATED
en	tr	HP:0002367	IAO:0000115	Visual perceptions that are not elicited by a corresponding stimulus from the outside world	Visual perceptions that are not elicited by a corresponding stimulus from the outside world	NOT_TRANSLATED
en	tr	HP:0002383	IAO:0000115	A disorder of the brain caused by an infectious agent that presents with fever, headache, and an altered level of consciousness. There may also be focal or multifocal neurologic deficits, and focal or generalized seizure activity	A disorder of the brain caused by an infectious agent that presents with fever, headache, and an altered level of consciousness. There may also be focal or multifocal neurologic deficits, and focal or generalized seizure activity	NOT_TRANSLATED
en	tr	HP:0002423	IAO:0000115	Long-tract signs refer to symptoms that are attributable to the involvement of the long fiber tracts in the spinal cord, which connect the spinal cord to the brain and mediate spinal and motor functions	Long-tract signs refer to symptoms that are attributable to the involvement of the long fiber tracts in the spinal cord, which connect the spinal cord to the brain and mediate spinal and motor functions	NOT_TRANSLATED
en	tr	HP:0002505	IAO:0000115	Inability to walk in a person who previous had the ability to walk	Inability to walk in a person who previous had the ability to walk	NOT_TRANSLATED
en	tr	HP:0002518	IAO:0000115	A structural abnormality of the myelinated axons (white matter) located near the cerebral ventricles	A structural abnormality of the myelinated axons (white matter) located near the cerebral ventricles	NOT_TRANSLATED
en	tr	HP:0002519	IAO:0000115	Fleeting perceptual experiences that occur during the transition from wakefulness to sleep	Fleeting perceptual experiences that occur during the transition from wakefulness to sleep	NOT_TRANSLATED
en	tr	HP:0002528	IAO:0000115	Electron-dense granules within double membrane-bound cytoplasmic vacuoles	Electron-dense granules within double membrane-bound cytoplasmic vacuoles	NOT_TRANSLATED
en	tr	HP:0002549	IAO:0000115	Impaired ability to repeat non-word sounds. The test for nonword repetition involves the repetition of nonsensical words of increasing length and complexity and is regarded as a measure of phonological (speech sound) processing and short-term memory	Impaired ability to repeat non-word sounds. The test for nonword repetition involves the repetition of nonsensical words of increasing length and complexity and is regarded as a measure of phonological (speech sound) processing and short-term memory	NOT_TRANSLATED
en	tr	HP:0002637	IAO:0000115	Restriction of arterial blood supply to the brain associated with insufficient oxygenation to support the metabolic requirements of the tissue	Restriction of arterial blood supply to the brain associated with insufficient oxygenation to support the metabolic requirements of the tissue	NOT_TRANSLATED
en	tr	HP:0002764	IAO:0000115	Punctate (speckled, dot-like) deposition of calcium of calcium salts in the articular cartilage (cartilage located in joints)	Punctate (speckled, dot-like) deposition of calcium of calcium salts in the articular cartilage (cartilage located in joints)	NOT_TRANSLATED
en	tr	HP:0002780	IAO:0000115	Weakness or softness of the cartilage in the walls of the bronchial tubes	Weakness or softness of the cartilage in the walls of the bronchial tubes	NOT_TRANSLATED
en	tr	HP:0002875	IAO:0000115	Perceived difficulty to breathe that occurs with exercise or exertion and improves with rest	Perceived difficulty to breathe that occurs with exercise or exertion and improves with rest	NOT_TRANSLATED
en	tr	HP:0002877	IAO:0000115	An abnormal reduction in alveolar ventilation occuring during sleep. This is characterized by a rise in arterial carbon dioxide	An abnormal reduction in alveolar ventilation occuring during sleep. This is characterized by a rise in arterial carbon dioxide	NOT_TRANSLATED
en	tr	HP:0003066	IAO:0000115	Reduced ability to extend (straighten) the knee joint	Reduced ability to extend (straighten) the knee joint	NOT_TRANSLATED
en	tr	HP:0003168	IAO:0000115	An increased level of a dibasic amino acid in the urine. Dibasic amino acids are usually refered to simply as basic aminoacids because they contain basic side chains at neutral pH. These are arginine (Arg), lysine (Lys), and histidine (His)	An increased level of a dibasic amino acid in the urine. Dibasic amino acids are usually refered to simply as basic aminoacids because they contain basic side chains at neutral pH. These are arginine (Arg), lysine (Lys), and histidine (His)	NOT_TRANSLATED
en	tr	HP:0003194	IAO:0000115	Decreased superior-inferior length of the nasal bridge, which is the saddle-shaped area that includes the nasal root and the lateral aspects of the nose	Decreased superior-inferior length of the nasal bridge, which is the saddle-shaped area that includes the nasal root and the lateral aspects of the nose	NOT_TRANSLATED
en	tr	HP:0003240	IAO:0000115	Abnormally elevated level of the enzyme phosphoribosyl pyrophosphatesynthetase, which catalyzes the synthesis of PP-ribose-P from ATP and ribose-5-phosphate	Abnormally elevated level of the enzyme phosphoribosyl pyrophosphatesynthetase, which catalyzes the synthesis of PP-ribose-P from ATP and ribose-5-phosphate	NOT_TRANSLATED
en	tr	HP:0003328	IAO:0000115	An abnormal structure of the hairshaft, i.e., of the nongrowing portion of a hair that protrudes from the skin	An abnormal structure of the hairshaft, i.e., of the nongrowing portion of a hair that protrudes from the skin	NOT_TRANSLATED
en	tr	HP:0003344	IAO:0000115	An abnormally increased level of 3-hydroxy-3-methylglutaric acid in the urine	An abnormally increased level of 3-hydroxy-3-methylglutaric acid in the urine	NOT_TRANSLATED
en	tr	HP:0003409	IAO:0000115	Reduced ability to sense pain, temperature, touch, vibration stimuli in the distal regions of the extremities	Reduced ability to sense pain, temperature, touch, vibration stimuli in the distal regions of the extremities	NOT_TRANSLATED
en	tr	HP:0003535	IAO:0000115	An increased amount of 3-methylglutaconic acid in the urine	An increased amount of 3-methylglutaconic acid in the urine	NOT_TRANSLATED
en	tr	HP:0003571	IAO:0000115	Increased concentration of proprionic acid in the blood circulation	Increased concentration of proprionic acid in the blood circulation	NOT_TRANSLATED
en	tr	HP:0003640	IAO:0000115	The presence of foam cells, a type of macrophage that localizes to fatty deposits on blood vessel walls, in the central nervous system	The presence of foam cells, a type of macrophage that localizes to fatty deposits on blood vessel walls, in the central nervous system	NOT_TRANSLATED
en	tr	HP:0003647	IAO:0000115	A deficiency of the electron transfer flavoprotein-ubiquinone oxidoreductase	A deficiency of the electron transfer flavoprotein-ubiquinone oxidoreductase	NOT_TRANSLATED
en	tr	HP:0003676	IAO:0000115	Applies to a disease manifestation that increases in scope or severity over the course of time, i.e., that worsens with age	Applies to a disease manifestation that increases in scope or severity over the course of time, i.e., that worsens with age	NOT_TRANSLATED
en	tr	HP:0003677	IAO:0000115	Applies to a disease manifestation that only slowly increases in scope or severity over the course of time	Applies to a disease manifestation that only slowly increases in scope or severity over the course of time	NOT_TRANSLATED
en	tr	HP:0003678	IAO:0000115	Applies to a disease manifestation that quickly increases in scope or severity over the course of time	Applies to a disease manifestation that quickly increases in scope or severity over the course of time	NOT_TRANSLATED
en	tr	HP:0003680	IAO:0000115	Applies to a disease manifestation that does not increase in scope or severity over the course of time, i.e., that does not worsen with age	Applies to a disease manifestation that does not increase in scope or severity over the course of time, i.e., that does not worsen with age	NOT_TRANSLATED
en	tr	HP:0003682	IAO:0000115	Applies to a disease manifestation that quickly increases in scope or severity with a rate that varies. For instance, progression may be slow in one time period and rapid in another	Applies to a disease manifestation that quickly increases in scope or severity with a rate that varies. For instance, progression may be slow in one time period and rapid in another	NOT_TRANSLATED
en	tr	HP:0003719	IAO:0000115	Percussion-induced, local prolonged contractions (mounding) in muscle persisting for several seconds	Percussion-induced, local prolonged contractions (mounding) in muscle persisting for several seconds	NOT_TRANSLATED
en	tr	HP:0003961	IAO:0000115	Bone fracture in the radius, ulna, or wrist	Bone fracture in the radius, ulna, or wrist	NOT_TRANSLATED
en	tr	HP:0004032	IAO:0000115	Any structural abnormality of the olecranon, a bony eminence of the proximal ulna	Any structural abnormality of the olecranon, a bony eminence of the proximal ulna	NOT_TRANSLATED
en	tr	HP:0004039	IAO:0000115	Any structural abnormality of the portion of the ulna between the epiphysis and the diaphysis	Any structural abnormality of the portion of the ulna between the epiphysis and the diaphysis	NOT_TRANSLATED
en	tr	HP:0004325	IAO:0000115	Abnormally low body weight	Abnormally low body weight	NOT_TRANSLATED
en	tr	HP:0004368	IAO:0000115	Abnormally elevated concentration of a purine compound. Purine compounds are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring	Abnormally elevated concentration of a purine compound. Purine compounds are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring	NOT_TRANSLATED
en	tr	HP:0004369	IAO:0000115	Abnormally reduced concentration of a purine compound. Purine compounds are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring	Abnormally reduced concentration of a purine compound. Purine compounds are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring	NOT_TRANSLATED
en	tr	HP:0004376	IAO:0000115	A family of tumours arising in the embryonal remnants of the sympathetic nervous system, which includes neuroblastoma, ganglioneuroblastoma, and ganglioneuroma	A family of tumours arising in the embryonal remnants of the sympathetic nervous system, which includes neuroblastoma, ganglioneuroblastoma, and ganglioneuroma	NOT_TRANSLATED
en	tr	HP:0004395	IAO:0000115	A deficiency in the intake of energy and nutrients	A deficiency in the intake of energy and nutrients	NOT_TRANSLATED
en	tr	HP:0004396	IAO:0000115	A reduced desire to eat	A reduced desire to eat	NOT_TRANSLATED
en	tr	HP:0004423	IAO:0000115	Cranium bifidum occultum, also known as Catlin mark, is a congenital midline skull defect presenting as an enlarged posterior fontanelle in the upper posterior angle of the parietal bone close to the intersection of the sagittal and lambdoid sutures.1, 2, 3 Cranium bifidum occultum occurs due to a defect in intramembranous ossification, a process through which skull bones (frontal, parietal, squamous temporal and occipital bones superior to the mendosal suture) ossify under a vascularized membrane toward the midline to cover the brain.1, 4, 5 Unlike cranium bifidum cysticum, cranium bifidum occultum does not have herniation of intracranial contents. As the skull grows, the midline cranium bifidum occultum defect is separated into bilateral enlarged parietal foramina (EPF) by a midline osseous bridge	Cranium bifidum occultum, also known as Catlin mark, is a congenital midline skull defect presenting as an enlarged posterior fontanelle in the upper posterior angle of the parietal bone close to the intersection of the sagittal and lambdoid sutures.1, 2, 3 Cranium bifidum occultum occurs due to a defect in intramembranous ossification, a process through which skull bones (frontal, parietal, squamous temporal and occipital bones superior to the mendosal suture) ossify under a vascularized membrane toward the midline to cover the brain.1, 4, 5 Unlike cranium bifidum cysticum, cranium bifidum occultum does not have herniation of intracranial contents. As the skull grows, the midline cranium bifidum occultum defect is separated into bilateral enlarged parietal foramina (EPF) by a midline osseous bridge	NOT_TRANSLATED
en	tr	HP:0004461	IAO:0000115	Pits in the earlobes at the location where ears are typically pierced for earrings	Pits in the earlobes at the location where ears are typically pierced for earrings	NOT_TRANSLATED
en	tr	HP:0004758	IAO:0000115	Polymorphic ventricular arrhythmias of varying morphologythat do not exist under resting conditions but appear only upon physical exercise or catecholamine administration	Polymorphic ventricular arrhythmias of varying morphologythat do not exist under resting conditions but appear only upon physical exercise or catecholamine administration	NOT_TRANSLATED
en	tr	HP:0004887	IAO:0000115	A state of respiratory distress that requires a life saving intervention in the form of gaining airway access and instituting positive pressure ventilation	A state of respiratory distress that requires a life saving intervention in the form of gaining airway access and instituting positive pressure ventilation	NOT_TRANSLATED
en	tr	HP:0004905	IAO:0000115	A reduced concentration of vitamin A	A reduced concentration of vitamin A	NOT_TRANSLATED
en	tr	HP:0004918	IAO:0000115	A form of metabolic acidosis with increased serum chloride levels	A form of metabolic acidosis with increased serum chloride levels	NOT_TRANSLATED
en	tr	HP:0005259	IAO:0000115	Increased range of shoulder movement related to aplasia or hypoplasia of the clavicles that results in the ability to approximate the shoulders in front of the chest	Increased range of shoulder movement related to aplasia or hypoplasia of the clavicles that results in the ability to approximate the shoulders in front of the chest	NOT_TRANSLATED
en	tr	HP:0005311	IAO:0000115	A developmental defect characterized by the lack of formation of the pulmonary blood vessels	A developmental defect characterized by the lack of formation of the pulmonary blood vessels	NOT_TRANSLATED
en	tr	HP:0005317	IAO:0000115	Pulmonary vascular resistance (PVR) more than 3 wood units, as defined by the current definition of pulmonary hypertension. 95% of individuals have a PVR of less than 2.4 wood units	Pulmonary vascular resistance (PVR) more than 3 wood units, as defined by the current definition of pulmonary hypertension. 95% of individuals have a PVR of less than 2.4 wood units	NOT_TRANSLATED
en	tr	HP:0005347	IAO:0000115	Tracheal cartilaginous sleeve (TCS) is a rare congenital airway malformation in which distinct tracheal rings are replaced by a continuous cartilaginous segment. Vertically fused C- or O-shaped cartilaginous rings can extend from the subglottis to the carina or bronchus with little to no pars membranacea posteriorly.nComment:Tracheal cartilaginous sleeve has been associated with various craniosynostosis syndromes	Tracheal cartilaginous sleeve (TCS) is a rare congenital airway malformation in which distinct tracheal rings are replaced by a continuous cartilaginous segment. Vertically fused C- or O-shaped cartilaginous rings can extend from the subglottis to the carina or bronchus with little to no pars membranacea posteriorly.nComment:Tracheal cartilaginous sleeve has been associated with various craniosynostosis syndromes	NOT_TRANSLATED
en	tr	HP:0005445	IAO:0000115	Abnormal increased size of the posterior cranial fossa	Abnormal increased size of the posterior cranial fossa	NOT_TRANSLATED
en	tr	HP:0005575	IAO:0000115	A thrombotic microangiopathy with presence of non-immune, intravascular hemolytic anemia, thrombocytopenia and acute kidney injury. A vicious cycle of complement activation, endothelial cell damage, platelet activation, and thrombosis is the hallmark of the disease	A thrombotic microangiopathy with presence of non-immune, intravascular hemolytic anemia, thrombocytopenia and acute kidney injury. A vicious cycle of complement activation, endothelial cell damage, platelet activation, and thrombosis is the hallmark of the disease	NOT_TRANSLATED
en	tr	HP:0005579	IAO:0000115	Any impairment of reabsorption of chloride by the kidney in order to not lose too much chloride in the urine	Any impairment of reabsorption of chloride by the kidney in order to not lose too much chloride in the urine	NOT_TRANSLATED
en	tr	HP:0005621	IAO:0000115	An anomalous trapezoidal appearance of a vertebral body. A trapezoid is a four-sided shape that has two sides that are parallel and two sides that are not parallel. In this case, the two lateral sides of the vertebra are parallel, and the top and the bottom are slanted with respect to each other such that the vertebra is shorter in the fron or back than on the other side	An anomalous trapezoidal appearance of a vertebral body. A trapezoid is a four-sided shape that has two sides that are parallel and two sides that are not parallel. In this case, the two lateral sides of the vertebra are parallel, and the top and the bottom are slanted with respect to each other such that the vertebra is shorter in the fron or back than on the other side	NOT_TRANSLATED
en	tr	HP:0005750	IAO:0000115	A limitation in the passive range of motion of a joint of the lower limb resulting from loss of elasticity in the periarticular tissues owing to structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules or skin	A limitation in the passive range of motion of a joint of the lower limb resulting from loss of elasticity in the periarticular tissues owing to structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules or skin	NOT_TRANSLATED
en	tr	HP:0005942	IAO:0000115	Diffuse filling of the distal airsspaces of the lungs, the alveoli, with macrophages. Desquamative interstitial pneumonitis (DIP) is characterized additionally by thickend alveolar septa and by a sparse inflammatory infiltrate that often includes plasma cells and occasional eosinophils. The alveoli are lined by plump cuboidal pneumocytes. Lymphoid aggregates may be present	Diffuse filling of the distal airsspaces of the lungs, the alveoli, with macrophages. Desquamative interstitial pneumonitis (DIP) is characterized additionally by thickend alveolar septa and by a sparse inflammatory infiltrate that often includes plasma cells and occasional eosinophils. The alveoli are lined by plump cuboidal pneumocytes. Lymphoid aggregates may be present	NOT_TRANSLATED
en	tr	HP:0005948	IAO:0000115	The presence of multiple lung cysts	The presence of multiple lung cysts	NOT_TRANSLATED
en	tr	HP:0005973	IAO:0000115	Reduced intestinal absorption of fructose. Breath testing after ingestion of fructose has been widely adopted as a standard method of identifying fructose malabsorption and intolerance. A dose of 25 g of fructose dissolved in a 10% solution is generally accepted as the appropriate dose of fructose for clinical use of H2 and CH4 breath testing. High levels of hydrogen in exhaled breath subsequent hours indicate fructose intolerance. Presence of malabsorption and reproduction of symptoms during a breath test provides the best objective evidence and symptom correlation for fructose intolerance	Reduced intestinal absorption of fructose. Breath testing after ingestion of fructose has been widely adopted as a standard method of identifying fructose malabsorption and intolerance. A dose of 25 g of fructose dissolved in a 10% solution is generally accepted as the appropriate dose of fructose for clinical use of H2 and CH4 breath testing. High levels of hydrogen in exhaled breath subsequent hours indicate fructose intolerance. Presence of malabsorption and reproduction of symptoms during a breath test provides the best objective evidence and symptom correlation for fructose intolerance	NOT_TRANSLATED
en	tr	HP:0005979	IAO:0000115	A metabolic acidosis due to accumulation of ketone bodies generally observed in the setting of poor nutritional intake	A metabolic acidosis due to accumulation of ketone bodies generally observed in the setting of poor nutritional intake	NOT_TRANSLATED
en	tr	HP:0005991	IAO:0000115	Reduced abilty to lower the chin towards the chest by bending the neck	Reduced abilty to lower the chin towards the chest by bending the neck	NOT_TRANSLATED
en	tr	HP:0006389	IAO:0000115	Reduced ability to flex (bend) the knee joint	Reduced ability to flex (bend) the knee joint	NOT_TRANSLATED
en	tr	HP:0006433	IAO:0000115	Radial dysplasia, also known as radial longitudinal deficiency, includes radial clubhand and is a disfiguring, and potentially disabling, congenital limb anomaly. The entire upper limb may be involved, although the defect is most evident in the forearm and hand. Affected children suffer a variable degree of hypoplasia or absence of the preaxial skeleton and soft tissues, in particular the thumb, radius, and dorsoradial soft tissues. The hand is usually radially deviated and subluxated off the distal aspect of the ulna, the ulna may be shortened and have a bow-shaped deformity, and there is no true wrist (radiocarpal) joint in Bayne2 type-III and IV radial dysplasia	Radial dysplasia, also known as radial longitudinal deficiency, includes radial clubhand and is a disfiguring, and potentially disabling, congenital limb anomaly. The entire upper limb may be involved, although the defect is most evident in the forearm and hand. Affected children suffer a variable degree of hypoplasia or absence of the preaxial skeleton and soft tissues, in particular the thumb, radius, and dorsoradial soft tissues. The hand is usually radially deviated and subluxated off the distal aspect of the ulna, the ulna may be shortened and have a bow-shaped deformity, and there is no true wrist (radiocarpal) joint in Bayne2 type-III and IV radial dysplasia	NOT_TRANSLATED
en	tr	HP:0006442	IAO:0000115	Underdevelopment or shortening of the end of the fibula (calf bone) nearest the knee	Underdevelopment or shortening of the end of the fibula (calf bone) nearest the knee	NOT_TRANSLATED
en	tr	HP:0006509	IAO:0000115	Tracheal diverticula are blind-ended outpouchings arising from the trachea. They are usually an incidental finding. Occasionally they can mimic pneumomediastinum. Tracheal diverticula are either congenital or acquired, in the latter case the most common causes are prolonged increased intraluminal pressure, e.g. chronic cough, COPD, tracheomalacia, and iatrogenic (e.g. post-surgical)	Tracheal diverticula are blind-ended outpouchings arising from the trachea. They are usually an incidental finding. Occasionally they can mimic pneumomediastinum. Tracheal diverticula are either congenital or acquired, in the latter case the most common causes are prolonged increased intraluminal pressure, e.g. chronic cough, COPD, tracheomalacia, and iatrogenic (e.g. post-surgical)	NOT_TRANSLATED
en	tr	HP:0006516	IAO:0000115	Hypersensitivity pneumonitis involves inhalation of an antigen. This leads to an exaggerated immune response and a following inflammation of the alveoli within the lungs. The main feature of chronic hypersensitivity pneumonitis on lung biopsies is expansion of the interstitium by lymphocytes accompanied by an occasional multinucleated giant cell or loose granuloma. After exposure to the provoking antigen, following symptoms can be seen: fever, chills, malaise, cough, hemoptysis, chest tightness, dyspnea, rash, swelling and headache and can be completely reversible, based on the duration of the illness, categorized as acute (HP:0011009), subacute (HP:0011011), and chronic (HP:0011010)	Hypersensitivity pneumonitis involves inhalation of an antigen. This leads to an exaggerated immune response and a following inflammation of the alveoli within the lungs. The main feature of chronic hypersensitivity pneumonitis on lung biopsies is expansion of the interstitium by lymphocytes accompanied by an occasional multinucleated giant cell or loose granuloma. After exposure to the provoking antigen, following symptoms can be seen: fever, chills, malaise, cough, hemoptysis, chest tightness, dyspnea, rash, swelling and headache and can be completely reversible, based on the duration of the illness, categorized as acute (HP:0011009), subacute (HP:0011011), and chronic (HP:0011010)	NOT_TRANSLATED
en	tr	HP:0006548	IAO:0000115	Pulmonary arteriovenous malformation, a condition most commonly associated with hereditary hemorrhagic telangiectasia, is an abnormal communication between the pulmonary artery and pulmonary vein without an intervening capillary communication. HRCT images usually show a coarse spidery appearance of the peripheral vascular markings in the lungs. More specific findings are obtained in the pulmonary angiogram where the normally invisible capillary phase is replaced by irregular vascular channels bridging the peripheral branches of pulmonary arteries and veins	Pulmonary arteriovenous malformation, a condition most commonly associated with hereditary hemorrhagic telangiectasia, is an abnormal communication between the pulmonary artery and pulmonary vein without an intervening capillary communication. HRCT images usually show a coarse spidery appearance of the peripheral vascular markings in the lungs. More specific findings are obtained in the pulmonary angiogram where the normally invisible capillary phase is replaced by irregular vascular channels bridging the peripheral branches of pulmonary arteries and veins	NOT_TRANSLATED
en	tr	HP:0006813	IAO:0000115	A type of focal clonic seizure characterized by sustained rhythmic jerking rapidly involves one side of the body at seizure onset	A type of focal clonic seizure characterized by sustained rhythmic jerking rapidly involves one side of the body at seizure onset	NOT_TRANSLATED
en	tr	HP:0006821	IAO:0000115	A type of polymicrogyria with a gradient of severity (anterior more severe than posterior) extending from frontal poles posteriorly to precentral gyrus and inferiorly to frontal operculum	A type of polymicrogyria with a gradient of severity (anterior more severe than posterior) extending from frontal poles posteriorly to precentral gyrus and inferiorly to frontal operculum	NOT_TRANSLATED
en	tr	HP:0006825	IAO:0000115	An abnormally pale appearance of the dorsal portion of the gray substance of the spinal cord. This finding can be observed by histological examination	An abnormally pale appearance of the dorsal portion of the gray substance of the spinal cord. This finding can be observed by histological examination	NOT_TRANSLATED
