subject_id	source_language	translation_language	predicate_id	comment	source_value	translation_status	translation_value
HP:0000326	en	fr	rdfs:label	label of HP:0000326 (Abnormality of the maxilla)  ; abnormality of head or neck ; abnormality of the skeletal system	Abnormality of the maxilla	OFFICIAL	Anomalie du maxillaire
HP:0000363	en	fr	rdfs:label	label of HP:0000363 (Abnormality of earlobe)  ; abnormality of the ear	Abnormality of earlobe	OFFICIAL	Anomalie du lobe de l'oreille
HP:0000368	en	fr	rdfs:label	label of HP:0000368 (Low-set, posteriorly rotated ears)  ; abnormality of the ear	Low-set, posteriorly rotated ears	OFFICIAL	Oreilles bas implantées en rotation postérieure
HP:0000372	en	fr	IAO:0000115	definition of HP:0000372 (Abnormality of the auditory canal)  ; abnormality of the ear	An abnormality of the External acoustic tube (also known as the auditory canal)	OFFICIAL	Une anomalie du conduit autitif externe (également connu sous le nom de canal auditif)
HP:0000372	en	fr	rdfs:label	label of HP:0000372 (Abnormality of the auditory canal)  ; abnormality of the ear	Abnormality of the auditory canal	OFFICIAL	Anomalie du canal auditif
HP:0000376	en	fr	IAO:0000115	definition of HP:0000376 (Incomplete partition of the cochlea type II)  ; abnormality of the ear	IWith incomplete partition II, the cochlea consists of 1.5 turns; the apical and middle cochlea turns are undifferentiated and form a cystic apex. The vestibule is normal while the vestibular aqueduct is always enlarged. Developmental arrest occurs at the seventh week of gestation	OFFICIAL	Dans le cas d'une partition II incomplète, la cochlée est constituée de 1,5 tour ; les tours apicaux et médians de la cochlée sont indifférenciés et forment un apex kystique. Le vestibule est normal tandis que l'aqueduc vestibulaire est toujours élargi. L'arrêt du développement se produit à la septième semaine de gestation.
HP:0000377	en	fr	rdfs:label	label of HP:0000377 (Abnormality of the pinna)  ; abnormality of the ear	Abnormality of the pinna	OFFICIAL	Anomalie de l'auricule de l'oreille
HP:0000383	en	fr	rdfs:label	label of HP:0000383 (Abnormality of periauricular region)  ; abnormality of head or neck	Abnormality of periauricular region	OFFICIAL	Anomalie de la région péri-auriculaire
HP:0000415	en	fr	rdfs:label	label of HP:0000415 (Abnormality of the choanae)  ; abnormality of head or neck	Abnormality of the choanae	OFFICIAL	Anomalie des choanes
HP:0000419	en	fr	rdfs:label	label of HP:0000419 (Abnormality of the nasal septum)  ; abnormality of head or neck	Abnormality of the nasal septum	OFFICIAL	Anomalie du septum nasal
HP:0000422	en	fr	rdfs:label	label of HP:0000422 (Abnormality of the nasal bridge)  ; abnormality of head or neck	Abnormality of the nasal bridge	OFFICIAL	Anomalie de l'arête nasale
HP:0000429	en	fr	rdfs:label	label of HP:0000429 (Abnormality of the nasal alae)  ; abnormality of head or neck	Abnormality of the nasal alae	OFFICIAL	Anomalie de l'aile du nez
HP:0000433	en	fr	rdfs:label	label of HP:0000433 (Abnormality of the nasal mucosa)  ; abnormality of head or neck	Abnormality of the nasal mucosa	OFFICIAL	Anomalie de la muqueuse nasale
HP:0000436	en	fr	rdfs:label	label of HP:0000436 (Abnormality of the nasal tip)  ; abnormality of head or neck	Abnormality of the nasal tip	OFFICIAL	Anomalie de l'apex du nez
HP:0000453	en	fr	IAO:0000115	definition of HP:0000453 (Choanal atresia)  ; abnormality of head or neck	Absence or abnormal closure of the choana (the posterior nasal aperture)	OFFICIAL	Absence ou fermeture anormale des choanes (l'ouverture nasale postérieure)
HP:0000474	en	fr	IAO:0000115	definition of HP:0000474 (Thickened nuchal skin fold)  ; abnormality of head or neck ; abnormality of prenatal development or birth	A thickening of the skin thickness in the posterior aspect of the fetal neck. A nuchal fold measurement is obtained in a transverse section of the fetal head at the level of the cavum septum pellucidum and thalami, angled posteriorly to include the cerebellum. The measurement is taken from the outer edge of the occiput bone to the outer skin limit directly in the midline. A measurement 6 mm or more is considered significant between 18 and 24 weeks and a measurement of 5 mm or more is considered significant at 16 to 18 weeks (pmid:16100637)	OFFICIAL	Un épaississement de l'épaisseur de la peau dans la partie postérieure du cou du fœtus. La mesure du pli nucal est obtenue sur une coupe transversale de la tête du fœtus au niveau du septum pellucidum et des thalami, inclinée vers l'arrière pour inclure le cervelet. La mesure est prise du bord externe de l'os occipital à la limite externe de la peau, directement sur la ligne médiane. Une mesure de 6 mm ou plus est considérée comme significative entre 18 et 24 semaines et une mesure de 5 mm ou plus est considérée comme significative entre 16 et 18 semaines (pmid:16100637).
HP:0000483	en	fr	IAO:0000115	definition of HP:0000483 (Astigmatism)  ; abnormality of the eye	A type of astigmatism associated with abnormal curvatures on the anterior and/or posterior surface of the cornea	OFFICIAL	Un type d'astigmatisme associé à des courbures anormales sur la surface antérieure et/ou postérieure de la cornée.
HP:0000517	en	fr	rdfs:label	label of HP:0000517 (Abnormality of the lens)  ; abnormality of the eye	Abnormality of the lens	OFFICIAL	Anomalie du cristallin
HP:0000535	en	fr	rdfs:label	label of HP:0000535 (Sparse and thin eyebrow)  ; abnormality of the integument ; abnormality of head or neck	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	label of HP:0000535 (Sparse and thin eyebrow)  ; abnormality of the integument ; abnormality of head or neck	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	label of HP:0000535 (Sparse and thin eyebrow)  ; abnormality of the integument ; abnormality of head or neck	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	label of HP:0000535 (Sparse and thin eyebrow)  ; abnormality of the integument ; abnormality of head or neck	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000543	en	fr	IAO:0000115	definition of HP:0000543 (Optic disc pallor)  ; abnormality of the eye	A pale yellow discoloration of the optic disk (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression	OFFICIAL	Une coloration jaune pâle du disque optique (zone de la tête du nerf optique dans la rétine). Le disque optique a normalement une teinte rosée avec une dépression centrale jaunâtre.
HP:0000551	en	fr	rdfs:label	label of HP:0000551 (Abnormality of color vision)  ; abnormality of the eye	Abnormality of color vision	OFFICIAL	Vision des couleurs anormale
HP:0000572	en	fr	IAO:0000115	definition of HP:0000572 (Visual loss)  ; abnormality of the eye	Loss of visual acuity (implying that vision was better at a certain timepoint in life). Otherwise the term reduced visual acuity should be used (or a subclass of that)	OFFICIAL	"Perte d'acuité visuelle (impliquant que la vision était meilleure à un certain moment de la vie). Dans le cas contraire, il convient d'utiliser le terme ""acuité visuelle réduite"" (ou une sous-classe de ce terme)."
HP:0000587	en	fr	rdfs:label	label of HP:0000587 (Abnormality of the optic nerve)  ; abnormality of the eye	Abnormality of the optic nerve	OFFICIAL	Anomalie du nerf optique
HP:0000588	en	fr	rdfs:label	label of HP:0000588 (Optic nerve coloboma)  ; abnormality of the eye	Optic nerve coloboma	OFFICIAL	Colobome du nerf optique
HP:0000618	en	fr	IAO:0000115	definition of HP:0000618 (Blindness)  ; abnormality of the eye	Blindness is the condition of lacking visual perception defined as visual perception below 3/60 and/or a visual field of no greater than 10 degress in radius around central fixation	NOT_TRANSLATED	Blindness is the condition of lacking visual perception defined as visual perception below 3/60 and/or a visual field of no greater than 10 degress in radius around central fixation
HP:0000633	en	fr	IAO:0000115	definition of HP:0000633 (Decreased lacrimation)  ; abnormality of the eye	Abnormally decreased lacrimation, that is, reduced ability to produce tears	NOT_TRANSLATED	Abnormally decreased lacrimation, that is, reduced ability to produce tears
HP:0000654	en	fr	IAO:0000115	definition of HP:0000654 (Decreased light- and dark-adapted electroretinogram amplitude)  ; abnormality of the eye	Descreased amplitude of eletrical response upon electroretinography	NOT_TRANSLATED	Descreased amplitude of eletrical response upon electroretinography
HP:0000657	en	fr	IAO:0000115	definition of HP:0000657 (Oculomotor apraxia)  ; abnormality of the nervous system ; abnormality of the eye	Ocular motor apraxia is a deficiency in voluntary, horizontal, lateral, fast eye movements (saccades) with retention of slow pursuit movements. The inability to follow objects visually is often compensated by head movements. There may be decreased smooth pursuit, and cancellation of the vestibulo-ocular reflex	NOT_TRANSLATED	Ocular motor apraxia is a deficiency in voluntary, horizontal, lateral, fast eye movements (saccades) with retention of slow pursuit movements. The inability to follow objects visually is often compensated by head movements. There may be decreased smooth pursuit, and cancellation of the vestibulo-ocular reflex
HP:0000668	en	fr	IAO:0000115	definition of HP:0000668 (Hypodontia)  ; abnormality of head or neck	A developmental anomaly characterized by a reduced number of teeth, whereby up to 6 teeth are missing	NOT_TRANSLATED	A developmental anomaly characterized by a reduced number of teeth, whereby up to 6 teeth are missing
HP:0000674	en	fr	IAO:0000115	definition of HP:0000674 (Anodontia)  ; abnormality of head or neck	The congenital absence of all teeth	NOT_TRANSLATED	The congenital absence of all teeth
HP:0000677	en	fr	IAO:0000115	definition of HP:0000677 (Oligodontia)  ; abnormality of head or neck	A developmental anomaly characterized by a reduced number of teeth, whereby more than 6 teeth are missing	NOT_TRANSLATED	A developmental anomaly characterized by a reduced number of teeth, whereby more than 6 teeth are missing
HP:0000678	en	fr	IAO:0000115	definition of HP:0000678 (Dental crowding)  ; abnormality of head or neck	Overlapping teeth within an alveolar ridge	NOT_TRANSLATED	Overlapping teeth within an alveolar ridge
HP:0000679	en	fr	IAO:0000115	definition of HP:0000679 (Taurodontia)  ; abnormality of head or neck	Increased volume of dental pulp of permanent molar	NOT_TRANSLATED	Increased volume of dental pulp of permanent molar
HP:0000682	en	fr	rdfs:label	label of HP:0000682 (Abnormality of dental enamel)  ; abnormality of head or neck ; abnormality of the skeletal system ; abnormality of connective tissue	Abnormality of dental enamel	OFFICIAL	Anomalie de l'émail dentaire
HP:0000683	en	fr	IAO:0000115	definition of HP:0000683 (Grayish enamel)  ; abnormality of head or neck ; abnormality of the skeletal system ; abnormality of connective tissue	A grey discoloration of the dental enamel	NOT_TRANSLATED	A grey discoloration of the dental enamel
HP:0000692	en	fr	rdfs:label	label of HP:0000692 (Misalignment of teeth)  ; abnormality of head or neck	Misalignment of teeth	OFFICIAL	Mauvais alignement des dents
HP:0000694	en	fr	IAO:0000115	definition of HP:0000694 (Shell teeth)  ; abnormality of head or neck ; abnormality of the skeletal system ; abnormality of connective tissue	A type of dental dysplasia occurring in dentinogenesis imperfecta in which the pulp chambers are enlarged and there is a reduced amount of coronal dentin	NOT_TRANSLATED	A type of dental dysplasia occurring in dentinogenesis imperfecta in which the pulp chambers are enlarged and there is a reduced amount of coronal dentin
HP:0000694	en	fr	rdfs:label	label of HP:0000694 (Shell teeth)  ; abnormality of head or neck ; abnormality of the skeletal system ; abnormality of connective tissue	Shell teeth	OFFICIAL	Dent en coquille
HP:0000695	en	fr	IAO:0000115	definition of HP:0000695 (Natal tooth)  ; abnormality of head or neck	Erupted tooth or teeth at birth	NOT_TRANSLATED	Erupted tooth or teeth at birth
HP:0000706	en	fr	IAO:0000115	definition of HP:0000706 (Unerupted tooth)  ; abnormality of head or neck	The presence of one or more embedded tooth germs which have failed to erupt	NOT_TRANSLATED	The presence of one or more embedded tooth germs which have failed to erupt
HP:0000706	en	fr	rdfs:label	label of HP:0000706 (Unerupted tooth)  ; abnormality of head or neck	Unerupted tooth	OFFICIAL	Dent incluse
HP:0000708	en	fr	IAO:0000115	definition of HP:0000708 (Behavioral abnormality)  ; abnormality of the nervous system	An abnormality of mental functioning including various affective, behavioural, cognitive and perceptual abnormalities	NOT_TRANSLATED	An abnormality of mental functioning including various affective, behavioural, cognitive and perceptual abnormalities
HP:0000708	en	fr	rdfs:label	label of HP:0000708 (Behavioral abnormality)  ; abnormality of the nervous system	Behavioral abnormality	OFFICIAL	Troubles psychiatriques ou comportementaux
HP:0000709	en	fr	IAO:0000115	definition of HP:0000709 (Psychosis)  ; abnormality of the nervous system	A condition characterized by changes of personality and thought patterns often accompanied by hallucinations and delusional beliefs	NOT_TRANSLATED	A condition characterized by changes of personality and thought patterns often accompanied by hallucinations and delusional beliefs
HP:0000710	en	fr	IAO:0000115	definition of HP:0000710 (Hyperorality)  ; abnormality of the nervous system	A tendency or compulsion to examine objects by mouth	NOT_TRANSLATED	A tendency or compulsion to examine objects by mouth
HP:0000711	en	fr	IAO:0000115	definition of HP:0000711 (Restlessness)  ; abnormality of the nervous system	A state of unease characterized by diffuse motor activity or motion subject to limited control, nonproductive or disorganized behavior, and subjective distress	NOT_TRANSLATED	A state of unease characterized by diffuse motor activity or motion subject to limited control, nonproductive or disorganized behavior, and subjective distress
HP:0000712	en	fr	IAO:0000115	definition of HP:0000712 (Emotional lability)  ; abnormality of the nervous system	Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or out of proportion to events and circumstances	NOT_TRANSLATED	Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or out of proportion to events and circumstances
HP:0000713	en	fr	IAO:0000115	definition of HP:0000713 (Agitation)  ; abnormality of the nervous system	A state of exceeding restlessness and excessive motor activity associated with mental distress or a feeling of inner tension	NOT_TRANSLATED	A state of exceeding restlessness and excessive motor activity associated with mental distress or a feeling of inner tension
HP:0000716	en	fr	IAO:0000115	definition of HP:0000716 (Depressivity)  ; abnormality of the nervous system	Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior	NOT_TRANSLATED	Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior
HP:0000716	en	fr	rdfs:label	label of HP:0000716 (Depressivity)  ; abnormality of the nervous system	Depressivity	OFFICIAL	Dépression
HP:0000718	en	fr	IAO:0000115	definition of HP:0000718 (Aggressive behavior)  ; abnormality of the nervous system	Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself	NOT_TRANSLATED	Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself
HP:0000720	en	fr	rdfs:label	label of HP:0000720 (Mood swings)  ; abnormality of the nervous system	Mood swings	OFFICIAL	Instabilite emotionnelle
HP:0000722	en	fr	IAO:0000115	definition of HP:0000722 (Obsessive-compulsive behavior)  ; abnormality of the nervous system	Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV)	NOT_TRANSLATED	Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV)
HP:0000722	en	fr	rdfs:label	label of HP:0000722 (Obsessive-compulsive behavior)  ; abnormality of the nervous system	Obsessive-compulsive behavior	OFFICIAL	Trouble obsessionnel compulsif
HP:0000723	en	fr	IAO:0000115	definition of HP:0000723 (Restrictive behavior)  ; abnormality of the nervous system	Behavior characterized by an abnormal limitation to few interests and activities	NOT_TRANSLATED	Behavior characterized by an abnormal limitation to few interests and activities
HP:0000728	en	fr	rdfs:label	label of HP:0000728 (Impaired ability to form peer relationships)  ; abnormality of the nervous system	Impaired ability to form peer relationships	OFFICIAL	Altération de la capacité à nouer des relations avec ses pairs
HP:0000732	en	fr	rdfs:label	label of HP:0000732 (Inflexible adherence to routines or rituals)  ; abnormality of the nervous system	Inflexible adherence to routines or rituals	OFFICIAL	Adhérence inflexible aux routines et aux rituels
HP:0000733	en	fr	IAO:0000115	definition of HP:0000733 (Stereotypy)  ; abnormality of the nervous system	A stereotypy is a repetitive, simple movement that can be voluntarily suppressed. Stereotypies are typically simple back-and-forth movements such as waving of flapping the hands or arms, and they do not involve complex sequences or movement fragments. Movement is often but not always rhythmic and may involve fingers, wrists, or more proximal portions of the upper extremity. The lower extremity is not typically involved. Stereotypies are more commonly bilateral than unilateral	NOT_TRANSLATED	A stereotypy is a repetitive, simple movement that can be voluntarily suppressed. Stereotypies are typically simple back-and-forth movements such as waving of flapping the hands or arms, and they do not involve complex sequences or movement fragments. Movement is often but not always rhythmic and may involve fingers, wrists, or more proximal portions of the upper extremity. The lower extremity is not typically involved. Stereotypies are more commonly bilateral than unilateral
HP:0000733	en	fr	rdfs:label	label of HP:0000733 (Stereotypy)  ; abnormality of the nervous system	Stereotypy	OFFICIAL	Stéréotypie
HP:0000733	en	fr	rdfs:label	label of HP:0000733 (Stereotypy)  ; abnormality of the nervous system	Stereotypy	OFFICIAL	Stéréotypie
HP:0000734	en	fr	IAO:0000115	definition of HP:0000734 (Disinhibition)  ; abnormality of the nervous system	A lack of restraint manifested in several ways, including disregard for social conventions, impulsivity, and poor risk assessment	NOT_TRANSLATED	A lack of restraint manifested in several ways, including disregard for social conventions, impulsivity, and poor risk assessment
HP:0000735	en	fr	rdfs:label	label of HP:0000735 (Impaired social interactions)  ; abnormality of the nervous system	Impaired social interactions	OFFICIAL	Perturbation des interactions sociales
HP:0000736	en	fr	IAO:0000115	definition of HP:0000736 (Short attention span)  ; abnormality of the nervous system	Reduced attention span characterized by distractibility and impulsivity but not necessarily satisfying the diagnostic criteria for attention deficit hyperactivity disorder	NOT_TRANSLATED	Reduced attention span characterized by distractibility and impulsivity but not necessarily satisfying the diagnostic criteria for attention deficit hyperactivity disorder
HP:0000738	en	fr	IAO:0000115	definition of HP:0000738 (Hallucinations)  ; abnormality of the nervous system	Perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space	NOT_TRANSLATED	Perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space
