source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	3-4 finger syndactyly	HP:0006097	rdfs:label	de	3-4-Finger-Syndaktylie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Intellectual disability, borderline	HP:0006889	rdfs:label	de	Geistige Behinderung, grenzwertig	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal aggressive, impulsive or violent behavior	HP:0006919	rdfs:label	de	Abnormes aggressives, impulsives oder gewalttätiges Verhalten	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hyperreflexia in upper limbs	HP:0007350	rdfs:label	de	Hyperreflexie in den oberen Gliedmaßen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Bone spicule pigmentation of the retina	HP:0007737	rdfs:label	de	Pigmentierung der Netzhaut durch Knochennadeln	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypopigmentation of the fundus	HP:0007894	rdfs:label	de	Hypopigmentierung des Augenhintergrunds	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Exudative retinopathy	HP:0007898	rdfs:label	de	Exsudative Retinopathie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Retinal arteriolar constriction	HP:0008043	rdfs:label	de	Verengung der retinalen Arteriolen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased circulating IgG2 level	HP:0008348	rdfs:label	de	Verminderter zirkulierender IgG2-Spiegel	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Infantile muscular hypotonia	HP:0008947	rdfs:label	de	Infantile Muskelhypotonie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Proximal muscle weakness in lower limbs	HP:0008994	rdfs:label	de	Proximale Muskelschwäche in den unteren Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Proximal muscle weakness in upper limbs	HP:0008997	rdfs:label	de	Proximale Muskelschwäche in den oberen Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Infantile axial hypotonia	HP:0009062	rdfs:label	de	Achsenhypotonie bei Säuglingen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Chronic oral candidiasis	HP:0009098	rdfs:label	de	Chronische orale Candidose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Symphalangism of the thumb	HP:0009656	rdfs:label	de	Symphalangismus des Daumens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Symphalangism affecting the phalanges of the hand	HP:0009773	rdfs:label	de	Symphalangismus, der die Phalangen der Hand betrifft	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Symphalangism affecting the phalanges of the hallux	HP:0010064	rdfs:label	de	Symphalangismus, der die Phalangen des Hallux betrifft	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal immunoglobulin level	HP:0010701	rdfs:label	de	Abnormaler Immunglobulinspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased circulating antibody level	HP:0010702	rdfs:label	de	Erhöhter zirkulierender Antikörperspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	1-2 finger syndactyly	HP:0010704	rdfs:label	de	Syndaktylie von 1-2 Fingern	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Intellectual disability, severe	HP:0010864	rdfs:label	de	Geistige Behinderung, schwer	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal blood sodium concentration	HP:0010931	rdfs:label	de	Abnormale Natriumkonzentration im Blut	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Abnormal B cell count	HP:0010975	rdfs:label	de	Abnormale B-Zellen-Zahl	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	B lymphocytopenia	HP:0010976	rdfs:label	de	B-Lymphozytopenie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal blood potassium concentration	HP:0011042	rdfs:label	de	Abnorme Kaliumkonzentration im Blut	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Caesarian section	HP:0011410	rdfs:label	de	Kaiserschnitt	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal blood chloride concentration	HP:0011422	rdfs:label	de	Abnormale Chloridkonzentration im Blut	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Right bundle branch block	HP:0011712	rdfs:label	de	Rechtsschenkelblock	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal T cell count	HP:0011839	rdfs:label	de	Abnorme T-Zellen-Zahl	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Neutrophilia	HP:0011897	rdfs:label	de	Neutrophilie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Bronchiolitis	HP:0011950	rdfs:label	de	Bronchiolitis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Low serum calcitriol	HP:0012052	rdfs:label	de	Niedriges Serum-Calcitriol	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced natural killer cell activity	HP:0012178	rdfs:label	de	Verminderte Aktivität der natürlichen Killerzellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Onychomycosis	HP:0012203	rdfs:label	de	Onychomykose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Monocytosis	HP:0012311	rdfs:label	de	Monozytose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased specific pneumococcal antibody level	HP:0012476	rdfs:label	de	Verminderter spezifischer Antikörperspiegel gegen Pneumokokken	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced social reciprocity	HP:0012760	rdfs:label	de	Verminderte soziale Reziprozität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Elevated haptoglobin level	HP:0020180	rdfs:label	de	Erhöhter Haptoglobinspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced haptoglobin level	HP:0020181	rdfs:label	de	Verminderter Haptoglobinspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Anti-acetylcholine receptor antibody positivity	HP:0030208	rdfs:label	de	Anti-Acetylcholinrezeptor-Antikörper-Positivität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypersexuality	HP:0030214	rdfs:label	de	Hypersexualität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Retinal thinning	HP:0030329	rdfs:label	de	Netzhautausdünnung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal serum insulin-like growth factor 1 level	HP:0030352	rdfs:label	de	Abnormaler Serumspiegel des insulinähnlichen Wachstumsfaktors 1	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased proportion of memory B cells	HP:0030374	rdfs:label	de	Verminderter Anteil an Gedächtnis-B-Zellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Increased proportion of transitional B cells	HP:0030381	rdfs:label	de	Erhöhter Anteil an Übergangs-B-Zellen	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Decreased proportion of class-switched memory B cells	HP:0030388	rdfs:label	de	Verminderter Anteil an klassenverschiedenen B-Gedächtniszellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased C-peptide level	HP:0030796	rdfs:label	de	Erhöhter C-Peptidspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Arteria lusoria	HP:0031014	rdfs:label	de	Arteria lusoria	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased cirrculating antimullerian hormone circulation	HP:0031103	rdfs:label	de	Verminderte Anti-Müller-Hormon-Konzentration	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Cor triatrium sinister	HP:0031134	rdfs:label	de	Cor triatrium sinister	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased circulating NT-proBNP concentration	HP:0031185	rdfs:label	de	Erhöhte zirkulierende NT-proBNP-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Unroofed coronary sinus	HP:0031297	rdfs:label	de	Koronarsinusdefekt	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Decreased lymphocyte proliferation in response to mitogen	HP:0031381	rdfs:label	de	Verminderte Lymphozytenproliferation als Reaktion auf Mitogene	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal proportion of CD4-positive T cells	HP:0031392	rdfs:label	de	Abnormaler Anteil an CD4-positiven T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal proportion of CD8-positive T cells	HP:0031393	rdfs:label	de	Abnormaler Anteil von CD8-positiven T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced antigen-specific T cell proliferation	HP:0031402	rdfs:label	de	Verminderte antigenspezifische T-Zell-Proliferation	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased circulating beta-C-terminal telopeptide concentration	HP:0031425	rdfs:label	de	Erhöhte zirkulierende beta-C-terminale Telopeptidkonzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal HDL cholesterol concentration	HP:0031888	rdfs:label	de	Abnormale HDL-Cholesterin-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased proportion of plasmablasts	HP:0032128	rdfs:label	de	Erhöhter Anteil an Plasmablasten	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Decreased circulating total IgG	HP:0032132	rdfs:label	de	Verminderte zirkulierende Gesamt-IgG	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Molluscum contagiosum	HP:0032163	rdfs:label	de	Molluscum contagiosum	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased proportion of memory T cells	HP:0032183	rdfs:label	de	Verminderter Anteil an Gedächtnis-T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased proportion of CD4-positive T cells	HP:0032218	rdfs:label	de	Verringertes Verhältnis von CD4-positiven T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased circulating creatine kinase MM isoform	HP:0032234	rdfs:label	de	Erhöhte zirkulierende Kreatinkinase-MM-Isoform	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Histoplasmosis	HP:0032256	rdfs:label	de	Histoplasmose	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Increased circulating IgG2 level	HP:0032299	rdfs:label	de	Erhöhter zirkulierender IgG2-Spiegel	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Elevated circulating soluble CD25 concentration	HP:0033833	rdfs:label	de	Erhöhter Blutspiegel des zirkulierenden löslichen CD25	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Paget disease of bone	HP:0034159	rdfs:label	de	Paget-Krankheit der Knochen	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Reduced galactocerebrosidase activity	HP:0034322	rdfs:label	de	Reduzierte Galactocerebrosidase-Aktivität	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Abnormal circulating creatine kinase concentration	HP:0040081	rdfs:label	de	Abnorme zirkulierende Kreatinkinase-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating renin	HP:0040084	rdfs:label	de	Anormales zirkulierendes Renin	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Abnormal circulating aldosterone	HP:0040085	rdfs:label	de	Anormaler Aldosteronspiegel	OFFICIAL	orcid:0000-0002-9746-4412	TECHNICAL_SPECIALIST	2024-12-10	
en	Abnormal blood folate concentration	HP:0040087	rdfs:label	de	Abnorme Folsäurekonzentration im Blut	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal natural killer cell count	HP:0040089	rdfs:label	de	Abnormale Anzahl natürlicher Killerzellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced natural killer cell count	HP:0040218	rdfs:label	de	Verringertes Vorkommen natürlicher Killerzellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Fractured elbow	HP:0041219	rdfs:label	de	Ellbogenfraktur	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Abnormal blood phosphate concentration	HP:0100529	rdfs:label	de	Abnormale Phosphatkonzentration im Blut	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypersomnia	HP:0100786	rdfs:label	de	Hypersomnie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Lymphocytosis	HP:0100827	rdfs:label	de	Lymphozytose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased T cell count	HP:0100828	rdfs:label	de	Erhöhte Anzahl von T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal emotion	HP:0100851	rdfs:label	de	Abnorme Emotionen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal radial ray morphology	HP:0410049	rdfs:label	de	Abnorme Morphologie der Radialstrahlen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal glucose-6-phosphate dehydrogenase level in blood	HP:0410177	rdfs:label	de	Abnormaler Glukose-6-Phosphat-Dehydrogenase-Spiegel im Blut	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating IgA level	HP:0410240	rdfs:label	de	Abnormaler zirkulierender IgA-Spiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating IgG level	HP:0410242	rdfs:label	de	Abnormaler zirkulierender IgG-Spiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating IgM level	HP:0410243	rdfs:label	de	Abnormaler zirkulierender IgM-Spiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased specific antibody response to polysaccharide vaccine	HP:0410299	rdfs:label	de	Verminderte spezifische Antikörperreaktion auf Polysaccharid-Impfstoff	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Partial absence of specific antibody response to unconjugated pneumococcus vaccine	HP:0410301	rdfs:label	de	Teilweise fehlende spezifische Antikörperreaktion auf unkonjugierten Pneumokokken-Impfstoff	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	HP:0410305	rdfs:label	de	Teilweises Fehlen einer spezifischen Antikörperreaktion auf den Impfstoff gegen Haemophilus influenzae Typ b (Hib)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased proportion of naive CD8 T cells	HP:0410377	rdfs:label	de	Verminderter Anteil an naiven CD8-T-Zellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Decreased proportion of CD4-positive, alpha-beta memory T cells	HP:0410386	rdfs:label	de	Verminderter Anteil an CD4-positiven, alpha-beta-Gedächtnis-T-Zellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Decreased proportion of central memory CD8-positive, alpha-beta T cells	HP:0410389	rdfs:label	de	Verminderter Anteil an CD8-positiven, alpha -beta T-Zellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Increased proportion of effector memory CD8-positive, alpha-beta T cells	HP:0410395	rdfs:label	de	Erhöhter Anteil an Effektor-Gedächtnis-CD8-positiven, Alpha-Beta-T-Zellen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Small joint hypermobilty	HP:0430046	rdfs:label	de	Hypermobilität der kleinen Gelenke	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Large joint hypermobilty	HP:0430047	rdfs:label	de	Hypermobilität großer Gelenke	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Increased proportion of CD8-positive, alpha-beta TEMRA T cells	HP:0500265	rdfs:label	de	Erhöhter Anteil an CD8-positiven, alpha-beta-TEMRA-T-Zellen	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Decreased proportion of gamma-delta T cells	HP:0500271	rdfs:label	de	Verringertes Verhältnis von Gamma-Delta-T-Zellen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal affect	HP:5200261	rdfs:label	de	Abnormaler Affekt	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Forearm	HP:6000299	rdfs:label	de	Unterarm	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Reduced circulating NT-proANP concentration	HP:6000693	rdfs:label	de	Verminderte zirkulierende NT-proANP-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
