source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	tr	HP:0000712	IAO:0000115	Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or out of proportion to events and circumstances	Dengesiz duygusal deneyimler ve duygu durumunda sık değişiklikler; kolayca ortaya çıkan, yoğun ve/veya olaylara ve durumlara orantısız duygular	OFFICIAL
en	tr	HP:0000713	IAO:0000115	A state of exceeding restlessness and excessive motor activity associated with mental distress or a feeling of inner tension	Aşırı huzursuzluk ve aşırı motor aktivitesi ile ilişkili zihinsel sıkıntı veya bir iç gerginlik hissi hali	OFFICIAL
en	tr	HP:0000716	IAO:0000115	Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior	Yaygın disforik duygu durumu, ilgi kaybı ve memnuniyet tecrübe etmede yetersizlik ile karakterize bir durum	OFFICIAL
en	tr	HP:0000718	IAO:0000115	Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself	Saldırgan davranış nesnelere karşı sözlü saldırı, fiziki saldırı, insanlara karşı fiziki saldırı anlamına gelebilir ve kendine karşı saldırganlığı da içerebilir	OFFICIAL
en	tr	HP:0000722	IAO:0000115	Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV)	Zaman tükettirecek (günde bir saatten fazla) kadar ciddi veya belirgin sıkıntı veya anlamlı bozukluğa sebep olan tekrarlayıcı obsesyon veya kompülsiyonlar (DSM-IV)	OFFICIAL
en	tr	HP:0000722	rdfs:label	Obsessive-compulsive behavior	Obsesif-kompulsif davranış	OFFICIAL
en	tr	HP:0000723	IAO:0000115	Behavior characterized by an abnormal limitation to few interests and activities	Anormal şekilde bir kaç aktiviteye ve ilgiye sınırlandırılması ile karakterize davranış	OFFICIAL
en	tr	HP:0000732	rdfs:label	Inflexible adherence to routines or rituals	Rutin veya ritüellere katı bağlılık	OFFICIAL
en	tr	HP:0000733	IAO:0000115	A stereotypy is a repetitive, simple movement that can be voluntarily suppressed. Stereotypies are typically simple back-and-forth movements such as waving of flapping the hands or arms, and they do not involve complex sequences or movement fragments. Movement is often but not always rhythmic and may involve fingers, wrists, or more proximal portions of the upper extremity. The lower extremity is not typically involved. Stereotypies are more commonly bilateral than unilateral	Stereotipi istemli olarak baskılanabilen tekrarlayan, basit harekettir. Stereotipiler sallanma, el veya kolları çırpma gibi tipik olarak basit ileri ve geri hareketlerdir ve karmaşık diziler veya hareket bölümlerini içermez. Hareket sıklıkla ama her zaman olmayan şekilde ritmiktir ve parmakları, el bileklerini veya üst ekstremitenin daha proksimal kısımlarını içerebilir. Alt ekstremite tipik olarak dahil olmaz. Stereotipiler tek taraflı olmaktan ziyade çoğunlukla iki taraflıdır	OFFICIAL
en	tr	HP:0000733	rdfs:label	Motor stereotypy	Stereotipi	CANDIDATE
en	tr	HP:0000734	IAO:0000115	A lack of restraint manifested in several ways, including disregard for social conventions, impulsivity, and poor risk assessment	Sosyal adetlere aldırmama, dürtüsellik ve zayıf risk değerlendirmesi gibi çeşitli yollarla belirti veren bir kısıtlama eksikliği	OFFICIAL
en	tr	HP:0000735	rdfs:label	Impaired social interactions	Azalmış sosyal etkileşimler	OFFICIAL
en	tr	HP:0000736	IAO:0000115	Reduced attention span characterized by distractibility and impulsivity but not necessarily satisfying the diagnostic criteria for attention deficit hyperactivity disorder	Dikkat dağınıklığı ve dürtüsellik ile karakterize fakat dikkat eksikliği hiperaktivite bozukluğu tanı kritelerine uymayan azalmış dikkat süresi	OFFICIAL
en	tr	HP:0000737	IAO:0000115	A proneness to anger, i.e., a condition of being easily bothered or annoyed	A proneness to anger, i.e., a condition of being easily bothered or annoyed	NOT_TRANSLATED
en	tr	HP:0000738	IAO:0000115	Perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space	Gerçek algının niteliğine sahip dış uyaran yokluğunda canlı, maddesel ve dış öznel boşlukta yer alan bilinçli ve uyanık durumdaki algılar	OFFICIAL
en	tr	HP:0000739	IAO:0000115	Intense feelings of nervousness, tenseness, or panic, often in reaction to interpersonal stresses; worry about the negative effects of past unpleasant experiences and future negative possibilities; feeling fearful, apprehensive, or threatened by uncertainty; fears of falling apart or losing control	Genellikle bireyler arası strese tepki olarak sinirlilik, gerginlik veya panik duygularının yoğun hissedilmesi, geçmişteki hoş olmayan deneyimlerin olumsuz etkileri ve gelecekteki olumsuz olasılıklar konusunda endişelenmek; kararsızlıklar nedeniyle korku, kaygı veya belirsizlik içinde hissetmek; dağılma veya kontrolünü kaybetme korkuları içinde olmak	OFFICIAL
en	tr	HP:0000740	IAO:0000115	Recurrent attacks of severe anxiety, whose occurence is not restricted to any particular situation or set of circumstances and is therefore unpredictable	Ortaya çıkışı özel bir durumdan veya bir dizi koşul tarafından sınırlanmayan ve dolayısı ile öngörülemeyen tekrarlayan ciddi anksiyete atakları	OFFICIAL
en	tr	HP:0000744	IAO:0000115	The feeling of frustration can be defined as an emotional reaction that occurs if a desired goal is not achieved. Frustration intolerance is defined as an age-inappropriate response to frustration characterized by crying or temper tantrums (in children) or aggressive or other undesirable behaviors	Hayal kırıklığı hissi, arzulanan amaca ulaşılmadığında myedana gelen duygusal tepki olarak tanımlanabilir. Hayal kırıklığı tahammülsüzlüğü ağlama veya öfke nöbeti (çocuklarda) veya saldırgan veya istenmeyen diğer davranışlar ile karakterize olan hayal kırıklığına yaşa uygun olmayan yanıt olarak tanımlanır	OFFICIAL
en	tr	HP:0000745	IAO:0000115	A reduction in goal-directed behavior, that is, motivation, the determinant of behavior and adaptation that allows individuals to get started, be energized to perform a sustained and directed action	Davranışın belirleyicisi ve bireylerin harekete geçmesine izin veren uyum, sürdürülebilir ve yönlenmiş eylem göstermeye enerji sarf eden amaç odaklı davranış olan motivasyonda azalma	OFFICIAL
en	tr	HP:0000746	IAO:0000115	A false belief that is held despite evidence to the contrary	Patolojik olan ve karşıt kanıt olmasına rağmen inanılmaya devam edilen inanç	CANDIDATE
en	tr	HP:0000746	rdfs:label	Delusions	Sanrılar	OFFICIAL
en	tr	HP:0000752	IAO:0000115	Hyperactivity is a state of constantly being unusually or abnormally active, including in situations in which it is not appropriate	Hiperaktivite, uygun olmayan durumlar dahil sabit olarak olağan dışı veya anormal olarak aktif olma hali	OFFICIAL
en	tr	HP:0000756	IAO:0000115	A type of anxiety disorder characterized by avoidance of public places, especially where crowds gather	Topluma açık ve özellikle kalabalık yerlerden sakınma ile karakterize bir tür anksiyete bozukluğu	OFFICIAL
en	tr	HP:0000758	IAO:0000115	Any abnormal nonverbal communication, such as reduced use of eye-to-eye gaze, atypical facial expressions, body posture, and gestures	Örneğin göz göze bakış, yüz ifadesi, vücut postürü ve işareti gibi iletişim için sözlü olmayan davranışların kullanımında azalmış kabiliyet	CANDIDATE
en	tr	HP:0000777	rdfs:label	Abnormality of the thymus	Timus anormalliği	OFFICIAL
en	tr	HP:0000798	rdfs:label	Oligospermia	Oligospermi	OFFICIAL
en	tr	HP:0000817	IAO:0000115	Difficulty in looking at another person in the eye	Diğer bir insanın gözüne bakmada zorluk	OFFICIAL
en	tr	HP:0000817	rdfs:label	Poor eye contact	Zayıf göz teması	OFFICIAL
en	tr	HP:0000897	IAO:0000115	A row of beadlike prominences at the junction of a rib and its cartilage (i.e., enlarged costochondral joints), resembling a rosary	Kaburga ve kaburga kıkırdağının bileşkesinde boncuk benzeri belirtilerin tesbihi andırır dizilimi	CANDIDATE
en	tr	HP:0000923	rdfs:label	Beaded ribs	Boncuklu kaburga	OFFICIAL
en	tr	HP:0000964	IAO:0000115	Eczema is a form of dermatitis. The term eczema is broadly applied to a range of persistent skin conditions and can be related to a number of underlying conditions. Manifestations of eczema can include dryness and recurring skin rashes with redness, skin edema, itching and dryness, crusting, flaking, blistering, cracking, oozing, or bleeding	Egzema bir dermatit formudur. Egzema terimi geniş olarak ısrarcı deri durumları için kullanılmaktadır ve altta yatan bir çok durum ile ilişkili olabilir. Egzema belirtileri kuruluk ve tekrar eden kızarıklıkla olan deri döküntüleri, deri ödemi, kaşınma ve kuruluk, kabuklanma, pul pul dökülme, kabarcıklanma, çatlama, sızdırma veya kanama gibi bulguları içerebilir	OFFICIAL
en	tr	HP:0000964	rdfs:label	Eczema	Egzema	OFFICIAL
en	tr	HP:0000976	rdfs:label	Eczematoid dermatitis	Egzematoid dermatit	OFFICIAL
en	tr	HP:0001067	IAO:0000115	The presence of multiple cutaneous neurofibromas	Çoklu kutanöz nörofibromların varlığı	OFFICIAL
en	tr	HP:0001067	rdfs:label	Neurofibromas	Nörofibromlar	OFFICIAL
en	tr	HP:0001141	IAO:0000115	Severe reduction of the ability to see defined as visual acuity less than 6/60 (20/200 in US notation; 0.1 in decimal notation) but at least 3/60 (20/400 in US notation; 0.05 in decimal notation)	Görme keskinliğinin 6/60'dan az (20/200 ABD'deki sistem; 0.1 ondalık sistem) fakat en az 3/60 (20/400 ABD'deki sistem; 0.05 ondalık sistem) olması şeklinde tanımlanan görme kabiliyetinin ciddi azalması	OFFICIAL
en	tr	HP:0001167	rdfs:label	Abnormality of finger	Parmak anormalliği	OFFICIAL
en	tr	HP:0001180	rdfs:label	Hand oligodactyly	El oligodaktilisi	OFFICIAL
en	tr	HP:0001218	IAO:0000115	Spontaneous detachment (amputation) of an appendage from the body	Bir uzantının vücuttan spontan ayrılması (ampütasyon)	OFFICIAL
en	tr	HP:0001249	IAO:0000115	Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70	Gelişimsel dönem esnasında köken alan normalin altında entellektüel fonsiyon. Entellektüel yetersizlik, önceden zeka geriliği olarak anılıyordu, IQ skorlarının 70'in altında olması olarak tanımlanmaktadır	OFFICIAL
en	tr	HP:0001254	IAO:0000115	A state of disinterestedness, listlessness, and indifference, resulting in difficulty performing simple tasks or concentrating	Basit eylemleri yerine getirmede veya konsantre olmada güçlük ile sonuçlanan ilgisizlik, uyuşukluk ve aldırmazlık hali	OFFICIAL
en	tr	HP:0001259	IAO:0000115	Complete absence of wakefulness and content of conscience, which manifests itself as a lack of response to any kind of external stimuli	Herhangi bir dış uyarana yanıt yokluğu ile kendini gösteren uyanıklık ve bilinç içeriğinin tamamen yokluğu	OFFICIAL
en	tr	HP:0001279	IAO:0000115	Syncope refers to a generalized weakness of muscles with loss of postural tone, inability to stand upright, and loss of consciousness. Once the patient is in a horizontal position, blood flow to the brain is no longer hindered by gravitation and consciousness is regained. Unconsciousness usually lasts for seconds to minutes. Headache and drowsiness (which usually follow seizures) do not follow a syncopal attack. Syncope results from a sudden impairment of brain metabolism usually due to a reduction in cerebral blood flow	Senkop, duruş tonusunun kaybı, ayakta duramama ve bilinç kaybı ile genel bir zayıflığa denmektedir. Hasta yatay pozisyona geldiğinde, beyine olan kan akışı daha fazla yer çekimi ile engellenmez ve bilinç geri kazanılır. Bilinçsizlik sıklıkla saniyeler ya da dakikalar içinde sonlanır. Baş ağrısı ve sersemlik (genellikle nöbeti takip eder) senkop atağını takip etmez. Senkop serebral kan akışının azalmasına bağlı olarak beyin metabolizmasının ani bozulması ile meydana gelir	OFFICIAL
en	tr	HP:0001382	IAO:0000115	The ability of a joint to move beyond its normal range of motion	Bir eklemin normal hareket aralığının ötesine hareket etme kabiliyeti	OFFICIAL
en	tr	HP:0001388	rdfs:label	Joint laxity	Eklem gevşekliği	OFFICIAL
en	tr	HP:0001426	IAO:0000115	A mode of inheritance that depends on a mixture of major and minor genetic determinants possibly together with environmental factors. Diseases inherited in this manner are termed complex diseases	Majör ve minör genetik katkılar ve muhtemelen çevresel faktörlerin bir karışımına dayanan bir kalıtım tipi. Bu şekilde kalıtılan hastalıklar kompleks hastalıklar olarak tanımlanır	OFFICIAL
en	tr	HP:0001426	rdfs:label	Multifactorial inheritance	Multifaktöryel kalıtım	OFFICIAL
en	tr	HP:0001428	rdfs:label	Somatic mutation	Somatik mutasyon	OFFICIAL
en	tr	HP:0001430	rdfs:label	Abnormality of the calf musculature	Baldır kas yapısı anormalliği	OFFICIAL
en	tr	HP:0001441	rdfs:label	Abnormality of the musculature of the thigh	Uyluk kas yapısının anormalliği	OFFICIAL
en	tr	HP:0001442	IAO:0000115	The presence of genetically distinct populations of somatic cells in a given organism caused by DNA mutations, epigenetic alterations of DNA, chromosomal abnormalities or the spontaneous reversion of inherited mutations	Bir organizmada DNA mutasyonları, DNA'nın epigenetik değişiklikleri, kromozom anormallikleri veya kalıtılmış mutasyonların spontan reverziyonları tarafından oluşan genetik olarak ayrı somatik hücre popülasyon varlığı	OFFICIAL
en	tr	HP:0001442	rdfs:label	Somatic mosaicism	Somatik mozaisizm	OFFICIAL
en	tr	HP:0001444	rdfs:label	Autosomal dominant somatic cell mutation	Otozomal dominant somatik hücre mutasyonu	OFFICIAL
en	tr	HP:0001611	IAO:0000115	A type of speech characterized by the presence of an abnormally increased nasal airflow during speech	Konuşma sırasında anormal şekilde artmış burun hava akımın varlığı ile karakterize bir tip konuşma	OFFICIAL
en	tr	HP:0001611	rdfs:label	Nasal speech	Burundan konuşma	OFFICIAL
en	tr	HP:0001618	IAO:0000115	An impairment in the ability to produce voice sounds	Ses üretme kabiliyetinde bir bozukluk	OFFICIAL
en	tr	HP:0001751	rdfs:label	Vestibular dysfunction	Vestibüler disfonksiyon	OFFICIAL
en	tr	HP:0001756	IAO:0000115	Reduced functioning of the vestibular apparatus	Vestibüler aparatın işlevinin azalması	OFFICIAL
en	tr	HP:0001761	IAO:0000115	The presence of an unusually high plantar arch. Also called high instep, pes cavus refers to a distinctly hollow form of the sole of the foot when it is bearing weight	Alışılmadık biçimde yüksek plantar ark varlığı. Yüksek tarak olarak da adlandırılır, pes kavus ağırlığa maruz kaldığında ayak tabanında açıkça boşluk olmasına denir	OFFICIAL
en	tr	HP:0001780	rdfs:label	Abnormality of toe	Ayak parmağı anormalliği	OFFICIAL
en	tr	HP:0001844	rdfs:label	Abnormality of the hallux	Ayak baş parmağı anormalliği	OFFICIAL
en	tr	HP:0001868	IAO:0000115	Spontaneous detachment of a foot from the body	Ayağın, vücuttan kendiliğinden ayrılması	OFFICIAL
en	tr	HP:0002006	rdfs:label	Facial cleft	Yüz yarığı	OFFICIAL
en	tr	HP:0002039	IAO:0000115	A lack or loss of appetite for food (as a medical condition)	Yiyecek için iştah eksikliği ya da kaybı (tıbbi bir durum olarak)	OFFICIAL
en	tr	HP:0002047	IAO:0000115	Malignant hyperthermia is characterized by a rapid increase in temperature to 39-42 degrees C in response to inhalational anesthetics such as halothane or to muscle relaxants such as succinylcholine	Malign hipertermi halotan gibi inhalasyon anestezik maddelere ya da süksinikolin gibi kas gevşeticilere cevap olarak sıcaklığın 39-42 C dereceye hızla çıkışı ile karakterizedir	OFFICIAL
en	tr	HP:0002062	rdfs:label	Morphological abnormality of the pyramidal tract	Piramidal yolun morfolojik anormalliği	OFFICIAL
en	tr	HP:0002143	IAO:0000115	An abnormality of the spinal cord (myelon)	Omuriliğin (myelon) bir anormalliği	OFFICIAL
en	tr	HP:0002143	rdfs:label	Abnormality of the spinal cord	Omuriliğin anormalliği	OFFICIAL
en	tr	HP:0002151	rdfs:label	Increased serum lactate	Artmış serum laktatı	OFFICIAL
en	tr	HP:0002167	rdfs:label	Neurological speech impairment	Nörolojik konuşma bozukluğu	OFFICIAL
en	tr	HP:0002193	IAO:0000115	Individuals with Pseudobulbar signs often also demonstrate abnormal behavioral symptoms such as inappropriate emotional outbursts of uncontrolled laughter or weeping etc	Psödobulber belirtileri olan bireyler, kontrolsüz kahkaha veya ağlama vb. uygunsuz duygusal patlamalar gibi anormal davranışsal semptomları da sıklıkla göstermektedir	OFFICIAL
en	tr	HP:0002193	rdfs:label	Pseudobulbar behavioral symptoms	Psödobulber davranışsal belirtiler	OFFICIAL
en	tr	HP:0002235	IAO:0000115	Uncombable hair	Taranamayan saç	OFFICIAL
en	tr	HP:0002244	IAO:0000115	An abnormality of the small intestine	İnce bağırsak anormalliği	OFFICIAL
en	tr	HP:0002244	rdfs:label	Abnormality of the small intestine	İnce bağırsak anormalliği	OFFICIAL
en	tr	HP:0002329	IAO:0000115	Excessive daytime sleepiness	Aşırı gündüz uykusu	OFFICIAL
en	tr	HP:0002330	IAO:0000115	Attacks of disabling daytime drowsiness and low alertness	Pasifleştiren gündüz mahmurluğu ve düşük uyanıklık atakları	OFFICIAL
en	tr	HP:0002360	IAO:0000115	An abnormality of sleep including such phenomena as 1) insomnia/hypersomnia, 2) non-restorative sleep, 3) sleep schedule disorder, 4) excessive daytime somnolence, 5) sleep apnea, and 6) restlessness	1) İnsomniya/hipersomniya, 2) sağlıksız uyku, 3) uyku programı bozukluğu, 4) aşırı gündüz uyku hali, 5) uyku apnesi ve 6) huzursuzluk gibi olaylar dahil bir uyku anormalliği	OFFICIAL
en	tr	HP:0002360	rdfs:label	Sleep disturbance	Uyku bozukluğu	OFFICIAL
en	tr	HP:0002367	IAO:0000115	Visual perceptions that are not elicited by a corresponding stimulus from the outside world	Visual perceptions that are not elicited by a corresponding stimulus from the outside world	NOT_TRANSLATED
en	tr	HP:0002367	rdfs:label	Visual hallucinations	Görsel halüsinasyonlar	OFFICIAL
en	tr	HP:0002461	rdfs:label	Dense calcifications in the cerebellar dentate nucleus	Serebellar dentat çekirdekte yoğun kalsifikasyonlar	OFFICIAL
en	tr	HP:0002492	rdfs:label	Morphological abnormality of the corticospinal tract	Kortikospinal yolağın anormalliği	CANDIDATE
en	tr	HP:0002494	IAO:0000115	Abnormality of REM sleep. Phases of REM sleep are characterized by desynchronized EEG patterns, increases in heart rate and blood pressure, sympathetic activation, and a profound loss of muscle tonus except for the eye and middle-ear muscles. There are then phases of rapid eye movements	REM uykusunun anormalliği. REM uykusunun evreleri, senkronize edilmemiş EEG paternleri, kalp atış hızı ve kan basıncındaki artış, sempatik aktivasyon ve göz ve orta kulak kasları haricinde kas tonusunda derin bir kayıp ile karakterize edilir. Daha sonra hızlı göz hareketlerinin aşamaları vardır	CANDIDATE
en	tr	HP:0002514	IAO:0000115	The presence of calcium deposition within brain structures	Beyin yapıları içerisinde kalsiyum birikiminin varlığı	CANDIDATE
en	tr	HP:0002519	IAO:0000115	Fleeting perceptual experiences that occur during the transition from wakefulness to sleep	Fleeting perceptual experiences that occur during the transition from wakefulness to sleep	NOT_TRANSLATED
en	tr	HP:0002519	rdfs:label	Hypnagogic hallucinations	Uyku getirici halüsinasyonlar	OFFICIAL
en	tr	HP:0002585	rdfs:label	Abnormality of the peritoneum	Periton anormalliği	OFFICIAL
en	tr	HP:0002664	IAO:0000115	An organ or organ-system abnormality that consists of uncontrolled autonomous cell-proliferation which can occur in any part of the body as a benign or malignant neoplasm (tumour)	İyi huylu veya kötü huylu bir neoplazm (tümör) olarak vücudun herhangi bir yerinde görülebilen kontrolsüz özerk hücre çoğalmasından oluşan bir organ veya organ-sistem anormalliği	OFFICIAL
en	tr	HP:0002686	rdfs:label	Prenatal maternal abnormality	Prenatal maternal anormallik	OFFICIAL
en	tr	HP:0002693	rdfs:label	Abnormality of the skull base	Kafatası tabanının anormalliği	OFFICIAL
en	tr	HP:0002761	IAO:0000115	Joint hypermobility (ability of a joint to move beyond its normal range of motion) affecting many or all joints of the body	Eklem hipermobilitesi (eklemin normal hareket aralığının ötesine geçme yeteneği) vücudun bir çok veya tüm eklemlerini etkilemektedir	CANDIDATE
en	tr	HP:0002761	rdfs:label	Generalized joint laxity	Genel eklem gevşekliği	OFFICIAL
en	tr	HP:0002813	rdfs:label	Abnormality of limb bone morphology	Ekstremite kemiği morfolojisinin anormalliği	OFFICIAL
en	tr	HP:0002823	rdfs:label	Abnormality of femur morphology	Femur morfolojisi anormalliği	OFFICIAL
en	tr	HP:0002870	IAO:0000115	A condition characterized by obstruction of the airway and by pauses in breathing during sleep occurring many times during the night. Obstructive sleep apnea is related to a relaxation of muscle tone (which normally occurs during sleep) leading to partial collapse of the soft tissues in the airway with resultant obstruction of the air flow	Solunum yolunda tıkanıklık ve uyku esnasında gece boyunca birçok kez solunumun durmasıyla karakterize edilen bir durumdur. Obstrüktif uyku apnesi solunum yolunda yumuşak dokuların kısmi çöküşüne yol açan kas tonusunun gevşemesi (normalde uyku esnasında olur) olayı ile ilgilidir	CANDIDATE
en	tr	HP:0002920	IAO:0000115	An abnormal reduction in the concentration of corticotropin, also known as adrenocorticotropic hormone (ACTH), in the blood	Kanda adrenokortikotropik hormon (ACTH) diyede bilinen kortikotropin konsantrasyonunda anormal bir azalma	CANDIDATE
en	tr	HP:0002920	rdfs:label	Decreased circulating ACTH level	Dolaşımda azalmış ACTH seviyesi	OFFICIAL
en	tr	HP:0002991	rdfs:label	Abnormality of fibula morphology	Fibula morfolojisi anormalliği	OFFICIAL
en	tr	HP:0002992	rdfs:label	Abnormality of tibia morphology	Tibia morfolojisi anormalliği	OFFICIAL
en	tr	HP:0003028	rdfs:label	Abnormality of the ankles	Ayak bileği anormalliği	OFFICIAL
en	tr	HP:0003117	IAO:0000115	An abnormal concentration of a hormone in the blood	Bir hormonun kanda anormal konsantrasyonu	OFFICIAL
en	tr	HP:0003137	IAO:0000115	An increased concentration of proline in the urine	İdrarda artmış bir prolin konsantrasyonu	CANDIDATE
en	tr	HP:0003145	IAO:0000115	Decreased concentration of adenosylcobalamin. Adenosylcobalamin is one of the active forms of vitamin B12	Adenosilkobalamin konsantrasyonunun azalması. Adenosilkobalamin, B12 vitamininin aktif formlarından biridir	CANDIDATE
en	tr	HP:0003145	rdfs:label	Decreased adenosylcobalamin	Azalmış adenozilkobalamin	OFFICIAL
en	tr	HP:0003150	IAO:0000115	An increased concentration of glutaric acid in the urine	İdrar içinde artmış glutarik asit konsantrasyonu	CANDIDATE
en	tr	HP:0003172	IAO:0000115	An anomaly of the the pubic bone, i.e., of the ventral and anterior of the three principal components (publis, ilium, ischium) of the hip bone	Kasık kemiğinin, yani kalça kemiğinin üç temel bileşeninin (yayınlar, ilyum, ischium) ventral ve anteriorunun anomalisi	CANDIDATE
en	tr	HP:0003172	rdfs:label	Abnormality of the pubic bone	Leğen kemiğinin anormalliği	OFFICIAL
en	tr	HP:0003174	rdfs:label	Abnormality of the ischium	İskiyum anormalliği	OFFICIAL
en	tr	HP:0003219	IAO:0000115	An increased concentration of ethylmalonic acid in the urine	İdrar içinde artmış bir etilmalonik asit konsantrasyonu	CANDIDATE
en	tr	HP:0003223	IAO:0000115	Decreased concentration of methylcobalamin. Methylcobalamin is a form of vitamin B12	Azalmış metilkobalamin konsantrasyonu. Metilkobalamin, B12 vitamininin bir formudur	CANDIDATE
en	tr	HP:0003223	rdfs:label	Decreased methylcobalamin	Azalmış metilkobalamin	OFFICIAL
en	tr	HP:0003234	IAO:0000115	A decreased concentration of carnitine in the blood	Kandaki karnitin azaltılmış konsantrasyonu	CANDIDATE
en	tr	HP:0003234	rdfs:label	Decreased plasma carnitine	Azalmış plazma karnitini	OFFICIAL
en	tr	HP:0003262	rdfs:label	Smooth muscle antibody positivity	Düz kas antikor pozitifliği	OFFICIAL
en	tr	HP:0003310	IAO:0000115	Abnormality of the dens of the axis, which is also known as the odontoid process	Odontoid işlem diye de bilinen eksende düzensizlik	CANDIDATE
en	tr	HP:0003310	rdfs:label	Abnormality of the odontoid process	Odontoid proçesin anormalliği	OFFICIAL
en	tr	HP:0003345	IAO:0000115	An increased concentration of noradrenaline in the urine	İdrar içinde artmış noradrenalin konsantrasyonu	CANDIDATE
