Alanine aminotransferase decreased	C0855618	HP:0002910	Elevated hepatic transaminases	LB	different modifier	No	best i found here, should be related (by reverse relationship) to "increased" term
Alanine aminotransferase increased	C0151905	HP:0002910	Elevated transaminases	LB	checked	Map	also  0008150 0003143
Albright's disease	C0242292	HP:0010735	Polyostotic fibrous dysplasia	SK: indirect umls mapping	checked	Map	
Albumin high	C0740469	HP:0002152	Hyperproteinemia			Map	
Albumin low	C0860864	HP:0003073	Hypoalbuminemia	LB	checked	OK	
Albuminuria	C0001925	HP:0000093	Proteinuria	LB	causality	Map	
Alcohol intolerance	C0151474	HP:0001033	Facial flushing after alcohol intake	LB	causality	Map	
Alcoholic pancreatitis	C0376670	HP:0001733	Pancreatitis	LB	more general term	No	most general chosen
Alkaline phosphatase serum increased	C0750857	HP:0003155	Elevated alkaline phosphatase	SK: indirect umls mapping	more general term	Map	
Alkalosis	C0002063	HP:0001948	Alkalosis	SK: indirect umls mapping	checked	OK	
Alkalosis hypochloraemic	C0151476	HP:0005977	Hypochloremic metabolic alkalosis	LB	checked	Map	
Alkalosis hypokalaemic	C0085570	HP:0001949	Hypokalemic alkalosis	SK: indirect umls mapping	checked	Map	
Allergic contact dermatitis	C0162820	HP:0001047	Atopic dermatitis	LB	check later	Map	
Allergic oedema	C0847033	HP:0000969	Edema	LB	checked	Map	or HP:0007430 Generalized edema, HP:0001004 Lymphedema
Alopecia	C0002170	HP:0001596	Alopecia	LB	checked	OK	
Alopecia effluvium	C0852968	HP:0001596	Alopecia	LB	more general term	Map	
Alveolar proteinosis	C0034050	HP:0006517	Congenital alveolar proteinosis	SK: indirect umls mapping	checked	Map	
Alveolitis allergic	C0002390	HP:0006516	Hypersensitivity pneumonitis	SK: indirect umls mapping	checked	Map	
Amaurosis	C0376288	HP:0000618	Blindness			OK	
Amaurosis fugax	C0149793	HP:0100576	Amaurosis fugax	LB	checked	OK	
Amblyopia	C0002418	HP:0000646	Amblyopia	SK: indirect umls mapping	checked	OK	
Amelia	C0002447	HP:0009827	Amelia	SK: indirect umls mapping		OK	
Amenorrhea secondary	C0232940	HP:0000869	Secondary amenorrhea	SK: indirect umls mapping	checked	OK	
Amenorrhoea	C0002453	HP:0000141	Amenorrhea	SK: indirect umls mapping	checked	OK	
Amino acid metabolism disorder	C0002514	HP:0004337	Abnormality of amino acid metabolism			OK	
Aminoaciduria	C0238621	HP:0003355	Aminoaciduria	SK: indirect umls mapping		OK	
Ammonia increased	C0541772	HP:0001987	Hyperammonemia	LB	checked	Map	
Amnesia	C0002622	HP:0002354	Memory impairment	SK: indirect umls mapping	more general term	Map	
Amnesia transient	C0233796	HP:0010534	Transient global amnesia	LB	more general term	Map	
Amniorrhexis	C0948106	HP:0001788	Premature rupture of membranes	LB	checked	Map	
Amniotic cavity infection	C0002631	HP:0001560	Abnormality of the amniotic fluid	LB	more general term	No	
Amniotic fluid embolism	C0013927	HP:001907	Thromboembolism	LB	check later	No	
Amyloidosis	C0002726	HP:0011034	Amyloidosis	LB	checked	OK	
Amyotrophic lateral sclerosis	C0002736	HP:0007354	Amyotrophic lateral sclerosis	SK: indirect umls mapping	checked	OK	
Anaemia	C0002871	HP:0001903	Anemia	LB	checked	OK	replace HP:0005522 Anemia, pyridoxine-responsive
Anaemia haemolytic autoimmune	C0002880	HP:0001890	Autoimmune hemolytic anemia	SK: indirect umls mapping	checked	OK	
Anaemia macrocytic	C0002886	HP:0001972	Macrocytic anemia	LB	checked	OK	replace HP:0004861 refractory macrocytic anemia
Anaemia megaloblastic	C0002888	HP:0001889	Megaloblastic anemia	LB	checked	OK	HP:0004851 folate-responsive megaloblastic anemia
Anaemia NOS aggravated	C0549445	HP:0001903	Anemia	match term synonym (Anaemia)	more general term	Map	
Anaemia vitamin B12 deficiency	C2004521	HP:0001889	Megaloblastic anemia	LB	more general term	Map	not sure but I think this one is better
Anal atresia	C0003466	HP:0002023	Anal atresia	SK: indirect umls mapping	checked	OK	
Anal cancer	C0279637	HP:0006763	Anal canal squamous carcinoma	LB		Map	
Anal discomfort	C0948484	HP:0004378	Abnormality of the anus	LB	more general term	No	
Anal fissure	C0016167	HP:0004378	Abnormality of the anus	LB	more general term	No	
Anal fistula	C0205929	HP:0010447	Anal fistula	SK: indirect umls mapping	checked	OK	
Anal haemorrhage	C0426747	HP:0002573	Hematochezia			OK	
Anal inflammation	C0238634	HP:0004378	Abnormality of the anus	LB	more general term	No	
Anal intraepithelial neoplasia	C0347129	HP:0100743	Neoplasm of the rectum	LB	more general term	Map	
Anal pruritus	C0033775	HP:0004378	Abnormality of the anus	LB	more general term	No	
Anal skin tags	C0345903	HP:0004378	Abnormality of the anus	LB	more general term	No	
Analgesia	C0344307	HP:0007328	Decreased pain sensation	LB	more general term	Map	
Analgesic asthma syndrome	C1328364	HP:0002099	Asthma	LB	more general term	Map	
Analgesic therapy	C0412784	HP:0007328	Decreased pain sensation	LB	causality	No	
Anaphylactic shock	C0002792	HP:0100845	Anaphylactic shock	LB		OK	
Anaphylactoid reaction	C0340865	HP:0100845	Anaphylactic shock	LB	causality	Map	
Anaphylactoid syndrome of pregnancy	C1868769	HP:0100845	Anaphylactic shock	LB	causality	Map	
Anaplastic thyroid cancer	C0238461	HP:0011779	Anaplastic thyroid carcinoma			OK	
Androgenetic alopecia	C0162311	HP:0001596	Alopecia	LB	more general term	Map	
Anemic	C0857322	HP:0001903	Anemia	LB	checked	Map	
Anencephaly	C0002902	HP:0002323	Anencephaly	SK: indirect umls mapping	checked	OK	
Aneurysm	C0002940	HP:0002617	Aneurysm	SK: indirect umls mapping	checked	OK	
Aneurysm ruptured	C0162869	HP:0002617	Aneurysm	LB	more general term	Map	
Angina pectoris	C0002962	HP:0001681	Angina pectoris	SK: indirect umls mapping	checked	OK	
Angina pectoris aggravated	C0235467	HP:0001681	Angina pectoris	LB	more general term	Map	
Angina unstable	C0002965	HP:0001681	Angina pectoris	LB	different modifier	Map	
Anginal attack	C0235462	HP:0001681	Angina pectoris	LB	different modifier	Map	
Angioedema	C0002994	HP:0100665	Angioedema	LB	checked	OK	
Angiomyolipoma	C0206633	HP:0006772	Renal angiomyolipoma			Map	
Angiopathy	C0042373	HP:0002597	Abnormality of the vasculature	LB	more general term	Map	replace HP:0005296 Occlusive vascular disease
Angiosarcoma	C0018923	HP:0100242	Sarcoma	LB	more general term	?	
Angle closure glaucoma	C0017605	HP:0000501	Glaucoma	LB	more general term	?	
Angular cheilitis	C0221237	HP:0100825	Cheilitis			Map	
Anhidrosis	C0003028	HP:0007459	Generalized anhidrosis	SK: indirect umls mapping	more general term	Map	
Anisocytosis	C0221278	HP:0011273	Anisocytosis			OK	
Ankle edema	C0235439	HP:0001785	Ankle swelling	SK: indirect umls mapping	causality	Map	
Anogenital warts	C0009663	HP:0200043	Verrucae	match term synonym (warts)	more general term	No	
Anophthalmos	C0003119	HP:0000528	Anophthalmia	SK: indirect umls mapping	checked	OK	
Anorectal discomfort	C2242737	HP:0004378	Abnormality of the anus	LB	more general term	NO	
Anorectal disorder	C0687707	HP:0004378	Abnormality of the anus	LB	more general term	OK	
Anorexia	C0003123	HP:0002039	Anorexia	SK: indirect umls mapping	checked	OK	
Anosmia	C0003126	HP:0010632	Total anosmia	SK: indirect umls mapping	more general term	Map	
Anosognosia	C0234507	HP:0006972	Neuropsychologic cognitive abnormalities	LB	more general term	?	also cognitive defects or impairment
Anovulation	C0003128	HP:0000140	Abnormality of the menstrual cycle	LB	more general term	?	
Anovulatory cycle	C0429468	HP:0000140	Abnormality of the menstrual cycle	LB	more general term	?	
Anterior ischemic optic neuropathy	C0751711	HP:0001138	Optic neuropathy	LB	more general term	Map	
Anterior uveitis	C0042165	HP:0000554	Uveitis	LB	checked	Map	
Anterograde amnesia	C0233795	HP:0002354	Memory impairment	LB	more general term	Map	
Antidiuretic hormone abnormality	C0860811	HP:0000863	Central diabetes insipidus			Map	
Antinuclear antibody positive	C0151480	HP:0003493	Antinuclear antibody positivity	SK: indirect umls mapping	checked	Map	
Antisocial behaviour	C0233523	HP:0010865	Oppositional defiant disorder	LB	check later	Map	
Antisocial personality disorder	C0003431	HP:0010865	Oppositional defiant disorder	LB	check later	Map	
Anuria	C0003460	HP:0100519	Anuria	LB	checked	OK	
Anus disorder	C0003462	HP:0004378	Abnormality of the anus	LB	checked	OK	
Anxiety	C0003467	HP:0000739	Anxiety	LB	checked	OK	
Anxiety attack	C0700031	HP:0000739	Anxiety	LB	different modifier	Map	
Anxiety depression	C0338908	HP:0000739	Anxiety	LB	more general term	Map	
Anxiety disorder	C0003469	HP:0000739	Anxiety	LB	checked	Map	
Anxiety symptoms NOS	C0860603	HP:0000739	Anxiety	LB	checked	Map	
Aortic aneurysm	C0003486	HP:0004942	Aortic aneurysms	SK: indirect umls mapping	checked	OK	
Aortic aneurysm rupture	C0741160	HP:0002622	Dissecting aortic aneurysm	LB	causality	Map	or HP:0004942        Aortic aneurysms        LB        causality
Aortic bruit	C0277934	HP:0001679	Abnormality of the aorta	LB	more general term	Map	
Aortic disorder	C0003493	HP:0001679	Abnormality of the aorta	LB	checked	Map	
Aortic dissection	C0340643	HP:0004933	ascending aortic dissection	SK: indirect umls mapping	more general term	Map	
Aortic embolus	C0741165	HP:0001907	thromboembolism	LB	more general term	Map	
Aortic valve incompetence	C0003504	HP:0001659	Aortic insufficiency	SK: indirect umls mapping	more general term	OK	
Aortic valve sclerosis	C1455780	HP:0004380	Aortic valve calcification	LB	checked	Map	
Aortic valve stenosis	C0003507	HP:0005173	Calcific aortic valve stenosis	SK: indirect umls mapping	more general term	Map	
Apathy	C0085632	HP:0000741	Apathy	SK: indirect umls mapping	checked	Map	
Apgar score low	C0549400	HP:0001787	Abnormal delivery		check later	Map	
Aphagia	C0221470	HP:0004396	Poor appetite	LB	checked	Map	
Aphasia	C0003537	HP:0002381	Aphasia	SK: indirect umls mapping	checked	OK	
Aphonia	C0003564	HP:0001618	Dysphonia	LB	more general term	Map	
Aphthous stomatitis	C0038363	HP:0011107	Recurrent aphthous stomatitis	match term synonym (Aphthous stomatitis)	different modifier	Map	
Aplasia	C0243065	HP:0010515	Aplasia/Hypoplasia of the thymus	SK: indirect umls mapping	more general term	No	
Aplasia pure red cell	C0034902	HP:0001915	Aplastic anemia	LB	check later	Map	
Aplastic anaemia	C0002874	HP:0001915	Aplastic anemia	SK: indirect umls mapping	checked	OK	
Apnoea	C0003578	HP:0002104	Apnea	SK: indirect umls mapping	more general term	OK	
Appetite absent	C1971624	HP:0004396	Poor appetite	LB	check later	Map	
Appetite disorder	C0003621	HP:0004396	Poor appetite	LB	more general term	Map	
Appetite exaggerated	C0426584	HP:0002591	Polyphagia	SK: indirect umls mapping	checked	Map	
Application site anaesthesia	C0234943	HP:0007328	Decreased pain sensation	LB	different modifier	No	
Application site oedema	C0234936	HP:0000969	Edema	LB	checked	No	
Apraxia	C0003635	HP:0002186	Apraxia	SK: indirect umls mapping		OK	
Arachnoiditis	C0003708	HP:0010651	Abnormality of the meninges	LB	more general term	?	
Areflexia	C0234146	HP:0001284	Areflexia	LB	checked	OK	
Argininosuccinate synthetase deficiency	C0175683	HP:0010909	Abnormality of arginine metabolism	LB	more general term	No	
Arrhythmia	C0003811	HP:0011675	Arrhythmia	LB	checked	OK	
Arrhythmia supraventricular	C0428974	HP:0005115	Supraventricular arrhythmia	SK: indirect umls mapping	checked	OK	
Arterial aneurysm	C0340613	HP:0002636	Arterial aneurysm of celiac and mesenteric vessels	SK: indirect umls mapping	more general term	Map	
Arterial anomaly	C0151489	HP:0002620	Systemic artery abnormality	SK: indirect umls mapping	more general term	Map	
Arterial disorder	C0852949	HP:0002620	Systemic artery abnormality	SK: indirect umls mapping	more general term	Map	
Arterial insufficiency	C0003834	HP:0005114	Abnormality of peripheral arteries	LB	check later	No	
Arterial occlusion	C0264995	HP:0004950	Peripheral arterial disease	LB	more general term	Map	
Arterial occlusive disease	C0003838	HP:0004950	Peripheral arterial disease	LB	more general term	Map	
Arterial spasm	C0085617	HP:0100545	Arterial stenosis	LB	causality	No	
Arterial stenosis	C0038449	HP:0004928	Peripheral arterial stenosis	SK: indirect umls mapping	more general term	Map	
Arterial thrombosis	C0151942	HP:0004420	Arterial thrombosis	SK: indirect umls mapping	checked	OK	
Arterial thrombosis limb	C0264984	HP:0004420	Arterial thrombosis	LB	more general term	Map	
Arteriosclerosis	C0003850	HP:0002634	Arteriosclerosis	SK: indirect umls mapping	checked	Map	
Arteriosclerosis coronary artery	C0010054	HP:0004929	Coronary atherosclerosis	SK: indirect umls mapping	checked	Map	
Arteriospasm coronary	C0010073	HP:0006704	Abnormality of coronary arteries	LB	more general term	Map	
Arteriovenous fistula	C0003855	HP:0004947	Arteriovenous fistulas	SK: indirect umls mapping	checked	Map	
Arteritis	C0003860	HP:0005291	Inflammatory arteriopathy	LB	checked	?	
Arthralgia	C0003862	HP:0002829	Arthralgia	LB	checked	Map	
Arthralgia of temporomandibular joint	C0155943	HP:0010754	Abnormality of the temperomandibular joint	LB	more general term	Map	
Arthritic pains	C0857177	HP:0001369	Arthritis	LB	causality	Map	
Arthritis	C0003864	HP:0001369	Arthritis	SK: indirect umls mapping	checked	OK	
Arthritis aggravated	C0235889	HP:0001369	Arthritis	LB	more general term	Map	
Arthritis bacterial	C1692886	HP:0003095	Septic arthritis	SK: indirect umls mapping	checked	Map	
Arthritis infective	C0003869	HP:0003095	Septic arthritis	LB	checked	Map	
Arthropathy	C0022408	HP:0005195	Polyarticular arthropathy	SK: indirect umls mapping	more general term	Map	
Ascites	C0003962	HP:0001541	Ascites	SK: indirect umls mapping	checked	OK	
Aseptic necrosis	C0085660	HP:0010885	Aseptic necrosis	LB	checked	OK	
Aseptic necrosis of bone	C0520474	HP:0010885	Aseptic necrosis	LB	more general term	Map	
Asocial behaviour	C0233528	HP:0010865	Oppositional defiant disorder	LB	more general term	Map	
Aspartate aminotransferase increased	C0151904	HP:0002910	Elevated transaminases	LB	more general term	Map	
Aspergillosis	C0004030	HP:0002724	Recurrent Aspergillus infections	LB	more general term	Map	
Aspiration	C0700198	HP:0002835	Aspiration	LB	checked	Map	
Asteatosis	C0549201	HP:0000964	Eczema	LB	more general term	?	
Asterixis	C0232766	HP:0006925	Postural tremor, slow, irregular	LB	more general term	?	
Asthenia	C0004093	HP:0001324	Muscle weakness	LB	more general term	Map	
Asthma	C0004096	HP:0002099	Asthma	SK: indirect umls mapping	checked	OK	
Asthma aggravated	C0549336	HP:0002099	Asthma	LB	more general term	Map	
Asthma aspirin-sensitive	C0856716	HP:0002099	Asthma	LB	more general term	Map	
Asthmatic attack	C0347950	HP:0002099	Asthma	LB	checked	Map	
Astrocytoma	C0004114	HP:0009592	Astrocytoma	SK: indirect umls mapping	checked	OK	
Ataxia	C0004134	HP:0001251	Ataxia	LB	checked	OK	
Ataxia telangiectasia	C0004135	HP:0001009	Telangiectasia	LB	check later	No	
Atelectasis	C0004144	HP:0001642	Pulmonic stenosis	LB	check later	?	
Atherosclerosis	C0004153	HP:0002621	Atherosclerosis			OK	
Athetoid	C0541790	HP:0002305	Athetosis	match term synonym (Athetoid movements)	check later	Map	
Athetosis	C0004158	HP:0002305	Athetosis	SK: indirect umls mapping	checked	OK	
Atonic urinary bladder	C0403645	HP:0000016	Urinary retention	LB	more general term	?	
Atopic rhinitis	C0002103	HP:0003193	Allergic rhinitis	SK: indirect umls mapping	checked	Map	
Atrial arrhythmia	C0085611	HP:0001692	Atrial arrhythmias	SK: indirect umls mapping	checked	Map	
Atrial fibrillation	C0004238	HP:0005110	Atrial fibrillation	SK: indirect umls mapping	checked	Map	
Atrial flutter	C0004239	HP:0004749	Atrial flutter	LB		Map	
Atrial rhythm	C0232203	HP:0001692	Atrial arrythmias	LB	more general term	No	
Atrial septal defect	C0018817	HP:0001631	Defect in the atrial septum		checked	OK	
Atrial tachycardia	C0546959	HP:0005115	Supraventricular arrhythmia	LB		OK	
Atrioventricular block	C0004245	HP:0001678	Atrioventricular block	SK: indirect umls mapping	checked	OK	
Atrioventricular block complete	C0151517	HP:0001709	Third degree atrioventricular block	SK: indirect umls mapping	different modifier	OK	
Atrioventricular block first degree	C0085614	HP:0011705	First degree atrioventricular block	LB	checked	OK	
Atrioventricular block second degree	C0264906	HP:0011706	Second degree atrioventricular block	LB	checked	OK	
Atrioventricular dissociation	C0004331	HP:0011709	atrioventricular dissociation		checked	OK	
Atrophic glossitis	C0155964	HP:0000206	Glossitis	LB	checked	Map	
Atrophic vulvovaginitis	C0149836	HP:0011026	Aplasia/Hypoplasia of the vagina	LB	different modifier	No	
Attention deficit disorder	C0041671	HP:0007018	Attention deficit hyperactivity disorder	SK: indirect umls mapping	checked	Map	
Attention deficit/hyperactivity disorder	C1263846	HP:0007018	Attention deficit hyperactivity disorder	SK: indirect umls mapping	checked	Map	
Atypical mycobacterial infection	C0026919	HP:0011275	Recurrent mycobacterium avium complex infections	LB	more general term	Map	
Auditory and visual hallucinations	C0740399	HP:0000714	Auditory and visual halucinations	match term synonym (Auditory and visual hallucinations)	checked	Map	
Auditory disorder NOS	C0260662	HP:0000364	Hearing abnormality	LB	checked	Map	
Aura	C0236018	HP:0011157	Auras	LB	checked	Map	
Autism	C0004352	HP:0000717	Autism	SK: indirect umls mapping	checked	Map	
Autism spectrum disorder	C1510586	HP:0000717	Autism	LB	checked	Map	
Autoimmune disorder	C0004364	HP:0002960	Autoimmunity	SK: indirect umls mapping	checked	Map	
Autoimmune hepatitis	C0241910	HP:0004787	Fulminant hepatitis	LB	different modifier	No	
Autoimmune thrombocytopenia	C0242584	HP:0001973	Immune thrombocytopenia	SK: indirect umls mapping	checked	Map	
Autonomic dysfunction	C0741307	HP:0002270	Abnormality of the autonomic nervous system	LB	checked	Map	
Autonomic nervous system imbalance	C0262385	HP:0002271	Autonomic dysregulation	LB	checked	Map	
Autonomic neuropathy	C0259749	HP:0002270	Abnormality of the autonomic nervous system	LB		Map	
Avascular necrosis femoral head	C0410480	HP:0005743	avascular necrosis of the capital femoral epiphysis	LB	checked	Map	
Avitaminosis	C0376286	HP:0100508	Abnormality of vitamin metabolism	LB	more general term	Map	
Azoospermia	C0004509	HP:0000027	Azoospermia	SK: indirect umls mapping	checked	OK	
Azotaemia	C0242528	HP:0002157	Azotemia	SK: indirect umls mapping	checked	OK	
Azotemia prerenal	C0554309	HP:0002157	Azotemia	SK: indirect umls mapping	more general term	Map	
B-cell type acute leukaemia	C1292769	HP:0006721	Acute lymphatic leukemia	LB	check later	Map	
Back disorder	C0263888	HP:0003418	Back pain	LB	more general term	No	
Back distress	C0235706	HP:0003418	Back pain	LB	more general term	Map	
Back pain	C0004604	HP:0003418	Back pain	SK: indirect umls mapping	checked	Map	
Background diabetic retinopathy	C0004606	HP:0000488	retinopathy	LB	check later	Map	
