hp_id,hp_label,filler_id,filler_label,type
http://purl.obolibrary.org/obo/HP_0002221,Absent axillary hair,http://purl.obolibrary.org/obo/UBERON_0013699,strand of axillary hair,associated with
http://purl.obolibrary.org/obo/HP_0002215,Sparse axillary hair,http://purl.obolibrary.org/obo/UBERON_0013699,strand of axillary hair,associated with
http://purl.obolibrary.org/obo/HP_0100133,Abnormality of the pubic hair,http://purl.obolibrary.org/obo/UBERON_0013698,strand of pubic hair,associated with
http://purl.obolibrary.org/obo/HP_0002555,Absent pubic hair,http://purl.obolibrary.org/obo/UBERON_0013698,strand of pubic hair,associated with
http://purl.obolibrary.org/obo/HP_0002225,Sparse pubic hair,http://purl.obolibrary.org/obo/UBERON_0013698,strand of pubic hair,associated with
http://purl.obolibrary.org/obo/HP_0010719,Abnormality of hair texture,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002212,Curly hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002213,Fine hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0011359,Dry hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002208,Coarse hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0011362,Abnormal hair quantity,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0008070,Sparse hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0004528,Generalized hypotrichosis,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002231,Sparse body hair,http://purl.obolibrary.org/obo/UBERON_0016447,hair of trunk,associated with
http://purl.obolibrary.org/obo/HP_0000653,Sparse eyelashes,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040050,Sparse upper eyelashes,http://purl.obolibrary.org/obo/UBERON_0019254,upper eyelash,associated with
http://purl.obolibrary.org/obo/HP_0007776,Sparse lower eyelashes,http://purl.obolibrary.org/obo/UBERON_0019255,lower eyelash,associated with
http://purl.obolibrary.org/obo/HP_0002296,Progressive hypotrichosis,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0500262,Atrichia,http://purl.obolibrary.org/obo/CL_0002559,hair follicle cell,associated with
http://purl.obolibrary.org/obo/HP_0001007,Hirsutism,http://purl.obolibrary.org/obo/UBERON_0003101,male organism,associated with
http://purl.obolibrary.org/obo/HP_0001007,Hirsutism,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0009889,Localized hirsutism,http://purl.obolibrary.org/obo/UBERON_0003101,male organism,associated with
http://purl.obolibrary.org/obo/HP_0009889,Localized hirsutism,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0009937,Facial hirsutism,http://purl.obolibrary.org/obo/UBERON_0010171,strand of hair of face,associated with
http://purl.obolibrary.org/obo/HP_0009937,Facial hirsutism,http://purl.obolibrary.org/obo/UBERON_0003101,male organism,associated with
http://purl.obolibrary.org/obo/HP_0000998,Hypertrichosis,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002219,Facial hypertrichosis,http://purl.obolibrary.org/obo/UBERON_0010171,strand of hair of face,associated with
http://purl.obolibrary.org/obo/HP_0002298,Absent hair,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0002550,Absent facial hair,http://purl.obolibrary.org/obo/UBERON_0010171,strand of hair of face,associated with
http://purl.obolibrary.org/obo/HP_0000561,Absent eyelashes,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040056,Absent upper eyelashes,http://purl.obolibrary.org/obo/UBERON_0019254,upper eyelash,associated with
http://purl.obolibrary.org/obo/HP_0007646,Absent lower eyelashes,http://purl.obolibrary.org/obo/UBERON_0019255,lower eyelash,associated with
http://purl.obolibrary.org/obo/HP_0010720,Abnormal hair pattern,http://purl.obolibrary.org/obo/UBERON_0001037,strand of hair,associated with
http://purl.obolibrary.org/obo/HP_0010721,Abnormal hair whorl,http://purl.obolibrary.org/obo/UBERON_0014381,whorl of hair,associated with
http://purl.obolibrary.org/obo/HP_0010814,Abnormal position of hair whorl,http://purl.obolibrary.org/obo/UBERON_0014381,whorl of hair,associated with
http://purl.obolibrary.org/obo/HP_0010813,Abnormal number of hair whorls,http://purl.obolibrary.org/obo/UBERON_0014381,whorl of hair,associated with
http://purl.obolibrary.org/obo/HP_0000499,Abnormal eyelash morphology,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0000527,Long eyelashes,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040053,Long lower eyelashes,http://purl.obolibrary.org/obo/UBERON_0019255,lower eyelash,associated with
http://purl.obolibrary.org/obo/HP_0007840,Long upper eyelashes,http://purl.obolibrary.org/obo/UBERON_0019254,upper eyelash,associated with
http://purl.obolibrary.org/obo/HP_0010764,Short eyelashes,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040055,Short lower eyelashes,http://purl.obolibrary.org/obo/UBERON_0019255,lower eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040054,Short upper eyelashes,http://purl.obolibrary.org/obo/UBERON_0019254,upper eyelash,associated with
http://purl.obolibrary.org/obo/HP_0007665,Curly eyelashes,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040052,Abnormality of lower eyelashes,http://purl.obolibrary.org/obo/UBERON_0019255,lower eyelash,associated with
http://purl.obolibrary.org/obo/HP_0001128,Trichiasis,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0430006,Ectopic cilia of eyelid,http://purl.obolibrary.org/obo/UBERON_0001702,eyelash,associated with
http://purl.obolibrary.org/obo/HP_0040051,Abnormality of upper eyelashes,http://purl.obolibrary.org/obo/UBERON_0019254,upper eyelash,associated with
http://purl.obolibrary.org/obo/HP_0000971,Abnormal sweat gland morphology,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0011135,Aplasia/Hypoplasia of the sweat glands,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0011136,Aplasia of the sweat glands,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0040042,Aplasia of the eccrine sweat glands,http://purl.obolibrary.org/obo/UBERON_0000423,eccrine sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0007592,Aplasia/Hypoplasia of the eccrine sweat glands,http://purl.obolibrary.org/obo/UBERON_0000423,eccrine sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0040043,Hypoplasia of the eccrine sweat glands,http://purl.obolibrary.org/obo/UBERON_0000423,eccrine sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0007397,Axillary apocrine gland hypoplasia,http://purl.obolibrary.org/obo/UBERON_0009472,axilla,associated with
http://purl.obolibrary.org/obo/HP_0007397,Axillary apocrine gland hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000382,apocrine sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0007387,Hypoplastic sweat glands,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0007500,Decreased number of sweat glands,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,associated with
http://purl.obolibrary.org/obo/HP_0000951,Abnormality of the skin,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0011122,Abnormality of skin physiology,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0011123,Inflammatory abnormality of the skin,http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,associated with
http://purl.obolibrary.org/obo/HP_0011123,Inflammatory abnormality of the skin,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0000988,Skin rash,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0000964,Eczematoid dermatitis,http://purl.obolibrary.org/obo/UBERON_0001981,blood vessel,associated with
http://purl.obolibrary.org/obo/HP_0000964,Eczematoid dermatitis,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0003765,Psoriasiform dermatitis,http://purl.obolibrary.org/obo/MPATH_675,psoriasiform dermatitis,associated with
http://purl.obolibrary.org/obo/HP_0011121,Abnormal skin morphology,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0030053,Stiff skin,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0007618,Subcutaneous calcification,http://purl.obolibrary.org/obo/UBERON_0011818,superficial fascia,associated with
http://purl.obolibrary.org/obo/HP_0000968,Ectodermal dysplasia,http://purl.obolibrary.org/obo/UBERON_0000924,ectoderm,associated with
http://purl.obolibrary.org/obo/HP_0001015,Prominent superficial veins,http://purl.obolibrary.org/obo/UBERON_0035550,superficial vein,associated with
http://purl.obolibrary.org/obo/HP_0007457,Prominent veins on trunk,http://purl.obolibrary.org/obo/UBERON_0002100,trunk,associated with
http://purl.obolibrary.org/obo/HP_0007457,Prominent veins on trunk,http://purl.obolibrary.org/obo/UBERON_0001638,vein,associated with
http://purl.obolibrary.org/obo/HP_0001043,Prominent scalp veins,http://purl.obolibrary.org/obo/UBERON_0000403,scalp,associated with
http://purl.obolibrary.org/obo/HP_0001043,Prominent scalp veins,http://purl.obolibrary.org/obo/UBERON_0001638,vein,associated with
http://purl.obolibrary.org/obo/HP_0001933,Subcutaneous hemorrhage,http://purl.obolibrary.org/obo/UBERON_0011818,superficial fascia,associated with
http://purl.obolibrary.org/obo/HP_0001933,Subcutaneous hemorrhage,http://purl.obolibrary.org/obo/MPATH_119,hemorrhage and non-specified extravasation,associated with
http://purl.obolibrary.org/obo/HP_0000978,Bruising susceptibility,http://purl.obolibrary.org/obo/MPATH_120,ecchymosis,associated with
http://purl.obolibrary.org/obo/HP_0001009,Telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0100870,Plantar telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0100870,Plantar telangiectasia,http://purl.obolibrary.org/obo/UBERON_0013778,skin of sole of pes,associated with
http://purl.obolibrary.org/obo/HP_0100869,Palmar telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0100869,Palmar telangiectasia,http://purl.obolibrary.org/obo/UBERON_0013777,skin of palm of manus,associated with
http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear,http://purl.obolibrary.org/obo/UBERON_0001690,ear,associated with
http://purl.obolibrary.org/obo/HP_0007421,Telangiectases of the cheeks,http://purl.obolibrary.org/obo/UBERON_0008803,skin of cheek,associated with
http://purl.obolibrary.org/obo/HP_0007421,Telangiectases of the cheeks,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0100579,Mucosal telangiectasiae,http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,associated with
http://purl.obolibrary.org/obo/HP_0100579,Mucosal telangiectasiae,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0002604,Gastrointestinal telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0002604,Gastrointestinal telangiectasia,http://purl.obolibrary.org/obo/UBERON_0005409,alimentary part of gastrointestinal system,associated with
http://purl.obolibrary.org/obo/HP_0000524,Conjunctival telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0000524,Conjunctival telangiectasia,http://purl.obolibrary.org/obo/UBERON_0001811,conjunctiva,associated with
http://purl.obolibrary.org/obo/HP_0000434,Nasal mucosa telangiectasia,http://purl.obolibrary.org/obo/UBERON_0001826,nasal cavity mucosa,associated with
http://purl.obolibrary.org/obo/HP_0000434,Nasal mucosa telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0002707,Palate telangiectasia,http://purl.obolibrary.org/obo/UBERON_0001716,secondary palate,associated with
http://purl.obolibrary.org/obo/HP_0002707,Palate telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0000227,Tongue telangiectasia,http://purl.obolibrary.org/obo/UBERON_0001723,tongue,associated with
http://purl.obolibrary.org/obo/HP_0000227,Tongue telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0000214,Lip telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0000214,Lip telangiectasia,http://purl.obolibrary.org/obo/UBERON_0001833,lip,associated with
http://purl.obolibrary.org/obo/HP_0007763,Retinal telangiectasia,http://purl.obolibrary.org/obo/UBERON_0000966,retina,associated with
http://purl.obolibrary.org/obo/HP_0007763,Retinal telangiectasia,http://purl.obolibrary.org/obo/MPATH_476,telangiectasia,associated with
http://purl.obolibrary.org/obo/HP_0001030,Fragile skin,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0001001,Abnormality of subcutaneous fat tissue,http://purl.obolibrary.org/obo/UBERON_0002190,subcutaneous adipose tissue,associated with
http://purl.obolibrary.org/obo/HP_0009003,Increased subcutaneous truncal adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002100,trunk,associated with
http://purl.obolibrary.org/obo/HP_0009003,Increased subcutaneous truncal adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,subcutaneous adipose tissue,associated with
http://purl.obolibrary.org/obo/HP_0003758,Reduced subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,subcutaneous adipose tissue,associated with
http://purl.obolibrary.org/obo/HP_0005995,Decreased adipose tissue around neck,http://purl.obolibrary.org/obo/UBERON_0000974,neck,associated with
http://purl.obolibrary.org/obo/HP_0005995,Decreased adipose tissue around neck,http://purl.obolibrary.org/obo/UBERON_0001013,adipose tissue,associated with
http://purl.obolibrary.org/obo/HP_0005320,Lack of facial subcutaneous fat,http://purl.obolibrary.org/obo/UBERON_0001456,face,associated with
http://purl.obolibrary.org/obo/HP_0005320,Lack of facial subcutaneous fat,http://purl.obolibrary.org/obo/UBERON_0002190,subcutaneous adipose tissue,associated with
http://purl.obolibrary.org/obo/HP_0000961,Cyanosis,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0009762,Facial wrinkling,http://purl.obolibrary.org/obo/UBERON_0001456,face,associated with
http://purl.obolibrary.org/obo/HP_0007392,Excessive wrinkled skin,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0007605,Excessive wrinkling of palmar skin,http://purl.obolibrary.org/obo/UBERON_0013777,skin of palm of manus,associated with
http://purl.obolibrary.org/obo/HP_0000607,Periorbital wrinkles,http://purl.obolibrary.org/obo/UBERON_0016462,periorbital skin,associated with
http://purl.obolibrary.org/obo/HP_0000992,Cutaneous photosensitivity,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,associated with
http://purl.obolibrary.org/obo/HP_0007537,Severe photosensitivity,http://purl.obolibrary.org/obo/UBERON_0010230,eyeball of camera-type eye,associated with
http://purl.obolibrary.org/obo/HP_0001000,Abnormality of skin pigmentation,http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,associated with
http://purl.obolibrary.org/obo/HP_0001000,Abnormality of skin pigmentation,http://purl.obolibrary.org/obo/GO_0043473,pigmentation,associated with
http://purl.obolibrary.org/obo/HP_0005606,Hyperpigmented nevi and streak,http://purl.obolibrary.org/obo/UBERON_0000160,intestine,associated with
http://purl.obolibrary.org/obo/HP_0005606,Hyperpigmented nevi and streak,http://purl.obolibrary.org/obo/MPATH_119,hemorrhage and non-specified extravasation,associated with
