subject_id	translation_value	comment
HP:0009726	tumeurs du rein|cancer du rein	synonyms of HP:0009726 (Renal neoplasm)  ; abnormality of the genitourinary system ; neoplasm
HP:0010784	tumeurs de l'utérus	synonyms of HP:0010784 (Uterine neoplasm)  ; abnormality of the genitourinary system ; neoplasm
HP:0100723	tumeur stromatolithique gastro-intestinale	synonyms of HP:0100723 (Gastrointestinal stroma tumor)  ; abnormality of the digestive system ; neoplasm
HP:0100526	tumeur pulmonaire	synonyms of HP:0100526 (Neoplasm of the lung)  ; abnormality of the respiratory system ; neoplasm
HP:0100697	Schwannome malin|neurinome malin|neurofibrosarcomes|Tumeur maligne des gaines nerveuses périphériques	synonyms of HP:0100697 (Neurofibrosarcoma)  ; neoplasm
HP:0010786	tumeur indéterminée. du tractus urinaire	synonyms of HP:0010786 (Urinary tract neoplasm)  ; abnormality of the genitourinary system ; neoplasm
HP:0007378	tumeur gastro-intestinale|cancer gastrointestinal|cancer gastro-intestinal	synonyms of HP:0007378 (Neoplasm of the gastrointestinal tract)  ; abnormality of the digestive system ; neoplasm
HP:0002668	chémodectome|tumeur du corpuscule carotidien|tumeur du glomus carotidien	synonyms of HP:0002668 (Paraganglioma)  ; abnormality of the endocrine system ; abnormality of the nervous system ; neoplasm
HP:0002668	chémodectome|tumeur du corpuscule carotidien|tumeur du glomus carotidien	synonyms of HP:0002668 (Paraganglioma)  ; abnormality of the endocrine system ; abnormality of the nervous system ; neoplasm
HP:0002667	Néphroblastome|tumeur de Wilms	synonyms of HP:0002667 (Nephroblastoma)  ; abnormality of the genitourinary system ; neoplasm
HP:0010302	Tumeur de la moelle épinière	synonyms of HP:0010302 (Spinal cord tumor)  ; abnormality of the nervous system ; neoplasm
HP:0006753	cancer gastrique|cancer de l'estomac|tumeur de l'estomac	synonyms of HP:0006753 (Neoplasm of the stomach)  ; abnormality of the digestive system ; neoplasm
HP:0008069	cancer cutané|cancer de la peau|tumeur cutanée	synonyms of HP:0008069 (Neoplasm of the skin)  ; abnormality of the integument ; neoplasm
HP:0100570	Tumeur carcinoïde	synonyms of HP:0100570 (Carcinoid tumor)  ; abnormality of the endocrine system ; abnormality of the nervous system ; neoplasm
HP:0002664	tumeur|cancer|Tumeurs multiples|Risque augmenté de malignité	synonyms of HP:0002664 (Neoplasm)  ; neoplasm
HP:0002925	TSH augmentée	synonyms of HP:0002925 (Increased thyroid-stimulating hormone level)  ; abnormality of the endocrine system ; abnormality of the nervous system
HP:0000708	affections psychiatriques|troubles psychiatriques	synonyms of HP:0000708 (Behavioral abnormality)  ; abnormality of the nervous system
HP:0002102	inflammation de la plèvre|pleuresie|pleurésie|troubles pleuraux	synonyms of HP:0002102 (Pleuritis)  ; abnormality of the respiratory system
HP:0000729	troubles envahissants du développement	synonyms of HP:0000729 (Autistic behavior)  ; abnormality of the nervous system
HP:0100022	perturbation des mouvements|Mouvements anormaux|trouble de la motricité|troubles de la motricité	synonyms of HP:0100022 (Abnormality of movement)  ; abnormality of the nervous system
HP:0000365	pertes auditives|surdité|surdite|troubles de l'audition et la surdité|surdité congénitale|déficit auditif congénital	synonyms of HP:0000365 (Hearing impairment)  ; abnormality of the ear
HP:0007302	trouble bipolaire|troubles bipolaires	synonyms of HP:0007302 (Bipolar affective disorder)  ; abnormality of the nervous system
HP:0002960	troubles auto-immuns|auto-immunité|maladies auto-immunes	synonyms of HP:0002960 (Autoimmunity)  ; abnormality of the immune system
HP:0002716	trouble lymphatique	synonyms of HP:0002716 (Lymphadenopathy)  ; abnormality of the immune system
HP:0003676	trouble évolutif	synonyms of HP:0003676 (Progressive)  ; clinicalcourse
HP:0002167	trouble de la parole|trouble du langage	synonyms of HP:0002167 (Neurological speech impairment)  ; abnormality of the nervous system
HP:0000716	trouble dépressif	synonyms of HP:0000716 (Depressivity)  ; abnormality of the nervous system
HP:0100033	trouble de tic|tics anormaux|tics	synonyms of HP:0100033 (Tics)  ; abnormality of the nervous system
HP:0002167	trouble de la parole|trouble du langage	synonyms of HP:0002167 (Neurological speech impairment)  ; abnormality of the nervous system
HP:0100022	perturbation des mouvements|Mouvements anormaux|trouble de la motricité|troubles de la motricité	synonyms of HP:0100022 (Abnormality of movement)  ; abnormality of the nervous system
HP:0002141	anomalie de l'équilibre|trouble de l'équilibre	synonyms of HP:0002141 (Gait imbalance)  ; abnormality of the nervous system
HP:0007302	trouble bipolaire|troubles bipolaires	synonyms of HP:0007302 (Bipolar affective disorder)  ; abnormality of the nervous system
HP:0002697	trou pariétal	synonyms of HP:0002697 (Parietal foramina)  ; abnormality of head or neck ; abnormality of the skeletal system
HP:0002365	tronc cérébral hypoplasique	synonyms of HP:0002365 (Hypoplasia of the brainstem)  ; abnormality of the nervous system
HP:0012167	trichomanie	synonyms of HP:0012167 (Hair-pulling)  ; abnormality of the nervous system
HP:0001128	trichiase des paupières	synonyms of HP:0001128 (Trichiasis)  ; abnormality of the integument ; abnormality of head or neck
HP:0000975	sudation|sueur|r61 - hyperhidrose|augmentation de la sudation|sudation excessive|transpiration excessive	synonyms of HP:0000975 (Hyperhidrosis)  ; abnormality of the integument
HP:0003180	Toits acétabulaires plats|Toits acétabulaires aplatis|Acétabula irréguliers, plats|Toits acétabulaires irréguliers, plats	synonyms of HP:0003180 (Flat acetabular roof)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100033	trouble de tic|tics anormaux|tics	synonyms of HP:0100033 (Tics)  ; abnormality of the nervous system
HP:0004419	phlébite récidivante|thrombose récidivante	synonyms of HP:0004419 (Recurrent thrombophlebitis)  ; abnormality of blood and blood-forming tissues
HP:0002625	thrombose des veines profondes	synonyms of HP:0002625 (Deep venous thrombosis)  ; abnormality of blood and blood-forming tissues
HP:0005305	thrombose des veines cérébrales|thrombose cérébrale|thrombophlebite cerebrale	synonyms of HP:0005305 (Cerebral venous thrombosis)  ; abnormality of blood and blood-forming tissues
HP:0005305	thrombose des veines cérébrales|thrombose cérébrale|thrombophlebite cerebrale	synonyms of HP:0005305 (Cerebral venous thrombosis)  ; abnormality of blood and blood-forming tissues
HP:0005305	thrombose des veines cérébrales|thrombose cérébrale|thrombophlebite cerebrale	synonyms of HP:0005305 (Cerebral venous thrombosis)  ; abnormality of blood and blood-forming tissues
HP:0001905	thrombopénie congénitale|thrombocytopénie congénitale	synonyms of HP:0001905 (Congenital thrombocytopenia)  ; abnormality of blood and blood-forming tissues
HP:0001873	thrombopénie|légère thrombocytopénie|sévère thrombocytopénie|thrombocytopénie légère à modérée|thrombocytopénie modérée à sévère|thrombocytopénie légère à modérée	synonyms of HP:0001873 (Thrombocytopenia)  ; abnormality of blood and blood-forming tissues
HP:0001907	maladie thrombo-embolique|thromboembolie	synonyms of HP:0001907 (Thromboembolism)  ; abnormality of blood and blood-forming tissues
HP:0001973	thrombocytopénie immunologique|Thrombocytopénie auto-immune|thrombocytopénie immunologique chronique|purpura thrombopénique idiopathique	synonyms of HP:0001973 (Autoimmune thrombocytopenia)  ; abnormality of the immune system ; abnormality of blood and blood-forming tissues
HP:0000767	thorax en entonnoir|léger Pectus excavatum	synonyms of HP:0000767 (Pectus excavatum)  ; abnormality of the skeletal system
HP:0010719	texture anormale des cheveux	synonyms of HP:0010719 (Abnormality of hair texture)  ; abnormality of the integument
HP:0001636	tétralogie de Fallot	synonyms of HP:0001636 (Tetralogy of Fallot)  ; abnormality of the cardiovascular system
HP:0003057	Tétraamélie	synonyms of HP:0003057 (Tetraamelia)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0003997	hypoplasie de la tête du radius|tête radiale hypoplastique	synonyms of HP:0003997 (Hypoplastic radial head)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0003010	temps de saignement allongé|temps de saignement prolongé légèrement à 10-12 minutes|saignement prolongé de 15 à 30 minutes	synonyms of HP:0003010 (Prolonged bleeding time)  ; abnormality of blood and blood-forming tissues
HP:0003645	allongement temps de quick|prothrombine augmentée|temps de céphaline activée allongé	synonyms of HP:0003645 (Prolonged partial thromboplastin time)  ; abnormality of blood and blood-forming tissues
HP:0001945	hyperthermie|pyrexie|température augmentée	synonyms of HP:0001945 (Fever)  ; abnormality of metabolism/homeostasis
HP:0000524	Télangiectasies de la conjonctive	synonyms of HP:0000524 (Conjunctival telangiectasia)  ; abnormality of the integument ; abnormality of head or neck ; abnormality of the cardiovascular system ; abnormality of the eye
HP:0005598	télangiectasie faciale en papillon	synonyms of HP:0005598 (Facial telangiectasia in butterfly midface distribution)  ; abnormality of the integument ; abnormality of the cardiovascular system
HP:0000679	taurodontisme	synonyms of HP:0000679 (Taurodontia)  ; abnormality of head or neck
HP:0008848	taille modérément diminuée	synonyms of HP:0008848 (Moderately short stature)  ; growth abnormality
HP:0003502	Taille légérement petite|diminution de la taille corporelle légère à modérée|petite taille relative|petite taille légère variable	synonyms of HP:0003502 (Mild short stature)  ; growth abnormality
HP:0004322	Homme adulte de taille 142-169 cm|Diminution de la taille corporelle|taille corporelle diminuée|Taille inférieure au 3ème percentile|petite taille variable	synonyms of HP:0004322 (Short stature)  ; growth abnormality
HP:0000098	taille corporelle augmentée|augmentation de la croissance linéaire|taille normale ou grande	synonyms of HP:0000098 (Tall stature)  ; growth abnormality
HP:0100814	tâche bleue sacrée	synonyms of HP:0100814 (Blue nevus)  ; abnormality of the integument
HP:0008368	fusion tarsienne|synostose impliquant les os tarsiens|synostose tarsiennne|synostose des os du tarse	synonyms of HP:0008368 (Tarsal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0006595	synostose scapulo-humérale	synonyms of HP:0006595 (Scapulohumeral synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0002974	Synostose radio-cubitale|synostose radio-cubitale familiale	synonyms of HP:0002974 (Radioulnar synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0002974	Synostose radio-cubitale|synostose radio-cubitale familiale	synonyms of HP:0002974 (Radioulnar synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0001440	fusion des métatarsiens|synostose métatarsienne|synostose impliquant les os métatarsiens	synonyms of HP:0001440 (Metatarsal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009701	synostose métacarpienne|synostose impliquant les métacarpiens	synonyms of HP:0009701 (Metacarpal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0008368	fusion tarsienne|synostose impliquant les os tarsiens|synostose tarsiennne|synostose des os du tarse	synonyms of HP:0008368 (Tarsal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0001440	fusion des métatarsiens|synostose métatarsienne|synostose impliquant les os métatarsiens	synonyms of HP:0001440 (Metatarsal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009701	synostose métacarpienne|synostose impliquant les métacarpiens	synonyms of HP:0009701 (Metacarpal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009703	Symphalangisme affectant le 1er métacarpien|synostose impliquant le 1er métacarpien	synonyms of HP:0009703 (Synostosis involving the 1st metacarpal)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0003041	synostose huméroradiale	synonyms of HP:0003041 (Humeroradial synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009702	fusion carpienne|fusion des os du carpe|synostose carpienne	synonyms of HP:0009702 (Carpal synostosis)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0000664	synophrys	synonyms of HP:0000664 (Synophrys)  ; abnormality of the integument ; abnormality of head or neck
HP:0002863	myélodysplasie hypoplasique|syndrome myélodysplasique|syndrome myelo-dysplasique|syndromes myélodysplasiques	synonyms of HP:0002863 (Myelodysplasia)  ; neoplasm ; abnormality of blood and blood-forming tissues
HP:0001892	syndrome hémorragique|syndromes hémorragiques|hémorragie|diathèse hémorragique congénitale	synonyms of HP:0001892 (Abnormal bleeding)  ; abnormality of blood and blood-forming tissues
HP:0001156	Syndromes avec brachydactylie|légère brachydactylie|brachydactylie sévère|micro-brachydactylie|brachydactylie symétrique|brachydactylie des mains et des pieds|Raccourcissement disproportionné du 2ième et du 3ième doigt|Brachydactylie complexe|Brachydactylie (main)	synonyms of HP:0001156 (Brachydactyly)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0002111	syndrome restrictif respiratoire	synonyms of HP:0002111 (Restrictive deficit on pulmonary function testing)  ; abnormality of the respiratory system
HP:0001300	syndrome parkinsonien|parkinsonisme	synonyms of HP:0001300 (Parkinsonism)  ; abnormality of the nervous system
HP:0005575	syndrome hémolytique urémique|syndrome néphro-anémique	synonyms of HP:0005575 (Hemolytic-uremic syndrome)  ; abnormality of the genitourinary system
HP:0002863	myélodysplasie hypoplasique|syndrome myélodysplasique|syndrome myelo-dysplasique|syndromes myélodysplasiques	synonyms of HP:0002863 (Myelodysplasia)  ; neoplasm ; abnormality of blood and blood-forming tissues
HP:0001892	syndrome hémorragique|syndromes hémorragiques|hémorragie|diathèse hémorragique congénitale	synonyms of HP:0001892 (Abnormal bleeding)  ; abnormality of blood and blood-forming tissues
HP:0005575	syndrome hémolytique urémique|syndrome néphro-anémique	synonyms of HP:0005575 (Hemolytic-uremic syndrome)  ; abnormality of the genitourinary system
HP:0002071	signe extrapyramidal|Syndrome extra-pyramidal|Syndrome extrapyramidal tardif|signes extrapyramidaux pouvant se développer	synonyms of HP:0002071 (Abnormality of extrapyramidal motor function)  ; abnormality of the nervous system
HP:0000147	syndrome des ovaires polykystiques	synonyms of HP:0000147 (Polycystic ovaries)  ; abnormality of the genitourinary system
HP:0001250	convulsions|épilepsie|convulsions rebelles|convulsions durant habituellement moins de 15 minutes|convulsions non fébriles|spasmes infantiles|Syndrome de West|convulsions commençant souvent par une déviation des yeux et de la tête|enfants développant des convulsions non fébriles plus tard dans la vie|généralisation secondaire pouvant apparaître|augmentation du risque de convulsions chez l'enfant ou l'adulte (11-16%)|convulsions durant habituellement entre 1 et 5 minutes|Epilépsie foetale	synonyms of HP:0001250 (Seizures)  ; abnormality of the nervous system
HP:0011097	Syndrome de West	synonyms of HP:0011097 (Epileptic spasms)  ; abnormality of the nervous system
HP:0001657	syndrome de l'allongement de l'intervalle qt	synonyms of HP:0001657 (Prolonged QT interval)  ; abnormality of the cardiovascular system
HP:0004602	syndrome de klippel-feil|fusion des vertèbres cervicales, le plus souvent C2-C3	synonyms of HP:0004602 (Cervical C2/C3 vertebral fusion)  ; abnormality of the skeletal system
HP:0002277	syndrome de horner|CBH	synonyms of HP:0002277 (Horner syndrome)  ; abnormality of the nervous system ; abnormality of the eye
HP:0010535	apnée du sommeil|apnées du sommeil|syndrome d'apnées du sommeil	synonyms of HP:0010535 (Sleep apnea)  ; abnormality of the nervous system ; abnormality of the respiratory system
HP:0004691	syndactylie|Syndactylie du 2ème et 3ème orteil ou du 4ème et 5ème orteil	synonyms of HP:0004691 (2-3 toe syndactyly)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0004218	Symphalangisme du 5ième doigt|Symphalangisme du petit doigt	synonyms of HP:0004218 (Symphalangism of the 5th finger)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0004218	Symphalangisme du 5ième doigt|Symphalangisme du petit doigt	synonyms of HP:0004218 (Symphalangism of the 5th finger)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0004197	symphalangisme du 4ième doigt	synonyms of HP:0004197 (Symphalangism of the 4th finger)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100482	symphalangisme des phalanges proximales et moyennes du petit orteil	synonyms of HP:0100482 (Proximal/middle symphalangism of 5th toe)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009177	symphalangisme des phalanges proximales et moyennes du 5ième doigt|symphalangisme des phalanges proximales et moyennes du petit doigt	synonyms of HP:0009177 (Proximal/middle symphalangism of 5th finger)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009177	symphalangisme des phalanges proximales et moyennes du 5ième doigt|symphalangisme des phalanges proximales et moyennes du petit doigt	synonyms of HP:0009177 (Proximal/middle symphalangism of 5th finger)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100489	symphalangisme des phalanges moyennes et proximales du 2nd orteil|symphalangisme des phalanges moyennes et proximales du 2ième orteil|symphalangisme des phalanges moyennes et proximales du deuxième orteil|symphalangisme des phalanges proximales et moyennes du 2ième orteil	synonyms of HP:0100489 (Proximal/middle symphalangism of 2nd toe)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100489	symphalangisme des phalanges moyennes et proximales du 2nd orteil|symphalangisme des phalanges moyennes et proximales du 2ième orteil|symphalangisme des phalanges moyennes et proximales du deuxième orteil|symphalangisme des phalanges proximales et moyennes du 2ième orteil	synonyms of HP:0100489 (Proximal/middle symphalangism of 2nd toe)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100489	symphalangisme des phalanges moyennes et proximales du 2nd orteil|symphalangisme des phalanges moyennes et proximales du 2ième orteil|symphalangisme des phalanges moyennes et proximales du deuxième orteil|symphalangisme des phalanges proximales et moyennes du 2ième orteil	synonyms of HP:0100489 (Proximal/middle symphalangism of 2nd toe)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0100489	symphalangisme des phalanges moyennes et proximales du 2nd orteil|symphalangisme des phalanges moyennes et proximales du 2ième orteil|symphalangisme des phalanges moyennes et proximales du deuxième orteil|symphalangisme des phalanges proximales et moyennes du 2ième orteil	synonyms of HP:0100489 (Proximal/middle symphalangism of 2nd toe)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009700	Symphalangisme de la main	synonyms of HP:0009700 (Finger symphalangism)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0009703	Symphalangisme affectant le 1er métacarpien|synostose impliquant le 1er métacarpien	synonyms of HP:0009703 (Synostosis involving the 1st metacarpal)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0000365	pertes auditives|surdité|surdite|troubles de l'audition et la surdité|surdité congénitale|déficit auditif congénital	synonyms of HP:0000365 (Hearing impairment)  ; abnormality of the ear
HP:0000975	sudation|sueur|r61 - hyperhidrose|augmentation de la sudation|sudation excessive|transpiration excessive	synonyms of HP:0000975 (Hyperhidrosis)  ; abnormality of the integument
HP:0000975	sudation|sueur|r61 - hyperhidrose|augmentation de la sudation|sudation excessive|transpiration excessive	synonyms of HP:0000975 (Hyperhidrosis)  ; abnormality of the integument
HP:0000975	sudation|sueur|r61 - hyperhidrose|augmentation de la sudation|sudation excessive|transpiration excessive	synonyms of HP:0000975 (Hyperhidrosis)  ; abnormality of the integument
HP:0010499	Subluxation de la rotule|Subluxation de la patella	synonyms of HP:0010499 (Patellar subluxation)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0010499	Subluxation de la rotule|Subluxation de la patella	synonyms of HP:0010499 (Patellar subluxation)  ; abnormality of limbs ; abnormality of the skeletal system
HP:0003414	luxation atloïdo-axoïdienne|subluxation atloïdo-axoïdienne	synonyms of HP:0003414 (Atlantoaxial dislocation)  ; abnormality of the skeletal system
HP:0007990	stroma de l'iris hypoplasique	synonyms of HP:0007990 (Hypoplastic iris stroma)  ; abnormality of the eye
HP:0001065	Strie nerveuse|stries atrophiques|strie cutanée	synonyms of HP:0001065 (Striae distensae)  ; abnormality of the integument
HP:0001065	Strie nerveuse|stries atrophiques|strie cutanée	synonyms of HP:0001065 (Striae distensae)  ; abnormality of the integument
HP:0001065	Strie nerveuse|stries atrophiques|strie cutanée	synonyms of HP:0001065 (Striae distensae)  ; abnormality of the integument
HP:0011107	stomatite aphteuse|aphthe	synonyms of HP:0011107 (Recurrent aphthous stomatitis)  ; abnormality of head or neck ; abnormality of the immune system
HP:0000733	stéréotypie|comportement persévérant	synonyms of HP:0000733 (Stereotypy)  ; abnormality of the nervous system
HP:0010527	stéréognosie	synonyms of HP:0010527 (Astereognosia)  ; abnormality of the nervous system
HP:0001682	Sténose sub-aortique	synonyms of HP:0001682 (Subvalvular aortic stenosis)  ; abnormality of the cardiovascular system
HP:0003416	sténose du canal vertébral|sténose rachidienne|rétrécissement du canal médullaire	synonyms of HP:0003416 (Spinal canal stenosis)  ; abnormality of the skeletal system
HP:0001718	sténose non rhumatismale de la valvule mitrale|sténose de la valve mitrale	synonyms of HP:0001718 (Mitral stenosis)  ; abnormality of the cardiovascular system
HP:0002677	sténose du formaen magnum|sténose du trou occipital	synonyms of HP:0002677 (Small foramen magnum)  ; abnormality of head or neck ; abnormality of the skeletal system
HP:0007678	sténose du canal lacrymo-nasal|sténose du canal lacrymonasal|sténose du conduit nasolacrymal	synonyms of HP:0007678 (Lacrimal duct stenosis)  ; abnormality of head or neck
HP:0007678	sténose du canal lacrymo-nasal|sténose du canal lacrymonasal|sténose du conduit nasolacrymal	synonyms of HP:0007678 (Lacrimal duct stenosis)  ; abnormality of head or neck
HP:0001642	sténose de la valvule pulmonaire	synonyms of HP:0001642 (Pulmonic stenosis)  ; abnormality of the cardiovascular system
HP:0001718	sténose non rhumatismale de la valvule mitrale|sténose de la valve mitrale	synonyms of HP:0001718 (Mitral stenosis)  ; abnormality of the cardiovascular system
HP:0001650	sténose aortique valvulaire	synonyms of HP:0001650 (Aortic valve stenosis)  ; abnormality of the cardiovascular system
HP:0001414	stéatose micro-vésiculaire|stéatose microvésiculaire|stéatose hépatique micro-vésiculaire	synonyms of HP:0001414 (Microvesicular hepatic steatosis)  ; abnormality of the digestive system
HP:0001414	stéatose micro-vésiculaire|stéatose microvésiculaire|stéatose hépatique micro-vésiculaire	synonyms of HP:0001414 (Microvesicular hepatic steatosis)  ; abnormality of the digestive system
HP:0001403	Stéatose macro-vésiculaire|Stéatose hépatique macrovésiculaire	synonyms of HP:0001403 (Macrovesicular hepatic steatosis)  ; abnormality of the digestive system
HP:0001414	stéatose micro-vésiculaire|stéatose microvésiculaire|stéatose hépatique micro-vésiculaire	synonyms of HP:0001414 (Microvesicular hepatic steatosis)  ; abnormality of the digestive system
HP:0001403	Stéatose macro-vésiculaire|Stéatose hépatique macrovésiculaire	synonyms of HP:0001403 (Macrovesicular hepatic steatosis)  ; abnormality of the digestive system
HP:0000574	sourcils fournis|Sourcils fournis, larges	synonyms of HP:0000574 (Thick eyebrow)  ; abnormality of the integument ; abnormality of head or neck
HP:0000535	sourcils et cils clairsemés|sourcils peu épais|sourcils fins|perte des cils et des sourcils|sourcils en arcs, clairsemés	synonyms of HP:0000535 (Sparse and thin eyebrow)  ; abnormality of the integument ; abnormality of head or neck
HP:0001696	Situs inversus total	synonyms of HP:0001696 (Situs inversus totalis)  ; abnormality of the cardiovascular system
HP:0004467	sinus préauriculaire|marques et dépressions préauriculaires multiples	synonyms of HP:0004467 (Preauricular pit)  ; abnormality of the integument ; abnormality of head or neck
HP:0010769	l05 - sinus pilonidal|sinus pilonidal|sinus pilonidal	synonyms of HP:0010769 (Pilonidal sinus)  ; abnormality of the skeletal system
HP:0002071	signe extrapyramidal|Syndrome extra-pyramidal|Syndrome extrapyramidal tardif|signes extrapyramidaux pouvant se développer	synonyms of HP:0002071 (Abnormality of extrapyramidal motor function)  ; abnormality of the nervous system
HP:0100792	signe de Nikolsky	synonyms of HP:0100792 (Acantholysis)  ; abnormality of the integument
HP:0003828	Sévérité variable	synonyms of HP:0003828 (Variable expressivity)  ; modifier
HP:0100632	séquestration broncho-pulmonaire	synonyms of HP:0100632 (Pulmonary sequestration)  ; abnormality of the respiratory system
HP:0002321	sensation vertigineuse|vertige et étourdissement|étourdissement	synonyms of HP:0002321 (Vertigo)  ; abnormality of the ear
HP:0000217	sécheresse de la bouche|salivation réduite	synonyms of HP:0000217 (Xerostomia)  ; abnormality of head or neck
HP:0001051	seborrhee|séborrhée|dermite seborrhéique	synonyms of HP:0001051 (Seborrheic dermatitis)  ; abnormality of the integument ; abnormality of the immune system
HP:0001051	seborrhee|séborrhée|dermite seborrhéique	synonyms of HP:0001051 (Seborrheic dermatitis)  ; abnormality of the integument ; abnormality of the immune system
HP:0000046	hypoplasie du scrotum|scrotum hypoplasique	synonyms of HP:0000046 (Scrotal hypoplasia)  ; abnormality of the genitourinary system
HP:0001123	anomalie du champ visuel|scotome	synonyms of HP:0001123 (Visual field defect)  ; abnormality of the eye
HP:0000592	sclérotique bleue	synonyms of HP:0000592 (Blue sclerae)  ; abnormality of the eye
