source_language	translation_language	subject_id	source_value	predicate_id	translation_value	translation_status
en	es	HP:0000044	Hypogonadotrophic hypogonadism	rdfs:label	Hipogonadismo hipogonadotrófico	OFFICIAL
en	es	HP:0000045	Abnormality of the scrotum	rdfs:label	Anomalía del escroto	OFFICIAL
en	es	HP:0000046	Scrotal hypoplasia	rdfs:label	Hipoplasia escrotal	OFFICIAL
en	es	HP:0000047	Hypospadias	rdfs:label	Hipospadias	OFFICIAL
en	es	HP:0000048	Bifid scrotum	rdfs:label	Escroto bífido	OFFICIAL
en	es	HP:0000049	Shawl scrotum	rdfs:label	Escroto en chal	OFFICIAL
en	es	HP:0000050	Hypoplastic male external genitalia	rdfs:label	Genitales externos masculinos hipoplásicos	OFFICIAL
en	es	HP:0000051	Perineal hypospadias	rdfs:label	Hipospadias perineales	OFFICIAL
en	es	HP:0000052	Urethral atresia, male	rdfs:label	Atresia uretral, hombre	OFFICIAL
en	es	HP:0000053	Macroorchidism	rdfs:label	Macroorquidia	OFFICIAL
en	es	HP:0000054	Micropenis	rdfs:label	Micropene	OFFICIAL
en	es	HP:0000055	Abnormality of female external genitalia	rdfs:label	Anomalía de los genitales externos femeninos	OFFICIAL
en	es	HP:0000056	Abnormality of the clitoris	rdfs:label	Anomalía del clítoris	OFFICIAL
en	es	HP:0000057	obsolete Clitoromegaly	rdfs:label	Clitoromegalia	OFFICIAL
en	es	HP:0000058	Abnormality of the labia	rdfs:label	Anomalía de los labios	OFFICIAL
en	es	HP:0000059	Hypoplastic labia majora	rdfs:label	Labios mayores hipoplásicos	OFFICIAL
en	es	HP:0000060	Clitoral hypoplasia	rdfs:label	Hipoplasia del clítoris	OFFICIAL
en	es	HP:0000061	Ambiguous genitalia, female	rdfs:label	Genitales ambiguos, hembra	OFFICIAL
en	es	HP:0000062	Ambiguous genitalia	rdfs:label	Genitales ambiguos	OFFICIAL
en	es	HP:0000063	Fused labia minora	rdfs:label	Labios menores fusionados	OFFICIAL
en	es	HP:0000064	Hypoplastic labia minora	rdfs:label	Labios menores hipoplásicos	OFFICIAL
en	es	HP:0000065	Labial hypertrophy	rdfs:label	Hipertrofia labial	OFFICIAL
en	es	HP:0000066	Labial hypoplasia	rdfs:label	Hipoplasia labial	OFFICIAL
en	es	HP:0000067	Urethral atresia, female	rdfs:label	Atresia uretral, hembra	OFFICIAL
en	es	HP:0000068	Urethral atresia	rdfs:label	Atresia uretral	OFFICIAL
en	es	HP:0000069	Abnormality of the ureter	rdfs:label	Anomalía del uréter	OFFICIAL
en	es	HP:0000070	Ureterocele	rdfs:label	Ureterocele	OFFICIAL
en	es	HP:0000071	Ureteral stenosis	rdfs:label	Estenosis ureteral	OFFICIAL
en	es	HP:0000072	Hydroureter	rdfs:label	Hidrouréter	OFFICIAL
en	es	HP:0000073	Ureteral duplication	rdfs:label	Duplicación ureteral	OFFICIAL
en	es	HP:0000074	Ureteropelvic junction obstruction	rdfs:label	Obstrucción de la unión ureteropélvica	OFFICIAL
en	es	HP:0000075	Renal duplication	rdfs:label	Duplicación renal	OFFICIAL
en	es	HP:0000076	Vesicoureteral reflux	rdfs:label	Reflujo vesicoureteral	OFFICIAL
en	es	HP:0000077	Abnormality of the kidney	rdfs:label	Anomalía del riñón	OFFICIAL
en	es	HP:0000078	Abnormality of the genital system	rdfs:label	Anomalía del sistema genital	OFFICIAL
en	es	HP:0000079	Abnormality of the urinary system	rdfs:label	Anomalía del sistema urinario	OFFICIAL
en	es	HP:0000080	Abnormality of reproductive system physiology	rdfs:label	Anomalía de la función genital	OFFICIAL
en	es	HP:0000081	Duplicated collecting system	rdfs:label	Duplicación del sistema colector	OFFICIAL
en	es	HP:0000083	Renal insufficiency	rdfs:label	Insuficiencia renal	OFFICIAL
en	es	HP:0000085	Horseshoe kidney	rdfs:label	Riñón en herradura	OFFICIAL
en	es	HP:0000086	Ectopic kidney	rdfs:label	Riñón ectópico	OFFICIAL
en	es	HP:0000089	Renal hypoplasia	rdfs:label	Hipoplasia renal	OFFICIAL
en	es	HP:0000090	Nephronophthisis	rdfs:label	Nefronoptisis	OFFICIAL
en	es	HP:0000091	Abnormal renal tubule morphology	rdfs:label	Anomalía del túbulo renal	OFFICIAL
en	es	HP:0000092	Tubular atrophy	rdfs:label	Atrofia tubular	OFFICIAL
en	es	HP:0000093	Proteinuria	rdfs:label	Proteinuria	OFFICIAL
en	es	HP:0000095	Abnormality of renal glomerulus morphology	rdfs:label	Anomalía del glomérulo	OFFICIAL
en	es	HP:0000096	Glomerulosclerosis	rdfs:label	Glomeruloesclerosis	OFFICIAL
en	es	HP:0000097	Focal segmental glomerulosclerosis	rdfs:label	Glomeruloesclerosis focal y segmentaria	OFFICIAL
en	es	HP:0000098	Tall stature	rdfs:label	Talla alta	OFFICIAL
en	es	HP:0000099	Glomerulonephritis	rdfs:label	Glomerulonefritis	OFFICIAL
en	es	HP:0000100	Nephrotic syndrome	rdfs:label	Síndrome nefrótico	OFFICIAL
en	es	HP:0000103	Polyuria	rdfs:label	Poliuria	OFFICIAL
en	es	HP:0000104	Renal agenesis	rdfs:label	Agenesia renal	OFFICIAL
en	es	HP:0000105	Enlarged kidney	rdfs:label	Agrandamiento de los riñones	OFFICIAL
en	es	HP:0000107	Renal cyst	rdfs:label	Quiste renal	OFFICIAL
en	es	HP:0000108	Renal corticomedullary cysts	rdfs:label	Quistes renales corticomedulares	OFFICIAL
en	es	HP:0000110	Renal dysplasia	rdfs:label	Displasia renal	OFFICIAL
en	es	HP:0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	rdfs:label	Hipertrofia / hiperplasia de las células renales yuxtaglomerulares	OFFICIAL
en	es	HP:0000112	Nephropathy	rdfs:label	Nefropatía	OFFICIAL
en	es	HP:0000113	Polycystic kidney dysplasia	rdfs:label	Displasia renal poliquística	OFFICIAL
en	es	HP:0000114	Proximal tubulopathy	rdfs:label	Tubulopatía proximal	OFFICIAL
en	es	HP:0000117	Renal phosphate wasting	rdfs:label	Perdida renal de fosfato	OFFICIAL
en	es	HP:0000118	Phenotypic abnormality	rdfs:label	Anomalía fenotípica	OFFICIAL
en	es	HP:0000119	Abnormality of the genitourinary system	rdfs:label	Anomalía del sistema genitourinario	OFFICIAL
en	es	HP:0000121	Nephrocalcinosis	rdfs:label	Nefrocalcinosis	OFFICIAL
en	es	HP:0000122	Unilateral renal agenesis	rdfs:label	Agenesia renal unilateral	OFFICIAL
en	es	HP:0000123	Nephritis	rdfs:label	Nefritis	OFFICIAL
en	es	HP:0000124	Renal tubular dysfunction	rdfs:label	Disfunción renal tubular	OFFICIAL
en	es	HP:0000125	Pelvic kidney	rdfs:label	Riñón pélvico	OFFICIAL
en	es	HP:0000126	Hydronephrosis	rdfs:label	Hidronefrosis	OFFICIAL
en	es	HP:0000127	Renal salt wasting	rdfs:label	Perdida renal de sal	OFFICIAL
en	es	HP:0000128	Renal potassium wasting	rdfs:label	Perdida de potasio urinario	OFFICIAL
en	es	HP:0000130	Abnormality of the uterus	rdfs:label	Anomalía del útero	OFFICIAL
en	es	HP:0000131	Uterine leiomyoma	rdfs:label	Leiomioma uterino	OFFICIAL
en	es	HP:0000132	Menorrhagia	rdfs:label	Menorragia	OFFICIAL
en	es	HP:0000133	Gonadal dysgenesis	rdfs:label	Disgenesia gonadal	OFFICIAL
en	es	HP:0000134	Female hypogonadism	rdfs:label	Hipogonadismo en mujer	OFFICIAL
en	es	HP:0000135	Hypogonadism	rdfs:label	Hipogonadismo	OFFICIAL
en	es	HP:0000136	Bifid uterus	rdfs:label	Útero bífido	OFFICIAL
en	es	HP:0000137	Abnormality of the ovary	rdfs:label	Anomalía del ovario	OFFICIAL
en	es	HP:0000138	Ovarian cyst	rdfs:label	Quiste ovárico	OFFICIAL
en	es	HP:0000139	Uterine prolapse	rdfs:label	Prolapso uterino	OFFICIAL
en	es	HP:0000140	Abnormality of the menstrual cycle	rdfs:label	Anomalía del ciclo menstrual	OFFICIAL
en	es	HP:0000141	Amenorrhea	rdfs:label	Amenorrea	OFFICIAL
en	es	HP:0000142	Abnormal vagina morphology	rdfs:label	Anomalía de la vagina	OFFICIAL
en	es	HP:0000143	Rectovaginal fistula	rdfs:label	Fístula rectovaginal	OFFICIAL
en	es	HP:0000144	Decreased fertility	rdfs:label	Disminución de la fertilidad	OFFICIAL
en	es	HP:0000145	Transverse vaginal septum	rdfs:label	Tabique vaginal transverso	OFFICIAL
en	es	HP:0000147	Polycystic ovaries	rdfs:label	Ovarios poliquísticos	OFFICIAL
en	es	HP:0000148	Vaginal atresia	rdfs:label	Atresia vaginal	OFFICIAL
en	es	HP:0000149	Ovarian gonadoblastoma	rdfs:label	Gonadoblastoma ovarico	OFFICIAL
en	es	HP:0000150	Gonadoblastoma	rdfs:label	Gonadoblastoma	OFFICIAL
en	es	HP:0000151	Aplasia of the uterus	rdfs:label	Aplasia del útero	OFFICIAL
en	es	HP:0000152	Abnormality of head or neck	rdfs:label	Anomalía de la cabeza y el cuello	OFFICIAL
en	es	HP:0000153	Abnormality of the mouth	rdfs:label	Anomalía de la boca	OFFICIAL
en	es	HP:0000154	Wide mouth	rdfs:label	Boca ancha	OFFICIAL
en	es	HP:0000155	Oral ulcer	rdfs:label	Úlcera oral	OFFICIAL
en	es	HP:0000157	Abnormality of the tongue	rdfs:label	Anomalía de la lengua	OFFICIAL
en	es	HP:0000158	Macroglossia	rdfs:label	Macroglosia	OFFICIAL
en	es	HP:0000159	Abnormal lip morphology	rdfs:label	Anomalía del labio	OFFICIAL
en	es	HP:0000160	Narrow mouth	rdfs:label	Boca estrecha	OFFICIAL
en	es	HP:0000161	Median cleft lip	rdfs:label	Hendidura central de labio	OFFICIAL
en	es	HP:0000162	Glossoptosis	rdfs:label	Glosoptosis	OFFICIAL
en	es	HP:0000163	Abnormal oral cavity morphology	rdfs:label	Anomalía de la cavidad oral	OFFICIAL
en	es	HP:0000164	Abnormality of the dentition	rdfs:label	Anomalía de los dientes	OFFICIAL
en	es	HP:0000166	Severe periodontitis	rdfs:label	Periodontitis severa	OFFICIAL
en	es	HP:0000168	Abnormality of the gingiva	rdfs:label	Anomalía de la encía	OFFICIAL
en	es	HP:0000169	Gingival fibromatosis	rdfs:label	Fibromatosis gingival	OFFICIAL
en	es	HP:0000171	Microglossia	rdfs:label	Microglosia	OFFICIAL
en	es	HP:0000172	Abnormality of the uvula	rdfs:label	Anomalía de la úvula	OFFICIAL
en	es	HP:0000174	Abnormal palate morphology	rdfs:label	Anomalía del paladar	OFFICIAL
en	es	HP:0000175	Cleft palate	rdfs:label	Hendidura de paladar	OFFICIAL
en	es	HP:0000176	Submucous cleft hard palate	rdfs:label	Hendidura submucosa de paladar duro	OFFICIAL
en	es	HP:0000177	Abnormality of upper lip	rdfs:label	Anomalía del labio superior	OFFICIAL
en	es	HP:0000178	Abnormality of lower lip	rdfs:label	Anomalía del labio inferior	OFFICIAL
en	es	HP:0000179	Thick lower lip vermilion	rdfs:label	Bermellón del labio inferior grueso	OFFICIAL
en	es	HP:0000180	Lobulated tongue	rdfs:label	Lengua lobulada	OFFICIAL
en	es	HP:0000182	Movement abnormality of the tongue	rdfs:label	Anomalía del movimiento de la lengua	OFFICIAL
en	es	HP:0000183	Difficulty in tongue movements	rdfs:label	Dificultad en los movimientos de la lengua	OFFICIAL
en	es	HP:0000185	Cleft soft palate	rdfs:label	Hendidura del paladar blando (velo del paladar)	OFFICIAL
en	es	HP:0000187	Broad alveolar ridges	rdfs:label	Rebordes alveolares anchos	OFFICIAL
en	es	HP:0000188	Short upper lip	rdfs:label	Labio superior corto	OFFICIAL
en	es	HP:0000189	Narrow palate	rdfs:label	Paladar estrecho	OFFICIAL
en	es	HP:0000190	Abnormal oral frenulum morphology	rdfs:label	Anomalía del frenillo bucal	OFFICIAL
en	es	HP:0000191	Accessory oral frenulum	rdfs:label	Frenillo oral accesorio	OFFICIAL
en	es	HP:0000193	Bifid uvula	rdfs:label	Úvula bífida	OFFICIAL
en	es	HP:0000194	Open mouth	rdfs:label	Boca abierta	OFFICIAL
en	es	HP:0000196	Lower lip pit	rdfs:label	Fosita o muesca (pit) de labio inferior	OFFICIAL
en	es	HP:0000197	Abnormal parotid gland morphology	rdfs:label	Anomalía de la glándula parótida	OFFICIAL
en	es	HP:0000198	Absence of Stensen duct	rdfs:label	Ausencia de conducto Stensen	OFFICIAL
en	es	HP:0000199	Tongue nodules	rdfs:label	Nódulos linguales	OFFICIAL
en	es	HP:0000200	Short lingual frenulum	rdfs:label	Frenillo lingual corto	OFFICIAL
en	es	HP:0000201	Pierre-Robin sequence	rdfs:label	Secuencia de Pierre-Robin	OFFICIAL
en	es	HP:0000202	Oral cleft	rdfs:label	Hendidura oral	OFFICIAL
en	es	HP:0000204	Cleft upper lip	rdfs:label	Hendidura del labio superior	OFFICIAL
en	es	HP:0000205	Pursed lips	rdfs:label	Labios fruncidos	OFFICIAL
en	es	HP:0000206	Glossitis	rdfs:label	Glositis	OFFICIAL
en	es	HP:0000207	Triangular mouth	rdfs:label	Boca triangular	OFFICIAL
en	es	HP:0000211	Trismus	rdfs:label	Trismus	OFFICIAL
en	es	HP:0000212	Gingival overgrowth	rdfs:label	Hiperplasia gingival	OFFICIAL
en	es	HP:0000214	Lip telangiectasia	rdfs:label	Telangiectasia del labio	OFFICIAL
en	es	HP:0000215	Thick upper lip vermilion	rdfs:label	Bermellón del labio superior grueso	OFFICIAL
en	es	HP:0000216	Broad secondary alveolar ridge	rdfs:label	Reborde alveolar secundario ancho	OFFICIAL
en	es	HP:0000217	Xerostomia	rdfs:label	Xerostomía	OFFICIAL
en	es	HP:0000218	High palate	rdfs:label	Paladar alto	OFFICIAL
en	es	HP:0000219	Thin upper lip vermilion	rdfs:label	Bermellón del labio superior fino	OFFICIAL
en	es	HP:0000220	Velopharyngeal insufficiency	rdfs:label	Insuficiencia velofaríngea	OFFICIAL
en	es	HP:0000221	Furrowed tongue	rdfs:label	Aumento de los surcos del dorso de la lengua	OFFICIAL
en	es	HP:0000222	Gingival hyperkeratosis	rdfs:label	Hiperqueratosis gingival	OFFICIAL
en	es	HP:0000223	Abnormality of taste sensation	rdfs:label	Anomalía del sentido del gusto	OFFICIAL
en	es	HP:0000224	Decreased taste sensation	rdfs:label	Disminución del sentido del gusto	OFFICIAL
en	es	HP:0000225	Gingival bleeding	rdfs:label	Sangrado gingival	OFFICIAL
en	es	HP:0000227	Tongue telangiectasia	rdfs:label	Telangiectasia linguales	OFFICIAL
en	es	HP:0000228	Oral cavity telangiectasia	rdfs:label	Teleangiectasia de la cavidad oral	OFFICIAL
en	es	HP:0000230	Gingivitis	rdfs:label	Gingivitis	OFFICIAL
en	es	HP:0000232	Everted lower lip vermilion	rdfs:label	Eversión del bermellón del labio inferior	OFFICIAL
en	es	HP:0000233	Thin vermilion border	rdfs:label	Borde del bermellón fino	OFFICIAL
en	es	HP:0000234	Abnormality of the head	rdfs:label	Anomalía de la cabeza	OFFICIAL
en	es	HP:0000235	Abnormality of the fontanelles or cranial sutures	rdfs:label	Anomalía de las fontanelas y suturas craneales	OFFICIAL
en	es	HP:0000236	Abnormality of the anterior fontanelle	rdfs:label	Anomalía de la fontanela anterior	OFFICIAL
en	es	HP:0000237	Small anterior fontanelle	rdfs:label	Fontanela anterior pequeña	OFFICIAL
en	es	HP:0000238	Hydrocephalus	rdfs:label	Hidrocefalia	OFFICIAL
en	es	HP:0000239	Large fontanelles	rdfs:label	Fontanelas amplias	OFFICIAL
en	es	HP:0000240	Abnormality of skull size	rdfs:label	Anomalía del tamaño del cráneo	OFFICIAL
en	es	HP:0000242	Parietal bossing	rdfs:label	Abombamiento parietal	OFFICIAL
en	es	HP:0000243	Trigonocephaly	rdfs:label	Trigonocefalia	OFFICIAL
en	es	HP:0000244	Brachyturricephaly	rdfs:label	Braquiturricefalia	OFFICIAL
en	es	HP:0000245	Abnormality of the paranasal sinuses	rdfs:label	Anomalía de los senos	OFFICIAL
en	es	HP:0000246	Sinusitis	rdfs:label	Sinusitis	OFFICIAL
en	es	HP:0000248	Brachycephaly	rdfs:label	Braquicefalia	OFFICIAL
en	es	HP:0000250	Dense calvaria	rdfs:label	Aumento de la densidad ósea de la bóveda craneal	OFFICIAL
en	es	HP:0000252	Microcephaly	rdfs:label	Microcefalia	OFFICIAL
en	es	HP:0000253	Progressive microcephaly	rdfs:label	Microcefalia progresiva	OFFICIAL
en	es	HP:0000255	Acute sinusitis	rdfs:label	Sinusitis aguda	OFFICIAL
en	es	HP:0000256	Macrocephaly	rdfs:label	Macrocefalia	OFFICIAL
en	es	HP:0000260	Wide anterior fontanel	rdfs:label	Fontanela anterior amplia	OFFICIAL
en	es	HP:0000262	Turricephaly	rdfs:label	Turricefalia	OFFICIAL
en	es	HP:0000263	Oxycephaly	rdfs:label	Oxicefalia, forma cónica del cráneo	OFFICIAL
en	es	HP:0000264	Abnormality of the mastoid	rdfs:label	Anomalía de la mastoides	OFFICIAL
en	es	HP:0000265	Mastoiditis	rdfs:label	Mastoiditis	OFFICIAL
en	es	HP:0000267	Cranial asymmetry	rdfs:label	Asimetría craneal	OFFICIAL
en	es	HP:0000268	Dolichocephaly	rdfs:label	Dolicocefalia	OFFICIAL
en	es	HP:0000269	Prominent occiput	rdfs:label	Occipucio prominente	OFFICIAL
en	es	HP:0000270	Delayed cranial suture closure	rdfs:label	Retraso del cierre de la sutura craneal	OFFICIAL
en	es	HP:0000271	Abnormality of the face	rdfs:label	Anomalía de la cara	OFFICIAL
en	es	HP:0000272	Malar flattening	rdfs:label	Aplanamiento malar	OFFICIAL
en	es	HP:0000273	Facial grimacing	rdfs:label	Muecas faciales	OFFICIAL
en	es	HP:0000274	Small face	rdfs:label	Cara pequeña	OFFICIAL
en	es	HP:0000275	Narrow face	rdfs:label	Cara estrecha	OFFICIAL
en	es	HP:0000276	Long face	rdfs:label	Cara larga	OFFICIAL
en	es	HP:0000277	Abnormality of the mandible	rdfs:label	Anomalía de la mandíbula	OFFICIAL
en	es	HP:0000278	Retrognathia	rdfs:label	Retrognatia	OFFICIAL
en	es	HP:0000280	Coarse facial features	rdfs:label	Rasgos faciales toscos	OFFICIAL
en	es	HP:0000282	Facial edema	rdfs:label	Edema facial	OFFICIAL
en	es	HP:0000283	Broad face	rdfs:label	Cara ancha	OFFICIAL
en	es	HP:0000284	obsolete Abnormality of the ocular region	rdfs:label	Anomalía de la región ocular	OFFICIAL
en	es	HP:0000286	Epicanthus	rdfs:label	Epicanto	OFFICIAL
en	es	HP:0000287	Increased facial adipose tissue	rdfs:label	Aumento del tejido adiposo facial	OFFICIAL
en	es	HP:0000288	Abnormality of the philtrum	rdfs:label	Anomalía del surco nasolabial	OFFICIAL
en	es	HP:0000289	Broad philtrum	rdfs:label	Filtro amplio	OFFICIAL
en	es	HP:0000290	Abnormality of the forehead	rdfs:label	Anomalía de la frente	OFFICIAL
en	es	HP:0000291	Abnormality of facial adipose tissue	rdfs:label	Anomalía de tejido adiposo facial	OFFICIAL
en	es	HP:0000292	Loss of facial adipose tissue	rdfs:label	Pérdida de tejido adiposo facial	OFFICIAL
en	es	HP:0000293	Full cheeks	rdfs:label	Mejillas rellenas, prominentes	OFFICIAL
en	es	HP:0000294	Low anterior hairline	rdfs:label	Inserción anterior del cabello baja	OFFICIAL
en	es	HP:0000295	Doll-like facies	rdfs:label	Cara de muñeco	OFFICIAL
en	es	HP:0000297	Facial hypotonia	rdfs:label	Hipotonía facial	OFFICIAL
en	es	HP:0000298	Mask-like facies	rdfs:label	Facies de máscara	OFFICIAL
en	es	HP:0000300	Oval face	rdfs:label	Rostro ovalado	OFFICIAL
en	es	HP:0000301	Abnormality of facial musculature	rdfs:label	Anomalía de la musculatura facial	OFFICIAL
en	es	HP:0000303	Mandibular prognathia	rdfs:label	Prognatismo mandibular	OFFICIAL
en	es	HP:0000306	Abnormality of the chin	rdfs:label	Anomalía de la barbilla	OFFICIAL
en	es	HP:0000307	Pointed chin	rdfs:label	Mentón afilado, barbilla puntiaguda	OFFICIAL
en	es	HP:0000308	Microretrognathia	rdfs:label	Microrretrognatia	OFFICIAL
en	es	HP:0000309	Abnormality of the midface	rdfs:label	Anomalía del tercio medio facial	OFFICIAL
en	es	HP:0000311	Round face	rdfs:label	Cara redonda	OFFICIAL
en	es	HP:0000315	Abnormality of the orbital region	rdfs:label	Anomalía de la región orbital	OFFICIAL
en	es	HP:0000316	Hypertelorism	rdfs:label	Hipertelorismo	OFFICIAL
en	es	HP:0000317	Facial myokymia	rdfs:label	Mioquimia facial	OFFICIAL
en	es	HP:0000319	Smooth philtrum	rdfs:label	Filtro liso	OFFICIAL
en	es	HP:0000320	Bird-like facies	rdfs:label	Cara de pájaro	OFFICIAL
en	es	HP:0000321	Square face	rdfs:label	Cara cuadrangular	OFFICIAL
en	es	HP:0000322	Short philtrum	rdfs:label	Surco nasolabial corto	OFFICIAL
en	es	HP:0000324	Facial asymmetry	rdfs:label	Asimetría facial	OFFICIAL
en	es	HP:0000325	Triangular face	rdfs:label	Cara triangular	OFFICIAL
en	es	HP:0000326	Abnormality of the maxilla	rdfs:label	Anomalía del maxilar	OFFICIAL
en	es	HP:0000327	Hypoplasia of the maxilla	rdfs:label	Hipoplasia del maxilar	OFFICIAL
en	es	HP:0000329	Facial hemangioma	rdfs:label	Hemangioma facial	OFFICIAL
en	es	HP:0000331	Short chin	rdfs:label	Barbilla corta	OFFICIAL
en	es	HP:0000336	Prominent supraorbital ridges	rdfs:label	Arcos superciliares prominentes	OFFICIAL
en	es	HP:0000337	Broad forehead	rdfs:label	Frente amplia	OFFICIAL
en	es	HP:0000338	Hypomimic face	rdfs:label	Cara hipomímica	OFFICIAL
en	es	HP:0000339	Pugilistic facies	rdfs:label	Facies pugilística	OFFICIAL
en	es	HP:0000340	Sloping forehead	rdfs:label	Frente huidiza	OFFICIAL
en	es	HP:0000341	Narrow forehead	rdfs:label	Frente estrecha	OFFICIAL
en	es	HP:0000343	Long philtrum	rdfs:label	Filtro largo	OFFICIAL
en	es	HP:0000346	Whistling appearance	rdfs:label	Apariencia de estar silbando	OFFICIAL
en	es	HP:0000347	Micrognathia	rdfs:label	Micrognatia	OFFICIAL
en	es	HP:0000348	High forehead	rdfs:label	Frente alta	OFFICIAL
en	es	HP:0000349	Widow's peak	rdfs:label	Pico de viuda	OFFICIAL
en	es	HP:0000350	Small forehead	rdfs:label	Frente pequeña	OFFICIAL
en	es	HP:0000356	Abnormality of the outer ear	rdfs:label	Anomalía del oído externo	OFFICIAL
en	es	HP:0000357	Abnormal location of ears	rdfs:label	Posición anormal de las orejas	OFFICIAL
en	es	HP:0000358	Posteriorly rotated ears	rdfs:label	Orejas con aumento de la rotación posterior	OFFICIAL
en	es	HP:0000359	Abnormality of the inner ear	rdfs:label	Anomalía del oído interno	OFFICIAL
en	es	HP:0000360	Tinnitus	rdfs:label	Tinnitus	OFFICIAL
en	es	HP:0000361	obsolete Pulsatile tinnitus (tympanic paraganglioma)	rdfs:label	Acúfeno pulsátil (paraganglioma timpánico)	OFFICIAL
en	es	HP:0000362	Otosclerosis	rdfs:label	Otosclerosis	OFFICIAL
en	es	HP:0000363	Abnormality of earlobe	rdfs:label	Anomalía del lóbulo de la oreja	OFFICIAL
en	es	HP:0000364	Hearing abnormality	rdfs:label	Anomalía de la audición	OFFICIAL
en	es	HP:0000365	Hearing impairment	rdfs:label	Discapacidad auditiva/hipoacusia	OFFICIAL
en	es	HP:0000366	Abnormality of the nose	rdfs:label	Anomalía de la nariz	OFFICIAL
en	es	HP:0000368	Low-set, posteriorly rotated ears	rdfs:label	Orejas de implantación baja y con aumento de la rotación posterior	OFFICIAL
en	es	HP:0000369	Low-set ears	rdfs:label	Orejas de implantación baja	OFFICIAL
en	es	HP:0000370	Abnormality of the middle ear	rdfs:label	Anomalía del oído medio	OFFICIAL
en	es	HP:0000371	Acute otitis media	rdfs:label	Otitis media aguda	OFFICIAL
en	es	HP:0000372	Abnormality of the auditory canal	rdfs:label	Anomalía del conducto auditivo	OFFICIAL
