defined_class	defined_class_label	location	location_label	chemical_entity	chemical_entity_label
HP:0045057	Decreased levels of alpha-fetoprotein	UBERON:0000479	blood	PR:000003809	alpha-fetoprotein
HP:0045014	Hypolipidemia	UBERON:0000178	blood	CHEBI:18059	lipid
HP:0045012	Decreased urinary catecholamine concentration	UBERON:0001088	urine	CHEBI:33567	catecholamine
HP:0045011	Decreased urine bicarbonate concentration	UBERON:0001088	urine	CHEBI:17544	hydrogencarbonate
HP:0040216	Hypoinsulinemia	UBERON:0000178	blood	PR:000009054	insulin
HP:0040209	Decreased CSF biopterin level	UBERON:0001359	cerebrospinal fluid	CHEBI:22881	biopterins
HP:0040205	Decreased CSF neopterin level	UBERON:0001359	cerebrospinal fluid	CHEBI:25500	neopterins
HP:0040171	Decreased serum testosterone level	UBERON:0000178	blood	CHEBI:17347	testosterone
HP:0040126	Abnormal vitamin B12 level	UBERON:0000178	blood	CHEBI:30411	cobalamin
HP:0031243	Decreased VLDL cholesterol concentration	UBERON:0000178	blood	CHEBI:47773	very-low-density lipoprotein cholesterol
HP:0030985	Decreased serum bile concentration	UBERON:0000178	blood	CHEBI:3098	bile acid
HP:0030344	Decreased circulating luteinizing hormone level	UBERON:0000178	blood	CHEBI:81568	Luteinizing hormone
HP:0030086	Reduced CSF lactate	UBERON:0001359	cerebrospinal fluid	CHEBI:24996	lactate
HP:0012656	Reduced CSF dopamine level	UBERON:0001359	cerebrospinal fluid	CHEBI:18243	dopamine
HP:0012604	Hyponatriuria	UBERON:0001088	urine	CHEBI:29101	sodium(1+)
HP:0012601	Hypochloriduria	UBERON:0001088	urine	CHEBI:17996	chloride
HP:0012446	Low CSF 5-methyltetrahydrofolate	UBERON:0001359	cerebrospinal fluid	CHEBI:18608	5-methyltetrahydrofolate(2-)
HP:0012405	Hypocitraturia	UBERON:0001088	urine	CHEBI:16947	citrate(3-)
HP:0012403	Decreased urine alpha-ketoglutarate concentration	UBERON:0001088	urine	CHEBI:30915	2-oxoglutaric acid
HP:0012365	Hypophosphaturia	UBERON:0001088	urine	CHEBI:26020	phosphate
HP:0012336	Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration	UBERON:0001359	cerebrospinal fluid	CHEBI:20612	5-methyltetrahydrofolate
HP:0012279	Hyposerinemia	UBERON:0000178	blood	CHEBI:17822	serine
HP:0012277	Hypoglycinemia	UBERON:0000178	blood	CHEBI:15428	glycine
HP:0012270	Decreased muscle glycogen content	UBERON:0001630	muscle organ	CHEBI:28087	glycogen
HP:0012153	Hypotriglyceridemia	UBERON:0000178	blood	CHEBI:17855	triglyceride
HP:0012101	Decreased serum creatinine	UBERON:0000178	blood	CHEBI:16737	creatinine
HP:0012053	Low serum calcifediol	UBERON:0000178	blood	CHEBI:17933	calcidiol
HP:0012052	Low serum calcitriol	UBERON:0000178	blood	CHEBI:17823	calcitriol
HP:0011935	Decreased urinary urate	UBERON:0001088	urine	CHEBI:46819	urate salt
HP:0010981	Hypolipoproteinemia	UBERON:0000178	blood	CHEBI:50404	lipoprotein cholesterol
HP:0010837	Decreased serum ceruloplasmin	UBERON:0000178	blood	PR:P00450	ceruloplasmin (human)
HP:0010683	Low tissue non-specific alkaline phosphatase	UBERON:0000479	blood	PR:000003968	alkaline phosphatase, tissue-nonspecific isozyme
HP:0008233	Decreased circulating progesterone	UBERON:0001977	blood serum	CHEBI:17026	progesterone
HP:0008214	Decreased serum estradiol	UBERON:0001977	blood serum	CHEBI:23965	estradiol
HP:0008163	Decreased circulating cortisol level	UBERON:0000178	blood	CHEBI:17650	cortisol
HP:0005961	Hypoargininemia	UBERON:0000178	blood	CHEBI:29016	arginine
HP:0004319	Decreased circulating aldosterone level	UBERON:0000178	blood	CHEBI:27584	aldosterone
HP:0003658	Hypomethioninemia	UBERON:0000178	blood	CHEBI:16811	methionine
HP:0003572	Low plasma citrulline	UBERON:0000178	blood	CHEBI:18211	citrulline
HP:0003563	Decreased LDL cholesterol concentration	UBERON:0000178	blood	CHEBI:39026	low-density lipoprotein
HP:0003537	Hypouricemia	UBERON:0000178	blood	CHEBI:27226	uric acid
HP:0003359	Decreased urinary sulfate	UBERON:0001088	urine	CHEBI:16189	sulfate
HP:0003351	Decreased circulating renin level	UBERON:0000178	blood	PR:000013883	renin
HP:0003292	Decreased serum leptin	UBERON:0000178	blood	PR:000009758	leptin
HP:0003234	Decreased plasma carnitine	UBERON:0000178	blood	CHEBI:17126	carnitine
HP:0003233	Decreased HDL cholesterol concentration	UBERON:0000178	blood	CHEBI:47775	high-density lipoprotein cholesterol
HP:0003146	Hypocholesterolemia	UBERON:0000178	blood	CHEBI:16113	cholesterol
HP:0003113	Hypochloremia	UBERON:0000178	blood	CHEBI:17996	chloride
HP:0003075	Hypoproteinemia	UBERON:0000178	blood	CHEBI:16541	protein polypeptide chain
HP:0003073	Hypoalbuminemia	UBERON:0000178	blood	PR:000003918	serum albumin
HP:0002920	Decreased circulating ACTH level	UBERON:0000178	blood	CHEBI:3892	corticotropin
HP:0002148	Hypophosphatemia	UBERON:0000178	blood	CHEBI:26020	phosphate
